sample,universe,target,horizon,outcome,metric,n_high,n_low,high_mean,low_mean,high_minus_low,nw_t,high_positive_share,low_positive_share
TRAIN_2017_2022,K200,REVISION,20,spread,FH_A_HEALTHY_BREADTH,37,254,0.014861439340271804,0.009423573874291557,0.0054378654659802475,0.663426351374857,0.6486486486486487,0.594488188976378
TRAIN_2017_2022,K200,REVISION,20,spread,FH_B_NET_BREADTH,93,85,0.01635482701669094,0.008684942184076165,0.007669884832614774,1.0124288490828508,0.6559139784946236,0.6
TRAIN_2017_2022,K200,REVISION,20,spread,FH_C_CONTINUOUS,97,97,0.013370424200593962,0.003663634463868502,0.00970678973672546,1.2822306189818562,0.6082474226804123,0.5567010309278351
TRAIN_2017_2022,K200,VALUE,5,top,FH_A_HEALTHY_BREADTH,56,235,0.0032712734449515017,0.0009207535371736974,0.0023505199077778044,0.5428216521519246,0.5178571428571429,0.5191489361702127
TRAIN_2017_2022,K200,VALUE,5,top,FH_B_NET_BREADTH,103,81,0.002591944763767267,0.0005589232462057173,0.0020330215175615495,0.43103100896521396,0.5533980582524272,0.5555555555555556
TRAIN_2017_2022,K200,VALUE,5,top,FH_C_CONTINUOUS,97,97,0.0020048350155428916,-0.00043817440820522293,0.0024430094237481146,0.46329790361690776,0.5257731958762887,0.5360824742268041
TRAIN_2017_2022,K200,VALUE,5,spread,FH_A_HEALTHY_BREADTH,56,235,0.004186299766159026,-0.00012064415316788807,0.004306943919326914,1.146011397839081,0.5714285714285714,0.4765957446808511
TRAIN_2017_2022,K200,VALUE,5,spread,FH_B_NET_BREADTH,103,81,0.004665310942335111,-0.0023758769167906966,0.007041187859125808,1.8572571937646687,0.5631067961165048,0.4074074074074074
TRAIN_2017_2022,K200,VALUE,5,spread,FH_C_CONTINUOUS,97,97,0.000742593968195843,-0.0006780710490350611,0.001420665017230904,0.3906337827118367,0.5257731958762887,0.4639175257731959
TRAIN_2017_2022,K200,VALUE,20,top,FH_A_HEALTHY_BREADTH,56,235,-0.003442995902579321,0.008061277692485214,-0.011504273595064535,-0.9915756801319193,0.5178571428571429,0.5872340425531914
TRAIN_2017_2022,K200,VALUE,20,top,FH_B_NET_BREADTH,103,81,0.003257814379483219,0.000721428796494881,0.002536385582988338,0.17708894616780027,0.5631067961165048,0.5679012345679012
TRAIN_2017_2022,K200,VALUE,20,top,FH_C_CONTINUOUS,97,97,0.007004071664843722,0.005334689322938836,0.001669382341904886,0.10644378022268876,0.5876288659793815,0.5670103092783505
TRAIN_2017_2022,K200,VALUE,20,spread,FH_A_HEALTHY_BREADTH,56,235,0.008983182307219145,0.0011553125273398488,0.007827869779879296,0.6298808543441022,0.5357142857142857,0.48936170212765956
TRAIN_2017_2022,K200,VALUE,20,spread,FH_B_NET_BREADTH,103,81,0.008379207273752558,-0.009256753266469757,0.017635960540222317,1.5375311893421768,0.5145631067961165,0.4074074074074074
TRAIN_2017_2022,K200,VALUE,20,spread,FH_C_CONTINUOUS,97,97,0.006343532027142243,-0.004271418725012892,0.010614950752155135,0.9066367262250774,0.4742268041237113,0.4639175257731959
TRAIN_2017_2022,KOSDAQ,FLOW,5,top,FH_A_HEALTHY_BREADTH,58,233,-0.0032780770964911166,0.0013609994455241017,-0.004639076542015218,-1.0287673566193527,0.4482758620689655,0.5364806866952789
TRAIN_2017_2022,KOSDAQ,FLOW,5,top,FH_B_NET_BREADTH,122,64,0.0011457200755189334,0.005444122743962686,-0.004298402668443752,-0.6085816069530987,0.5081967213114754,0.578125
TRAIN_2017_2022,KOSDAQ,FLOW,5,top,FH_C_CONTINUOUS,97,97,-9.721436590962906e-05,7.131106625094705e-05,-0.00016852543216057611,-0.02771640809623232,0.5257731958762887,0.5463917525773195
TRAIN_2017_2022,KOSDAQ,FLOW,5,spread,FH_A_HEALTHY_BREADTH,58,233,-0.0017370781438457452,-0.00012820579859169597,-0.0016088723452540492,-0.618428009585807,0.5,0.5236051502145923
TRAIN_2017_2022,KOSDAQ,FLOW,5,spread,FH_B_NET_BREADTH,122,64,0.00025052723814873224,7.996886978068273e-05,0.0001705583683680495,0.06793943375350671,0.5327868852459017,0.484375
TRAIN_2017_2022,KOSDAQ,FLOW,5,spread,FH_C_CONTINUOUS,97,97,-0.0003177013004220915,-0.001873071525358507,0.0015553702249364153,0.6045531507349812,0.5670103092783505,0.4742268041237113
TRAIN_2017_2022,KOSDAQ,FLOW,20,top,FH_A_HEALTHY_BREADTH,58,233,-0.016837044857942574,0.006963857344032979,-0.023800902201975553,-2.3250639905287454,0.3448275862068966,0.5278969957081545
TRAIN_2017_2022,KOSDAQ,FLOW,20,top,FH_B_NET_BREADTH,122,64,-0.0034999576731008825,0.02146093283266738,-0.024960890505768264,-1.6078814864693345,0.4180327868852459,0.609375
TRAIN_2017_2022,KOSDAQ,FLOW,20,top,FH_C_CONTINUOUS,97,97,-0.008828525527001927,0.009180477335879152,-0.01800900286288108,-1.2326336565771023,0.3402061855670103,0.5360824742268041
TRAIN_2017_2022,KOSDAQ,FLOW,20,spread,FH_A_HEALTHY_BREADTH,58,233,0.0005246997411679739,-0.0018897507190729819,0.002414450460240956,0.4989817312567696,0.5172413793103449,0.4978540772532189
TRAIN_2017_2022,KOSDAQ,FLOW,20,spread,FH_B_NET_BREADTH,122,64,0.0007803674109249538,-0.003870859076668596,0.004651226487593549,0.9271115929743938,0.5081967213114754,0.46875
TRAIN_2017_2022,KOSDAQ,FLOW,20,spread,FH_C_CONTINUOUS,97,97,-0.001298446128836195,-0.004517565080494122,0.003219118951657927,0.5557545287453591,0.5051546391752577,0.4639175257731959
TRAIN_2017_2022,KOSDAQ,MOMENTUM,5,top,FH_A_HEALTHY_BREADTH,52,239,0.0023206888755898996,0.0005562079326045772,0.0017644809429853223,0.29627434474432984,0.5576923076923077,0.5313807531380753
TRAIN_2017_2022,KOSDAQ,MOMENTUM,5,top,FH_B_NET_BREADTH,125,57,0.002431206473564711,-0.0011332164617931443,0.0035644229353578552,0.44684473122412327,0.544,0.47368421052631576
TRAIN_2017_2022,KOSDAQ,MOMENTUM,5,top,FH_C_CONTINUOUS,97,97,0.005068591055838942,-0.0013475417904105576,0.006416132846249499,0.9679395152299723,0.5360824742268041,0.5360824742268041
TRAIN_2017_2022,KOSDAQ,MOMENTUM,5,spread,FH_A_HEALTHY_BREADTH,52,239,0.004635615445253959,-0.00206631015476839,0.006701925600022349,1.2007203720362192,0.6153846153846154,0.4686192468619247
TRAIN_2017_2022,KOSDAQ,MOMENTUM,5,spread,FH_B_NET_BREADTH,125,57,0.0008738985330990418,-0.0013577109993565405,0.002231609532455582,0.379019220626416,0.528,0.49122807017543857
TRAIN_2017_2022,KOSDAQ,MOMENTUM,5,spread,FH_C_CONTINUOUS,97,97,0.0033846748174891266,-0.0005270266344251462,0.0039117014519142726,0.736468877620076,0.5257731958762887,0.5051546391752577
TRAIN_2017_2022,KOSDAQ,MOMENTUM,20,top,FH_A_HEALTHY_BREADTH,52,239,0.005528099927630812,0.0036758581037007305,0.0018522418239300818,0.11746815549441154,0.5192307692307693,0.49372384937238495
TRAIN_2017_2022,KOSDAQ,MOMENTUM,20,top,FH_B_NET_BREADTH,125,57,0.004495654537012221,0.017012355407611337,-0.012516700870599116,-0.5521132605495913,0.496,0.49122807017543857
TRAIN_2017_2022,KOSDAQ,MOMENTUM,20,top,FH_C_CONTINUOUS,97,97,0.004034646934648615,0.007256061803401683,-0.0032214148687530683,-0.182015686016939,0.4639175257731959,0.4948453608247423
TRAIN_2017_2022,KOSDAQ,MOMENTUM,20,spread,FH_A_HEALTHY_BREADTH,52,239,0.008339742109940606,-0.006008252029728516,0.014347994139669123,1.3969906945293626,0.5384615384615384,0.46443514644351463
TRAIN_2017_2022,KOSDAQ,MOMENTUM,20,spread,FH_B_NET_BREADTH,125,57,0.006516917813417908,-0.004345853102327054,0.010862770915744963,0.6493572082251178,0.56,0.45614035087719296
TRAIN_2017_2022,KOSDAQ,MOMENTUM,20,spread,FH_C_CONTINUOUS,97,97,0.009041423115886254,-0.015429105761437367,0.024470528877323622,1.6805531886549878,0.5463917525773195,0.4020618556701031
TRAIN_2017_2022,KOSDAQ,REVISION,5,top,FH_A_HEALTHY_BREADTH,35,256,0.007130011007550178,0.0028006343321375785,0.004329376675412599,0.7783395231065233,0.5714285714285714,0.5546875
TRAIN_2017_2022,KOSDAQ,REVISION,5,top,FH_B_NET_BREADTH,100,77,0.0030371863723425347,0.007702562338090014,-0.00466537596574748,-0.745071718572187,0.57,0.5844155844155844
TRAIN_2017_2022,KOSDAQ,REVISION,5,top,FH_C_CONTINUOUS,97,97,0.0015326997904792782,0.0036925674409433945,-0.0021598676504641164,-0.38568540040261357,0.5360824742268041,0.5360824742268041
TRAIN_2017_2022,KOSDAQ,REVISION,5,spread,FH_A_HEALTHY_BREADTH,35,256,0.0008702091012446281,0.0031372642526999346,-0.0022670551514553067,-0.5128638035737759,0.45714285714285713,0.5546875
TRAIN_2017_2022,KOSDAQ,REVISION,5,spread,FH_B_NET_BREADTH,100,77,0.00297605862436448,0.0017165770977457528,0.0012594815266187272,0.3798213569731529,0.52,0.5454545454545454
TRAIN_2017_2022,KOSDAQ,REVISION,5,spread,FH_C_CONTINUOUS,97,97,0.0015213032440636394,3.702253941472102e-05,0.0014842807046489184,0.46390283951195044,0.5051546391752577,0.5051546391752577
TRAIN_2017_2022,KOSDAQ,REVISION,20,top,FH_A_HEALTHY_BREADTH,35,256,0.008665476384024507,0.014372288117745682,-0.005706811733721175,-0.5398830843680156,0.6285714285714286,0.625
TRAIN_2017_2022,KOSDAQ,REVISION,20,top,FH_B_NET_BREADTH,100,77,0.011854505104534946,0.027518546348575024,-0.015664041244040076,-1.0294977840579882,0.55,0.6883116883116883
TRAIN_2017_2022,KOSDAQ,REVISION,20,top,FH_C_CONTINUOUS,97,97,0.010056370841125853,0.025232385409885632,-0.015176014568759779,-1.1355797920580495,0.5773195876288659,0.6907216494845361
TRAIN_2017_2022,KOSDAQ,REVISION,20,spread,FH_A_HEALTHY_BREADTH,35,256,0.021531719451328864,0.010511552997017757,0.011020166454311107,1.2196849113027457,0.7142857142857143,0.6328125
TRAIN_2017_2022,KOSDAQ,REVISION,20,spread,FH_B_NET_BREADTH,100,77,0.017379294011253002,0.010411657780638494,0.006967636230614508,0.7757895759094277,0.68,0.6233766233766234
TRAIN_2017_2022,KOSDAQ,REVISION,20,spread,FH_C_CONTINUOUS,97,97,0.015498562248967226,0.0017995294897465825,0.013699032759220643,1.5251309664766504,0.6907216494845361,0.5567010309278351
TRAIN_2017_2022,KOSDAQ,VALUE,5,top,FH_A_HEALTHY_BREADTH,53,238,0.0024362209514047347,0.0032553705812280874,-0.0008191496298233527,-0.15753322984585943,0.5660377358490566,0.6050420168067226
TRAIN_2017_2022,KOSDAQ,VALUE,5,top,FH_B_NET_BREADTH,107,75,0.0009710493686648864,0.008760256402857679,-0.007789207034192792,-1.5156821943434637,0.5887850467289719,0.6666666666666666
TRAIN_2017_2022,KOSDAQ,VALUE,5,top,FH_C_CONTINUOUS,97,97,0.0033873272712775,0.0036764807161228062,-0.0002891534448453063,-0.05481467088131184,0.6082474226804123,0.6185567010309279
TRAIN_2017_2022,KOSDAQ,VALUE,5,spread,FH_A_HEALTHY_BREADTH,53,238,0.0027281175723229975,0.0014095198864693733,0.0013185976858536242,0.3235415799233057,0.5094339622641509,0.4957983193277311
TRAIN_2017_2022,KOSDAQ,VALUE,5,spread,FH_B_NET_BREADTH,107,75,0.001964421687905479,0.004347712408360793,-0.002383290720455314,-0.6265841205898938,0.5233644859813084,0.5466666666666666
TRAIN_2017_2022,KOSDAQ,VALUE,5,spread,FH_C_CONTINUOUS,97,97,0.001068447627677081,0.0033609811267450024,-0.0022925334990679213,-0.6305186309253392,0.5154639175257731,0.4845360824742268
TRAIN_2017_2022,KOSDAQ,VALUE,20,top,FH_A_HEALTHY_BREADTH,53,238,0.016209344149484616,0.011985860268787943,0.004223483880696674,0.41121732636770025,0.6226415094339622,0.6008403361344538
TRAIN_2017_2022,KOSDAQ,VALUE,20,top,FH_B_NET_BREADTH,107,75,0.0017414276964155286,0.020817019326379343,-0.019075591629963813,-1.3141410532941393,0.5420560747663551,0.68
TRAIN_2017_2022,KOSDAQ,VALUE,20,top,FH_C_CONTINUOUS,97,97,0.011150051968797425,0.021687404506757706,-0.01053735253796028,-0.7470660712152999,0.6082474226804123,0.6804123711340206
TRAIN_2017_2022,KOSDAQ,VALUE,20,spread,FH_A_HEALTHY_BREADTH,53,238,0.02329064982347568,0.002741985753461568,0.020548664070014114,2.068350332333848,0.6037735849056604,0.4957983193277311
TRAIN_2017_2022,KOSDAQ,VALUE,20,spread,FH_B_NET_BREADTH,107,75,0.012510519572969682,0.004896709204925938,0.007613810368043743,0.6528177736492032,0.5327102803738317,0.49333333333333335
TRAIN_2017_2022,KOSDAQ,VALUE,20,spread,FH_C_CONTINUOUS,97,97,0.007025048916550451,0.006138091523757352,0.0008869573927930991,0.08036924315451624,0.5154639175257731,0.5051546391752577
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,top,FH_A_HEALTHY_BREADTH,61,230,0.0009033061886225578,0.0009885089979009666,-8.520280927840887e-05,-0.02019495579322409,0.5245901639344263,0.5695652173913044
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,top,FH_B_NET_BREADTH,119,72,0.0005095822637645278,0.004863633652771156,-0.004354051389006628,-0.7118063993545887,0.5714285714285714,0.5416666666666666
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,top,FH_C_CONTINUOUS,97,97,0.0030631609226033133,0.0026330748217163065,0.00043008610088700674,0.07902501080276286,0.6082474226804123,0.5360824742268041
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,spread,FH_A_HEALTHY_BREADTH,61,230,0.0017891209218745313,-0.00026690235277984143,0.0020560232746543727,1.1828169258355645,0.5573770491803278,0.5043478260869565
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,spread,FH_B_NET_BREADTH,119,72,0.0005542110954370664,-0.0009821064893947638,0.0015363175848318303,0.739508343242726,0.4957983193277311,0.5
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,5,spread,FH_C_CONTINUOUS,97,97,0.0016539801166172983,-0.0008273200049518949,0.002481300121569193,1.277382110904767,0.5463917525773195,0.5051546391752577
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,top,FH_A_HEALTHY_BREADTH,61,230,-0.003147531778586615,0.00643558239705167,-0.009583114175638285,-0.8355800352879579,0.4426229508196721,0.5260869565217391
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,top,FH_B_NET_BREADTH,119,72,-0.0033052411132383653,0.02809961627771843,-0.031404857390956796,-2.1340578783275066,0.4369747899159664,0.6666666666666666
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,top,FH_C_CONTINUOUS,97,97,-0.0020109780967292276,0.018886113183209055,-0.020897091279938284,-1.4331297686200064,0.4329896907216495,0.6185567010309279
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,spread,FH_A_HEALTHY_BREADTH,61,230,0.002593484485051775,0.0004202262447994656,0.0021732582402523093,0.4344130858992902,0.5409836065573771,0.4956521739130435
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,spread,FH_B_NET_BREADTH,119,72,0.00176880446965998,9.033494359928876e-06,0.0017597709753000511,0.3783399179258852,0.5294117647058824,0.5
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,20,spread,FH_C_CONTINUOUS,97,97,0.0033392805485126884,0.0035591050241757668,-0.00021982447566307834,-0.04425836287978073,0.5360824742268041,0.5463917525773195
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,top,FH_A_HEALTHY_BREADTH,53,238,-0.0023894141338968626,-6.194113489470849e-05,-0.002327472999002154,-0.4789032354183116,0.49056603773584906,0.5252100840336135
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,top,FH_B_NET_BREADTH,133,63,0.0008447122121443574,-0.00307599646052417,0.003920708672668528,0.5505342867087633,0.556390977443609,0.42857142857142855
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,top,FH_C_CONTINUOUS,97,97,-0.0006849979678657222,-0.002313537944799785,0.0016285399769340628,0.27765962995167864,0.5567010309278351,0.4742268041237113
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,spread,FH_A_HEALTHY_BREADTH,53,238,-0.0030923546260215448,-0.0018004816996597857,-0.0012918729263617591,-0.27613687032264267,0.4716981132075472,0.4579831932773109
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,spread,FH_B_NET_BREADTH,133,63,-5.1975807945318995e-05,-0.003836976431486861,0.0037850006235415424,0.7446456489369784,0.47368421052631576,0.42857142857142855
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,5,spread,FH_C_CONTINUOUS,97,97,-0.002561616919580521,-0.0044049565646029475,0.0018433396450224264,0.4180466590211419,0.4536082474226804,0.422680412371134
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,top,FH_A_HEALTHY_BREADTH,53,238,-0.01170034690021571,0.0005437965745511379,-0.012244143474766848,-0.95238337104724,0.4339622641509434,0.5252100840336135
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,top,FH_B_NET_BREADTH,133,63,-0.003208221457383859,0.00976870996228116,-0.012976931419665019,-0.7263318518253336,0.48872180451127817,0.6031746031746031
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,top,FH_C_CONTINUOUS,97,97,-0.010385699105831077,0.0061592234885619115,-0.01654492259439299,-1.101745334400211,0.41237113402061853,0.5670103092783505
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,spread,FH_A_HEALTHY_BREADTH,53,238,-0.015569686241793277,-0.006380185561252535,-0.009189500680540742,-0.9200742981053114,0.4339622641509434,0.4411764705882353
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,spread,FH_B_NET_BREADTH,133,63,-0.004531825611511015,-0.013462396223897234,0.008930570612386219,0.6554990828480556,0.46616541353383456,0.3968253968253968
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,20,spread,FH_C_CONTINUOUS,97,97,-0.008805009668805562,-0.016846823957294824,0.008041814288489262,0.6695055007768214,0.422680412371134,0.3917525773195876
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,top,FH_A_HEALTHY_BREADTH,29,262,0.007605804819405632,0.0035148679509316,0.004090936868474032,0.7815883164151395,0.6551724137931034,0.6030534351145038
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,top,FH_B_NET_BREADTH,101,84,0.006947629051883735,0.0026165343430419505,0.0043310947088417845,0.7709445899820648,0.6237623762376238,0.5833333333333334
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,top,FH_C_CONTINUOUS,97,97,0.003518864724804994,0.003244247502320478,0.0002746172224845156,0.05035352016783236,0.5876288659793815,0.6082474226804123
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,spread,FH_A_HEALTHY_BREADTH,29,262,0.003996475932693762,0.004380564372829966,-0.00038408844013620384,-0.13781835921459243,0.5517241379310345,0.6030534351145038
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,spread,FH_B_NET_BREADTH,101,84,0.005573699931030119,0.003432483746887505,0.002141216184142614,0.8047248916848206,0.6237623762376238,0.5833333333333334
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,5,spread,FH_C_CONTINUOUS,97,97,0.005125032221782166,0.0019796497823235102,0.003145382439458656,1.201333897876912,0.6288659793814433,0.5463917525773195
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,top,FH_A_HEALTHY_BREADTH,29,262,0.015971662197476113,0.016711376670718002,-0.0007397144732418891,-0.05609814826800292,0.6551724137931034,0.6221374045801527
TRAIN_2017_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,20,top,FH_B_NET_BREADTH,101,84,0.019693623084976426,0.02483276611583092,-0.005139143030854495,-0.3256047091079659,0.6039603960396039,0.6785714285714286
