sample,spec,universe,lag_steps,approx_trading_days,from_state,to_state,n_from,count,probability
TRAIN,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,D_FLOW_LLOW,52,6,0.11538461538461539
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,54,32,0.5925925925925926
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,54,16,0.2962962962962963
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,54,6,0.1111111111111111
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,54,0,0.0
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,69,15,0.21739130434782608
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,69,40,0.5797101449275363
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,69,5,0.07246376811594203
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,69,9,0.13043478260869565
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,25,6,0.24
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,25,3,0.12
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,25,10,0.4
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,25,6,0.24
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,26,2,0.07692307692307693
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,26,10,0.38461538461538464
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,26,4,0.15384615384615385
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,1,5,D_FLOW_LLOW,D_FLOW_LLOW,26,10,0.38461538461538464
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,54,19,0.35185185185185186
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,54,21,0.3888888888888889
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,54,3,0.05555555555555555
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,54,11,0.2037037037037037
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,66,24,0.36363636363636365
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,66,21,0.3181818181818182
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,66,11,0.16666666666666666
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,66,10,0.15151515151515152
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,25,7,0.28
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,25,12,0.48
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,25,4,0.16
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,25,2,0.08
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,26,5,0.19230769230769232
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,26,13,0.5
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,26,6,0.23076923076923078
OOS,MAIN_F20_L5_20,KOSPI_EX_K200,4,20,D_FLOW_LLOW,D_FLOW_LLOW,26,2,0.07692307692307693
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,76,30,0.39473684210526316
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,76,21,0.27631578947368424
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,76,15,0.19736842105263158
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,76,10,0.13157894736842105
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,96,20,0.20833333333333334
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,96,50,0.5208333333333334
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,96,8,0.08333333333333333
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,96,18,0.1875
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,94,23,0.24468085106382978
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,94,10,0.10638297872340426
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,94,46,0.48936170212765956
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,94,15,0.1595744680851064
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,74,4,0.05405405405405406
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,74,14,0.1891891891891892
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,74,25,0.33783783783783783
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,D_FLOW_LLOW,74,31,0.4189189189189189
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,76,12,0.15789473684210525
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,76,25,0.32894736842105265
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,76,13,0.17105263157894737
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,76,26,0.34210526315789475
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,94,25,0.26595744680851063
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,94,25,0.26595744680851063
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,94,25,0.26595744680851063
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,94,19,0.20212765957446807
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,94,24,0.2553191489361702
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,94,26,0.2765957446808511
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,94,27,0.2872340425531915
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,94,17,0.18085106382978725
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,73,16,0.2191780821917808
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,73,19,0.2602739726027397
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,73,28,0.3835616438356164
TRAIN,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,D_FLOW_LLOW,73,10,0.136986301369863
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,41,20,0.4878048780487805
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,41,10,0.24390243902439024
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,41,11,0.2682926829268293
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,41,0,0.0
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,53,9,0.16981132075471697
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,53,33,0.6226415094339622
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,53,2,0.03773584905660377
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,53,9,0.16981132075471697
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,30,7,0.23333333333333334
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,30,6,0.2
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,30,8,0.26666666666666666
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,30,9,0.3
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,50,6,0.12
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,50,4,0.08
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,50,9,0.18
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,1,5,D_FLOW_LLOW,D_FLOW_LLOW,50,31,0.62
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,41,10,0.24390243902439024
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,41,16,0.3902439024390244
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,41,7,0.17073170731707318
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,41,8,0.1951219512195122
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,50,14,0.28
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,50,12,0.24
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,50,8,0.16
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,50,16,0.32
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,30,7,0.23333333333333334
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,30,9,0.3
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,30,6,0.2
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,30,8,0.26666666666666666
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,50,11,0.22
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,50,16,0.32
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,50,7,0.14
OOS,MAIN_F20_L5_20,KOSPI_KOSDAQ_ALL,4,20,D_FLOW_LLOW,D_FLOW_LLOW,50,16,0.32
TRAIN,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,113,53,0.4690265486725664
TRAIN,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,113,31,0.2743362831858407
TRAIN,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,113,15,0.13274336283185842
TRAIN,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,113,14,0.12389380530973451
TRAIN,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,111,27,0.24324324324324326
TRAIN,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,111,58,0.5225225225225225
TRAIN,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,111,10,0.09009009009009009
TRAIN,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,111,16,0.14414414414414414
TRAIN,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,57,20,0.3508771929824561
TRAIN,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,57,7,0.12280701754385964
TRAIN,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,57,19,0.3333333333333333
TRAIN,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,57,11,0.19298245614035087
TRAIN,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,59,13,0.22033898305084745
TRAIN,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,59,15,0.2542372881355932
TRAIN,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,59,13,0.22033898305084745
TRAIN,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,D_FLOW_LLOW,59,18,0.3050847457627119
TRAIN,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,113,30,0.26548672566371684
TRAIN,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,113,43,0.3805309734513274
TRAIN,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,113,18,0.1592920353982301
TRAIN,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,113,22,0.19469026548672566
TRAIN,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,110,44,0.4
TRAIN,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,110,33,0.3
TRAIN,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,110,17,0.15454545454545454
TRAIN,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,110,16,0.14545454545454545
TRAIN,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,57,25,0.43859649122807015
TRAIN,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,57,13,0.22807017543859648
TRAIN,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,57,9,0.15789473684210525
TRAIN,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,57,10,0.17543859649122806
TRAIN,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,57,14,0.24561403508771928
TRAIN,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,57,22,0.38596491228070173
TRAIN,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,57,11,0.19298245614035087
TRAIN,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,D_FLOW_LLOW,57,10,0.17543859649122806
OOS,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,66,38,0.5757575757575758
OOS,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,66,19,0.2878787878787879
OOS,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,66,7,0.10606060606060606
OOS,ROBUST_F10_L5_20,K200,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,66,2,0.030303030303030304
OOS,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,60,11,0.18333333333333332
OOS,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,60,33,0.55
OOS,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,60,5,0.08333333333333333
OOS,ROBUST_F10_L5_20,K200,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,60,11,0.18333333333333332
OOS,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,19,8,0.42105263157894735
OOS,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,19,2,0.10526315789473684
OOS,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,19,3,0.15789473684210525
OOS,ROBUST_F10_L5_20,K200,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,19,6,0.3157894736842105
OOS,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,29,9,0.3103448275862069
OOS,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,29,6,0.20689655172413793
OOS,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,29,4,0.13793103448275862
OOS,ROBUST_F10_L5_20,K200,1,5,D_FLOW_LLOW,D_FLOW_LLOW,29,10,0.3448275862068966
OOS,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,66,26,0.3939393939393939
OOS,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,66,26,0.3939393939393939
OOS,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,66,5,0.07575757575757576
OOS,ROBUST_F10_L5_20,K200,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,66,9,0.13636363636363635
OOS,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,57,25,0.43859649122807015
OOS,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,57,15,0.2631578947368421
OOS,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,57,5,0.08771929824561403
OOS,ROBUST_F10_L5_20,K200,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,57,12,0.21052631578947367
OOS,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,19,7,0.3684210526315789
OOS,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,19,8,0.42105263157894735
OOS,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,19,2,0.10526315789473684
OOS,ROBUST_F10_L5_20,K200,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,19,2,0.10526315789473684
OOS,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,29,8,0.27586206896551724
OOS,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,29,11,0.3793103448275862
OOS,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,29,5,0.1724137931034483
OOS,ROBUST_F10_L5_20,K200,4,20,D_FLOW_LLOW,D_FLOW_LLOW,29,5,0.1724137931034483
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,106,44,0.41509433962264153
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,106,33,0.3113207547169811
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,106,22,0.20754716981132076
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,106,7,0.0660377358490566
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,B_FHIGH_LLOW,A_FHIGH_LHIGH,122,30,0.2459016393442623
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,B_FHIGH_LLOW,B_FHIGH_LLOW,122,65,0.5327868852459017
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,B_FHIGH_LLOW,C_FLOW_LHIGH,122,6,0.04918032786885246
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,B_FHIGH_LLOW,D_FLOW_LLOW,122,21,0.1721311475409836
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,A_FHIGH_LHIGH,64,22,0.34375
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,B_FHIGH_LLOW,64,8,0.125
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,C_FLOW_LHIGH,64,27,0.421875
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,C_FLOW_LHIGH,D_FLOW_LLOW,64,7,0.109375
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,A_FHIGH_LHIGH,48,11,0.22916666666666666
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,B_FHIGH_LLOW,48,16,0.3333333333333333
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,C_FLOW_LHIGH,48,9,0.1875
TRAIN,ROBUST_F10_L5_20,KOSDAQ,1,5,D_FLOW_LLOW,D_FLOW_LLOW,48,12,0.25
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,A_FHIGH_LHIGH,106,25,0.2358490566037736
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,B_FHIGH_LLOW,106,47,0.44339622641509435
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,C_FLOW_LHIGH,106,14,0.1320754716981132
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,A_FHIGH_LHIGH,D_FLOW_LLOW,106,20,0.18867924528301888
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,A_FHIGH_LHIGH,119,41,0.3445378151260504
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,B_FHIGH_LLOW,119,36,0.3025210084033613
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,C_FLOW_LHIGH,119,26,0.2184873949579832
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,B_FHIGH_LLOW,D_FLOW_LLOW,119,16,0.13445378151260504
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,A_FHIGH_LHIGH,64,20,0.3125
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,B_FHIGH_LLOW,64,24,0.375
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,C_FLOW_LHIGH,64,13,0.203125
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,C_FLOW_LHIGH,D_FLOW_LLOW,64,7,0.109375
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,A_FHIGH_LHIGH,48,20,0.4166666666666667
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,B_FHIGH_LLOW,48,13,0.2708333333333333
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,C_FLOW_LHIGH,48,11,0.22916666666666666
TRAIN,ROBUST_F10_L5_20,KOSDAQ,4,20,D_FLOW_LLOW,D_FLOW_LLOW,48,4,0.08333333333333333
OOS,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,A_FHIGH_LHIGH,46,23,0.5
OOS,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,B_FHIGH_LLOW,46,14,0.30434782608695654
OOS,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,C_FLOW_LHIGH,46,7,0.15217391304347827
OOS,ROBUST_F10_L5_20,KOSDAQ,1,5,A_FHIGH_LHIGH,D_FLOW_LLOW,46,2,0.043478260869565216
