source,destination,period,n_factors,median_incremental_oos_r2,mean_incremental_oos_r2,positive_factor_count,median_source_coef,median_augmented_prediction_ic,median_local_diffusion_ic,reverse_median_incremental_oos_r2,directional_advantage_vs_reverse
KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,8,-0.0003857698233228346,0.0050659646702758965,4,-0.021482583653339934,,0.012244897959183673,-0.009201762595070884,0.008815992771748049
KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,8,-0.0043380010363431865,-0.014805915079815837,3,-0.021482583653339934,,-0.11674876847290638,0.0003372923252327187,-0.004675293361575905
KOSPI_KOSDAQ_ALL,KOSDAQ_PLUS_KOSPI_EX_K200,VAL_2020_2022,8,-0.0024343139377296374,-0.012928436577003488,3,-0.021482583653339934,,-0.036402714178361356,-0.0014879677971301186,-0.0009463461405995188
KOSPI_KOSDAQ_ALL,KOSPI_ALL,CONF_2023_2024,8,0.00036130045058635485,-0.0017190384838162986,5,0.03850533374614891,,0.0312894487691984,-0.0013768338880000286,0.0017381343385863834
KOSPI_KOSDAQ_ALL,KOSPI_ALL,DISC_2016_2019,8,0.0010625718666776862,0.001804737102809914,8,0.03850533374614891,0.03809214662267383,0.0024267276978136437,0.002713880549080838,-0.001651308682403152
KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2025,8,0.0017792153705443736,0.007337660462795437,5,0.03850533374614891,,0.08239795918367346,-0.007190577756801209,0.008969793127345582
KOSPI_KOSDAQ_ALL,KOSPI_ALL,STRESS_2026,8,-0.0007208232809963189,-0.005505926254439547,3,0.03850533374614891,,0.0083743842364532,0.004835208785038125,-0.005556032066034444
KOSPI_KOSDAQ_ALL,KOSPI_ALL,VAL_2020_2022,8,0.0004476638397316046,0.0008442822075174911,6,0.03850533374614891,,-0.007425861692400524,-0.01351003672797546,0.013957700567707065
KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,CONF_2023_2024,8,-0.003108988205827279,-0.007009644545529908,2,0.052035577257137255,,0.0354841678939617,0.0005525097935966117,-0.0036614979994238905
KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,DISC_2016_2019,8,0.004139373066265051,0.008383227396258533,8,0.052035577257137255,0.09745945523948835,0.02094069596873934,0.00474396060890192,-0.0006045875426368696
KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2025,8,0.006824057043171905,0.0051845088675571,6,0.052035577257137255,,0.04015306122448979,-0.01193970375172404,0.018763760794895945
KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,STRESS_2026,8,-0.0012498392719492157,-0.0020979230289416145,3,0.052035577257137255,,-0.05714285714285713,0.0039383282624892435,-0.005188167534438459
KOSPI_KOSDAQ_ALL,KOSPI_EX_K200,VAL_2020_2022,8,0.0011673470265184394,0.0005554604575203487,5,0.052035577257137255,,-0.03677023140110389,0.00115218444733306,1.5162579185379332e-05
