metric,strategy,universe,horizon,sample,family,n_dates,gross_delta
TURNOVER20,LOW10,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,193,0.0004782684767135998
TURNOVER20,LOW10,KOSDAQ,5,EARLY_2016_2019,REVISION,193,0.00038415702029436134
TURNOVER20,LOW10,KOSDAQ,5,EARLY_2016_2019,VALUE,193,0.00038748300833813025
TURNOVER20,LOW10,KOSDAQ,5,LATE_2020_2022,FLOW,149,5.3749146590750236e-05
TURNOVER20,LOW10,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,-0.00019578226474195663
TURNOVER20,LOW10,KOSDAQ,5,LATE_2020_2022,REVISION,149,-0.00015405394474004005
TURNOVER20,LOW10,KOSDAQ,5,LATE_2020_2022,VALUE,149,0.00043993644343720735
TURNOVER20,LOW10,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,0.00014730925128263975
TURNOVER20,LOW10,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,0.00010658463124608844
TURNOVER20,LOW10,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,0.00021461522321699204
TURNOVER20,LOW10,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,9.021341542949876e-05
TURNOVER20,LOW10,KOSDAQ,5,YTD_2026,FLOW,28,-0.00027266168980075476
TURNOVER20,LOW10,KOSDAQ,5,YTD_2026,MOMENTUM,28,0.00019030168726886438
TURNOVER20,LOW10,KOSDAQ,5,YTD_2026,REVISION,28,-0.00011324530768868645
TURNOVER20,LOW10,KOSDAQ,5,YTD_2026,VALUE,28,-0.0006291819843570173
TURNOVER20,LOW10,KOSDAQ,20,BULL_2025,FLOW,12,0.0
TURNOVER20,LOW10,KOSDAQ,20,BULL_2025,MOMENTUM,12,-0.0006347378807579782
TURNOVER20,LOW10,KOSDAQ,20,BULL_2025,REVISION,12,-0.0004895728342618353
TURNOVER20,LOW10,KOSDAQ,20,BULL_2025,VALUE,12,0.0006533188281247026
TURNOVER20,LOW10,KOSDAQ,20,EARLY_2016_2019,FLOW,48,0.000679326695424615
TURNOVER20,LOW10,KOSDAQ,20,EARLY_2016_2019,MOMENTUM,48,0.0014849241464803247
TURNOVER20,LOW10,KOSDAQ,20,EARLY_2016_2019,REVISION,48,0.0017257861245980096
TURNOVER20,LOW10,KOSDAQ,20,EARLY_2016_2019,VALUE,48,0.002814249678487396
TURNOVER20,LOW10,KOSDAQ,20,LATE_2020_2022,FLOW,38,0.00021040690239361196
TURNOVER20,LOW10,KOSDAQ,20,LATE_2020_2022,MOMENTUM,38,-0.0005045603678549717
TURNOVER20,LOW10,KOSDAQ,20,LATE_2020_2022,REVISION,38,0.0006238809241343298
TURNOVER20,LOW10,KOSDAQ,20,LATE_2020_2022,VALUE,38,0.00015163432841636674
TURNOVER20,LOW10,KOSDAQ,20,NORMAL_2023_2024,FLOW,24,0.00015533335281162075
TURNOVER20,LOW10,KOSDAQ,20,NORMAL_2023_2024,MOMENTUM,24,0.00023471425124859755
TURNOVER20,LOW10,KOSDAQ,20,NORMAL_2023_2024,REVISION,24,-0.00024324487757650476
TURNOVER20,LOW10,KOSDAQ,20,NORMAL_2023_2024,VALUE,24,0.0018411067574018887
TURNOVER20,LOW10,KOSDAQ,20,YTD_2026,FLOW,6,-0.0007335474081852263
TURNOVER20,LOW10,KOSDAQ,20,YTD_2026,MOMENTUM,6,-0.0022316825442377218
TURNOVER20,LOW10,KOSDAQ,20,YTD_2026,REVISION,6,-0.0007669543677178564
TURNOVER20,LOW10,KOSDAQ,20,YTD_2026,VALUE,6,-0.005422049668704261
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,FLOW,49,-3.6809268199003255e-05
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,-3.2295593894347425e-05
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,REVISION,49,-0.00013146399160280227
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,VALUE,49,-0.0007544255511925178
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,193,7.39391732505601e-05
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,193,0.0004255130367708106
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,193,0.0004156983130541371
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,193,0.00029247730279872064
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,0.00011933837587199626
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.00041190305982289526
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,-0.00019549359543184094
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,-0.00046349250249247165
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.00015609908492781268
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.00039377438524834007
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,2.9007371462299338e-05
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,-0.0010884955286449111
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,FLOW,28,-0.0003075396995050912
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,-0.000684094730970273
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0013504400813279852
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,VALUE,28,-0.0005487666751783033
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,FLOW,12,0.0
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.0
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.0001471730213108589
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,BULL_2025,VALUE,12,-0.003064429563174834
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,-0.00012608926399342255
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,0.0016722335075338402
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,0.002261758433656655
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,-0.0009603494295112188
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,2.2665483690244423e-05
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,-4.0542956421780816e-05
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,0.001767205700108913
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.0018627671769102388
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.00059181565860396
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.000543501278851481
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,-0.0005420626008384586
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,-0.002899335546413495
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,FLOW,6,-0.00042201976118858703
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,-0.00047488522678639536
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,REVISION,6,0.0033828099548839714
TURNOVER20,LOW10,KOSDAQ_PLUS_KOSPI_EX_K200,20,YTD_2026,VALUE,6,0.0007222850234739076
TURNOVER20,LOW10,KOSPI_ALL,5,BULL_2025,FLOW,49,1.031869727748892e-05
TURNOVER20,LOW10,KOSPI_ALL,5,BULL_2025,MOMENTUM,49,-0.0001066377908785854
TURNOVER20,LOW10,KOSPI_ALL,5,BULL_2025,REVISION,49,0.0002501173662213748
TURNOVER20,LOW10,KOSPI_ALL,5,BULL_2025,VALUE,49,-0.0001582601996842755
TURNOVER20,LOW10,KOSPI_ALL,5,EARLY_2016_2019,FLOW,193,3.289581286941958e-05
TURNOVER20,LOW10,KOSPI_ALL,5,EARLY_2016_2019,MOMENTUM,193,0.00010307363971442018
TURNOVER20,LOW10,KOSPI_ALL,5,EARLY_2016_2019,REVISION,193,0.00016240510741333266
TURNOVER20,LOW10,KOSPI_ALL,5,EARLY_2016_2019,VALUE,193,1.0236437132293125e-06
TURNOVER20,LOW10,KOSPI_ALL,5,LATE_2020_2022,FLOW,149,-4.635875934055477e-05
TURNOVER20,LOW10,KOSPI_ALL,5,LATE_2020_2022,MOMENTUM,149,0.00023202187377400742
TURNOVER20,LOW10,KOSPI_ALL,5,LATE_2020_2022,REVISION,149,0.00021298066366666862
TURNOVER20,LOW10,KOSPI_ALL,5,LATE_2020_2022,VALUE,149,0.00033414957164698306
TURNOVER20,LOW10,KOSPI_ALL,5,NORMAL_2023_2024,FLOW,97,0.00011735171670427895
TURNOVER20,LOW10,KOSPI_ALL,5,NORMAL_2023_2024,MOMENTUM,97,0.0004706461163436783
TURNOVER20,LOW10,KOSPI_ALL,5,NORMAL_2023_2024,REVISION,97,-5.33608843627391e-05
TURNOVER20,LOW10,KOSPI_ALL,5,NORMAL_2023_2024,VALUE,97,-0.0004619525006552513
TURNOVER20,LOW10,KOSPI_ALL,5,YTD_2026,FLOW,28,0.0009000127009174147
TURNOVER20,LOW10,KOSPI_ALL,5,YTD_2026,MOMENTUM,28,0.0004569126757921691
TURNOVER20,LOW10,KOSPI_ALL,5,YTD_2026,REVISION,28,-0.0010602652835387536
TURNOVER20,LOW10,KOSPI_ALL,5,YTD_2026,VALUE,28,-3.062403612576825e-05
TURNOVER20,LOW10,KOSPI_ALL,20,BULL_2025,FLOW,12,0.0
TURNOVER20,LOW10,KOSPI_ALL,20,BULL_2025,MOMENTUM,12,0.0010515018956907096
TURNOVER20,LOW10,KOSPI_ALL,20,BULL_2025,REVISION,12,5.5998966640319683e-05
TURNOVER20,LOW10,KOSPI_ALL,20,BULL_2025,VALUE,12,-0.002462835037993849
TURNOVER20,LOW10,KOSPI_ALL,20,EARLY_2016_2019,FLOW,48,0.0003884715726681094
TURNOVER20,LOW10,KOSPI_ALL,20,EARLY_2016_2019,MOMENTUM,48,0.0008031892065017608
TURNOVER20,LOW10,KOSPI_ALL,20,EARLY_2016_2019,REVISION,48,0.0007274683146106228
TURNOVER20,LOW10,KOSPI_ALL,20,EARLY_2016_2019,VALUE,48,0.0006123397117184194
TURNOVER20,LOW10,KOSPI_ALL,20,LATE_2020_2022,FLOW,38,-3.0211311948034853e-05
TURNOVER20,LOW10,KOSPI_ALL,20,LATE_2020_2022,MOMENTUM,38,0.0003829920573370255
TURNOVER20,LOW10,KOSPI_ALL,20,LATE_2020_2022,REVISION,38,0.0022623717584809855
TURNOVER20,LOW10,KOSPI_ALL,20,LATE_2020_2022,VALUE,38,0.00028513564298310193
TURNOVER20,LOW10,KOSPI_ALL,20,NORMAL_2023_2024,FLOW,24,-0.0002888999845886002
TURNOVER20,LOW10,KOSPI_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.0013869813738302632
TURNOVER20,LOW10,KOSPI_ALL,20,NORMAL_2023_2024,REVISION,24,-0.0001490009352978893
TURNOVER20,LOW10,KOSPI_ALL,20,NORMAL_2023_2024,VALUE,24,0.00020221557321199455
TURNOVER20,LOW10,KOSPI_ALL,20,YTD_2026,FLOW,6,0.0003491854350175909
TURNOVER20,LOW10,KOSPI_ALL,20,YTD_2026,MOMENTUM,6,0.0006290715015168461
TURNOVER20,LOW10,KOSPI_ALL,20,YTD_2026,REVISION,6,0.0012662540398684623
TURNOVER20,LOW10,KOSPI_ALL,20,YTD_2026,VALUE,6,0.0007466643875347744
TURNOVER20,LOW10,KOSPI_EX_K200,5,BULL_2025,FLOW,49,1.6654676099136356e-05
TURNOVER20,LOW10,KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,-0.00026607455268207826
TURNOVER20,LOW10,KOSPI_EX_K200,5,BULL_2025,REVISION,49,-0.0005306444720212302
TURNOVER20,LOW10,KOSPI_EX_K200,5,BULL_2025,VALUE,49,-0.00018253255001705635
TURNOVER20,LOW10,KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,193,3.822365872164579e-06
TURNOVER20,LOW10,KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,193,0.00021616111422175587
TURNOVER20,LOW10,KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,193,4.290403005868969e-05
TURNOVER20,LOW10,KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,193,0.0001645571773040715
TURNOVER20,LOW10,KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,0.00026296902585000784
TURNOVER20,LOW10,KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,5.545665997387254e-05
TURNOVER20,LOW10,KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,-0.0001024325737051541
TURNOVER20,LOW10,KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,2.9604630269756002e-05
TURNOVER20,LOW10,KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.0002005229205461491
TURNOVER20,LOW10,KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0006008298388360917
TURNOVER20,LOW10,KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,0.0001913614371667212
TURNOVER20,LOW10,KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,-0.0002826225635468816
TURNOVER20,LOW10,KOSPI_EX_K200,5,YTD_2026,FLOW,28,0.0007213092139173542
TURNOVER20,LOW10,KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,-0.0001959045057357985
TURNOVER20,LOW10,KOSPI_EX_K200,5,YTD_2026,REVISION,28,-0.0009490061915836585
TURNOVER20,LOW10,KOSPI_EX_K200,5,YTD_2026,VALUE,28,-0.0003995793566468296
TURNOVER20,LOW10,KOSPI_EX_K200,20,BULL_2025,FLOW,12,-7.25344215035106e-05
TURNOVER20,LOW10,KOSPI_EX_K200,20,BULL_2025,MOMENTUM,12,0.0003467737798814339
TURNOVER20,LOW10,KOSPI_EX_K200,20,BULL_2025,REVISION,12,-0.0033055575629035183
TURNOVER20,LOW10,KOSPI_EX_K200,20,BULL_2025,VALUE,12,-0.0009437372190357994
TURNOVER20,LOW10,KOSPI_EX_K200,20,EARLY_2016_2019,FLOW,48,-4.192679955504925e-05
TURNOVER20,LOW10,KOSPI_EX_K200,20,EARLY_2016_2019,MOMENTUM,48,0.00036286817114624385
TURNOVER20,LOW10,KOSPI_EX_K200,20,EARLY_2016_2019,REVISION,48,-0.0005857209554383069
TURNOVER20,LOW10,KOSPI_EX_K200,20,EARLY_2016_2019,VALUE,48,-0.0006931905879593094
TURNOVER20,LOW10,KOSPI_EX_K200,20,LATE_2020_2022,FLOW,38,0.00016497281140671525
TURNOVER20,LOW10,KOSPI_EX_K200,20,LATE_2020_2022,MOMENTUM,38,0.0015624398533971233
TURNOVER20,LOW10,KOSPI_EX_K200,20,LATE_2020_2022,REVISION,38,0.0002693331978704362
TURNOVER20,LOW10,KOSPI_EX_K200,20,LATE_2020_2022,VALUE,38,0.00021901623808390206
TURNOVER20,LOW10,KOSPI_EX_K200,20,NORMAL_2023_2024,FLOW,24,0.00040064033409726246
TURNOVER20,LOW10,KOSPI_EX_K200,20,NORMAL_2023_2024,MOMENTUM,24,0.0022490342341663257
TURNOVER20,LOW10,KOSPI_EX_K200,20,NORMAL_2023_2024,REVISION,24,0.00251118365574057
TURNOVER20,LOW10,KOSPI_EX_K200,20,NORMAL_2023_2024,VALUE,24,-0.0015531591429113537
TURNOVER20,LOW10,KOSPI_EX_K200,20,YTD_2026,FLOW,6,0.0015874925407093575
TURNOVER20,LOW10,KOSPI_EX_K200,20,YTD_2026,MOMENTUM,6,0.007463966944273831
TURNOVER20,LOW10,KOSPI_EX_K200,20,YTD_2026,REVISION,6,0.006461135514818087
TURNOVER20,LOW10,KOSPI_EX_K200,20,YTD_2026,VALUE,6,-0.0006674168318306113
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,BULL_2025,FLOW,49,2.7477645291650217e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,BULL_2025,MOMENTUM,49,-1.0371058540445542e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,BULL_2025,REVISION,49,0.00017059957070421846
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,BULL_2025,VALUE,49,-0.0003458646551552948
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,FLOW,193,1.6729268950076733e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,MOMENTUM,193,0.00022370977432766936
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,REVISION,193,0.0004960667244125766
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,VALUE,193,0.00015031369439222878
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,FLOW,149,0.00012223699904308178
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,MOMENTUM,149,-4.869501765290664e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,REVISION,149,4.420143811232804e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,VALUE,149,7.137410087234314e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,FLOW,97,5.986660089258224e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,MOMENTUM,97,0.0002151685001835288
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,REVISION,97,0.0001686895556584756
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,VALUE,97,-0.000685338209558753
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,YTD_2026,FLOW,28,-9.883671736301314e-05
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,YTD_2026,MOMENTUM,28,0.0001728277558064294
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,YTD_2026,REVISION,28,-0.00146879133816577
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,5,YTD_2026,VALUE,28,-0.0011707288044028427
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,BULL_2025,FLOW,12,0.0
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,BULL_2025,MOMENTUM,12,-0.0005960226619759831
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,BULL_2025,REVISION,12,0.0006153229752548231
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,BULL_2025,VALUE,12,-0.003976853487235435
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,FLOW,48,0.00019202595977003742
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,MOMENTUM,48,0.0008825479614589759
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,REVISION,48,0.001288932957501704
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,VALUE,48,0.0008006117690884341
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,FLOW,38,0.00019161081140870855
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,MOMENTUM,38,-0.0005760115312983614
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,REVISION,38,0.0006229156879447883
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,VALUE,38,0.002104897083661304
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,FLOW,24,0.00027274999717918235
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,MOMENTUM,24,-0.0004833272256711144
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,REVISION,24,0.00048742592742025137
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,VALUE,24,-0.0006730747725960831
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,YTD_2026,FLOW,6,-0.0018550548766709592
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,YTD_2026,MOMENTUM,6,0.0
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,YTD_2026,REVISION,6,0.0021263573106139536
TURNOVER20,LOW10,KOSPI_KOSDAQ_ALL,20,YTD_2026,VALUE,6,-0.0015056285360288933
TURNOVER20,LOW20,K200,5,BULL_2025,FLOW,49,3.828053955853261e-05
TURNOVER20,LOW20,K200,5,BULL_2025,MOMENTUM,49,0.00037510992831307115
TURNOVER20,LOW20,K200,5,BULL_2025,REVISION,49,0.0010045220585357389
TURNOVER20,LOW20,K200,5,BULL_2025,VALUE,49,-0.0002929129887519493
TURNOVER20,LOW20,K200,5,EARLY_2016_2019,FLOW,193,5.131478457222672e-05
TURNOVER20,LOW20,K200,5,EARLY_2016_2019,MOMENTUM,193,0.0004716241483301913
TURNOVER20,LOW20,K200,5,EARLY_2016_2019,REVISION,193,0.00013981047460020568
TURNOVER20,LOW20,K200,5,EARLY_2016_2019,VALUE,193,0.00030733235649739335
TURNOVER20,LOW20,K200,5,LATE_2020_2022,FLOW,149,0.0003407804363027156
TURNOVER20,LOW20,K200,5,LATE_2020_2022,MOMENTUM,149,9.631496409777878e-05
TURNOVER20,LOW20,K200,5,LATE_2020_2022,REVISION,149,0.000357598294868855
TURNOVER20,LOW20,K200,5,LATE_2020_2022,VALUE,149,0.0002954785842352753
TURNOVER20,LOW20,K200,5,NORMAL_2023_2024,FLOW,97,5.036683867389873e-06
TURNOVER20,LOW20,K200,5,NORMAL_2023_2024,MOMENTUM,97,-0.0005562663043944728
TURNOVER20,LOW20,K200,5,NORMAL_2023_2024,REVISION,97,-0.0007854719429455243
TURNOVER20,LOW20,K200,5,NORMAL_2023_2024,VALUE,97,-0.0009107584305369119
TURNOVER20,LOW20,K200,5,YTD_2026,FLOW,28,-7.511617191600898e-05
TURNOVER20,LOW20,K200,5,YTD_2026,MOMENTUM,28,-0.0004544198011545102
TURNOVER20,LOW20,K200,5,YTD_2026,REVISION,28,-0.0011014095394709287
TURNOVER20,LOW20,K200,5,YTD_2026,VALUE,28,0.000406145913182512
TURNOVER20,LOW20,K200,20,BULL_2025,FLOW,12,0.0022827350280219794
TURNOVER20,LOW20,K200,20,BULL_2025,MOMENTUM,12,-0.00017902519260125038
TURNOVER20,LOW20,K200,20,BULL_2025,REVISION,12,0.0008752141727014587
TURNOVER20,LOW20,K200,20,BULL_2025,VALUE,12,-8.743294842750785e-05
TURNOVER20,LOW20,K200,20,EARLY_2016_2019,FLOW,48,0.0007522963780260778
TURNOVER20,LOW20,K200,20,EARLY_2016_2019,MOMENTUM,48,0.002020315757416393
TURNOVER20,LOW20,K200,20,EARLY_2016_2019,REVISION,48,0.00021511129724236284
TURNOVER20,LOW20,K200,20,EARLY_2016_2019,VALUE,48,0.0003903664792968649
TURNOVER20,LOW20,K200,20,LATE_2020_2022,FLOW,38,0.0006556375760541539
TURNOVER20,LOW20,K200,20,LATE_2020_2022,MOMENTUM,38,0.0011304347899394785
TURNOVER20,LOW20,K200,20,LATE_2020_2022,REVISION,38,0.002071003799790206
TURNOVER20,LOW20,K200,20,LATE_2020_2022,VALUE,38,0.0009089021393034779
TURNOVER20,LOW20,K200,20,NORMAL_2023_2024,FLOW,24,-0.0024738037711896426
TURNOVER20,LOW20,K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.0017331448566486965
TURNOVER20,LOW20,K200,20,NORMAL_2023_2024,REVISION,24,-0.0020540960302209213
TURNOVER20,LOW20,K200,20,NORMAL_2023_2024,VALUE,24,-0.0002686644773718658
TURNOVER20,LOW20,K200,20,YTD_2026,FLOW,6,0.0016040262637906748
TURNOVER20,LOW20,K200,20,YTD_2026,MOMENTUM,6,-0.0033661863505042608
TURNOVER20,LOW20,K200,20,YTD_2026,REVISION,6,-0.002286760660152827
TURNOVER20,LOW20,K200,20,YTD_2026,VALUE,6,0.008640171866600023
TURNOVER20,LOW20,KOSDAQ,5,BULL_2025,FLOW,49,0.00040106213596584724
TURNOVER20,LOW20,KOSDAQ,5,BULL_2025,MOMENTUM,49,0.0004236476189089511
TURNOVER20,LOW20,KOSDAQ,5,BULL_2025,REVISION,49,-5.85796639451024e-05
TURNOVER20,LOW20,KOSDAQ,5,BULL_2025,VALUE,49,0.0007596727211831848
TURNOVER20,LOW20,KOSDAQ,5,EARLY_2016_2019,FLOW,193,0.00021151451314597048
TURNOVER20,LOW20,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,193,0.00043805353052978936
TURNOVER20,LOW20,KOSDAQ,5,EARLY_2016_2019,REVISION,193,-2.8714301049599532e-05
TURNOVER20,LOW20,KOSDAQ,5,EARLY_2016_2019,VALUE,193,0.0008597814404249313
TURNOVER20,LOW20,KOSDAQ,5,LATE_2020_2022,FLOW,149,0.00025997367790745184
TURNOVER20,LOW20,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,-5.817981536011823e-05
TURNOVER20,LOW20,KOSDAQ,5,LATE_2020_2022,REVISION,149,-4.1701328959278294e-05
TURNOVER20,LOW20,KOSDAQ,5,LATE_2020_2022,VALUE,149,0.00041704965118438746
TURNOVER20,LOW20,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,0.00019263967780976031
TURNOVER20,LOW20,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,0.00025969821525144074
TURNOVER20,LOW20,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,0.00025908904462715294
TURNOVER20,LOW20,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,-9.493278705640595e-05
TURNOVER20,LOW20,KOSDAQ,5,YTD_2026,FLOW,28,-9.568345816316147e-05
TURNOVER20,LOW20,KOSDAQ,5,YTD_2026,MOMENTUM,28,0.0002255766526471152
TURNOVER20,LOW20,KOSDAQ,5,YTD_2026,REVISION,28,-0.0007735436008429677
