sample,universe,cost_bp,strategy,base_cagr,strategy_cagr,delta_cagr,base_sharpe,strategy_sharpe,delta_sharpe,base_mdd,strategy_mdd,delta_mdd,base_ann_turnover,strategy_ann_turnover,delta_ann_turnover,revision_exposure,rminus_decision_n
BULL_2025,KOSPI_EX_K200,30,RMINUS_TO_REV_ANY,0.30326573075625785,0.23629182962042572,-0.06697390113583213,1.1672817116107055,0.960509658501117,-0.20677205310958846,-0.14626658453220598,-0.1609395620941092,-0.014672977561903222,13.447054876547954,16.799482437945322,3.352427561397368,0.08163265306122448,4
BULL_2025,KOSPI_EX_K200,30,RMINUS_TO_REV_POS,0.30326573075625785,0.2623334499562404,-0.04093228080001743,1.1672817116107055,1.0434991345530025,-0.12378257705770301,-0.14626658453220598,-0.15034679354410374,-0.004080209011897762,13.447054876547954,15.616724603106249,2.169669726558295,0.061224489795918366,4
BULL_2025,KOSPI_EX_K200,60,RMINUS_TO_REV_ANY,0.25167393713377484,0.17541792606232431,-0.07625601107145052,1.0081212011651313,0.761214417218146,-0.2469067839469853,-0.15018245657275298,-0.16987222972823268,-0.019689773155479706,13.447054876547954,16.799482437945322,3.352427561397368,0.08163265306122448,4
BULL_2025,KOSPI_EX_K200,60,RMINUS_TO_REV_POS,0.25167393713377484,0.20446379942613357,-0.047210137707641264,1.0081212011651313,0.8585087994507227,-0.1496124017144086,-0.15018245657275298,-0.1548959752446456,-0.004713518671892625,13.447054876547954,15.616724603106249,2.169669726558295,0.061224489795918366,4
BULL_2025,KOSPI_KOSDAQ_ALL,0,RMINUS_TO_REV_ANY,0.5051527134343219,0.6390916891565774,0.13393897572225555,1.7774724460628315,2.185151985779756,0.4076795397169244,-0.17906329427479573,-0.1575640955399631,0.021499198734832636,13.4799572068747,18.4079482218316,4.9279910149569,0.24489795918367346,12
BULL_2025,KOSPI_KOSDAQ_ALL,0,RMINUS_TO_REV_POS,0.5051527134343219,0.7092064277079726,0.2040537142736507,1.7774724460628315,2.3214157686790045,0.543943322616173,-0.17906329427479573,-0.15599089612674588,0.023072398148049844,13.4799572068747,17.698817435294526,4.218860228419826,0.16326530612244897,12
BULL_2025,KOSPI_KOSDAQ_ALL,30,RMINUS_TO_REV_ANY,0.4454752490378979,0.5509676725172994,0.10549242347940146,1.6145019542248522,1.9507426575429814,0.33624070331812916,-0.1839277088408522,-0.1653165687071988,0.018611140133653392,13.4799572068747,18.4079482218316,4.9279910149569,0.24489795918367346,12
BULL_2025,KOSPI_KOSDAQ_ALL,30,RMINUS_TO_REV_POS,0.4454752490378979,0.6207611555408936,0.1752859065029957,1.6145019542248522,2.1016155108898196,0.48711355666496736,-0.1839277088408522,-0.16361554433560166,0.02031216450525053,13.4799572068747,17.698817435294526,4.218860228419826,0.16326530612244897,12
BULL_2025,KOSPI_KOSDAQ_ALL,60,RMINUS_TO_REV_ANY,0.388118529445854,0.46746576289207864,0.07934723344622463,1.4507226951740555,1.7152438117510833,0.2645211165770278,-0.18876744768307774,-0.1730102163333731,0.015757231349704637,13.4799572068747,18.4079482218316,4.9279910149569,0.24489795918367346,12
BULL_2025,KOSPI_KOSDAQ_ALL,60,RMINUS_TO_REV_POS,0.388118529445854,0.5367790818821929,0.1486605524363389,1.4507226951740555,1.880215207555507,0.4294925123814515,-0.18876744768307774,-0.17118374965188943,0.01758369803118831,13.4799572068747,17.698817435294526,4.218860228419826,0.16326530612244897,12
