universe,sample,factor_a,factor_b,corr
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,FOREIGN_FLOW,0.12299524270592574
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,MOM12_1,0.14815932382007915
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,MOM1M,1.0
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,OP12_REV,0.2919304824957594
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,OPFY1_REV,0.33602230318261794
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,PBR12MF,-0.059234833519436994
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,PER12MF,-0.04996091001631393
KOSPI_KOSDAQ_ALL,TRAIN,MOM1M,PRIVATE_FLOW,0.30869201543861974
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,FOREIGN_FLOW,0.19891348859085045
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,MOM12_1,0.4775502377291193
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,MOM1M,0.2919304824957594
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,OP12_REV,1.0
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,OPFY1_REV,0.6723012896116025
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,PBR12MF,-0.3489793329082955
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,PER12MF,-0.3077503239225303
KOSPI_KOSDAQ_ALL,TRAIN,OP12_REV,PRIVATE_FLOW,0.0431549253927448
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,FOREIGN_FLOW,0.17857130498242801
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,MOM12_1,0.3231662403750706
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,MOM1M,0.33602230318261794
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,OP12_REV,0.6723012896116025
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,OPFY1_REV,1.0
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,PBR12MF,-0.1649647249723855
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,PER12MF,-0.07439226008843737
KOSPI_KOSDAQ_ALL,TRAIN,OPFY1_REV,PRIVATE_FLOW,0.057075216996150716
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,FOREIGN_FLOW,-0.18574526988391282
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,MOM12_1,-0.5564121504254185
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,MOM1M,-0.059234833519436994
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,OP12_REV,-0.3489793329082955
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,OPFY1_REV,-0.1649647249723855
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,PBR12MF,1.0
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,PER12MF,0.8468666403339046
KOSPI_KOSDAQ_ALL,TRAIN,PBR12MF,PRIVATE_FLOW,0.2080917045122095
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,FOREIGN_FLOW,-0.1836385737735774
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,MOM12_1,-0.39856981072391046
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,MOM1M,-0.04996091001631393
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,OP12_REV,-0.3077503239225303
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,OPFY1_REV,-0.07439226008843737
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,PBR12MF,0.8468666403339046
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,PER12MF,1.0
KOSPI_KOSDAQ_ALL,TRAIN,PER12MF,PRIVATE_FLOW,0.18914283195925857
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,FOREIGN_FLOW,-0.03831284374843346
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,MOM12_1,-0.09444125154398567
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,MOM1M,0.30869201543861974
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,OP12_REV,0.0431549253927448
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,OPFY1_REV,0.057075216996150716
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,PBR12MF,0.2080917045122095
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,PER12MF,0.18914283195925857
KOSPI_KOSDAQ_ALL,TRAIN,PRIVATE_FLOW,PRIVATE_FLOW,1.0
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,FOREIGN_FLOW,1.0
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,MOM12_1,0.12115110163252715
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,MOM1M,0.15044700748360507
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,OP12_REV,0.1509962410083227
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,OPFY1_REV,0.2757758236125122
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,PBR12MF,0.04856508439439968
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,PER12MF,0.11176965932299747
KOSPI_KOSDAQ_ALL,OOS,FOREIGN_FLOW,PRIVATE_FLOW,0.0004503100719285873
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,FOREIGN_FLOW,0.12115110163252715
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,MOM12_1,1.0
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,MOM1M,0.10978462240088113
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,OP12_REV,0.5672008417267963
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,OPFY1_REV,0.2839329529892842
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,PBR12MF,-0.5465529930685709
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,PER12MF,-0.42853411156661775
KOSPI_KOSDAQ_ALL,OOS,MOM12_1,PRIVATE_FLOW,-0.2901429237775104
KOSPI_KOSDAQ_ALL,OOS,MOM1M,FOREIGN_FLOW,0.15044700748360507
KOSPI_KOSDAQ_ALL,OOS,MOM1M,MOM12_1,0.10978462240088113
KOSPI_KOSDAQ_ALL,OOS,MOM1M,MOM1M,1.0
KOSPI_KOSDAQ_ALL,OOS,MOM1M,OP12_REV,0.051193631153938574
KOSPI_KOSDAQ_ALL,OOS,MOM1M,OPFY1_REV,0.27677648708148145
KOSPI_KOSDAQ_ALL,OOS,MOM1M,PBR12MF,0.019451700266644778
KOSPI_KOSDAQ_ALL,OOS,MOM1M,PER12MF,0.14373701240847905
KOSPI_KOSDAQ_ALL,OOS,MOM1M,PRIVATE_FLOW,0.33022640703681455
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,FOREIGN_FLOW,0.1509962410083227
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,MOM12_1,0.5672008417267963
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,MOM1M,0.051193631153938574
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,OP12_REV,1.0
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,OPFY1_REV,0.5183867729169992
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,PBR12MF,-0.5568980877269291
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,PER12MF,-0.5205585626605774
KOSPI_KOSDAQ_ALL,OOS,OP12_REV,PRIVATE_FLOW,-0.14920224322098474
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,FOREIGN_FLOW,0.2757758236125122
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,MOM12_1,0.2839329529892842
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,MOM1M,0.27677648708148145
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,OP12_REV,0.5183867729169992
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,OPFY1_REV,1.0
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,PBR12MF,-0.2032017494397503
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,PER12MF,-0.10001205716271469
KOSPI_KOSDAQ_ALL,OOS,OPFY1_REV,PRIVATE_FLOW,0.11769754340681295
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,FOREIGN_FLOW,0.04856508439439968
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,MOM12_1,-0.5465529930685709
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,MOM1M,0.019451700266644778
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,OP12_REV,-0.5568980877269291
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,OPFY1_REV,-0.2032017494397503
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,PBR12MF,1.0
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,PER12MF,0.9183336383500549
KOSPI_KOSDAQ_ALL,OOS,PBR12MF,PRIVATE_FLOW,0.35569987280613174
KOSPI_KOSDAQ_ALL,OOS,PER12MF,FOREIGN_FLOW,0.11176965932299747
KOSPI_KOSDAQ_ALL,OOS,PER12MF,MOM12_1,-0.42853411156661775
KOSPI_KOSDAQ_ALL,OOS,PER12MF,MOM1M,0.14373701240847905
KOSPI_KOSDAQ_ALL,OOS,PER12MF,OP12_REV,-0.5205585626605774
KOSPI_KOSDAQ_ALL,OOS,PER12MF,OPFY1_REV,-0.10001205716271469
KOSPI_KOSDAQ_ALL,OOS,PER12MF,PBR12MF,0.9183336383500549
KOSPI_KOSDAQ_ALL,OOS,PER12MF,PER12MF,1.0
KOSPI_KOSDAQ_ALL,OOS,PER12MF,PRIVATE_FLOW,0.326060838446141
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,FOREIGN_FLOW,0.0004503100719285873
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,MOM12_1,-0.2901429237775104
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,MOM1M,0.33022640703681455
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,OP12_REV,-0.14920224322098474
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,OPFY1_REV,0.11769754340681295
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,PBR12MF,0.35569987280613174
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,PER12MF,0.326060838446141
KOSPI_KOSDAQ_ALL,OOS,PRIVATE_FLOW,PRIVATE_FLOW,1.0
