sample,factor_universe,market_target,horizon,state,state_bin,train_q1,train_q2,n,mean_fwd_return,median_fwd_return,positive_market_share,mean_tstat
TRAIN,K200,KOSPI_ALL,20,LS_BREADTH_1P,HIGH,0.375,0.625,157,0.0012934177715428065,0.0073412528391761265,0.5414012738853503,0.30211493205163464
OOS,K200,KOSPI_ALL,20,LS_BREADTH_1P,LOW,0.375,0.625,51,0.019606454267038602,0.012087286678880219,0.5882352941176471,2.175296154209469
OOS,K200,KOSPI_ALL,20,LS_BREADTH_1P,MID,0.375,0.625,35,0.017216740694325675,0.0047756380916711685,0.5428571428571428,1.0015979182293084
OOS,K200,KOSPI_ALL,20,LS_BREADTH_1P,HIGH,0.375,0.625,85,0.03676445978023811,0.02886202642451365,0.7058823529411765,3.5910404508007354
TRAIN,K200,KOSDAQ,1,LS_BREADTH_1P,LOW,0.375,0.625,114,0.0019500475182869746,0.0022970246112262215,0.5789473684210527,1.7193110134558751
TRAIN,K200,KOSDAQ,1,LS_BREADTH_1P,MID,0.375,0.625,61,0.0002702973501127585,-0.0015551751649757646,0.45901639344262296,0.14032891163948696
TRAIN,K200,KOSDAQ,1,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.0008413983046252929,0.00020739985847398806,0.5031847133757962,-0.74359837453386
OOS,K200,KOSDAQ,1,LS_BREADTH_1P,LOW,0.375,0.625,52,0.0007776626958554751,0.003128018711805577,0.5769230769230769,0.23257763227635558
OOS,K200,KOSDAQ,1,LS_BREADTH_1P,MID,0.375,0.625,36,-0.002626019375330793,-0.0011644054861546821,0.4444444444444444,-0.7199598463470257
OOS,K200,KOSDAQ,1,LS_BREADTH_1P,HIGH,0.375,0.625,87,0.0019502359357161244,0.0030520486195989255,0.6436781609195402,0.8148898721241986
TRAIN,K200,KOSDAQ,5,LS_BREADTH_1P,LOW,0.375,0.625,114,0.0041209129134434945,0.007696625374089235,0.6140350877192983,1.3937589414011418
TRAIN,K200,KOSDAQ,5,LS_BREADTH_1P,MID,0.375,0.625,61,-0.0009372215328077543,0.005731084004390089,0.5573770491803278,-0.17435118802407368
TRAIN,K200,KOSDAQ,5,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.0009997138876881371,0.0008778383379859935,0.5222929936305732,-0.3461299508246707
OOS,K200,KOSDAQ,5,LS_BREADTH_1P,LOW,0.375,0.625,51,0.005193589503623459,0.004173708725561184,0.5686274509803921,0.9310781110636025
OOS,K200,KOSDAQ,5,LS_BREADTH_1P,MID,0.375,0.625,36,-0.008391817753704015,0.0016961439981133118,0.5555555555555556,-1.1753785511353607
OOS,K200,KOSDAQ,5,LS_BREADTH_1P,HIGH,0.375,0.625,87,0.0035652072108976105,-0.0001716633327549885,0.4942528735632184,0.834762499736991
TRAIN,K200,KOSDAQ,20,LS_BREADTH_1P,LOW,0.375,0.625,114,0.006732621160599181,0.007669475527738144,0.5526315789473685,1.0568337274498347
TRAIN,K200,KOSDAQ,20,LS_BREADTH_1P,MID,0.375,0.625,61,0.01747107101901341,0.024033789884200144,0.6229508196721312,1.8649957121314158
TRAIN,K200,KOSDAQ,20,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.004320509128366221,-0.002045725926752163,0.4840764331210191,-0.7531335721895137
OOS,K200,KOSDAQ,20,LS_BREADTH_1P,LOW,0.375,0.625,51,0.0042260492888739724,0.003393102439731717,0.5490196078431373,0.48488918619396293
OOS,K200,KOSDAQ,20,LS_BREADTH_1P,MID,0.375,0.625,35,0.003963999546896719,0.015088596761923397,0.6285714285714286,0.2547719939819335
OOS,K200,KOSDAQ,20,LS_BREADTH_1P,HIGH,0.375,0.625,85,0.0054978823771737705,0.013389516298631212,0.5882352941176471,0.6168930907077038
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,LOW,0.375,0.625,114,0.000837536667611821,0.0010192438550356351,0.5877192982456141,0.9933275897500529
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,MID,0.375,0.625,61,-0.00012222817237173374,-7.944749913341583e-05,0.4918032786885246,-0.08118933725400218
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.00041860448252251483,-7.796619181422223e-05,0.4968152866242038,-0.454032688369692
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,LOW,0.375,0.625,52,-0.00047481087499013155,0.00015590475710730955,0.5384615384615384,-0.1602513302557207
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,MID,0.375,0.625,36,0.00024329753206793817,0.0003102367551775211,0.5,0.06114553729781879
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_1P,HIGH,0.375,0.625,87,0.0030050903757522112,0.004644114808514063,0.5977011494252874,1.2891843370330232
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,LOW,0.375,0.625,114,0.003013259363588487,0.003129395891417607,0.5964912280701754,1.5936749823550602
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,MID,0.375,0.625,61,-0.00044595900802459884,0.004446768512709155,0.5901639344262295,-0.10558808990574298
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.0005070519372233755,0.002626365889101277,0.5668789808917197,-0.2568758317236121
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,LOW,0.375,0.625,51,0.006700895415833156,0.01098711815783621,0.5686274509803921,1.6036898778541022
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,MID,0.375,0.625,36,-0.0035197617114549875,0.006278753772361995,0.5833333333333334,-0.42851224153919676
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_1P,HIGH,0.375,0.625,87,0.009576809520308628,0.008093236613889812,0.5747126436781609,2.487814378090002
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,LOW,0.375,0.625,114,0.0030176714778049098,0.00861410741110456,0.5701754385964912,0.6869834183289413
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,MID,0.375,0.625,61,0.011327909689847874,0.011395031063568388,0.5901639344262295,1.5440138277803475
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,HIGH,0.375,0.625,157,0.0004494285742465251,0.005088049706759257,0.5477707006369427,0.102129495420648
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,LOW,0.375,0.625,51,0.017316749542888775,0.010289263106668979,0.5686274509803921,1.9934318805389724
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,MID,0.375,0.625,35,0.015774695901269124,0.006364115028525292,0.6,0.9508926841760955
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_1P,HIGH,0.375,0.625,85,0.032909071338002346,0.029320990283105464,0.6941176470588235,3.3965345282710007
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,LOW,0.375,0.625,114,0.0018761854980506988,0.001732911516660478,0.6052631578947368,1.8793757226938699
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,MID,0.375,0.625,61,0.0006404830900431236,9.611410146289497e-05,0.5245901639344263,0.374896072522681
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.0008682871954814995,0.0002836381712799728,0.5222929936305732,-0.8243233566808742
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,LOW,0.375,0.625,52,0.0003920567714067738,0.00264158095322232,0.5769230769230769,0.12729485175602942
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,MID,0.375,0.625,36,-0.0020640355592220433,-0.0022625976801505954,0.4722222222222222,-0.6266070011036763
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_1P,HIGH,0.375,0.625,87,0.0017035138440644375,0.0028495915573089974,0.5977011494252874,0.7838240813735609
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,LOW,0.375,0.625,114,0.004053199888613599,0.006904112124304118,0.6228070175438597,1.522676079658259
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,MID,0.375,0.625,61,-0.0007504709106018728,0.003914630084984807,0.5573770491803278,-0.15031487105449917
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.0014645536747356122,7.78606695332084e-05,0.5095541401273885,-0.5364780474355346
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,LOW,0.375,0.625,51,0.0051507327036735195,0.0022908103512144767,0.5686274509803921,1.0893193145723872
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,MID,0.375,0.625,36,-0.007271170382377768,0.0038102159109431174,0.5555555555555556,-1.1192072641979163
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_1P,HIGH,0.375,0.625,87,0.0037591806381421047,0.001965418011211342,0.5287356321839081,0.9661329259910312
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,LOW,0.375,0.625,114,0.00521573253861332,0.01148214368120995,0.5614035087719298,0.9077790540060579
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,MID,0.375,0.625,61,0.01573589812519782,0.023516470598555723,0.639344262295082,1.8257973961380765
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,HIGH,0.375,0.625,157,-0.004082235611940532,-0.0038510382438970876,0.4585987261146497,-0.7261939286160152
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,LOW,0.375,0.625,51,0.00616157753559648,0.003185019926727412,0.5098039215686274,0.7779604441521025
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,MID,0.375,0.625,35,0.00484629996346056,0.023116796413800014,0.6285714285714286,0.34399238248254355
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,20,LS_BREADTH_1P,HIGH,0.375,0.625,85,0.00708254390097945,0.011759690929116653,0.5764705882352941,0.8670169965173307
TRAIN,K200,K200,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,-0.0002408262664812737,0.00046046250991037886,0.5495495495495496,-0.2385697710553044
TRAIN,K200,K200,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.000592334645203631,-0.00013122784578780298,0.484375,-0.4708372726615263
TRAIN,K200,K200,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.0003903437120376274,0.0004571779750538045,0.5222929936305732,0.4201113490962672
OOS,K200,K200,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.00028452761610165485,0.0017466069623838154,0.5454545454545454,0.08181188404976372
OOS,K200,K200,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.006478532697326581,0.004030216249031142,0.5862068965517241,1.561775517319495
OOS,K200,K200,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,102,0.0007324100323993382,0.001952019401794241,0.5588235294117647,0.3292175177001795
TRAIN,K200,K200,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.0035738374582264484,0.003509379015249502,0.6396396396396397,1.7223816367903735
TRAIN,K200,K200,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.0017389112221349895,0.001589088157397155,0.53125,-0.6252462270772502
TRAIN,K200,K200,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-0.00012334646014989405,0.0005562300813352237,0.5159235668789809,-0.05816305964092163
OOS,K200,K200,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.0009388257396379661,0.004933256496014242,0.6590909090909091,0.27972827276723855
OOS,K200,K200,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.019386319941058675,0.00982795322543903,0.6551724137931034,2.2548023695567405
OOS,K200,K200,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,101,0.005949615283751411,0.0053345151244617835,0.5643564356435643,1.4018930825337304
TRAIN,K200,K200,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.007611504356097562,0.011497629179789304,0.5945945945945946,1.4810899375786892
TRAIN,K200,K200,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.00847626993678383,-0.0038797220478989183,0.4375,-1.2789876978789545
TRAIN,K200,K200,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.005774440619942,0.008978938712008295,0.5796178343949044,1.487385589868935
OOS,K200,K200,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.015247647397837773,0.013604549693721699,0.6590909090909091,1.990026544581612
OOS,K200,K200,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.04415876099986895,0.024224630988594172,0.6206896551724138,2.82124865147577
OOS,K200,K200,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,98,0.030347253035936876,0.019744987256367176,0.6428571428571429,2.8435102805404364
TRAIN,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.0011456736956222762,0.0003792832470859944,0.5405405405405406,1.2320176008755377
TRAIN,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,0.00048492275924357517,0.0010473403172999317,0.5625,0.38212701393708254
TRAIN,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-3.352526195803262e-05,0.0014268553285637954,0.535031847133758,-0.033217511712920034
OOS,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,-0.0011019758832814376,0.0021695545737884384,0.5681818181818182,-0.37060557019170476
OOS,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.0009379695579062276,0.004498825534468328,0.5517241379310345,0.2855076629272532
OOS,K200,KOSPI_EX_K200,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,102,0.0007670684791877844,0.0016820949281168675,0.5686274509803921,0.49034236910719736
TRAIN,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.004629171104424695,0.008442357449965028,0.6396396396396397,1.8577249246524794
TRAIN,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.0010843581761363612,0.002614624518420002,0.515625,-0.3295021897615014
TRAIN,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-0.0019561604959622393,-0.0013766890143404862,0.46496815286624205,-0.6742745870556774
OOS,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.0032550963919033035,0.004528456258144708,0.6136363636363636,0.8971962970851259
OOS,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.010374855689078621,0.006150568976400424,0.5862068965517241,1.6708670340284337
OOS,K200,KOSPI_EX_K200,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,101,0.0003458813243927018,0.002048323324061782,0.5247524752475248,0.10747252062304537
TRAIN,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.011390447104746322,0.019860733353001144,0.6486486486486487,1.9798390468397176
TRAIN,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.01026965749244247,-0.005407020367633866,0.453125,-1.2302076460094902
TRAIN,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.0009469086181799146,-0.0011286915728820383,0.4968152866242038,0.17899302855227955
OOS,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.016871251846488994,0.020859187130163687,0.7045454545454546,2.4967110966898676
OOS,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.014736928194806001,0.010037992773499977,0.6206896551724138,1.7593933436909879
OOS,K200,KOSPI_EX_K200,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,98,0.005939043735739588,0.001889842430307765,0.5102040816326531,0.8213045087627423
TRAIN,K200,KOSPI_ALL,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,-0.00011231595919482005,0.00048585216872358214,0.5405405405405406,-0.1152495029196993
TRAIN,K200,KOSPI_ALL,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.0004883856319607563,-2.8386280586845657e-05,0.5,-0.39506987452520725
TRAIN,K200,KOSPI_ALL,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.0003491180216168708,0.00012726026554315186,0.5159235668789809,0.3813469103687677
OOS,K200,KOSPI_ALL,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.00019198004255779132,0.0017316029750577189,0.5909090909090909,0.05593891834335086
OOS,K200,KOSPI_ALL,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.00609414739586992,0.004527406329952967,0.5862068965517241,1.4896786852321915
OOS,K200,KOSPI_ALL,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,102,0.0007303529395476645,0.0018560367360141408,0.5588235294117647,0.33498617273218106
TRAIN,K200,KOSPI_ALL,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.0036347711949206215,0.004535321782814944,0.6216216216216216,1.7754823897919714
TRAIN,K200,KOSPI_ALL,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.001668270730183724,0.0020744135287641768,0.546875,-0.6006105200915708
TRAIN,K200,KOSPI_ALL,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-0.0003438617162245492,0.0007649905462668126,0.5095541401273885,-0.16114952199197996
OOS,K200,KOSPI_ALL,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.001123026635746631,0.005394936907403452,0.6136363636363636,0.33802992703242557
OOS,K200,KOSPI_ALL,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.0187897892314574,0.011088386135770335,0.6551724137931034,2.243574833761483
OOS,K200,KOSPI_ALL,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,101,0.0056017366497715364,0.0053720209024344144,0.5445544554455446,1.3515222782839469
TRAIN,K200,KOSPI_ALL,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.007897173028181203,0.013204344428301052,0.6036036036036037,1.5489730900071368
TRAIN,K200,KOSPI_ALL,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.008735895632645561,-0.001508269907461027,0.46875,-1.3113453639271724
TRAIN,K200,KOSPI_ALL,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.005156626628019286,0.007759058705378992,0.5668789808917197,1.3166405428303463
OOS,K200,KOSPI_ALL,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.01535223782957767,0.014028266766383987,0.6590909090909091,2.04153705304574
OOS,K200,KOSPI_ALL,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.04227027200487199,0.026587095015460874,0.6206896551724138,2.82974280679229
OOS,K200,KOSPI_ALL,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,98,0.028838345108141848,0.019736706199114832,0.6326530612244898,2.7838182798204163
TRAIN,K200,KOSDAQ,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.0011090512648115653,0.0016742684278989637,0.5675675675675675,0.9514237473426348
TRAIN,K200,KOSDAQ,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,0.0017415368457161563,0.000593634741399804,0.546875,1.0052054590894666
TRAIN,K200,KOSDAQ,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-0.0008144524006655754,-0.0006788297086048802,0.47770700636942676,-0.70239887703906
OOS,K200,KOSDAQ,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.0002745778118460881,0.005155286676198726,0.6818181818181818,0.07170774229499585
OOS,K200,KOSDAQ,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.004344586299649501,0.009124599509877982,0.5517241379310345,0.9793555439455693
OOS,K200,KOSDAQ,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,102,-0.0002206091895214157,0.0013756329755559345,0.5490196078431373,-0.10485678417214746
TRAIN,K200,KOSDAQ,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.004908189248074057,0.008191459428223793,0.6576576576576577,1.6507150824838788
TRAIN,K200,KOSDAQ,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.0008340922796487059,0.005629767884476415,0.5625,-0.18274490082247086
TRAIN,K200,KOSDAQ,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-0.001501710970537933,-0.0014208535342627765,0.49044585987261147,-0.49023855846240194
OOS,K200,KOSDAQ,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.0024345581621727694,0.007138258397063928,0.5454545454545454,0.5091524567124934
OOS,K200,KOSDAQ,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.013282698814835235,0.008465216356216788,0.6896551724137931,1.7683153470931858
OOS,K200,KOSDAQ,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,101,-0.0021720611075869275,-0.0005108715089715766,0.4752475247524752,-0.5006087654724168
TRAIN,K200,KOSDAQ,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.013904376272892021,0.012930609620038206,0.5855855855855856,2.0644122027326204
TRAIN,K200,KOSDAQ,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.014868835149872698,-0.013630163185707473,0.4375,-1.5513877371442786
TRAIN,K200,KOSDAQ,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.0035869674816271773,0.002162513855084717,0.535031847133758,0.6639448125769482
OOS,K200,KOSDAQ,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.018285659875202406,0.029409609760751056,0.6363636363636364,1.746296310110769
OOS,K200,KOSDAQ,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.019145018605869618,0.02278369672483153,0.6896551724137931,1.4599463197027451
OOS,K200,KOSDAQ,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,98,-0.005491694634136698,0.003381855930142872,0.5306122448979592,-0.6504857276306175
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,5.322030115513851e-05,0.0010376455391173474,0.5675675675675675,0.054994577141199666
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.0001740315502611647,-0.00019495717412819136,0.5,-0.13843645882113767
TRAIN,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.00017536894029000742,0.0003751209194415284,0.5095541401273885,0.19137404723296525
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.0002498797116357813,0.0018199435429105382,0.5681818181818182,0.07230416573657972
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.005888455457445841,0.00518542675173259,0.5862068965517241,1.4284044657836994
OOS,K200,KOSPI_KOSDAQ_ALL,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,102,0.000625014634975466,0.0013785513619182159,0.5490196078431373,0.2918772941950194
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.003810451307804362,0.005734430331495303,0.6576576576576577,1.832487380138172
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.001535254666170621,0.002943979585912038,0.59375,-0.5231022207005
TRAIN,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-0.0005605279153875633,0.0006632581438659301,0.5222929936305732,-0.254805307157578
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.0012658888978080934,0.006640240557958713,0.5909090909090909,0.3773023857587502
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.018117646602194303,0.009336953483066741,0.6896551724137931,2.226183104696478
OOS,K200,KOSPI_KOSDAQ_ALL,5,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,101,0.004624809998958131,0.007366223189769858,0.5346534653465347,1.146701680731258
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.008663925156487806,0.014089082606381306,0.6036036036036037,1.6905664974737509
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,-0.009622142612464576,-0.004055658314580161,0.46875,-1.3855224827009351
TRAIN,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,0.004838845608501727,0.008754044269837774,0.5732484076433121,1.2038897489122988
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,0.015587880792179203,0.015006308136116463,0.6818181818181818,2.019533614030578
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.03932530673068394,0.0316697828064471,0.6206896551724138,2.760385932291589
OOS,K200,KOSPI_KOSDAQ_ALL,20,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,98,0.024553459152206396,0.02310712034122572,0.6224489795918368,2.5038527550710934
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.0011201204342008607,0.0013950736188044065,0.5765765765765766,1.0711190610116645
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,64,0.0012428581581849503,0.0011674841926905114,0.5625,0.8147369587443419
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,157,-0.0005556863996198573,0.0007412672533910205,0.5286624203821656,-0.5177042283602069
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,44,-0.00018487323718420576,0.004333792211880374,0.6363636363636364,-0.05223120534843442
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,MID,0.4166666666666661,0.625,29,0.003304954295191265,0.005238081259842795,0.5517241379310345,0.8207951588208132
OOS,K200,KOSDAQ_PLUS_KOSPI_EX_K200,1,LS_BREADTH_4P,HIGH,0.4166666666666661,0.625,102,6.449141461101184e-05,0.0017118537246176247,0.5392156862745098,0.03384965672636456
TRAIN,K200,KOSDAQ_PLUS_KOSPI_EX_K200,5,LS_BREADTH_4P,LOW,0.4166666666666661,0.625,111,0.0048384868848765,0.008936036747947315,0.6576576576576577,1.7898706843276544
