universe,eval_year,model,action,feature,coef_std,alpha
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,MOMENTUM_spread_20d,0.0005380052287978012,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,MOMENTUM_top_60d,3.755545780287047e-06,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,MOMENTUM_spread_60d,-0.0011547190381895488,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,MOMENTUM_member_positive_spread_share_20d,-0.0002197169596526102,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,MOMENTUM_member_same_sign_20d,-6.832951784283453e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,REVISION_top_20d,0.0004219805860287075,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,REVISION_spread_20d,0.00017028264471361345,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,REVISION_top_60d,0.0004126999945648222,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,REVISION_spread_60d,-0.00015612366634027263,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,REVISION_member_positive_spread_share_20d,-0.00022762312231104,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,REVISION_member_same_sign_20d,0.0002999006503222059,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,VALUE_top_20d,-0.0006063840266207484,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,VALUE_spread_20d,-0.0007288893097790962,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,VALUE_top_60d,-0.0008640417860301208,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,VALUE_spread_60d,-0.0005606231394933517,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,VALUE_member_positive_spread_share_20d,7.658386321093429e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,VALUE_member_same_sign_20d,-0.0006969049957402829,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,FLOW_top_20d,0.0007760014092121788,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,FLOW_spread_20d,-0.0005061344566523997,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,FLOW_top_60d,0.0007278791874322933,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,FLOW_spread_60d,-0.0002775399124495616,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,FLOW_member_positive_spread_share_20d,-0.0002107484176378414,100.0
KOSDAQ,2024,FACTOR_ONLY,MOMENTUM,FLOW_member_same_sign_20d,0.0010493536194555939,100.0
KOSDAQ,2024,FULL,MOMENTUM,MKT_RET_20D,-0.00033626612505065396,100.0
KOSDAQ,2024,FULL,MOMENTUM,MKT_RET_60D,0.0006158084796525189,100.0
KOSDAQ,2024,FULL,MOMENTUM,MKT_VOL_20D,-0.0003277776994968018,100.0
KOSDAQ,2024,FULL,MOMENTUM,MKT_DD_60D,-0.0007570141418969015,100.0
KOSDAQ,2024,FULL,MOMENTUM,LIQ_5D_20D,-0.0008085920744708004,100.0
KOSDAQ,2024,FULL,MOMENTUM,LIQ_1D_20D,-6.874011672328624e-05,100.0
KOSDAQ,2024,FULL,MOMENTUM,RELATIVE_WORKING_BREADTH,-7.999884012478373e-05,100.0
KOSDAQ,2024,FULL,MOMENTUM,ABS_CONFIRMED_BREADTH,-0.00013944752303682664,100.0
KOSDAQ,2024,FULL,MOMENTUM,DEFENSIVE_WORKING_BREADTH,0.00020711594343154394,100.0
KOSDAQ,2024,FULL,MOMENTUM,REVERSE_BREADTH,0.0005679717907981152,100.0
KOSDAQ,2024,FULL,MOMENTUM,BEARISH_REVERSE_BREADTH,-0.0004878441990794471,100.0
KOSDAQ,2024,FULL,MOMENTUM,POSITIVE_ABS_BREADTH,0.00011975704071213126,100.0
KOSDAQ,2024,FULL,MOMENTUM,WPLUS_FAMILY_SHARE,0.000364640317253865,100.0
KOSDAQ,2024,FULL,MOMENTUM,WMINUS_FAMILY_SHARE,0.0009155718705934798,100.0
KOSDAQ,2024,FULL,MOMENTUM,RMINUS_FAMILY_SHARE,-8.832640838647794e-05,100.0
KOSDAQ,2024,FULL,MOMENTUM,WPLUS_PAIR_SHARE,0.0010137666910107158,100.0
KOSDAQ,2024,FULL,MOMENTUM,CONFLICT_PAIR_SHARE,-0.0005139566063332274,100.0
KOSDAQ,2024,FULL,MOMENTUM,LEADER_STRENGTH_60D,-0.0008809115081905265,100.0
KOSDAQ,2024,FULL,MOMENTUM,SPREAD_DISPERSION_20D,-1.734433651167754e-05,100.0
KOSDAQ,2024,FULL,MOMENTUM,FAMILY_MEMBER_AGREEMENT,0.0003166014145331081,100.0
KOSDAQ,2024,FULL,MOMENTUM,MOMENTUM_top_20d,0.0002565191855908941,100.0
KOSDAQ,2024,FULL,MOMENTUM,MOMENTUM_spread_20d,0.0005686262692650783,100.0
KOSDAQ,2024,FULL,MOMENTUM,MOMENTUM_top_60d,-6.42383288241884e-05,100.0
KOSDAQ,2024,FULL,MOMENTUM,MOMENTUM_spread_60d,-0.0012216970602509929,100.0
KOSDAQ,2024,FULL,MOMENTUM,MOMENTUM_member_positive_spread_share_20d,-0.00018511024739465334,100.0
KOSDAQ,2024,FULL,MOMENTUM,MOMENTUM_member_same_sign_20d,-5.043014485831975e-05,100.0
KOSDAQ,2024,FULL,MOMENTUM,REVISION_top_20d,0.0005568521903308739,100.0
KOSDAQ,2024,FULL,MOMENTUM,REVISION_spread_20d,0.0001222210568908503,100.0
KOSDAQ,2024,FULL,MOMENTUM,REVISION_top_60d,0.0003686455222003009,100.0
KOSDAQ,2024,FULL,MOMENTUM,REVISION_spread_60d,-0.0001827674395727619,100.0
KOSDAQ,2024,FULL,MOMENTUM,REVISION_member_positive_spread_share_20d,-0.0003241581660581239,100.0
KOSDAQ,2024,FULL,MOMENTUM,REVISION_member_same_sign_20d,0.000338116885908841,100.0
KOSDAQ,2024,FULL,MOMENTUM,VALUE_top_20d,-0.0004996518233109678,100.0
KOSDAQ,2024,FULL,MOMENTUM,VALUE_spread_20d,-0.0008020456630063382,100.0
KOSDAQ,2024,FULL,MOMENTUM,VALUE_top_60d,-0.0009595962336642573,100.0
KOSDAQ,2024,FULL,MOMENTUM,VALUE_spread_60d,-0.00041933541068905585,100.0
KOSDAQ,2024,FULL,MOMENTUM,VALUE_member_positive_spread_share_20d,2.942304107028823e-05,100.0
KOSDAQ,2024,FULL,MOMENTUM,VALUE_member_same_sign_20d,-0.0007355678092106755,100.0
KOSDAQ,2024,FULL,MOMENTUM,FLOW_top_20d,0.0010145597603466985,100.0
KOSDAQ,2024,FULL,MOMENTUM,FLOW_spread_20d,-0.00046787408460887894,100.0
KOSDAQ,2024,FULL,MOMENTUM,FLOW_top_60d,0.0006662041700451396,100.0
KOSDAQ,2024,FULL,MOMENTUM,FLOW_spread_60d,-0.00022636902951979855,100.0
KOSDAQ,2024,FULL,MOMENTUM,FLOW_member_positive_spread_share_20d,-0.00021069956606372366,100.0
KOSDAQ,2024,FULL,MOMENTUM,FLOW_member_same_sign_20d,0.0010706627802669832,100.0
KOSDAQ,2024,MARKET_ONLY,REVISION,MKT_RET_20D,-0.0008353583701015804,0.1
KOSDAQ,2024,MARKET_ONLY,REVISION,MKT_RET_60D,0.0007900900124156908,0.1
KOSDAQ,2024,MARKET_ONLY,REVISION,MKT_VOL_20D,-0.0016340016759947991,0.1
KOSDAQ,2024,MARKET_ONLY,REVISION,MKT_DD_60D,-0.0014466082536785617,0.1
KOSDAQ,2024,MARKET_ONLY,REVISION,LIQ_5D_20D,0.001967448004705605,0.1
KOSDAQ,2024,MARKET_ONLY,REVISION,LIQ_1D_20D,-0.0010197609644111239,0.1
KOSDAQ,2024,FACTOR_ONLY,REVISION,RELATIVE_WORKING_BREADTH,0.0002212569857188919,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,ABS_CONFIRMED_BREADTH,0.000391871318470904,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,DEFENSIVE_WORKING_BREADTH,-0.00017025356203436435,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,REVERSE_BREADTH,3.469802007918232e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,BEARISH_REVERSE_BREADTH,-0.0002472069714011732,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,POSITIVE_ABS_BREADTH,0.0002571833756149758,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,WPLUS_FAMILY_SHARE,-0.00030091109206111823,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,WMINUS_FAMILY_SHARE,0.0006147467967012453,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,RMINUS_FAMILY_SHARE,6.016316970226682e-06,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,WPLUS_PAIR_SHARE,-0.0007911370482846633,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,CONFLICT_PAIR_SHARE,-0.0012534238268000826,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,LEADER_STRENGTH_60D,0.0009632937448305288,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,SPREAD_DISPERSION_20D,-0.00022497041949559268,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,FAMILY_MEMBER_AGREEMENT,0.0001317041790361422,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,MOMENTUM_top_20d,-0.0007225532212143009,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,MOMENTUM_spread_20d,5.373945850737914e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,MOMENTUM_top_60d,-0.0001515714581145389,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,MOMENTUM_spread_60d,0.0003985113890438512,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,MOMENTUM_member_positive_spread_share_20d,0.0001281069713834567,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,MOMENTUM_member_same_sign_20d,0.00011088571997744716,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,REVISION_top_20d,-0.00035807168144892816,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,REVISION_spread_20d,0.000354879018406738,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,REVISION_top_60d,-0.0008052228993370358,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,REVISION_spread_60d,0.0004802257376307017,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,REVISION_member_positive_spread_share_20d,-0.00011292585528959018,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,REVISION_member_same_sign_20d,-0.0005160485436999311,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,VALUE_top_20d,0.0006524248662674495,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,VALUE_spread_20d,0.0006935902034308685,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,VALUE_top_60d,-0.0002911120298078524,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,VALUE_spread_60d,-0.00020765877043386817,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,VALUE_member_positive_spread_share_20d,-0.0009006787733703238,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,VALUE_member_same_sign_20d,0.0002337729668055476,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,FLOW_top_20d,-0.0001687164309289604,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,FLOW_spread_20d,-7.120771025780363e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,FLOW_top_60d,0.0001980021423069544,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,FLOW_spread_60d,-0.0010734250573314682,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,FLOW_member_positive_spread_share_20d,-0.0003069733887426652,100.0
KOSDAQ,2024,FACTOR_ONLY,REVISION,FLOW_member_same_sign_20d,0.00038907534160248156,100.0
KOSDAQ,2024,FULL,REVISION,MKT_RET_20D,-0.0006769366047437852,100.0
KOSDAQ,2024,FULL,REVISION,MKT_RET_60D,4.106955814370714e-05,100.0
KOSDAQ,2024,FULL,REVISION,MKT_VOL_20D,-0.0010916479748852178,100.0
KOSDAQ,2024,FULL,REVISION,MKT_DD_60D,-0.00036594765520800773,100.0
KOSDAQ,2024,FULL,REVISION,LIQ_5D_20D,0.0010748192992715972,100.0
KOSDAQ,2024,FULL,REVISION,LIQ_1D_20D,-0.0001506546526008234,100.0
KOSDAQ,2024,FULL,REVISION,RELATIVE_WORKING_BREADTH,0.00019431876825410851,100.0
KOSDAQ,2024,FULL,REVISION,ABS_CONFIRMED_BREADTH,0.0004076634780321123,100.0
KOSDAQ,2024,FULL,REVISION,DEFENSIVE_WORKING_BREADTH,-0.0001887375061396887,100.0
KOSDAQ,2024,FULL,REVISION,REVERSE_BREADTH,1.6763442997548894e-05,100.0
KOSDAQ,2024,FULL,REVISION,BEARISH_REVERSE_BREADTH,-0.00023149252395878556,100.0
KOSDAQ,2024,FULL,REVISION,POSITIVE_ABS_BREADTH,0.00013990059209658925,100.0
KOSDAQ,2024,FULL,REVISION,WPLUS_FAMILY_SHARE,-0.0003579437176846519,100.0
KOSDAQ,2024,FULL,REVISION,WMINUS_FAMILY_SHARE,0.0006736676213667315,100.0
KOSDAQ,2024,FULL,REVISION,RMINUS_FAMILY_SHARE,-3.7145593283797515e-05,100.0
KOSDAQ,2024,FULL,REVISION,WPLUS_PAIR_SHARE,-0.0007777360760198506,100.0
KOSDAQ,2024,FULL,REVISION,CONFLICT_PAIR_SHARE,-0.001293120576664019,100.0
KOSDAQ,2024,FULL,REVISION,LEADER_STRENGTH_60D,0.0008789583932326015,100.0
KOSDAQ,2024,FULL,REVISION,SPREAD_DISPERSION_20D,-0.00018184467347287956,100.0
KOSDAQ,2024,FULL,REVISION,FAMILY_MEMBER_AGREEMENT,0.00014847672637969018,100.0
KOSDAQ,2024,FULL,REVISION,MOMENTUM_top_20d,-0.0007560196718831402,100.0
KOSDAQ,2024,FULL,REVISION,MOMENTUM_spread_20d,-1.730249576003672e-05,100.0
KOSDAQ,2024,FULL,REVISION,MOMENTUM_top_60d,-8.431216200501013e-05,100.0
KOSDAQ,2024,FULL,REVISION,MOMENTUM_spread_60d,0.0004477446703921075,100.0
KOSDAQ,2024,FULL,REVISION,MOMENTUM_member_positive_spread_share_20d,0.00014576760344797623,100.0
KOSDAQ,2024,FULL,REVISION,MOMENTUM_member_same_sign_20d,0.00017178269626427273,100.0
KOSDAQ,2024,FULL,REVISION,REVISION_top_20d,-0.0003353098239743556,100.0
KOSDAQ,2024,FULL,REVISION,REVISION_spread_20d,0.0004226799198428246,100.0
KOSDAQ,2024,FULL,REVISION,REVISION_top_60d,-0.00080919214618076,100.0
KOSDAQ,2024,FULL,REVISION,REVISION_spread_60d,0.00033294977496484964,100.0
KOSDAQ,2024,FULL,REVISION,REVISION_member_positive_spread_share_20d,-0.00010219218683591181,100.0
KOSDAQ,2024,FULL,REVISION,REVISION_member_same_sign_20d,-0.000486560699600798,100.0
KOSDAQ,2024,FULL,REVISION,VALUE_top_20d,0.0006825921614481464,100.0
KOSDAQ,2024,FULL,REVISION,VALUE_spread_20d,0.0006089015439464488,100.0
KOSDAQ,2024,FULL,REVISION,VALUE_top_60d,-0.00019110823213721505,100.0
KOSDAQ,2024,FULL,REVISION,VALUE_spread_60d,-0.0005457350238950564,100.0
KOSDAQ,2024,FULL,REVISION,VALUE_member_positive_spread_share_20d,-0.0009250135435494208,100.0
KOSDAQ,2024,FULL,REVISION,VALUE_member_same_sign_20d,0.0003120497746731558,100.0
KOSDAQ,2024,FULL,REVISION,FLOW_top_20d,-0.00013677121047375162,100.0
KOSDAQ,2024,FULL,REVISION,FLOW_spread_20d,-9.18886366079069e-05,100.0
KOSDAQ,2024,FULL,REVISION,FLOW_top_60d,0.00035285641624688193,100.0
KOSDAQ,2024,FULL,REVISION,FLOW_spread_60d,-0.0010984668977569111,100.0
KOSDAQ,2024,FULL,REVISION,FLOW_member_positive_spread_share_20d,-0.0002542040608042369,100.0
KOSDAQ,2024,FULL,REVISION,FLOW_member_same_sign_20d,0.00026549182640106544,100.0
KOSDAQ,2024,MARKET_ONLY,VALUE,MKT_RET_20D,0.00014663095814662825,100.0
KOSDAQ,2024,MARKET_ONLY,VALUE,MKT_RET_60D,0.00033151869827182913,100.0
KOSDAQ,2024,MARKET_ONLY,VALUE,MKT_VOL_20D,-2.537819963304138e-05,100.0
KOSDAQ,2024,MARKET_ONLY,VALUE,MKT_DD_60D,7.24630537932976e-05,100.0
KOSDAQ,2024,MARKET_ONLY,VALUE,LIQ_5D_20D,0.000851764065077736,100.0
KOSDAQ,2024,MARKET_ONLY,VALUE,LIQ_1D_20D,-0.00014569633449942779,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,RELATIVE_WORKING_BREADTH,0.0005603199270561408,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,ABS_CONFIRMED_BREADTH,0.0005810285095237891,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,DEFENSIVE_WORKING_BREADTH,-0.00015431547964893245,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,REVERSE_BREADTH,-0.0016058656938126826,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,BEARISH_REVERSE_BREADTH,0.00021307846027971924,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,POSITIVE_ABS_BREADTH,0.00023644571115104132,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,WPLUS_FAMILY_SHARE,-0.0010353000290578504,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,WMINUS_FAMILY_SHARE,-0.0006298330936817414,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,RMINUS_FAMILY_SHARE,-0.00033074068685326897,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,WPLUS_PAIR_SHARE,-0.0002735784843162035,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,CONFLICT_PAIR_SHARE,-0.0002133123674448368,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,LEADER_STRENGTH_60D,0.0014134550984516308,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,SPREAD_DISPERSION_20D,-0.00012550910574385233,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,FAMILY_MEMBER_AGREEMENT,5.389069380912391e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,MOMENTUM_top_20d,-0.0004624640875531394,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,MOMENTUM_spread_20d,-0.0009825976808275976,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,MOMENTUM_top_60d,0.0004493902742269329,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,MOMENTUM_spread_60d,0.0005846081888132755,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,MOMENTUM_member_positive_spread_share_20d,0.00032393575429996577,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,MOMENTUM_member_same_sign_20d,0.0005237059949197427,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,REVISION_top_20d,0.0003451681459171055,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,REVISION_spread_20d,3.0127360358609324e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,REVISION_top_60d,-0.000882099050770288,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,REVISION_spread_60d,-0.0015718722270786553,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,REVISION_member_positive_spread_share_20d,0.0014210585635508692,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,REVISION_member_same_sign_20d,-0.0008092766494573815,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,VALUE_top_20d,0.0006808003229014269,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,VALUE_spread_20d,0.0007093215948124936,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,VALUE_top_60d,0.00033962985327659726,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,VALUE_spread_60d,-0.00032721280624885317,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,VALUE_member_positive_spread_share_20d,-0.0005743666889181399,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,VALUE_member_same_sign_20d,-5.495648891187499e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,FLOW_top_20d,0.0002672191000189373,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,FLOW_spread_20d,0.0008316374795858569,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,FLOW_top_60d,0.0002959716607672481,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,FLOW_spread_60d,0.000589000790865222,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,FLOW_member_positive_spread_share_20d,-0.0003690521229756234,100.0
KOSDAQ,2024,FACTOR_ONLY,VALUE,FLOW_member_same_sign_20d,0.00033901838116647004,100.0
KOSDAQ,2024,FULL,VALUE,MKT_RET_20D,0.0002602096880017473,100.0
KOSDAQ,2024,FULL,VALUE,MKT_RET_60D,0.0004510359961602681,100.0
KOSDAQ,2024,FULL,VALUE,MKT_VOL_20D,-0.00012817386402690168,100.0
KOSDAQ,2024,FULL,VALUE,MKT_DD_60D,0.00036395118024482845,100.0
KOSDAQ,2024,FULL,VALUE,LIQ_5D_20D,0.0008009789921136914,100.0
KOSDAQ,2024,FULL,VALUE,LIQ_1D_20D,-4.5782045782213825e-05,100.0
KOSDAQ,2024,FULL,VALUE,RELATIVE_WORKING_BREADTH,0.0005710464989043912,100.0
KOSDAQ,2024,FULL,VALUE,ABS_CONFIRMED_BREADTH,0.0005874972102396231,100.0
KOSDAQ,2024,FULL,VALUE,DEFENSIVE_WORKING_BREADTH,-0.0001363724889078486,100.0
KOSDAQ,2024,FULL,VALUE,REVERSE_BREADTH,-0.0016500257597711792,100.0
KOSDAQ,2024,FULL,VALUE,BEARISH_REVERSE_BREADTH,0.00028153409566877467,100.0
KOSDAQ,2024,FULL,VALUE,POSITIVE_ABS_BREADTH,0.00011016266614478822,100.0
KOSDAQ,2024,FULL,VALUE,WPLUS_FAMILY_SHARE,-0.0010705587714471955,100.0
KOSDAQ,2024,FULL,VALUE,WMINUS_FAMILY_SHARE,-0.0005453779684015293,100.0
KOSDAQ,2024,FULL,VALUE,RMINUS_FAMILY_SHARE,-0.000336864087521132,100.0
KOSDAQ,2024,FULL,VALUE,WPLUS_PAIR_SHARE,-0.00019944414265524947,100.0
KOSDAQ,2024,FULL,VALUE,CONFLICT_PAIR_SHARE,-0.00027730593922082794,100.0
KOSDAQ,2024,FULL,VALUE,LEADER_STRENGTH_60D,0.001305291361305306,100.0
KOSDAQ,2024,FULL,VALUE,SPREAD_DISPERSION_20D,-0.0001746484686176388,100.0
KOSDAQ,2024,FULL,VALUE,FAMILY_MEMBER_AGREEMENT,5.342178922180372e-05,100.0
KOSDAQ,2024,FULL,VALUE,MOMENTUM_top_20d,-0.000670065573241554,100.0
KOSDAQ,2024,FULL,VALUE,MOMENTUM_spread_20d,-0.0010099363250074566,100.0
KOSDAQ,2024,FULL,VALUE,MOMENTUM_top_60d,0.0003035847217358502,100.0
KOSDAQ,2024,FULL,VALUE,MOMENTUM_spread_60d,0.0007065952948293672,100.0
KOSDAQ,2024,FULL,VALUE,MOMENTUM_member_positive_spread_share_20d,0.0003364830770755407,100.0
KOSDAQ,2024,FULL,VALUE,MOMENTUM_member_same_sign_20d,0.0005446372077599043,100.0
KOSDAQ,2024,FULL,VALUE,REVISION_top_20d,0.00024412273883281187,100.0
KOSDAQ,2024,FULL,VALUE,REVISION_spread_20d,9.844374788895704e-05,100.0
KOSDAQ,2024,FULL,VALUE,REVISION_top_60d,-0.0009904007361845513,100.0
KOSDAQ,2024,FULL,VALUE,REVISION_spread_60d,-0.0015186434820323217,100.0
KOSDAQ,2024,FULL,VALUE,REVISION_member_positive_spread_share_20d,0.0014550509999233041,100.0
KOSDAQ,2024,FULL,VALUE,REVISION_member_same_sign_20d,-0.0008210238561664669,100.0
KOSDAQ,2024,FULL,VALUE,VALUE_top_20d,0.0005934919298638556,100.0
KOSDAQ,2024,FULL,VALUE,VALUE_spread_20d,0.0007626401565969143,100.0
KOSDAQ,2024,FULL,VALUE,VALUE_top_60d,0.0003044557938519348,100.0
KOSDAQ,2024,FULL,VALUE,VALUE_spread_60d,-0.000431506664885016,100.0
KOSDAQ,2024,FULL,VALUE,VALUE_member_positive_spread_share_20d,-0.0005559303813174471,100.0
KOSDAQ,2024,FULL,VALUE,VALUE_member_same_sign_20d,5.453508633252122e-06,100.0
KOSDAQ,2024,FULL,VALUE,FLOW_top_20d,4.055850951206273e-05,100.0
KOSDAQ,2024,FULL,VALUE,FLOW_spread_20d,0.0008162550902515982,100.0
KOSDAQ,2024,FULL,VALUE,FLOW_top_60d,0.00014410695573502337,100.0
KOSDAQ,2024,FULL,VALUE,FLOW_spread_60d,0.0006133343727857754,100.0
KOSDAQ,2024,FULL,VALUE,FLOW_member_positive_spread_share_20d,-0.0003557806867444782,100.0
KOSDAQ,2024,FULL,VALUE,FLOW_member_same_sign_20d,0.00027222936984467054,100.0
KOSDAQ,2024,MARKET_ONLY,FLOW,MKT_RET_20D,0.0007363271279348169,0.1
KOSDAQ,2024,MARKET_ONLY,FLOW,MKT_RET_60D,0.001163600103256503,0.1
KOSDAQ,2024,MARKET_ONLY,FLOW,MKT_VOL_20D,-0.0009911610195522894,0.1
KOSDAQ,2024,MARKET_ONLY,FLOW,MKT_DD_60D,-0.0021037262652536647,0.1
KOSDAQ,2024,MARKET_ONLY,FLOW,LIQ_5D_20D,0.0009675804340306886,0.1
KOSDAQ,2024,MARKET_ONLY,FLOW,LIQ_1D_20D,-0.00014476724670047143,0.1
KOSDAQ,2024,FACTOR_ONLY,FLOW,RELATIVE_WORKING_BREADTH,5.722954651259355e-05,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,ABS_CONFIRMED_BREADTH,0.0003414392032817055,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,DEFENSIVE_WORKING_BREADTH,-0.00045836747903190973,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,REVERSE_BREADTH,-0.0007968679172580288,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,BEARISH_REVERSE_BREADTH,-0.00026600108521524483,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,POSITIVE_ABS_BREADTH,0.0003885333134524621,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,WPLUS_FAMILY_SHARE,-0.00026613130793278595,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,WMINUS_FAMILY_SHARE,0.00013240378722069782,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,RMINUS_FAMILY_SHARE,-0.00012494423858899593,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,WPLUS_PAIR_SHARE,0.00013135742338850467,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,CONFLICT_PAIR_SHARE,-0.0009087983597696769,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,LEADER_STRENGTH_60D,0.0005317496317848454,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,SPREAD_DISPERSION_20D,-0.00013387148676098594,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,FAMILY_MEMBER_AGREEMENT,0.000125524517100102,100.0
KOSDAQ,2024,FACTOR_ONLY,FLOW,MOMENTUM_top_20d,-0.000652404107140754,100.0
