universe,period,threshold_pct,n_phases,median_delta_cagr,median_delta_excess_cagr,median_delta_sharpe,median_delta_mdd,cagr_better_phases,excess_better_phases
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,-5.0,10,0.0139145583019835,0.0137224783338296,0.0323082452847044,0.0150509722981341,7,7
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,0.0,10,0.0311330831314142,0.0307033144325744,0.078525076532593,0.0239105610579272,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,5.0,10,0.0470611926641582,0.0464115484431937,0.1196155712555415,0.0176663497792458,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,10.0,10,0.0647032863821286,0.0638101063818772,0.1688588202852458,0.0215744478396624,9,9
KOSPI_ALL,LATE_2020_2022,-10.0,10,0.0111726506289386,0.0111165744284715,0.0339377107249702,0.0080888972685578,8,8
KOSPI_ALL,LATE_2020_2022,-5.0,10,0.0073041370287786,0.0072674771290042,0.0402071006145635,0.0219303965204666,5,5
KOSPI_ALL,LATE_2020_2022,0.0,10,-0.0073144281405846,-0.0072777165891056,-0.018069634029184,0.0130531185958101,4,4
KOSPI_ALL,LATE_2020_2022,5.0,10,0.0347171124105401,0.034542865150882,0.1359544903771327,0.0476310405374585,6,6
KOSPI_ALL,LATE_2020_2022,10.0,10,0.0508460122938615,0.05059081312286,0.1851173614809368,0.0481125962173953,9,9
KOSPI_EX_K200,LATE_2020_2022,-10.0,10,0.0154695321307376,0.0149479215758576,0.0507593997191701,-0.004638438408463,7,7
KOSPI_EX_K200,LATE_2020_2022,-5.0,10,0.0059363240435307,0.0057361596654409,0.0147157316952829,0.0033839772911275,6,6
KOSPI_EX_K200,LATE_2020_2022,0.0,10,0.006745308843022,0.0065178666515756,0.0300287400917518,0.0129307793699829,5,5
KOSPI_EX_K200,LATE_2020_2022,5.0,10,0.0368039062234178,0.0355629310093818,0.1296304704684383,0.0137686474210496,8,8
KOSPI_EX_K200,LATE_2020_2022,10.0,10,0.0513718418977471,0.049639656675139,0.1720188809434679,0.0434967748806575,8,8
KOSPI_KOSDAQ_ALL,LATE_2020_2022,-10.0,10,0.0125902910895511,0.0125213546989099,0.0265912473623604,0.0126611595538645,6,6
KOSPI_KOSDAQ_ALL,LATE_2020_2022,-5.0,10,0.0151256491460557,0.0150428307544231,0.0307793513773486,0.0191984519630226,7,7
KOSPI_KOSDAQ_ALL,LATE_2020_2022,0.0,10,0.0276830778009,0.0275315029523249,0.0676959427831064,0.0277953554754691,9,9
KOSPI_KOSDAQ_ALL,LATE_2020_2022,5.0,10,0.0356808066474964,0.0354854413451441,0.0890206706979552,0.0273171008028379,9,9
KOSPI_KOSDAQ_ALL,LATE_2020_2022,10.0,10,0.0567648673962828,0.0564540592469195,0.144080499581387,0.0363393271265888,9,9
K200,NORMAL_2023_2024,-10.0,10,-0.0033553449289025,-0.003240545613675,-0.0207339042653029,0.0003541072832553,4,4
K200,NORMAL_2023_2024,-5.0,10,0.0052390782883334,0.0050598291760482,0.0148591629946237,0.0072845643229991,6,6
K200,NORMAL_2023_2024,0.0,10,0.0019273495975123,0.0018614075204117,-0.0015319203974611,0.0127514685275991,5,5
K200,NORMAL_2023_2024,5.0,10,0.0250783477995316,0.0242203206174046,0.102977599422615,0.0325715816381887,6,6
K200,NORMAL_2023_2024,10.0,10,0.0879824069342873,0.084972188824947,0.3576505230516872,0.0724144944749792,9,9
KOSDAQ,NORMAL_2023_2024,-10.0,10,-0.0320182462269846,-0.0319703356957298,-0.0876010759642503,-0.024717558452753,2,2
KOSDAQ,NORMAL_2023_2024,-5.0,10,-0.0295806488821281,-0.0295363858518306,-0.0796018979950848,-0.0192332128892422,2,2
KOSDAQ,NORMAL_2023_2024,0.0,10,-0.0315789113296511,-0.0315316581975592,-0.0953155427639529,-0.0187563897072297,3,3
