universe,period,threshold_pct,median_cagr,median_mdd,median_sharpe,median_excess_cagr,median_turnover,positive_cagr_phases,positive_excess_phases
KOSPI_KOSDAQ_ALL,BULL_2025,-10.0,0.5757615230032445,-0.2095496168958163,1.50265804000942,-0.094292309039793,13.510149453786491,10,2
KOSPI_KOSDAQ_ALL,BULL_2025,-5.0,0.5759688968325265,-0.211808322931789,1.5037925186773062,-0.0941731158310855,13.745075378706977,10,2
KOSPI_KOSDAQ_ALL,BULL_2025,0.0,0.5955442869113244,-0.2121029261813185,1.539120562953291,-0.0829216789295652,13.900451685223617,10,2
KOSPI_KOSDAQ_ALL,BULL_2025,5.0,0.6058166439180394,-0.2178650216771925,1.568140810812254,-0.0770173890929044,14.162108615131874,10,2
KOSPI_KOSDAQ_ALL,BULL_2025,10.0,0.5729827042559039,-0.227055869359539,1.4989628308322964,-0.0958895034594505,14.537317045151418,10,1
K200,EARLY_2017_2019,-10.0,-0.116065138551736,-0.4266914342683851,-0.5678932274162695,-0.1349057632269995,12.32887351310637,0,0
K200,EARLY_2017_2019,-5.0,-0.1157449844476889,-0.4302355214624893,-0.5680754074099292,-0.1345932452636014,12.516232316486567,0,0
K200,EARLY_2017_2019,0.0,-0.0906887575355543,-0.4080596464779065,-0.4279789167454793,-0.1153835385096994,12.862476795711007,0,0
K200,EARLY_2017_2019,5.0,-0.101372563274197,-0.4229128504920858,-0.495546167951933,-0.1239576964860536,12.498934950826122,0,0
K200,EARLY_2017_2019,10.0,-0.0208367471302965,-0.3638277280211109,-0.02241089497497,-0.045357449402068,8.24036461522602,1,1
KOSDAQ,EARLY_2017_2019,-10.0,0.074523972808297,-0.5259307298598147,0.3836913947464376,0.0478708175694622,12.103351195166098,9,8
KOSDAQ,EARLY_2017_2019,-5.0,0.0811264635304118,-0.5292777717153592,0.4030342732977547,0.0543139859108898,12.508336235504624,9,9
KOSDAQ,EARLY_2017_2019,0.0,0.1071303560522854,-0.5064400155040205,0.4761032318500616,0.0808457138506819,12.77046012511822,10,10
KOSDAQ,EARLY_2017_2019,5.0,0.1147352134820972,-0.4981860658941325,0.4971287532991299,0.0854612892860205,13.011449519277512,10,10
KOSDAQ,EARLY_2017_2019,10.0,0.1104223763032538,-0.4836783342062372,0.4854320098065167,0.0801945886121785,11.912320828314291,10,10
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,-10.0,-0.0527210519847733,-0.5524758707213469,0.0215175780085801,-0.0631366758590049,12.620311330976904,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,-5.0,-0.0487233328899971,-0.555789711909441,0.0173109087636814,-0.057351225843317,13.103168778384871,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,0.0,-0.0446349480616792,-0.5473241627537251,0.0346001902543954,-0.0528928762591113,13.488388514143828,0,0
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,5.0,-0.0430234601404829,-0.5617956885254746,0.032905833059879,-0.0531436219314553,14.034795268028876,1,0
KOSDAQ_PLUS_KOSPI_EX_K200,EARLY_2017_2019,10.0,-0.0300054081923472,-0.5719817422272178,0.0861375791924336,-0.0412167567835341,14.09090591904555,1,1
KOSPI_ALL,EARLY_2017_2019,-10.0,-0.2579086161468463,-0.5996179295617111,-1.077314974286963,-0.2719283433130846,13.587036025799389,0,0
KOSPI_ALL,EARLY_2017_2019,-5.0,-0.2471632008661548,-0.5918534177828374,-0.9927016258132514,-0.2624528721786706,13.887421868574808,0,0
KOSPI_ALL,EARLY_2017_2019,0.0,-0.2345741516282245,-0.5811174563398738,-0.9054858468314648,-0.250868691987246,14.106844532209074,0,0
KOSPI_ALL,EARLY_2017_2019,5.0,-0.2170985406028593,-0.5645347392777851,-0.8535576534240598,-0.2334001939757652,14.300778850359524,0,0
KOSPI_ALL,EARLY_2017_2019,10.0,-0.212802096897135,-0.5538167020815308,-0.7955290086423118,-0.2276057587689193,13.251612364608432,0,0
KOSPI_EX_K200,EARLY_2017_2019,-10.0,-0.232933058574098,-0.5975073206239938,-0.9721611685609242,-0.2211043563781622,12.114979341109612,0,0
