date,sample,horizon,universe,strategy,gross,turnover
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_LOW20,-0.03232860356180985,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_LOW30,-0.025877171924316593,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW05,-0.032916195110490716,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW10,-0.03154202579938541,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW20,-0.03232860356180985,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_TOP1_LOW30,-0.025877171924316593,1.0
2016-02-01,EARLY_2016_2019,10,KOSPI_KOSDAQ_ALL,VETO_TOP1_ONLY,-0.032916195110490716,1.0
2016-02-01,EARLY_2016_2019,20,K200,CF20,0.007776108001522965,0.4375
2016-02-01,EARLY_2016_2019,20,K200,VETO_LOW05,0.014818444154225846,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_LOW10,0.005554094941847489,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_LOW20,0.003719403674237766,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_LOW30,-0.0021523737296786534,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_TOP1_LOW05,0.013836673269477892,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_TOP1_LOW10,0.0053158459283750275,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_TOP1_LOW20,0.005998616815565538,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_TOP1_LOW30,-0.001907431431100377,1.0
2016-02-01,EARLY_2016_2019,20,K200,VETO_TOP1_ONLY,0.007719003376128536,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,CF20,-0.006645600823183757,0.68125
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_LOW05,-0.0036483108864066517,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_LOW10,-0.0036483108864066517,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_LOW20,-0.0028884040667293575,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_LOW30,-0.0029895900301872315,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_TOP1_LOW05,-0.0036483108864066517,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_TOP1_LOW10,-0.0036483108864066517,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_TOP1_LOW20,-0.0028884040667293575,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_TOP1_LOW30,-0.0029895900301872315,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ,VETO_TOP1_ONLY,-0.0036483108864066517,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,CF20,-0.008170969146218472,0.6625
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_LOW05,-0.0049221147962556465,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_LOW10,-0.003170966067129009,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_LOW20,-0.0002571342822615553,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_LOW30,-0.0023330731231428884,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_TOP1_LOW05,-0.0049221147962556465,1.0
2016-02-01,EARLY_2016_2019,20,KOSDAQ_PLUS_KOSPI_EX_K200,VETO_TOP1_LOW10,-0.003170966067129009,1.0
