weight,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60
0.3,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0012406237468511926,0.0864795918367347,0.0012406237468511926,0.0009811849713409883,0.0007217461958307843
0.3,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0029736310130669525,0.11474999999999999,0.0029736310130669525,0.002629381013066953,0.0022851310130669535
0.3,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.00021385598914573875,0.11783854166666667,0.00021385598914573875,-0.00013965963585426162,-0.0004931752608542615
0.3,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.010423544591725693,0.1230769230769231,0.010423544591725693,0.010054313822494923,0.009685083053264152
0.3,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.015481323941699933,0.12447916666666663,0.015481323941699933,0.015107886441699934,0.014734448941699932
0.3,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00025206248069225185,0.09808673469387753,0.00025206248069225185,-4.219772338938102e-05,-0.00033645792747101364
0.3,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.008925719690131626,0.13322368421052633,0.008925719690131626,0.008526048637500045,0.008126377584868467
0.3,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,-0.00045242801457390003,0.14895833333333333,-0.00045242801457390003,-0.0008993030145739,-0.0013461780145738996
0.3,KOSPI_KOSDAQ_ALL,20,YTD_2026,6,0.018133981016496464,0.12604166666666666,0.018133981016496464,0.017755856016496468,0.017377731016496464
0.4,K200,10,BULL_2025,25,0.005301515361905513,0.07725000000000001,0.005301515361905513,0.005069765361905513,0.004838015361905514
0.4,K200,10,EARLY_2016_2019,98,0.0004276190835681491,0.04617346938775511,0.0004276190835681491,0.00028909867540488366,0.00015057826724161863
0.4,K200,10,LATE_2020_2022,75,0.0007835824492118642,0.05883333333333333,0.0007835824492118642,0.000607082449211864,0.00043058244921186334
0.4,K200,10,NORMAL_2023_2024,48,0.0014537271025836004,0.06223958333333333,0.0014537271025836004,0.0012670083525836001,0.0010802896025836
0.4,K200,10,YTD_2026,13,0.004946711026943796,0.08269230769230769,0.004946711026943796,0.004698634103866873,0.004450557180789949
0.4,KOSDAQ,10,BULL_2025,25,-0.0013080208635281858,0.095,-0.0013080208635281858,-0.0015930208635281857,-0.0018780208635281856
0.4,KOSDAQ,10,EARLY_2016_2019,98,0.0007972460247247968,0.04757653061224489,0.0007972460247247968,0.0006545164328880618,0.0005117868410513275
0.4,KOSDAQ,10,LATE_2020_2022,75,0.001181820032595179,0.07483333333333335,0.001181820032595179,0.0009573200325951792,0.0007328200325951794
0.4,KOSDAQ,10,NORMAL_2023_2024,48,0.0005004213373893291,0.09270833333333332,0.0005004213373893291,0.0002222963373893287,-5.582866261067042e-05
0.4,KOSDAQ,10,YTD_2026,13,0.011911861488473393,0.10240384615384618,0.011911861488473393,0.011604649950011852,0.011297438411550315
0.4,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.0024608735975535623,0.11074999999999999,0.0024608735975535623,0.0021286235975535627,0.0017963735975535628
0.4,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0008478943401457346,0.08584183673469388,0.0008478943401457346,0.0005903688299416528,0.00033284331973757115
0.4,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.0019531911346143617,0.11583333333333332,0.0019531911346143617,0.0016056911346143613,0.0012581911346143616
0.4,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0008157003416865635,0.10989583333333332,0.0008157003416865635,0.0004860128416865628,0.00015632534168656328
0.4,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.009526392027789423,0.1235576923076923,0.009526392027789423,0.009155718950866346,0.00878504587394327
0.4,KOSPI_ALL,10,BULL_2025,25,0.005316086926952944,0.10425,0.005316086926952944,0.0050033369269529455,0.004690586926952945
0.4,KOSPI_ALL,10,EARLY_2016_2019,98,8.52118630241611e-06,0.07927295918367346,8.52118630241611e-06,-0.00022929769124860425,-0.00046711656879962465
0.4,KOSPI_ALL,10,LATE_2020_2022,75,0.0013359104753668256,0.10525000000000001,0.0013359104753668256,0.0010201604753668255,0.0007044104753668252
0.4,KOSPI_ALL,10,NORMAL_2023_2024,48,6.102956291945185e-05,0.1125,6.102956291945185e-05,-0.000276470437080548,-0.0006139704370805478
0.4,KOSPI_ALL,10,YTD_2026,13,0.004219244140750909,0.10625000000000001,0.004219244140750909,0.0039004941407509083,0.003581744140750909
0.4,KOSPI_EX_K200,10,BULL_2025,25,0.0038385255889063306,0.05799999999999999,0.0038385255889063306,0.003664525588906331,0.0034905255889063303
0.4,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.00036194276813314387,0.03233418367346939,0.00036194276813314387,0.0002649402171127358,0.00016793766609232754
0.4,KOSPI_EX_K200,10,LATE_2020_2022,75,-4.88876970716468e-05,0.06133333333333333,-4.88876970716468e-05,-0.00023288769707164683,-0.00041688769707164705
0.4,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00042522918150853715,0.06770833333333333,0.00042522918150853715,0.00022210418150853738,1.897918150853721e-05
0.4,KOSPI_EX_K200,10,YTD_2026,13,0.00546616377967636,0.08942307692307692,0.00546616377967636,0.005197894548907129,0.004929625318137898
0.4,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.005086019486957508,0.12424999999999997,0.005086019486957508,0.004713269486957507,0.004340519486957508
0.4,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0005432775369404783,0.11205357142857142,0.0005432775369404783,0.00020711682265476422,-0.0001290438916309501
0.4,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.004008853700191471,0.13883333333333336,0.004008853700191471,0.003592353700191472,0.003175853700191472
0.4,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.0009677692592989606,0.13763020833333334,0.0009677692592989606,0.0005548786342989607,0.00014198800929896062
0.4,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.01301884183246366,0.14951923076923077,0.01301884183246366,0.012570284140155968,0.012121726447848273
0.5,K200,10,BULL_2025,25,0.005833569122955889,0.10100000000000002,0.005833569122955889,0.005530569122955886,0.005227569122955887
0.5,K200,10,EARLY_2016_2019,98,0.00025915000819875497,0.06670918367346938,0.00025915000819875497,5.902245717834661e-05,-0.00014110509384206136
0.5,K200,10,LATE_2020_2022,75,0.0010710032998492523,0.08116666666666666,0.0010710032998492523,0.0008275032998492515,0.000584003299849252
0.5,K200,10,NORMAL_2023_2024,48,0.0015126206013679085,0.08645833333333335,0.0015126206013679085,0.0012532456013679084,0.000993870601367908
0.5,K200,10,YTD_2026,13,0.004778344320925478,0.09567307692307692,0.004778344320925478,0.004491325090156248,0.004204305859387017
0.5,KOSDAQ,10,BULL_2025,25,-0.0010838064926080573,0.11375000000000002,-0.0010838064926080573,-0.0014250564926080573,-0.001766306492608058
0.5,KOSDAQ,10,EARLY_2016_2019,98,0.0008003775343503337,0.07123724489795917,0.0008003775343503337,0.0005866657996564562,0.00037295406496257844
0.5,KOSDAQ,10,LATE_2020_2022,75,0.0006695341892506807,0.10058333333333333,0.0006695341892506807,0.00036778418925068084,6.603418925068087e-05
0.5,KOSDAQ,10,NORMAL_2023_2024,48,0.0011350474115584658,0.11549479166666667,0.0011350474115584658,0.0007885630365584659,0.00044207866155846577
0.5,KOSDAQ,10,YTD_2026,13,0.013494675593817626,0.13317307692307695,0.013494675593817626,0.013095156363048395,0.012695637132279166
0.5,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,25,0.002885609366362364,0.14025,0.002885609366362364,0.0024648593663623634,0.002044109366362364
0.5,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,98,0.0001530545096258782,0.10931122448979592,0.0001530545096258782,-0.00017487916384350958,-0.0005028128373128975
0.5,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,75,0.001683297544155618,0.134,0.001683297544155618,0.0012812975441556182,0.0008792975441556191
0.5,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0003569245827164901,0.12981770833333336,0.0003569245827164901,-3.252854228351018e-05,-0.0004219816672835098
0.5,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,13,0.010292686372252198,0.14807692307692308,0.010292686372252198,0.009848455603021429,0.00940422483379066
0.5,KOSPI_ALL,10,BULL_2025,25,0.005498207450375232,0.1295,0.005498207450375232,0.005109707450375232,0.004721207450375232
0.5,KOSPI_ALL,10,EARLY_2016_2019,98,-2.7045135599091132e-05,0.10197704081632651,-2.7045135599091132e-05,-0.00033297625804807067,-0.0006389073804970497
0.5,KOSPI_ALL,10,LATE_2020_2022,75,0.0015362746668533915,0.12758333333333335,0.0015362746668533915,0.0011535246668533917,0.0007707746668533915
0.5,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.00023500512169306238,0.13411458333333334,-0.00023500512169306238,-0.0006373488716930638,-0.0010396926216930623
0.5,KOSPI_ALL,10,YTD_2026,13,0.004959426326756764,0.1283653846153846,0.004959426326756764,0.00457433017291061,0.004189234019064457
0.5,KOSPI_EX_K200,10,BULL_2025,25,0.0034848148980052684,0.07949999999999999,0.0034848148980052684,0.003246314898005268,0.0030078148980052684
0.5,KOSPI_EX_K200,10,EARLY_2016_2019,98,-5.582198513433473e-05,0.05350765306122449,-5.582198513433473e-05,-0.00021634494431800827,-0.0003768679035016817
0.5,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0008019543190302039,0.08933333333333332,-0.0008019543190302039,-0.001069954319030204,-0.0013379543190302039
0.5,KOSPI_EX_K200,10,NORMAL_2023_2024,48,-0.00038160966317313987,0.08776041666666667,-0.00038160966317313987,-0.0006448909131731404,-0.0009081721631731403
0.5,KOSPI_EX_K200,10,YTD_2026,13,0.009038052522828478,0.11057692307692307,0.009038052522828478,0.008706321753597708,0.008374590984366938
0.5,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.005943311365167343,0.141,0.005943311365167343,0.005520311365167344,0.0050973113651673445
0.5,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0006261821516323988,0.13163265306122449,0.0006261821516323988,0.0002312841924487249,-0.00016361376673494843
0.5,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.003973428436657441,0.16083333333333333,0.003973428436657441,0.0034909284366574397,0.00300842843665744
0.5,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-4.8034066049762345e-06,0.15898437499999998,-4.8034066049762345e-06,-0.00048175653160497663,-0.000958709656604977
0.5,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.013481902911939733,0.1596153846153846,0.013481902911939733,0.013003056758093582,0.012524210604247427
