weight,universe,horizon,sample,family,n_dates,gross_delta
0.2,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,VALUE,97,0.0006943329617070778
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,FLOW,28,0.0045726390601424855
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,MOMENTUM,28,0.009262416165389807
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,REVISION,28,0.004326765040678321
0.2,KOSPI_KOSDAQ_ALL,5,YTD_2026,VALUE,28,0.0009068222671444297
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,FLOW,25,-0.0022571786291904934
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,MOMENTUM,25,0.012938073653431147
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,REVISION,25,0.0046799014279008105
0.2,KOSPI_KOSDAQ_ALL,10,BULL_2025,VALUE,25,0.0031230345097930383
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,FLOW,98,0.0031457530849332135
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.003122562191006804
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,REVISION,98,0.00031421036566727574
0.2,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,VALUE,98,-0.0007170661504504527
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,FLOW,75,0.002085343096675618
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,MOMENTUM,75,0.0021885553066132886
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,REVISION,75,0.002195359299359674
0.2,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,VALUE,75,0.0012872368789305793
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,FLOW,48,0.0014687772831823327
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.002679580527846156
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,REVISION,48,-0.002920044043680502
0.2,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,VALUE,48,0.0021447103967688966
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,FLOW,13,0.01219295755513176
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,MOMENTUM,13,0.0187735509755552
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,REVISION,13,0.013303448159314436
0.2,KOSPI_KOSDAQ_ALL,10,YTD_2026,VALUE,13,0.0010038654284645816
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,FLOW,12,0.004113998891409304
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,MOMENTUM,12,0.0408605333550864
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,REVISION,12,-0.00021167749866638375
0.2,KOSPI_KOSDAQ_ALL,20,BULL_2025,VALUE,12,0.010520071695913236
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,FLOW,49,0.0037845408261785096
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,MOMENTUM,49,0.003342059985302518
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,REVISION,49,-0.003958294214524299
0.2,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,VALUE,49,-0.0025918165070946977
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,FLOW,38,0.008124570513398943
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,MOMENTUM,38,0.005632995238221629
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,REVISION,38,0.007113182402963192
0.2,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,VALUE,38,0.0014064923339308756
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,FLOW,24,0.005251963824568205
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,MOMENTUM,24,0.00650305149764871
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,REVISION,24,-0.005188202104092947
0.2,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,VALUE,24,0.0008917652273355232
0.2,KOSPI_KOSDAQ_ALL,20,YTD_2026,FLOW,6,0.0208242102320817
0.2,KOSPI_KOSDAQ_ALL,20,YTD_2026,MOMENTUM,6,0.024968298880271984
0.2,KOSPI_KOSDAQ_ALL,20,YTD_2026,REVISION,6,0.03369152246690227
0.2,KOSPI_KOSDAQ_ALL,20,YTD_2026,VALUE,6,0.001701728490382513
0.25,K200,10,BULL_2025,FLOW,25,0.005599745346330214
0.25,K200,10,BULL_2025,MOMENTUM,25,0.0007020297773286938
0.25,K200,10,BULL_2025,REVISION,25,0.004681204501230711
0.25,K200,10,BULL_2025,VALUE,25,0.002797306069237707
0.25,K200,10,EARLY_2016_2019,FLOW,98,0.000501779312063407
0.25,K200,10,EARLY_2016_2019,MOMENTUM,98,0.0001013910403954852
0.25,K200,10,EARLY_2016_2019,REVISION,98,0.0001445078485269209
0.25,K200,10,EARLY_2016_2019,VALUE,98,0.00022066697605621104
0.25,K200,10,LATE_2020_2022,FLOW,75,-0.0009656013391976672
0.25,K200,10,LATE_2020_2022,MOMENTUM,75,0.0006670046523501851
0.25,K200,10,LATE_2020_2022,REVISION,75,0.00010699409008803618
0.25,K200,10,LATE_2020_2022,VALUE,75,0.0002907983731288367
0.25,K200,10,NORMAL_2023_2024,FLOW,48,0.0009855072130906598
0.25,K200,10,NORMAL_2023_2024,MOMENTUM,48,-0.00033490517928904534
0.25,K200,10,NORMAL_2023_2024,REVISION,48,0.0035710316169945224
0.25,K200,10,NORMAL_2023_2024,VALUE,48,0.0004476076723384231
0.25,K200,10,YTD_2026,FLOW,13,0.0027232563929702946
0.25,K200,10,YTD_2026,MOMENTUM,13,-0.0006064286694506218
0.25,K200,10,YTD_2026,REVISION,13,0.00590783113766888
0.25,K200,10,YTD_2026,VALUE,13,0.0016285511277958028
0.25,KOSDAQ,10,BULL_2025,FLOW,25,-0.003496992704489927
0.25,KOSDAQ,10,BULL_2025,MOMENTUM,25,0.001682561689863603
0.25,KOSDAQ,10,BULL_2025,REVISION,25,0.0008230039848164066
0.25,KOSDAQ,10,BULL_2025,VALUE,25,-0.00108792923658588
0.25,KOSDAQ,10,EARLY_2016_2019,FLOW,98,0.0013977662761567894
0.25,KOSDAQ,10,EARLY_2016_2019,MOMENTUM,98,-0.0006319731770193025
0.25,KOSDAQ,10,EARLY_2016_2019,REVISION,98,-0.0006835285824273566
0.25,KOSDAQ,10,EARLY_2016_2019,VALUE,98,0.0006738819024595452
0.25,KOSDAQ,10,LATE_2020_2022,FLOW,75,0.000833818760389373
0.25,KOSDAQ,10,LATE_2020_2022,MOMENTUM,75,0.0006585502457044767
0.25,KOSDAQ,10,LATE_2020_2022,REVISION,75,0.0002233560991382852
0.25,KOSDAQ,10,LATE_2020_2022,VALUE,75,0.0017013131206928993
0.25,KOSDAQ,10,NORMAL_2023_2024,FLOW,48,-0.003018767432409768
0.25,KOSDAQ,10,NORMAL_2023_2024,MOMENTUM,48,0.0018417130991663052
0.25,KOSDAQ,10,NORMAL_2023_2024,REVISION,48,0.0006272241710228583
0.25,KOSDAQ,10,NORMAL_2023_2024,VALUE,48,-0.0002421214982816746
0.25,KOSDAQ,10,YTD_2026,FLOW,13,0.008199701609778341
0.25,KOSDAQ,10,YTD_2026,MOMENTUM,13,0.012779484624527028
0.25,KOSDAQ,10,YTD_2026,REVISION,13,0.013205259362559217
0.25,KOSDAQ,10,YTD_2026,VALUE,13,0.0007563726666804891
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,FLOW,25,-0.002404163173343638
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.011173500586015352
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,REVISION,25,-0.00054671977540655
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.0028739205001339684
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.0026210469951204636
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,0.0019391155324827312
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,-0.0003215406334845923
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,98,0.0006744029576386248
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,0.00356253690564152
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,-0.0008483099228720255
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,0.0029856196495042847
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.0009705063883975289
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,-0.0011236545192307276
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.0036858093090229925
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,0.0005827811397556101
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,0.0013035486313183774
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.01025491065645619
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.011419910437782637
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,REVISION,13,0.006329681154649088
0.25,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,VALUE,13,-0.002526458971140291
0.25,KOSPI_ALL,10,BULL_2025,FLOW,25,0.00086745756027001
0.25,KOSPI_ALL,10,BULL_2025,MOMENTUM,25,0.0034091546178531555
0.25,KOSPI_ALL,10,BULL_2025,REVISION,25,0.005290904005755898
0.25,KOSPI_ALL,10,BULL_2025,VALUE,25,0.003106446330265009
0.25,KOSPI_ALL,10,EARLY_2016_2019,FLOW,98,0.00015534916541069097
0.25,KOSPI_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.002000782734724443
0.25,KOSPI_ALL,10,EARLY_2016_2019,REVISION,98,-0.000538416146407089
0.25,KOSPI_ALL,10,EARLY_2016_2019,VALUE,98,-0.0009076622724910917
0.25,KOSPI_ALL,10,LATE_2020_2022,FLOW,75,0.00029109885350240595
0.25,KOSPI_ALL,10,LATE_2020_2022,MOMENTUM,75,0.002479835874942586
0.25,KOSPI_ALL,10,LATE_2020_2022,REVISION,75,0.0008260050164387296
0.25,KOSPI_ALL,10,LATE_2020_2022,VALUE,75,0.0005974098727865588
0.25,KOSPI_ALL,10,NORMAL_2023_2024,FLOW,48,-0.0006218300320219476
0.25,KOSPI_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.00035588941486419147
0.25,KOSPI_ALL,10,NORMAL_2023_2024,REVISION,48,-0.000483504313576138
0.25,KOSPI_ALL,10,NORMAL_2023_2024,VALUE,48,0.0019449791123227723
0.25,KOSPI_ALL,10,YTD_2026,FLOW,13,-0.0011137450395428462
0.25,KOSPI_ALL,10,YTD_2026,MOMENTUM,13,-0.0020666443286291285
0.25,KOSPI_ALL,10,YTD_2026,REVISION,13,0.009112549749196144
0.25,KOSPI_ALL,10,YTD_2026,VALUE,13,0.0008390915986232559
0.25,KOSPI_EX_K200,10,BULL_2025,FLOW,25,0.0013819116418972326
0.25,KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.004278512145649535
0.25,KOSPI_EX_K200,10,BULL_2025,REVISION,25,0.0005345069177433806
0.25,KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.0005654080790454324
0.25,KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.0008025192267585898
0.25,KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,0.0004985818870755058
0.25,KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,0.00018579804212453155
0.25,KOSPI_EX_K200,10,EARLY_2016_2019,VALUE,98,0.00024609446369882536
0.25,KOSPI_EX_K200,10,LATE_2020_2022,FLOW,75,-0.00141536380429425
0.25,KOSPI_EX_K200,10,LATE_2020_2022,MOMENTUM,75,0.0001515618641219438
0.25,KOSPI_EX_K200,10,LATE_2020_2022,REVISION,75,-0.0005519305980781943
0.25,KOSPI_EX_K200,10,LATE_2020_2022,VALUE,75,0.0001596390054762251
0.25,KOSPI_EX_K200,10,NORMAL_2023_2024,FLOW,48,-0.0007136594877690961
0.25,KOSPI_EX_K200,10,NORMAL_2023_2024,MOMENTUM,48,0.0025774382900571034
0.25,KOSPI_EX_K200,10,NORMAL_2023_2024,REVISION,48,4.918638528139714e-05
0.25,KOSPI_EX_K200,10,NORMAL_2023_2024,VALUE,48,0.0001352266312742169
0.25,KOSPI_EX_K200,10,YTD_2026,FLOW,13,0.0005737090911831518
0.25,KOSPI_EX_K200,10,YTD_2026,MOMENTUM,13,0.008057701538117362
0.25,KOSPI_EX_K200,10,YTD_2026,REVISION,13,8.710699267412584e-05
0.25,KOSPI_EX_K200,10,YTD_2026,VALUE,13,0.0016777370075707143
0.25,KOSPI_KOSDAQ_ALL,10,BULL_2025,FLOW,25,-0.0007508040923980177
0.25,KOSPI_KOSDAQ_ALL,10,BULL_2025,MOMENTUM,25,0.01451270771785556
0.25,KOSPI_KOSDAQ_ALL,10,BULL_2025,REVISION,25,0.00665463092133053
0.25,KOSPI_KOSDAQ_ALL,10,BULL_2025,VALUE,25,0.0044748231334055125
0.25,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,FLOW,98,0.0030095460397367877
0.25,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,MOMENTUM,98,0.0021248121349373003
0.25,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,REVISION,98,-0.0002624756335000573
0.25,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,VALUE,98,-0.0005245865107129023
0.25,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,FLOW,75,0.0025617060688334008
0.25,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,MOMENTUM,75,0.001628055253103707
0.25,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,REVISION,75,0.003410971068205626
0.25,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,VALUE,75,0.0019130887706373778
0.25,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,FLOW,48,0.0009823432545841596
0.25,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,MOMENTUM,48,0.0018671242396113184
0.25,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,REVISION,48,-0.0040607164347066915
0.25,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,VALUE,48,0.0018483955209902501
0.25,KOSPI_KOSDAQ_ALL,10,YTD_2026,FLOW,13,0.014206762099252377
0.25,KOSPI_KOSDAQ_ALL,10,YTD_2026,MOMENTUM,13,0.015289345550469464
0.25,KOSPI_KOSDAQ_ALL,10,YTD_2026,REVISION,13,0.018749876889881115
0.25,KOSPI_KOSDAQ_ALL,10,YTD_2026,VALUE,13,0.0004485699534705473
0.3,K200,5,BULL_2025,FLOW,49,0.0032190656906312793
0.3,K200,5,BULL_2025,MOMENTUM,49,0.0011278497599819868
0.3,K200,5,BULL_2025,REVISION,49,0.0014848992346333455
0.3,K200,5,BULL_2025,VALUE,49,0.0020761333525563357
0.3,K200,5,EARLY_2016_2019,FLOW,196,0.0002691071207719676
0.3,K200,5,EARLY_2016_2019,MOMENTUM,196,0.0006109710975088083
0.3,K200,5,EARLY_2016_2019,REVISION,196,-0.00012425091237193284
0.3,K200,5,EARLY_2016_2019,VALUE,196,-8.666965591197485e-05
0.3,K200,5,LATE_2020_2022,FLOW,149,-0.0005928656592087437
0.3,K200,5,LATE_2020_2022,MOMENTUM,149,0.0007358924850132675
0.3,K200,5,LATE_2020_2022,REVISION,149,0.0007932918197602694
0.3,K200,5,LATE_2020_2022,VALUE,149,0.0006726498840439021
0.3,K200,5,NORMAL_2023_2024,FLOW,97,0.0005859452331069632
0.3,K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0005227035644477353
0.3,K200,5,NORMAL_2023_2024,REVISION,97,0.0014682900900035369
0.3,K200,5,NORMAL_2023_2024,VALUE,97,0.0004996283352696004
0.3,K200,5,YTD_2026,FLOW,28,0.001567955062272279
0.3,K200,5,YTD_2026,MOMENTUM,28,0.002879186762991187
0.3,K200,5,YTD_2026,REVISION,28,0.003207227749259919
0.3,K200,5,YTD_2026,VALUE,28,0.0025243296004889364
0.3,K200,10,BULL_2025,FLOW,25,0.006289218485027238
0.3,K200,10,BULL_2025,MOMENTUM,25,0.0018037517282070603
0.3,K200,10,BULL_2025,REVISION,25,0.006045209492979456
0.3,K200,10,BULL_2025,VALUE,25,0.004568601304680173
0.3,K200,10,EARLY_2016_2019,FLOW,98,0.0009522422310252455
0.3,K200,10,EARLY_2016_2019,MOMENTUM,98,0.0005314975153588199
0.3,K200,10,EARLY_2016_2019,REVISION,98,-0.00035189912493136937
0.3,K200,10,EARLY_2016_2019,VALUE,98,0.00023514674585226072
0.3,K200,10,LATE_2020_2022,FLOW,75,-0.0010414575694493902
0.3,K200,10,LATE_2020_2022,MOMENTUM,75,0.0015805460185287512
0.3,K200,10,LATE_2020_2022,REVISION,75,0.00023838642371782322
0.3,K200,10,LATE_2020_2022,VALUE,75,0.0007713853340707472
0.3,K200,10,NORMAL_2023_2024,FLOW,48,0.0008882898995383044
0.3,K200,10,NORMAL_2023_2024,MOMENTUM,48,-0.0010589848696322649
0.3,K200,10,NORMAL_2023_2024,REVISION,48,0.0032247006464072654
0.3,K200,10,NORMAL_2023_2024,VALUE,48,0.0003667554453824623
0.3,K200,10,YTD_2026,FLOW,13,0.003976433068910871
0.3,K200,10,YTD_2026,MOMENTUM,13,0.0008055536728856561
0.3,K200,10,YTD_2026,REVISION,13,0.006459459659152687
0.3,K200,10,YTD_2026,VALUE,13,0.0031832910520850697
0.3,K200,20,BULL_2025,FLOW,12,0.01190291515617462
0.3,K200,20,BULL_2025,MOMENTUM,12,0.0018925822467970692
0.3,K200,20,BULL_2025,REVISION,12,0.012523760557745319
0.3,K200,20,BULL_2025,VALUE,12,0.009517096321741376
0.3,K200,20,EARLY_2016_2019,FLOW,49,0.002413096540481432
0.3,K200,20,EARLY_2016_2019,MOMENTUM,49,0.000882965725064866
0.3,K200,20,EARLY_2016_2019,REVISION,49,-0.001431146777613996
0.3,K200,20,EARLY_2016_2019,VALUE,49,0.0004702937709847226
0.3,K200,20,LATE_2020_2022,FLOW,38,0.002596676812056626
0.3,K200,20,LATE_2020_2022,MOMENTUM,38,0.0012868474084546829
0.3,K200,20,LATE_2020_2022,REVISION,38,-0.00109040609316179
0.3,K200,20,LATE_2020_2022,VALUE,38,0.002698043274517234
0.3,K200,20,NORMAL_2023_2024,FLOW,24,0.0006701242027843209
0.3,K200,20,NORMAL_2023_2024,MOMENTUM,24,-0.0031931409712870305
0.3,K200,20,NORMAL_2023_2024,REVISION,24,0.0061361849821295784
0.3,K200,20,NORMAL_2023_2024,VALUE,24,-0.0010096882010735611
0.3,K200,20,YTD_2026,FLOW,6,0.0070453307732332255
0.3,K200,20,YTD_2026,MOMENTUM,6,0.006718425989792769
0.3,K200,20,YTD_2026,REVISION,6,-0.00032601105296435677
0.3,K200,20,YTD_2026,VALUE,6,-0.001042186691515676
0.3,KOSDAQ,5,BULL_2025,FLOW,49,-8.975333168472754e-05
0.3,KOSDAQ,5,BULL_2025,MOMENTUM,49,0.001607303382441463
0.3,KOSDAQ,5,BULL_2025,REVISION,49,-0.0006271953377552145
0.3,KOSDAQ,5,BULL_2025,VALUE,49,-0.0007923034170577584
0.3,KOSDAQ,5,EARLY_2016_2019,FLOW,196,0.0016000228823146575
0.3,KOSDAQ,5,EARLY_2016_2019,MOMENTUM,196,0.0013184221467973853
0.3,KOSDAQ,5,EARLY_2016_2019,REVISION,196,-0.00029015899430039375
0.3,KOSDAQ,5,EARLY_2016_2019,VALUE,196,0.0008552355722239413
0.3,KOSDAQ,5,LATE_2020_2022,FLOW,149,0.0016987315553061786
0.3,KOSDAQ,5,LATE_2020_2022,MOMENTUM,149,0.0015361484797714248
0.3,KOSDAQ,5,LATE_2020_2022,REVISION,149,-0.00036832322367765
0.3,KOSDAQ,5,LATE_2020_2022,VALUE,149,0.0008937498550379137
0.3,KOSDAQ,5,NORMAL_2023_2024,FLOW,97,0.0004515603909746832
0.3,KOSDAQ,5,NORMAL_2023_2024,MOMENTUM,97,0.0017138038748498625
0.3,KOSDAQ,5,NORMAL_2023_2024,REVISION,97,2.6026569571237106e-06
0.3,KOSDAQ,5,NORMAL_2023_2024,VALUE,97,0.00038224327801528944
0.3,KOSDAQ,5,YTD_2026,FLOW,28,0.0025638803551726063
0.3,KOSDAQ,5,YTD_2026,MOMENTUM,28,0.0046637552858964735
0.3,KOSDAQ,5,YTD_2026,REVISION,28,0.005331396920322382
0.3,KOSDAQ,5,YTD_2026,VALUE,28,0.0013675409552668604
0.3,KOSDAQ,10,BULL_2025,FLOW,25,-0.0024008710906596865
0.3,KOSDAQ,10,BULL_2025,MOMENTUM,25,0.0013411884627721191
0.3,KOSDAQ,10,BULL_2025,REVISION,25,0.001571774705181658
0.3,KOSDAQ,10,BULL_2025,VALUE,25,-0.0007629968211004406
0.3,KOSDAQ,10,EARLY_2016_2019,FLOW,98,0.0019414461000087332
0.3,KOSDAQ,10,EARLY_2016_2019,MOMENTUM,98,-0.00011002957682732702
0.3,KOSDAQ,10,EARLY_2016_2019,REVISION,98,-0.0004714906298414242
0.3,KOSDAQ,10,EARLY_2016_2019,VALUE,98,0.0008392418533505974
0.3,KOSDAQ,10,LATE_2020_2022,FLOW,75,0.0011844534976375735
0.3,KOSDAQ,10,LATE_2020_2022,MOMENTUM,75,0.0007215750484209182
0.3,KOSDAQ,10,LATE_2020_2022,REVISION,75,-0.0002477063189141084
0.3,KOSDAQ,10,LATE_2020_2022,VALUE,75,0.0016906253918616946
0.3,KOSDAQ,10,NORMAL_2023_2024,FLOW,48,-0.002095887092574705
0.3,KOSDAQ,10,NORMAL_2023_2024,MOMENTUM,48,0.0002077814851417462
0.3,KOSDAQ,10,NORMAL_2023_2024,REVISION,48,0.0013513578690528079
0.3,KOSDAQ,10,NORMAL_2023_2024,VALUE,48,0.00045376925760400727
0.3,KOSDAQ,10,YTD_2026,FLOW,13,0.008390600081097392
0.3,KOSDAQ,10,YTD_2026,MOMENTUM,13,0.012552861463987486
0.3,KOSDAQ,10,YTD_2026,REVISION,13,0.015900157806065133
0.3,KOSDAQ,10,YTD_2026,VALUE,13,0.0025705364754884503
0.3,KOSDAQ,20,BULL_2025,FLOW,12,-0.00616735670439723
0.3,KOSDAQ,20,BULL_2025,MOMENTUM,12,0.009380411946003702
0.3,KOSDAQ,20,BULL_2025,REVISION,12,0.0005879676743044708
0.3,KOSDAQ,20,BULL_2025,VALUE,12,-0.0008000827047663392
0.3,KOSDAQ,20,EARLY_2016_2019,FLOW,49,0.002744737172552048
0.3,KOSDAQ,20,EARLY_2016_2019,MOMENTUM,49,-0.00018535857104155649
0.3,KOSDAQ,20,EARLY_2016_2019,REVISION,49,-0.0021761663710949735
0.3,KOSDAQ,20,EARLY_2016_2019,VALUE,49,-0.00019602987500377117
0.3,KOSDAQ,20,LATE_2020_2022,FLOW,38,0.001799625114875724
0.3,KOSDAQ,20,LATE_2020_2022,MOMENTUM,38,-0.006009701690629713
0.3,KOSDAQ,20,LATE_2020_2022,REVISION,38,0.0008144717195991425
0.3,KOSDAQ,20,LATE_2020_2022,VALUE,38,0.0004712465402680674
0.3,KOSDAQ,20,NORMAL_2023_2024,FLOW,24,0.007467349965300639
0.3,KOSDAQ,20,NORMAL_2023_2024,MOMENTUM,24,0.004050803492231741
0.3,KOSDAQ,20,NORMAL_2023_2024,REVISION,24,-0.0003616127281391893
0.3,KOSDAQ,20,NORMAL_2023_2024,VALUE,24,-0.00022349114206747002
0.3,KOSDAQ,20,YTD_2026,FLOW,6,0.005689901174115397
0.3,KOSDAQ,20,YTD_2026,MOMENTUM,6,0.027447253969089067
0.3,KOSDAQ,20,YTD_2026,REVISION,6,0.020864228668769885
0.3,KOSDAQ,20,YTD_2026,VALUE,6,0.006667008763740903
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,FLOW,49,0.0007113369441890686
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,MOMENTUM,49,0.0017428429405265417
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,REVISION,49,0.0006095158954284005
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,BULL_2025,VALUE,49,0.0016304499333822601
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,FLOW,196,0.0018267929418414597
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,MOMENTUM,196,0.0016141104899773774
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,REVISION,196,-0.00017311129519541327
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,EARLY_2016_2019,VALUE,196,0.0006741292344782163
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,FLOW,149,0.002562195965810607
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,MOMENTUM,149,0.0005120720064726986
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,REVISION,149,0.0009987499159943853
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,LATE_2020_2022,VALUE,149,0.0008040670413074067
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,FLOW,97,0.0010530698047819852
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,MOMENTUM,97,0.0025724248144261943
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,REVISION,97,0.0002821129561757469
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,NORMAL_2023_2024,VALUE,97,0.0006179914962156825
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,FLOW,28,0.002783267032539679
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,MOMENTUM,28,0.002236900078451399
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,REVISION,28,0.005026253600185721
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,5,YTD_2026,VALUE,28,0.0008352467807157233
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,FLOW,25,-0.00015145518942707797
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,MOMENTUM,25,0.012026780695062984
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,REVISION,25,0.0020373086909535117
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,VALUE,25,0.001600698759953835
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,FLOW,98,0.004019436603383389
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,MOMENTUM,98,0.001446133259700945
0.3,KOSDAQ_PLUS_KOSPI_EX_K200,10,EARLY_2016_2019,REVISION,98,-0.0002126667964776911
