weight,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
0.3,KOSPI_ALL,10,BULL_2025,25,0.004502555338848372,0.07949999999999999,0.004502555338848372,0.004264055338848371,0.004025555338848371,net_delta_60,0.004025555338848371,-0.0014949268465881086,0.01082283513239487,0.903
0.3,KOSPI_ALL,10,EARLY_2016_2019,98,-8.862079006401317e-05,0.05733418367346938,-8.862079006401317e-05,-0.00026062334108442115,-0.00043262589210482953,gross_delta,-8.862079006401317e-05,-0.0014858780503595411,0.0013169729263992698,0.45466666666666666
0.3,KOSPI_ALL,10,EARLY_2016_2019,98,-8.862079006401317e-05,0.05733418367346938,-8.862079006401317e-05,-0.00026062334108442115,-0.00043262589210482953,net_delta_30,-0.00026062334108442115,-0.001682912652474976,0.0011931485746660632,0.36916666666666664
0.3,KOSPI_ALL,10,EARLY_2016_2019,98,-8.862079006401317e-05,0.05733418367346938,-8.862079006401317e-05,-0.00026062334108442115,-0.00043262589210482953,net_delta_60,-0.00043262589210482953,-0.0018712150612404626,0.0009568767416125284,0.2773333333333333
0.3,KOSPI_ALL,10,LATE_2020_2022,75,0.0009209855071314545,0.07875000000000001,0.0009209855071314545,0.0006847355071314542,0.00044848550713145417,gross_delta,0.0009209855071314545,-0.0013502657807790922,0.0031313036034355084,0.7991666666666667
0.3,KOSPI_ALL,10,LATE_2020_2022,75,0.0009209855071314545,0.07875000000000001,0.0009209855071314545,0.0006847355071314542,0.00044848550713145417,net_delta_30,0.0006847355071314542,-0.0015864363777703745,0.0029133160179296434,0.7138333333333333
0.3,KOSPI_ALL,10,LATE_2020_2022,75,0.0009209855071314545,0.07875000000000001,0.0009209855071314545,0.0006847355071314542,0.00044848550713145417,net_delta_60,0.00044848550713145417,-0.0018950623209292208,0.0026784523078131595,0.6503333333333333
0.3,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.0001812869699605628,0.08697916666666666,-0.0001812869699605628,-0.00044222446996056267,-0.0007031619699605631,gross_delta,-0.0001812869699605628,-0.003819961241872752,0.0033928605247566667,0.47683333333333333
0.3,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.0001812869699605628,0.08697916666666666,-0.0001812869699605628,-0.00044222446996056267,-0.0007031619699605631,net_delta_30,-0.00044222446996056267,-0.004001669321354949,0.003114784434100178,0.4086666666666667
0.3,KOSPI_ALL,10,NORMAL_2023_2024,48,-0.0001812869699605628,0.08697916666666666,-0.0001812869699605628,-0.00044222446996056267,-0.0007031619699605631,net_delta_60,-0.0007031619699605631,-0.00441393563822982,0.0028649000046349167,0.3466666666666667
0.3,KOSPI_ALL,10,YTD_2026,13,0.004206813961651437,0.0783653846153846,0.004206813961651437,0.003971717807805282,0.0037366216539591293,gross_delta,0.004206813961651437,-0.0029142004420357115,0.011383805846100641,0.8695
0.3,KOSPI_ALL,10,YTD_2026,13,0.004206813961651437,0.0783653846153846,0.004206813961651437,0.003971717807805282,0.0037366216539591293,net_delta_30,0.003971717807805282,-0.0028644225871891477,0.011242480911771114,0.8621666666666666
0.3,KOSPI_ALL,10,YTD_2026,13,0.004206813961651437,0.0783653846153846,0.004206813961651437,0.003971717807805282,0.0037366216539591293,net_delta_60,0.0037366216539591293,-0.0033172459101887307,0.010866591511889043,0.8436666666666667
0.3,KOSPI_ALL,20,BULL_2025,12,0.00827772972157282,0.08437499999999998,0.00827772972157282,0.008024604721572817,0.007771479721572819,gross_delta,0.00827772972157282,-8.801679169694566e-05,0.01851595936785513,0.9681666666666666
0.3,KOSPI_ALL,20,BULL_2025,12,0.00827772972157282,0.08437499999999998,0.00827772972157282,0.008024604721572817,0.007771479721572819,net_delta_30,0.008024604721572817,-0.0008618014083513585,0.018666462178373866,0.9578333333333333
0.3,KOSPI_ALL,20,BULL_2025,12,0.00827772972157282,0.08437499999999998,0.00827772972157282,0.008024604721572817,0.007771479721572819,net_delta_60,0.007771479721572819,-0.0010054149978227388,0.01801908436785513,0.9561666666666667
0.3,KOSPI_ALL,20,EARLY_2016_2019,49,-0.0013371354926752007,0.0625,-0.0013371354926752007,-0.0015246354926752,-0.0017121354926752002,gross_delta,-0.0013371354926752007,-0.003914889477724647,0.001255306858049918,0.15216666666666667
0.3,KOSPI_ALL,20,EARLY_2016_2019,49,-0.0013371354926752007,0.0625,-0.0013371354926752007,-0.0015246354926752,-0.0017121354926752002,net_delta_30,-0.0015246354926752,-0.004073978452548381,0.0010544775220585822,0.12533333333333332
0.3,KOSPI_ALL,20,EARLY_2016_2019,49,-0.0013371354926752007,0.0625,-0.0013371354926752007,-0.0015246354926752,-0.0017121354926752002,net_delta_60,-0.0017121354926752002,-0.004281174580381828,0.000855051851091497,0.102
0.3,KOSPI_ALL,20,LATE_2020_2022,38,0.0037369654234332725,0.09292763157894739,0.0037369654234332725,0.0034581825286964306,0.0031793996339595874,gross_delta,0.0037369654234332725,-0.00019196105881063728,0.007902665018199292,0.9676666666666667
0.3,KOSPI_ALL,20,LATE_2020_2022,38,0.0037369654234332725,0.09292763157894739,0.0037369654234332725,0.0034581825286964306,0.0031793996339595874,net_delta_30,0.0034581825286964306,-0.0006155655627072813,0.007705679689642437,0.9515
0.3,KOSPI_ALL,20,LATE_2020_2022,38,0.0037369654234332725,0.09292763157894739,0.0037369654234332725,0.0034581825286964306,0.0031793996339595874,net_delta_60,0.0031793996339595874,-0.0007171181728104667,0.007448980899869613,0.937
0.3,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.0010420573332286466,0.1018229166666667,-0.0010420573332286466,-0.0013475260832286461,-0.0016529948332286457,gross_delta,-0.0010420573332286466,-0.006113122920657453,0.003909457020904095,0.3401666666666667
0.3,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.0010420573332286466,0.1018229166666667,-0.0010420573332286466,-0.0013475260832286461,-0.0016529948332286457,net_delta_30,-0.0013475260832286461,-0.006445004236333135,0.003668519956480838,0.29783333333333334
0.3,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.0010420573332286466,0.1018229166666667,-0.0010420573332286466,-0.0013475260832286461,-0.0016529948332286457,net_delta_60,-0.0016529948332286457,-0.006568591519798391,0.0032806745911007533,0.25983333333333336
0.3,KOSPI_EX_K200,5,BULL_2025,49,0.001859088023808391,0.03801020408163265,0.001859088023808391,0.0017450574115634926,0.001631026799318595,gross_delta,0.001859088023808391,0.0007211219929036588,0.0030326706972643044,0.9996666666666667
0.3,KOSPI_EX_K200,5,BULL_2025,49,0.001859088023808391,0.03801020408163265,0.001859088023808391,0.0017450574115634926,0.001631026799318595,net_delta_30,0.0017450574115634926,0.0005769691565724387,0.002955014314365108,0.9986666666666667
0.3,KOSPI_EX_K200,5,BULL_2025,49,0.001859088023808391,0.03801020408163265,0.001859088023808391,0.0017450574115634926,0.001631026799318595,net_delta_60,0.001631026799318595,0.00048769582800492397,0.0028185943934506334,0.997
0.3,KOSPI_EX_K200,5,EARLY_2016_2019,196,0.0006397908241562578,0.015338010204081631,0.0006397908241562578,0.0005937767935440129,0.0005477627629317679,gross_delta,0.0006397908241562578,0.0002445734240157187,0.0010106959380603278,0.9995
0.3,KOSPI_EX_K200,5,EARLY_2016_2019,196,0.0006397908241562578,0.015338010204081631,0.0006397908241562578,0.0005937767935440129,0.0005477627629317679,net_delta_30,0.0005937767935440129,0.00020544125788100605,0.000974471478418404,0.9991666666666666
0.3,KOSPI_EX_K200,5,EARLY_2016_2019,196,0.0006397908241562578,0.015338010204081631,0.0006397908241562578,0.0005937767935440129,0.0005477627629317679,net_delta_60,0.0005477627629317679,0.00016836631933221747,0.0009306266041986558,0.997
0.3,KOSPI_EX_K200,5,LATE_2020_2022,149,0.0003102386866372851,0.03313758389261745,0.0003102386866372851,0.00021082593495943283,0.00011141318328158044,gross_delta,0.0003102386866372851,-0.00040152543544420604,0.001033432918132887,0.8023333333333333
0.3,KOSPI_EX_K200,5,LATE_2020_2022,149,0.0003102386866372851,0.03313758389261745,0.0003102386866372851,0.00021082593495943283,0.00011141318328158044,net_delta_30,0.00021082593495943283,-0.0005045144622178137,0.0009301400661128267,0.7215
0.3,KOSPI_EX_K200,5,LATE_2020_2022,149,0.0003102386866372851,0.03313758389261745,0.0003102386866372851,0.00021082593495943283,0.00011141318328158044,net_delta_60,0.00011141318328158044,-0.0005893329135856453,0.0008098944496770837,0.6075
0.3,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00041295035143701765,0.03498711340206185,0.00041295035143701765,0.00030798901123083196,0.00020302767102464624,gross_delta,0.00041295035143701765,-0.0007270054776529189,0.0015545920084494285,0.7575
0.3,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00041295035143701765,0.03498711340206185,0.00041295035143701765,0.00030798901123083196,0.00020302767102464624,net_delta_30,0.00030798901123083196,-0.0008602188614733881,0.0014506886558260756,0.6981666666666667
0.3,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00041295035143701765,0.03498711340206185,0.00041295035143701765,0.00030798901123083196,0.00020302767102464624,net_delta_60,0.00020302767102464624,-0.0009780558050531563,0.0013497149613982005,0.6358333333333334
0.3,KOSPI_EX_K200,5,YTD_2026,28,0.0017396047750606243,0.0439732142857143,0.0017396047750606243,0.0016076851322034814,0.0014757654893463386,gross_delta,0.0017396047750606243,-0.001028499022858505,0.004528737871735948,0.876
0.3,KOSPI_EX_K200,5,YTD_2026,28,0.0017396047750606243,0.0439732142857143,0.0017396047750606243,0.0016076851322034814,0.0014757654893463386,net_delta_30,0.0016076851322034814,-0.0011287789843384168,0.004417509912096176,0.8661666666666666
0.3,KOSPI_EX_K200,5,YTD_2026,28,0.0017396047750606243,0.0439732142857143,0.0017396047750606243,0.0016076851322034814,0.0014757654893463386,net_delta_60,0.0014757654893463386,-0.0012419748001897045,0.00429180072589353,0.8483333333333334
0.3,KOSPI_EX_K200,10,BULL_2025,25,0.0028009305288369877,0.03299999999999999,0.0028009305288369877,0.002701930528836988,0.002602930528836989,gross_delta,0.0028009305288369877,-9.131153957377107e-05,0.005394116174635013,0.97
0.3,KOSPI_EX_K200,10,BULL_2025,25,0.0028009305288369877,0.03299999999999999,0.0028009305288369877,0.002701930528836988,0.002602930528836989,net_delta_30,0.002701930528836988,-0.0002368350733376546,0.005360678200939483,0.9646666666666667
0.3,KOSPI_EX_K200,10,BULL_2025,25,0.0028009305288369877,0.03299999999999999,0.0028009305288369877,0.002701930528836988,0.002602930528836989,net_delta_60,0.002602930528836989,-0.0002530456887310961,0.0052225809248057815,0.9628333333333333
0.3,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.00037978679458271057,0.016326530612244896,0.00037978679458271057,0.00033080720274597595,0.00028182761090924123,gross_delta,0.00037978679458271057,-0.0004959000336586799,0.0012810057161244401,0.792
0.3,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.00037978679458271057,0.016326530612244896,0.00037978679458271057,0.00033080720274597595,0.00028182761090924123,net_delta_30,0.00033080720274597595,-0.0005369892042352769,0.001217213380472268,0.7621666666666667
0.3,KOSPI_EX_K200,10,EARLY_2016_2019,98,0.00037978679458271057,0.016326530612244896,0.00037978679458271057,0.00033080720274597595,0.00028182761090924123,net_delta_60,0.00028182761090924123,-0.0005924711004965232,0.0011651485325976459,0.7393333333333333
0.3,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0005399287764516875,0.03866666666666667,-0.0005399287764516875,-0.0006559287764516872,-0.0007719287764516873,gross_delta,-0.0005399287764516875,-0.0018698218986929562,0.000742683028760069,0.20383333333333334
0.3,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0005399287764516875,0.03866666666666667,-0.0005399287764516875,-0.0006559287764516872,-0.0007719287764516873,net_delta_30,-0.0006559287764516872,-0.0019087002741285009,0.0006154675981084976,0.1635
0.3,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0005399287764516875,0.03866666666666667,-0.0005399287764516875,-0.0006559287764516872,-0.0007719287764516873,net_delta_60,-0.0007719287764516873,-0.002081627649551726,0.0005410381652042435,0.125
0.3,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0005819157569227665,0.046223958333333336,0.0005819157569227665,0.0004432438819227664,0.0003045720069227661,gross_delta,0.0005819157569227665,-0.0012503802044304105,0.0023527682225324515,0.746
0.3,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0005819157569227665,0.046223958333333336,0.0005819157569227665,0.0004432438819227664,0.0003045720069227661,net_delta_30,0.0004432438819227664,-0.0014187147223041021,0.0021923977707025036,0.7008333333333333
0.3,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.0005819157569227665,0.046223958333333336,0.0005819157569227665,0.0004432438819227664,0.0003045720069227661,net_delta_60,0.0003045720069227661,-0.0015128843187236984,0.002062429779873493,0.6306666666666667
0.3,KOSPI_EX_K200,10,YTD_2026,13,0.00349050009516982,0.056249999999999994,0.00349050009516982,0.0033217500951698196,0.00315300009516982,gross_delta,0.00349050009516982,-0.0024529629198558954,0.008506471917431906,0.8768333333333334
0.3,KOSPI_EX_K200,10,YTD_2026,13,0.00349050009516982,0.056249999999999994,0.00349050009516982,0.0033217500951698196,0.00315300009516982,net_delta_30,0.0033217500951698196,-0.0026344167295741677,0.008237361652021024,0.8638333333333333
0.3,KOSPI_EX_K200,10,YTD_2026,13,0.00349050009516982,0.056249999999999994,0.00349050009516982,0.0033217500951698196,0.00315300009516982,net_delta_60,0.00315300009516982,-0.0029583937059431803,0.008063967482215141,0.8551666666666666
0.3,KOSPI_EX_K200,20,BULL_2025,12,0.0022493653590325577,0.05781249999999998,0.0022493653590325577,0.002075927859032558,0.0019024903590325575,gross_delta,0.0022493653590325577,-0.0025754952228368958,0.008151411054364096,0.77
0.3,KOSPI_EX_K200,20,BULL_2025,12,0.0022493653590325577,0.05781249999999998,0.0022493653590325577,0.002075927859032558,0.0019024903590325575,net_delta_30,0.002075927859032558,-0.003108622068944352,0.008002973554364095,0.7481666666666666
0.3,KOSPI_EX_K200,20,BULL_2025,12,0.0022493653590325577,0.05781249999999998,0.0022493653590325577,0.002075927859032558,0.0019024903590325575,net_delta_60,0.0019024903590325575,-0.00298006308686591,0.007854536054364095,0.73
0.3,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0012342217555995792,0.01836734693877552,0.0012342217555995792,0.0011791197147832525,0.001124017673966926,gross_delta,0.0012342217555995792,-0.00025505854208506993,0.002719718948924281,0.9468333333333333
0.3,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0012342217555995792,0.01836734693877552,0.0012342217555995792,0.0011791197147832525,0.001124017673966926,net_delta_30,0.0011791197147832525,-0.0002536363886185335,0.002679646863386409,0.9428333333333333
0.3,KOSPI_EX_K200,20,EARLY_2016_2019,49,0.0012342217555995792,0.01836734693877552,0.0012342217555995792,0.0011791197147832525,0.001124017673966926,net_delta_60,0.001124017673966926,-0.00032841828652147275,0.0025717206435467185,0.9336666666666666
0.3,KOSPI_EX_K200,20,LATE_2020_2022,38,-9.681577863316535e-05,0.03618421052631579,-9.681577863316535e-05,-0.00020536841021211253,-0.00031392104179106,gross_delta,-9.681577863316535e-05,-0.002485274060133543,0.002184283336813876,0.477
0.3,KOSPI_EX_K200,20,LATE_2020_2022,38,-9.681577863316535e-05,0.03618421052631579,-9.681577863316535e-05,-0.00020536841021211253,-0.00031392104179106,net_delta_30,-0.00020536841021211253,-0.0025037175802091233,0.0021080695350595593,0.43816666666666665
0.3,KOSPI_EX_K200,20,LATE_2020_2022,38,-9.681577863316535e-05,0.03618421052631579,-9.681577863316535e-05,-0.00020536841021211253,-0.00031392104179106,net_delta_60,-0.00031392104179106,-0.002589741190372691,0.0020049220629573257,0.4066666666666667
0.3,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.002126835639665445,0.04921875,0.002126835639665445,0.0019791793896654455,0.001831523139665445,gross_delta,0.002126835639665445,-0.0009390321147120998,0.005395893629116456,0.9078333333333334
0.3,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.002126835639665445,0.04921875,0.002126835639665445,0.0019791793896654455,0.001831523139665445,net_delta_30,0.0019791793896654455,-0.0011840145340279895,0.005336909152027405,0.8875
0.3,KOSPI_EX_K200,20,NORMAL_2023_2024,24,0.002126835639665445,0.04921875,0.002126835639665445,0.0019791793896654455,0.001831523139665445,net_delta_60,0.001831523139665445,-0.0013272544161798327,0.005172432206206645,0.8556666666666667
0.3,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0031599617956416495,0.0864795918367347,0.0031599617956416495,0.0029005230201314455,0.0026410842446212414,gross_delta,0.0031599617956416495,-0.0006125432088774314,0.0073480800463215186,0.9468333333333333
0.3,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0031599617956416495,0.0864795918367347,0.0031599617956416495,0.0029005230201314455,0.0026410842446212414,net_delta_30,0.0029005230201314455,-0.0009829992591079315,0.00697078409517021,0.9255
0.3,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0031599617956416495,0.0864795918367347,0.0031599617956416495,0.0029005230201314455,0.0026410842446212414,net_delta_60,0.0026410842446212414,-0.0012319674323204796,0.006888872252710994,0.9065
0.3,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012758468897305416,0.06709183673469388,0.0012758468897305416,0.0010745713795264598,0.0008732958693223781,gross_delta,0.0012758468897305416,0.0002854504762075923,0.002209581170370499,0.995
0.3,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012758468897305416,0.06709183673469388,0.0012758468897305416,0.0010745713795264598,0.0008732958693223781,net_delta_30,0.0010745713795264598,0.00010161090733370905,0.0020092060882353695,0.9851666666666666
0.3,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.0012758468897305416,0.06709183673469388,0.0012758468897305416,0.0010745713795264598,0.0008732958693223781,net_delta_60,0.0008732958693223781,-0.00011620525599203985,0.0018177029437609481,0.96
0.3,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0018904453448949326,0.09626677852348993,0.0018904453448949326,0.0016016450093244623,0.0013128446737539928,gross_delta,0.0018904453448949326,0.00033036863179037673,0.0035331463571330783,0.9921666666666666
0.3,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0018904453448949326,0.09626677852348993,0.0018904453448949326,0.0016016450093244623,0.0013128446737539928,net_delta_30,0.0016016450093244623,-2.4815917797733425e-05,0.003263560877146747,0.9733333333333334
0.3,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.0018904453448949326,0.09626677852348993,0.0018904453448949326,0.0016016450093244623,0.0013128446737539928,net_delta_60,0.0013128446737539928,-0.00026410971685629216,0.0029392550099207582,0.9438333333333333
0.3,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0008369853368679105,0.09568298969072164,0.0008369853368679105,0.0005499363677957452,0.0002628873987235805,gross_delta,0.0008369853368679105,-0.001152767122095189,0.002828889642973614,0.8066666666666666
0.3,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0008369853368679105,0.09568298969072164,0.0008369853368679105,0.0005499363677957452,0.0002628873987235805,net_delta_30,0.0005499363677957452,-0.0014532461356891154,0.0024866771482434675,0.6983333333333334
0.3,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.0008369853368679105,0.09568298969072164,0.0008369853368679105,0.0005499363677957452,0.0002628873987235805,net_delta_60,0.0002628873987235805,-0.0017127094796018883,0.002220904696051461,0.6026666666666667
0.3,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.0030658736600126138,0.10424107142857143,0.0030658736600126138,0.0027531504457268996,0.002440427231441185,gross_delta,0.0030658736600126138,-0.0022562589358731573,0.008779836347855837,0.8623333333333333
0.3,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.0030658736600126138,0.10424107142857143,0.0030658736600126138,0.0027531504457268996,0.002440427231441185,net_delta_30,0.0027531504457268996,-0.0027763452821800037,0.008519102988256916,0.8368333333333333
0.3,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.0030658736600126138,0.10424107142857143,0.0030658736600126138,0.0027531504457268996,0.002440427231441185,net_delta_60,0.002440427231441185,-0.0030140105841992247,0.008225103865455958,0.8046666666666666
0.3,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.006120667386960852,0.09875000000000002,0.006120667386960852,0.005824417386960851,0.005528167386960852,gross_delta,0.006120667386960852,-0.0009105712381889787,0.014841072267470092,0.9466666666666667
0.3,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.006120667386960852,0.09875000000000002,0.006120667386960852,0.005824417386960851,0.005528167386960852,net_delta_30,0.005824417386960851,-0.0013906905582780128,0.014505765395799291,0.9293333333333333
0.3,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.006120667386960852,0.09875000000000002,0.006120667386960852,0.005824417386960851,0.005528167386960852,net_delta_60,0.005528167386960852,-0.001659175447451578,0.014514256166369453,0.9226666666666666
0.3,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0012406237468511926,0.0864795918367347,0.0012406237468511926,0.0009811849713409883,0.0007217461958307843,gross_delta,0.0012406237468511926,-0.0007762122479575776,0.003133657116910714,0.892
0.3,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0012406237468511926,0.0864795918367347,0.0012406237468511926,0.0009811849713409883,0.0007217461958307843,net_delta_30,0.0009811849713409883,-0.001033842609916368,0.002974978646227034,0.8315
0.3,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0012406237468511926,0.0864795918367347,0.0012406237468511926,0.0009811849713409883,0.0007217461958307843,net_delta_60,0.0007217461958307843,-0.0011967509937909604,0.0026665624711787535,0.7705
0.3,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0029736310130669525,0.11474999999999999,0.0029736310130669525,0.002629381013066953,0.0022851310130669535,gross_delta,0.0029736310130669525,-0.0006298081815985222,0.00670312747416607,0.945
0.3,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0029736310130669525,0.11474999999999999,0.0029736310130669525,0.002629381013066953,0.0022851310130669535,net_delta_30,0.002629381013066953,-0.0011046160032013952,0.006337122361831816,0.922
0.3,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0029736310130669525,0.11474999999999999,0.0029736310130669525,0.002629381013066953,0.0022851310130669535,net_delta_60,0.0022851310130669535,-0.0012611501933859385,0.005858201011970362,0.8838333333333334
0.3,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.00021385598914573875,0.11783854166666667,0.00021385598914573875,-0.00013965963585426162,-0.0004931752608542615,gross_delta,0.00021385598914573875,-0.0033709256961221524,0.003452242993345434,0.5541666666666667
0.3,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.00021385598914573875,0.11783854166666667,0.00021385598914573875,-0.00013965963585426162,-0.0004931752608542615,net_delta_30,-0.00013965963585426162,-0.0036691761141837667,0.0031457847689996283,0.47383333333333333
0.3,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,0.00021385598914573875,0.11783854166666667,0.00021385598914573875,-0.00013965963585426162,-0.0004931752608542615,net_delta_60,-0.0004931752608542615,-0.0038898415163793787,0.0028174629211801623,0.40016666666666667
0.3,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.010423544591725693,0.1230769230769231,0.010423544591725693,0.010054313822494923,0.009685083053264152,gross_delta,0.010423544591725693,-0.0007665676856078309,0.022731627396401076,0.9633333333333334
0.3,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.010423544591725693,0.1230769230769231,0.010423544591725693,0.010054313822494923,0.009685083053264152,net_delta_30,0.010054313822494923,-0.0010982984548385999,0.022017630370759458,0.9581666666666667
0.3,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.010423544591725693,0.1230769230769231,0.010423544591725693,0.010054313822494923,0.009685083053264152,net_delta_60,0.009685083053264152,-0.002002401457850957,0.02197973645297222,0.9415
0.3,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.015481323941699933,0.12447916666666663,0.015481323941699933,0.015107886441699934,0.014734448941699932,gross_delta,0.015481323941699933,0.003651820980342599,0.027560561035084283,1.0
0.3,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.015481323941699933,0.12447916666666663,0.015481323941699933,0.015107886441699934,0.014734448941699932,net_delta_30,0.015107886441699934,0.0032986959803425996,0.027241088804190922,1.0
0.3,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.015481323941699933,0.12447916666666663,0.015481323941699933,0.015107886441699934,0.014734448941699932,net_delta_60,0.014734448941699932,0.0029727191440218413,0.026851186035084285,0.9995
0.3,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00025206248069225185,0.09808673469387753,0.00025206248069225185,-4.219772338938102e-05,-0.00033645792747101364,gross_delta,0.00025206248069225185,-0.0033273250095519112,0.0033931219759660443,0.5756666666666667
0.3,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00025206248069225185,0.09808673469387753,0.00025206248069225185,-4.219772338938102e-05,-0.00033645792747101364,net_delta_30,-4.219772338938102e-05,-0.0035932491749260716,0.0031080314454642916,0.5033333333333333
0.3,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.00025206248069225185,0.09808673469387753,0.00025206248069225185,-4.219772338938102e-05,-0.00033645792747101364,net_delta_60,-0.00033645792747101364,-0.003906401006723403,0.002822462918472915,0.43733333333333335
0.3,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.008925719690131626,0.13322368421052633,0.008925719690131626,0.008526048637500045,0.008126377584868467,gross_delta,0.008925719690131626,0.0018896733740327778,0.016231464400835633,0.9938333333333333
0.3,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.008925719690131626,0.13322368421052633,0.008925719690131626,0.008526048637500045,0.008126377584868467,net_delta_30,0.008526048637500045,0.0012604786070788804,0.015633166525588323,0.9896666666666667
0.3,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.008925719690131626,0.13322368421052633,0.008925719690131626,0.008526048637500045,0.008126377584868467,net_delta_60,0.008126377584868467,0.000658816582974474,0.015453931029976834,0.9841666666666666
0.3,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,-0.00045242801457390003,0.14895833333333333,-0.00045242801457390003,-0.0008993030145739,-0.0013461780145738996,gross_delta,-0.00045242801457390003,-0.007380521212763764,0.005869032300046314,0.4518333333333333
0.3,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,-0.00045242801457390003,0.14895833333333333,-0.00045242801457390003,-0.0008993030145739,-0.0013461780145738996,net_delta_30,-0.0008993030145739,-0.007948735316251128,0.00535388858108492,0.4086666666666667
0.3,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,-0.00045242801457390003,0.14895833333333333,-0.00045242801457390003,-0.0008993030145739,-0.0013461780145738996,net_delta_60,-0.0013461780145738996,-0.008456132170689325,0.005036728772665759,0.3606666666666667
0.4,K200,10,BULL_2025,25,0.005301515361905513,0.07725000000000001,0.005301515361905513,0.005069765361905513,0.004838015361905514,gross_delta,0.005301515361905513,0.001161877253242605,0.010080569862753325,0.997
0.4,K200,10,BULL_2025,25,0.005301515361905513,0.07725000000000001,0.005301515361905513,0.005069765361905513,0.004838015361905514,net_delta_30,0.005069765361905513,0.0009222008065079691,0.009890092039743404,0.9951666666666666
0.4,K200,10,BULL_2025,25,0.005301515361905513,0.07725000000000001,0.005301515361905513,0.005069765361905513,0.004838015361905514,net_delta_60,0.004838015361905514,0.0005433145293972166,0.009852644331942651,0.9865
