weight,universe,horizon,sample,n_dates,gross_delta,turnover_delta,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
0.1,KOSPI_ALL,10,NORMAL_2023_2024,48,0.00019859616531175584,0.016666666666666666,0.00019859616531175584,0.00014859616531175558,9.859616531175588e-05,net_delta_60,9.859616531175588e-05,-0.0014517563833760221,0.0015246919245438507,0.5575
0.1,KOSPI_ALL,10,YTD_2026,13,0.0011144295604752755,0.012019230769230773,0.0011144295604752755,0.0010783718681675828,0.0010423141758598908,gross_delta,0.0011144295604752755,-0.001665505949725371,0.0034861423360179017,0.797
0.1,KOSPI_ALL,10,YTD_2026,13,0.0011144295604752755,0.012019230769230773,0.0011144295604752755,0.0010783718681675828,0.0010423141758598908,net_delta_30,0.0010783718681675828,-0.0019262874302184605,0.003440309086334572,0.7781666666666667
0.1,KOSPI_ALL,10,YTD_2026,13,0.0011144295604752755,0.012019230769230773,0.0011144295604752755,0.0010783718681675828,0.0010423141758598908,net_delta_60,0.0010423141758598908,-0.0018277126521298352,0.0034191752830485356,0.7818333333333334
0.1,KOSPI_ALL,20,BULL_2025,12,0.002888730629482418,0.0057291666666666645,0.002888730629482418,0.0028715431294824172,0.0028543556294824174,gross_delta,0.002888730629482418,-0.0006796691148731768,0.007448057209026995,0.9148333333333334
0.1,KOSPI_ALL,20,BULL_2025,12,0.002888730629482418,0.0057291666666666645,0.002888730629482418,0.0028715431294824172,0.0028543556294824174,net_delta_30,0.0028715431294824172,-0.0006600255499010853,0.007406538644054904,0.9148333333333334
0.1,KOSPI_ALL,20,BULL_2025,12,0.002888730629482418,0.0057291666666666645,0.002888730629482418,0.0028715431294824172,0.0028543556294824174,net_delta_60,0.0028543556294824174,-0.0007359191148731768,0.007355645079082813,0.9026666666666666
0.1,KOSPI_ALL,20,EARLY_2016_2019,49,-0.00015274897962802076,0.004464285714285716,-0.00015274897962802076,-0.000166141836770878,-0.00017953469391373522,gross_delta,-0.00015274897962802076,-0.0012721693884780276,0.0009463782054683942,0.4053333333333333
0.1,KOSPI_ALL,20,EARLY_2016_2019,49,-0.00015274897962802076,0.004464285714285716,-0.00015274897962802076,-0.000166141836770878,-0.00017953469391373522,net_delta_30,-0.000166141836770878,-0.0012887067248161454,0.0009221322441516691,0.386
0.1,KOSPI_ALL,20,EARLY_2016_2019,49,-0.00015274897962802076,0.004464285714285716,-0.00015274897962802076,-0.000166141836770878,-0.00017953469391373522,net_delta_60,-0.00017953469391373522,-0.0013117849201361726,0.0009005454880014327,0.38083333333333336
0.1,KOSPI_ALL,20,LATE_2020_2022,38,0.0015163710607930593,0.014638157894736846,0.0015163710607930593,0.0014724565871088498,0.0014285421134246385,gross_delta,0.0015163710607930593,-0.0006301211224591032,0.0036853996525081675,0.9211666666666667
0.1,KOSPI_ALL,20,LATE_2020_2022,38,0.0015163710607930593,0.014638157894736846,0.0015163710607930593,0.0014724565871088498,0.0014285421134246385,net_delta_30,0.0014724565871088498,-0.0006449079586597337,0.003543461909142786,0.9161666666666667
0.1,KOSPI_ALL,20,LATE_2020_2022,38,0.0015163710607930593,0.014638157894736846,0.0015163710607930593,0.0014724565871088498,0.0014285421134246385,net_delta_60,0.0014285421134246385,-0.0007287504823134392,0.003504564408681274,0.908
0.1,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.00198460958939025,0.023437500000000014,-0.00198460958939025,-0.00205492208939025,-0.00212523458939025,gross_delta,-0.00198460958939025,-0.0061159218077166825,0.0018065837390098141,0.16616666666666666
0.1,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.00198460958939025,0.023437500000000014,-0.00198460958939025,-0.00205492208939025,-0.00212523458939025,net_delta_30,-0.00205492208939025,-0.006175350054548986,0.0018169442661734204,0.167
0.1,KOSPI_ALL,20,NORMAL_2023_2024,24,-0.00198460958939025,0.023437500000000014,-0.00198460958939025,-0.00205492208939025,-0.00212523458939025,net_delta_60,-0.00212523458939025,-0.00632850277321551,0.0017488111813288307,0.156
0.1,KOSPI_EX_K200,5,BULL_2025,49,0.0002133341755583417,0.008545918367346937,0.0002133341755583417,0.00018769642045630088,0.0001620586653542601,gross_delta,0.0002133341755583417,-0.00017938889994951562,0.000562931475597101,0.8703333333333333
0.1,KOSPI_EX_K200,5,BULL_2025,49,0.0002133341755583417,0.008545918367346937,0.0002133341755583417,0.00018769642045630088,0.0001620586653542601,net_delta_30,0.00018769642045630088,-0.00020496037736680983,0.0005354900050358325,0.8348333333333333
0.1,KOSPI_EX_K200,5,BULL_2025,49,0.0002133341755583417,0.008545918367346937,0.0002133341755583417,0.00018769642045630088,0.0001620586653542601,net_delta_60,0.0001620586653542601,-0.00022606235564279513,0.0005200415326180683,0.8051666666666667
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,196,-4.498815411921341e-05,0.002391581632653062,-4.498815411921341e-05,-5.216289901717255e-05,-5.933764391513177e-05,gross_delta,-4.498815411921341e-05,-0.00023695786358521155,0.00016750640682289175,0.31266666666666665
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,196,-4.498815411921341e-05,0.002391581632653062,-4.498815411921341e-05,-5.216289901717255e-05,-5.933764391513177e-05,net_delta_30,-5.216289901717255e-05,-0.0002460504996901553,0.000155631546661131,0.2926666666666667
0.1,KOSPI_EX_K200,5,EARLY_2016_2019,196,-4.498815411921341e-05,0.002391581632653062,-4.498815411921341e-05,-5.216289901717255e-05,-5.933764391513177e-05,net_delta_60,-5.933764391513177e-05,-0.000256712053575466,0.00014679190008941764,0.2743333333333333
0.1,KOSPI_EX_K200,5,LATE_2020_2022,149,7.44849533516796e-05,0.004404362416107382,7.44849533516796e-05,6.127186610335747e-05,4.805877885503527e-05,gross_delta,7.44849533516796e-05,-0.0002364317393065132,0.0003847427266584077,0.6865
0.1,KOSPI_EX_K200,5,LATE_2020_2022,149,7.44849533516796e-05,0.004404362416107382,7.44849533516796e-05,6.127186610335747e-05,4.805877885503527e-05,net_delta_30,6.127186610335747e-05,-0.00025359553674292237,0.0003697442335186762,0.6468333333333334
0.1,KOSPI_EX_K200,5,LATE_2020_2022,149,7.44849533516796e-05,0.004404362416107382,7.44849533516796e-05,6.127186610335747e-05,4.805877885503527e-05,net_delta_60,4.805877885503527e-05,-0.00026563032816070596,0.0003443341023885056,0.612
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00013861358762606564,0.006121134020618554,0.00013861358762606564,0.00012025018556420995,0.00010188678350235435,gross_delta,0.00013861358762606564,-0.00023222477005516206,0.0005143227774056993,0.7608333333333334
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00013861358762606564,0.006121134020618554,0.00013861358762606564,0.00012025018556420995,0.00010188678350235435,net_delta_30,0.00012025018556420995,-0.00023278829697355994,0.0004907115636688529,0.745
0.1,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.00013861358762606564,0.006121134020618554,0.00013861358762606564,0.00012025018556420995,0.00010188678350235435,net_delta_60,0.00010188678350235435,-0.0002620028185712815,0.0004654469840243853,0.7143333333333334
0.1,KOSPI_EX_K200,5,YTD_2026,28,0.0005815252493091169,0.00959821428571429,0.0005815252493091169,0.000552730606451974,0.0005239359635948311,gross_delta,0.0005815252493091169,-0.0004754498913734019,0.0017157310089645952,0.8525
0.1,KOSPI_EX_K200,5,YTD_2026,28,0.0005815252493091169,0.00959821428571429,0.0005815252493091169,0.000552730606451974,0.0005239359635948311,net_delta_30,0.000552730606451974,-0.0004871998944768766,0.00167398168934836,0.8356666666666667
0.1,KOSPI_EX_K200,5,YTD_2026,28,0.0005815252493091169,0.00959821428571429,0.0005815252493091169,0.000552730606451974,0.0005239359635948311,net_delta_60,0.0005239359635948311,-0.0005210595062921696,0.0016216463573107134,0.8285
0.1,KOSPI_EX_K200,10,BULL_2025,25,0.00041566914707548056,0.0029999999999999983,0.00041566914707548056,0.00040666914707548056,0.0003976691470754805,gross_delta,0.00041566914707548056,-0.0003158630678113755,0.0011105344620668562,0.8691666666666666
0.1,KOSPI_EX_K200,10,BULL_2025,25,0.00041566914707548056,0.0029999999999999983,0.00041566914707548056,0.00040666914707548056,0.0003976691470754805,net_delta_30,0.00040666914707548056,-0.00031919876284228514,0.0010735220798690557,0.868
0.1,KOSPI_EX_K200,10,BULL_2025,25,0.00041566914707548056,0.0029999999999999983,0.00041566914707548056,0.00040666914707548056,0.0003976691470754805,net_delta_60,0.0003976691470754805,-0.0003573023331096561,0.0010844943930803364,0.8583333333333333
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,98,-1.8871848494752577e-05,0.00031887755102040646,-1.8871848494752577e-05,-1.9828481147813863e-05,-2.0785113800875016e-05,gross_delta,-1.8871848494752577e-05,-0.00036564853299113126,0.00036030951857786794,0.45966666666666667
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,98,-1.8871848494752577e-05,0.00031887755102040646,-1.8871848494752577e-05,-1.9828481147813863e-05,-2.0785113800875016e-05,net_delta_30,-1.9828481147813863e-05,-0.00036495812108136284,0.0003430416980014831,0.4515
0.1,KOSPI_EX_K200,10,EARLY_2016_2019,98,-1.8871848494752577e-05,0.00031887755102040646,-1.8871848494752577e-05,-1.9828481147813863e-05,-2.0785113800875016e-05,net_delta_60,-2.0785113800875016e-05,-0.0003720052247083196,0.0003370940566888035,0.44066666666666665
0.1,KOSPI_EX_K200,10,LATE_2020_2022,75,0.00011269150863616434,0.003499999999999998,0.00011269150863616434,0.00010219150863616434,9.16915086361643e-05,gross_delta,0.00011269150863616434,-0.0003887512470046257,0.0006355822024981523,0.6688333333333333
0.1,KOSPI_EX_K200,10,LATE_2020_2022,75,0.00011269150863616434,0.003499999999999998,0.00011269150863616434,0.00010219150863616434,9.16915086361643e-05,net_delta_30,0.00010219150863616434,-0.0003796480493683455,0.0006110221717734809,0.6388333333333334
0.1,KOSPI_EX_K200,10,LATE_2020_2022,75,0.00011269150863616434,0.003499999999999998,0.00011269150863616434,0.00010219150863616434,9.16915086361643e-05,net_delta_60,9.16915086361643e-05,-0.0004157881862844636,0.0006008223907059206,0.6383333333333333
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00010641950565450785,0.007552083333333333,0.00010641950565450785,8.376325565450781e-05,6.110700565450785e-05,gross_delta,0.00010641950565450785,-0.0007436056214934063,0.0008243949002977223,0.6075
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00010641950565450785,0.007552083333333333,0.00010641950565450785,8.376325565450781e-05,6.110700565450785e-05,net_delta_30,8.376325565450781e-05,-0.0007532957391120364,0.000820061307134274,0.6023333333333334
0.1,KOSPI_EX_K200,10,NORMAL_2023_2024,48,0.00010641950565450785,0.007552083333333333,0.00010641950565450785,8.376325565450781e-05,6.110700565450785e-05,net_delta_60,6.110700565450785e-05,-0.0007459074878426138,0.0008022764648012845,0.5821666666666667
0.1,KOSPI_EX_K200,10,YTD_2026,13,0.0019040512940326593,0.007692307692307701,0.0019040512940326593,0.0018809743709557358,0.001857897447878813,gross_delta,0.0019040512940326593,-0.0014496081975574743,0.005494343753052798,0.849
0.1,KOSPI_EX_K200,10,YTD_2026,13,0.0019040512940326593,0.007692307692307701,0.0019040512940326593,0.0018809743709557358,0.001857897447878813,net_delta_30,0.0018809743709557358,-0.0014454828215690644,0.005456468672294269,0.8481666666666666
0.1,KOSPI_EX_K200,10,YTD_2026,13,0.0019040512940326593,0.007692307692307701,0.0019040512940326593,0.0018809743709557358,0.001857897447878813,net_delta_60,0.001857897447878813,-0.0014340566893735031,0.00543508944379257,0.8423333333333334
0.1,KOSPI_EX_K200,20,BULL_2025,12,-0.0008267137716334233,0.012500000000000006,-0.0008267137716334233,-0.0008642137716334234,-0.0009017137716334232,gross_delta,-0.0008267137716334233,-0.0021110375771900194,0.00035879086850905206,0.09366666666666666
0.1,KOSPI_EX_K200,20,BULL_2025,12,-0.0008267137716334233,0.012500000000000006,-0.0008267137716334233,-0.0008642137716334234,-0.0009017137716334232,net_delta_30,-0.0008642137716334234,-0.002156350077190019,0.0003664296595078239,0.08766666666666667
0.1,KOSPI_EX_K200,20,BULL_2025,12,-0.0008267137716334233,0.012500000000000006,-0.0008267137716334233,-0.0008642137716334234,-0.0009017137716334232,net_delta_60,-0.0009017137716334232,-0.0021598352550828543,0.00032966584779307666,0.0865
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,49,7.998661019229925e-05,-0.0030612244897959212,7.998661019229925e-05,8.917028366168697e-05,9.835395713107483e-05,gross_delta,7.998661019229925e-05,-0.0005792773080693155,0.0008000684427842844,0.5688333333333333
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,49,7.998661019229925e-05,-0.0030612244897959212,7.998661019229925e-05,8.917028366168697e-05,9.835395713107483e-05,net_delta_30,8.917028366168697e-05,-0.0005633784660084379,0.0007842460693630002,0.5863333333333334
0.1,KOSPI_EX_K200,20,EARLY_2016_2019,49,7.998661019229925e-05,-0.0030612244897959212,7.998661019229925e-05,8.917028366168697e-05,9.835395713107483e-05,net_delta_60,9.835395713107483e-05,-0.0005239385711238559,0.0008078158110536898,0.5956666666666667
0.1,KOSPI_EX_K200,20,LATE_2020_2022,38,-0.00031524733431034845,0.0024671052631578976,-0.00031524733431034845,-0.00032264865009982215,-0.00033004996588929575,gross_delta,-0.00031524733431034845,-0.0015403829925923925,0.0008647715045889122,0.31
0.1,KOSPI_EX_K200,20,LATE_2020_2022,38,-0.00031524733431034845,0.0024671052631578976,-0.00031524733431034845,-0.00032264865009982215,-0.00033004996588929575,net_delta_30,-0.00032264865009982215,-0.0015977611685378862,0.0008308760910610843,0.31333333333333335
0.1,KOSPI_EX_K200,20,LATE_2020_2022,38,-0.00031524733431034845,0.0024671052631578976,-0.00031524733431034845,-0.00032264865009982215,-0.00033004996588929575,net_delta_60,-0.00033004996588929575,-0.0015698890855471758,0.0008722874498908577,0.308
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,24,-0.00038188502418357636,0.008072916666666667,-0.00038188502418357636,-0.00040610377418357635,-0.0004303225241835765,gross_delta,-0.00038188502418357636,-0.0027235114142059678,0.0015930762887105638,0.388
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,24,-0.00038188502418357636,0.008072916666666667,-0.00038188502418357636,-0.00040610377418357635,-0.0004303225241835765,net_delta_30,-0.00040610377418357635,-0.002769931541870242,0.0015824491868360973,0.38666666666666666
0.1,KOSPI_EX_K200,20,NORMAL_2023_2024,24,-0.00038188502418357636,0.008072916666666667,-0.00038188502418357636,-0.00040610377418357635,-0.0004303225241835765,net_delta_60,-0.0004303225241835765,-0.0027148652793728446,0.0016135572432228302,0.38066666666666665
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0012651607786410995,0.026530612244897965,0.0012651607786410995,0.0011855689419064056,0.0011059771051717116,gross_delta,0.0012651607786410995,-0.0005944408700614833,0.0031744243082917683,0.8966666666666666
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0012651607786410995,0.026530612244897965,0.0012651607786410995,0.0011855689419064056,0.0011059771051717116,net_delta_30,0.0011855689419064056,-0.0006940842695315341,0.0031993793573235397,0.8856666666666667
0.1,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0012651607786410995,0.026530612244897965,0.0012651607786410995,0.0011855689419064056,0.0011059771051717116,net_delta_60,0.0011059771051717116,-0.0008098575328027894,0.003090992080353181,0.8668333333333333
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.000702326124548092,0.019642857142857142,0.000702326124548092,0.0006433975531195207,0.0005844689816909492,gross_delta,0.000702326124548092,0.0002557041391110042,0.0011314158007480785,0.9993333333333333
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.000702326124548092,0.019642857142857142,0.000702326124548092,0.0006433975531195207,0.0005844689816909492,net_delta_30,0.0006433975531195207,0.00019802317559745235,0.0010706328418871895,0.9976666666666667
0.1,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,196,0.000702326124548092,0.019642857142857142,0.000702326124548092,0.0006433975531195207,0.0005844689816909492,net_delta_60,0.0005844689816909492,0.00013801712054583714,0.0010349678136930658,0.994
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.00057415552210567,0.03603187919463086,0.00057415552210567,0.00046605988452177733,0.0003579642469378847,gross_delta,0.00057415552210567,-0.00020698417129757458,0.0013994959577829798,0.9186666666666666
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.00057415552210567,0.03603187919463086,0.00057415552210567,0.00046605988452177733,0.0003579642469378847,net_delta_30,0.00046605988452177733,-0.00032310189087336413,0.0013042362048686375,0.8745
0.1,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,0.00057415552210567,0.03603187919463086,0.00057415552210567,0.00046605988452177733,0.0003579642469378847,net_delta_60,0.0003579642469378847,-0.00045372780117216806,0.0011828131557393702,0.799
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00027739869012476895,0.03576030927835051,0.00027739869012476895,0.00017011776228971753,6.283683445466579e-05,gross_delta,0.00027739869012476895,-0.0006386769707241519,0.0011877482305698319,0.7268333333333333
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00027739869012476895,0.03576030927835051,0.00027739869012476895,0.00017011776228971753,6.283683445466579e-05,net_delta_30,0.00017011776228971753,-0.000746368682441096,0.001078613831822944,0.6426666666666667
0.1,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.00027739869012476895,0.03576030927835051,0.00027739869012476895,0.00017011776228971753,6.283683445466579e-05,net_delta_60,6.283683445466579e-05,-0.0008602604882055877,0.0009794156743186612,0.5461666666666667
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.002879978217334849,0.03571428571428571,0.002879978217334849,0.0027728353601919917,0.002665692503049135,gross_delta,0.002879978217334849,-0.0010155441768386147,0.00635084352218189,0.9366666666666666
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.002879978217334849,0.03571428571428571,0.002879978217334849,0.0027728353601919917,0.002665692503049135,net_delta_30,0.0027728353601919917,-0.0009999001219580439,0.006274284342904406,0.9296666666666666
0.1,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,0.002879978217334849,0.03571428571428571,0.002879978217334849,0.0027728353601919917,0.002665692503049135,net_delta_60,0.002665692503049135,-0.0011106512806493293,0.006192758479987655,0.91
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0032446623351784286,0.025000000000000005,0.0032446623351784286,0.0031696623351784277,0.0030946623351784273,gross_delta,0.0032446623351784286,-0.00028966995544640086,0.007264425471467275,0.9603333333333334
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0032446623351784286,0.025000000000000005,0.0032446623351784286,0.0031696623351784277,0.0030946623351784273,net_delta_30,0.0031696623351784277,-0.00034455766334944227,0.007135787985539125,0.9623333333333334
0.1,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0032446623351784286,0.025000000000000005,0.0032446623351784286,0.0031696623351784277,0.0030946623351784273,net_delta_60,0.0030946623351784273,-0.00040064232993123185,0.007055856556963018,0.9568333333333333
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0007472714941261417,0.019579081632653067,0.0007472714941261417,0.0006885342492281823,0.0006297970043302231,gross_delta,0.0007472714941261417,-3.3933909035199743e-05,0.0015118469510605043,0.969
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0007472714941261417,0.019579081632653067,0.0007472714941261417,0.0006885342492281823,0.0006297970043302231,net_delta_30,0.0006885342492281823,-9.895009490444737e-05,0.0014453750277527797,0.9546666666666667
0.1,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,98,0.0007472714941261417,0.019579081632653067,0.0007472714941261417,0.0006885342492281823,0.0006297970043302231,net_delta_60,0.0006297970043302231,-0.00013848286465385654,0.0014035790533546543,0.9481666666666667
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0013015065016975177,0.03883333333333333,0.0013015065016975177,0.0011850065016975172,0.0010685065016975178,gross_delta,0.0013015065016975177,-0.0006413354368445646,0.003280380193076272,0.8975
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0013015065016975177,0.03883333333333333,0.0013015065016975177,0.0011850065016975172,0.0010685065016975178,net_delta_30,0.0011850065016975172,-0.0007905357436310703,0.0031130934424089987,0.8826666666666667
0.1,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0013015065016975177,0.03883333333333333,0.0013015065016975177,0.0011850065016975172,0.0010685065016975178,net_delta_60,0.0010685065016975178,-0.0008452284364627988,0.0030223202997753085,0.8571666666666666
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-0.0006517952323557577,0.043619791666666664,-0.0006517952323557577,-0.0007826546073557575,-0.0009135139823557575,gross_delta,-0.0006517952323557577,-0.0027261795966559144,0.0012413987762620732,0.2645
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-0.0006517952323557577,0.043619791666666664,-0.0006517952323557577,-0.0007826546073557575,-0.0009135139823557575,net_delta_30,-0.0007826546073557575,-0.0027517694990198084,0.0010409663266942927,0.22133333333333333
0.1,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,-0.0006517952323557577,0.043619791666666664,-0.0006517952323557577,-0.0007826546073557575,-0.0009135139823557575,net_delta_60,-0.0009135139823557575,-0.0029920345068352736,0.0008884345948939106,0.18416666666666667
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.007743299920687669,0.04519230769230768,0.007743299920687669,0.007607722997610746,0.007472146074533823,gross_delta,0.007743299920687669,-0.00036975073058336346,0.014582611752275128,0.9713333333333334
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.007743299920687669,0.04519230769230768,0.007743299920687669,0.007607722997610746,0.007472146074533823,net_delta_30,0.007607722997610746,-0.00024696721213679653,0.01428730166421527,0.97
0.1,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,0.007743299920687669,0.04519230769230768,0.007743299920687669,0.007607722997610746,0.007472146074533823,net_delta_60,0.007472146074533823,-0.00027851604471733517,0.014326302814611298,0.9713333333333334
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.012630638116593528,0.024999999999999977,0.012630638116593528,0.01255563811659353,0.012480638116593529,gross_delta,0.012630638116593528,0.005713270605003429,0.018890789468816244,1.0
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.012630638116593528,0.024999999999999977,0.012630638116593528,0.01255563811659353,0.012480638116593529,net_delta_30,0.01255563811659353,0.005872830659572169,0.018840789468816243,1.0
0.1,KOSPI_KOSDAQ_ALL,20,BULL_2025,12,0.012630638116593528,0.024999999999999977,0.012630638116593528,0.01255563811659353,0.012480638116593529,net_delta_60,0.012480638116593529,0.005680077612950395,0.018646574178369218,1.0
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.0007142422470551333,0.01696428571428572,0.0007142422470551333,0.0006633493899122762,0.000612456532769419,gross_delta,0.0007142422470551333,-0.0008215549859150559,0.002189625124016937,0.8225
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.0007142422470551333,0.01696428571428572,0.0007142422470551333,0.0006633493899122762,0.000612456532769419,net_delta_30,0.0006633493899122762,-0.000825307599551704,0.0022043966840266565,0.8051666666666667
0.1,KOSPI_KOSDAQ_ALL,20,EARLY_2016_2019,49,0.0007142422470551333,0.01696428571428572,0.0007142422470551333,0.0006633493899122762,0.000612456532769419,net_delta_60,0.000612456532769419,-0.0008428103870245238,0.0021150956286130032,0.7938333333333333
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.003442424336122292,0.03486842105263158,0.003442424336122292,0.0033378190729643977,0.0032332138098065018,gross_delta,0.003442424336122292,-0.0003495302283011168,0.007177503377684522,0.9613333333333334
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.003442424336122292,0.03486842105263158,0.003442424336122292,0.0033378190729643977,0.0032332138098065018,net_delta_30,0.0033378190729643977,-0.0003675146690122418,0.0069859109411135505,0.9553333333333334
0.1,KOSPI_KOSDAQ_ALL,20,LATE_2020_2022,38,0.003442424336122292,0.03486842105263158,0.003442424336122292,0.0033378190729643977,0.0032332138098065018,net_delta_60,0.0032332138098065018,-0.00047732111904617044,0.007039049778812245,0.9561666666666667
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0029358112439318487,0.04427083333333335,0.0029358112439318487,0.002802998743931849,0.002670186243931849,gross_delta,0.0029358112439318487,-0.0017779622696210637,0.007592449071600994,0.8926666666666667
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0029358112439318487,0.04427083333333335,0.0029358112439318487,0.002802998743931849,0.002670186243931849,net_delta_30,0.002802998743931849,-0.001871206675776421,0.007290575095100301,0.8843333333333333
0.1,KOSPI_KOSDAQ_ALL,20,NORMAL_2023_2024,24,0.0029358112439318487,0.04427083333333335,0.0029358112439318487,0.002802998743931849,0.002670186243931849,net_delta_60,0.002670186243931849,-0.00203329504407531,0.007215169414349236,0.8691666666666666
0.15,K200,10,BULL_2025,25,0.0019361546980272255,0.015000000000000006,0.0019361546980272255,0.0018911546980272254,0.0018461546980272257,gross_delta,0.0019361546980272255,0.00016869661964122255,0.004496474428152551,0.99
0.15,K200,10,BULL_2025,25,0.0019361546980272255,0.015000000000000006,0.0019361546980272255,0.0018911546980272254,0.0018461546980272257,net_delta_30,0.0018911546980272254,9.454573840452937e-05,0.004516336745499284,0.9841666666666666
0.15,K200,10,BULL_2025,25,0.0019361546980272255,0.015000000000000006,0.0019361546980272255,0.0018911546980272254,0.0018461546980272257,net_delta_60,0.0018461546980272257,8.236132389117683e-06,0.00446938901203312,0.9758333333333333
0.15,K200,10,EARLY_2016_2019,98,0.00018487394895563047,0.004464285714285714,0.00018487394895563047,0.00017148109181277328,0.00015808823466991625,gross_delta,0.00018487394895563047,-0.0002968114722796951,0.0006508905686902099,0.7826666666666666
0.15,K200,10,EARLY_2016_2019,98,0.00018487394895563047,0.004464285714285714,0.00018487394895563047,0.00017148109181277328,0.00015808823466991625,net_delta_30,0.00017148109181277328,-0.00031740074901146165,0.0006190970203212545,0.7581666666666667
0.15,K200,10,EARLY_2016_2019,98,0.00018487394895563047,0.004464285714285714,0.00018487394895563047,0.00017148109181277328,0.00015808823466991625,net_delta_60,0.00015808823466991625,-0.00032295096263113644,0.0006309340348791198,0.7538333333333334
0.15,K200,10,LATE_2020_2022,75,7.072442436301535e-05,0.007666666666666669,7.072442436301535e-05,4.77244243630152e-05,2.4724424363015325e-05,gross_delta,7.072442436301535e-05,-0.0006263470519574009,0.0007833510362864074,0.5741666666666667
0.15,K200,10,LATE_2020_2022,75,7.072442436301535e-05,0.007666666666666669,7.072442436301535e-05,4.77244243630152e-05,2.4724424363015325e-05,net_delta_30,4.77244243630152e-05,-0.0006696183997954591,0.0007746885823573239,0.549
0.15,K200,10,LATE_2020_2022,75,7.072442436301535e-05,0.007666666666666669,7.072442436301535e-05,4.77244243630152e-05,2.4724424363015325e-05,net_delta_60,2.4724424363015325e-05,-0.000678408244444835,0.0007567898801626954,0.5215
0.15,K200,10,NORMAL_2023_2024,48,0.0009244269159540587,0.005859374999999999,0.0009244269159540587,0.0009068487909540587,0.0008892706659540586,gross_delta,0.0009244269159540587,3.66955415785397e-05,0.0017978952788263618,0.9786666666666667
