strategy,universe,horizon,sample,n_dates,gross_delta,turnover_delta,mean_act5,act5_gt1_share,net_delta_0,net_delta_30,net_delta_60,metric,mean,ci025,ci975,p_gt0
CF20_ACT5_W10,KOSPI_ALL,5,NORMAL_2023_2024,97,0.00011559182928549132,0.09658505154639176,2.2568362572038985,0.6470360824742268,0.00011559182928549132,-0.0001741633253536839,-0.00046391847999285906,net_60,-0.00046391847999285906,-0.001632902738797329,0.0006760956133700485,0.21725
CF20_ACT5_W10,KOSPI_ALL,5,YTD_2026,28,0.0015353190933444,0.10111607142857144,1.961111589858191,0.6537946428571428,0.0015353190933444,0.0012319708790586854,0.000928622664772971,gross_delta,0.0015353190933444,-0.0006824399961757189,0.004142877661694888,0.892
CF20_ACT5_W10,KOSPI_ALL,5,YTD_2026,28,0.0015353190933444,0.10111607142857144,1.961111589858191,0.6537946428571428,0.0015353190933444,0.0012319708790586854,0.000928622664772971,net_30,0.0012319708790586854,-0.0010861837389022071,0.0038423191568706166,0.843
CF20_ACT5_W10,KOSPI_ALL,5,YTD_2026,28,0.0015353190933444,0.10111607142857144,1.961111589858191,0.6537946428571428,0.0015353190933444,0.0012319708790586854,0.000928622664772971,net_60,0.000928622664772971,-0.001363856210753481,0.0035039093367932885,0.77525
CF20_ACT5_W10,KOSPI_ALL,10,BULL_2025,25,0.0008071648475674049,0.09225000000000001,1.8718610614415494,0.6655,0.0008071648475674049,0.0005304148475674051,0.00025366484756740506,gross_delta,0.0008071648475674049,-0.0025205036049697413,0.0047525960540266525,0.65625
CF20_ACT5_W10,KOSPI_ALL,10,BULL_2025,25,0.0008071648475674049,0.09225000000000001,1.8718610614415494,0.6655,0.0008071648475674049,0.0005304148475674051,0.00025366484756740506,net_30,0.0005304148475674051,-0.002741751715852538,0.004327137770506412,0.59125
CF20_ACT5_W10,KOSPI_ALL,10,BULL_2025,25,0.0008071648475674049,0.09225000000000001,1.8718610614415494,0.6655,0.0008071648475674049,0.0005304148475674051,0.00025366484756740506,net_60,0.00025366484756740506,-0.0030544415464431257,0.003994191670077394,0.5455
CF20_ACT5_W10,KOSPI_ALL,10,EARLY_2016_2019,96,-0.0006445169457266571,0.08619791666666665,1.4923167178548387,0.6227864583333333,-0.0006445169457266571,-0.0009031106957266572,-0.0011617044457266571,gross_delta,-0.0006445169457266571,-0.0015338625451972545,0.00026003055865683424,0.07725
CF20_ACT5_W10,KOSPI_ALL,10,EARLY_2016_2019,96,-0.0006445169457266571,0.08619791666666665,1.4923167178548387,0.6227864583333333,-0.0006445169457266571,-0.0009031106957266572,-0.0011617044457266571,net_30,-0.0009031106957266572,-0.0017706076513767173,6.881046735866931e-06,0.02575
CF20_ACT5_W10,KOSPI_ALL,10,EARLY_2016_2019,96,-0.0006445169457266571,0.08619791666666665,1.4923167178548387,0.6227864583333333,-0.0006445169457266571,-0.0009031106957266572,-0.0011617044457266571,net_60,-0.0011617044457266571,-0.002068448589325236,-0.0002655782282746204,0.0055
CF20_ACT5_W10,KOSPI_ALL,10,LATE_2020_2022,75,-0.0013476969434691758,0.08350000000000002,1.956506179097887,0.65325,-0.0013476969434691758,-0.001598196943469176,-0.0018486969434691758,gross_delta,-0.0013476969434691758,-0.0026692640952221663,-5.824925313471988e-05,0.0185
CF20_ACT5_W10,KOSPI_ALL,10,LATE_2020_2022,75,-0.0013476969434691758,0.08350000000000002,1.956506179097887,0.65325,-0.0013476969434691758,-0.001598196943469176,-0.0018486969434691758,net_30,-0.001598196943469176,-0.0029198181138762763,-0.0003945107201550294,0.00475
CF20_ACT5_W10,KOSPI_ALL,10,LATE_2020_2022,75,-0.0013476969434691758,0.08350000000000002,1.956506179097887,0.65325,-0.0013476969434691758,-0.001598196943469176,-0.0018486969434691758,net_60,-0.0018486969434691758,-0.0031896381558884153,-0.0005556419515593204,0.00175
CF20_ACT5_W10,KOSPI_ALL,10,NORMAL_2023_2024,48,0.0003998777279986399,0.08984375,2.3037786373429086,0.6557291666666666,0.0003998777279986399,0.00013034647799864003,-0.00013918477200136026,gross_delta,0.0003998777279986399,-0.001961088218857699,0.0031307784817660557,0.60225
CF20_ACT5_W10,KOSPI_ALL,10,NORMAL_2023_2024,48,0.0003998777279986399,0.08984375,2.3037786373429086,0.6557291666666666,0.0003998777279986399,0.00013034647799864003,-0.00013918477200136026,net_30,0.00013034647799864003,-0.00227706791536726,0.0028528224447368937,0.532
CF20_ACT5_W10,KOSPI_ALL,10,NORMAL_2023_2024,48,0.0003998777279986399,0.08984375,2.3037786373429086,0.6557291666666666,0.0003998777279986399,0.00013034647799864003,-0.00013918477200136026,net_60,-0.00013918477200136026,-0.0025106676953349496,0.002634592283767916,0.449
CF20_ACT5_W10,KOSPI_ALL,10,YTD_2026,13,0.003786517902437744,0.08846153846153847,2.0537394641669944,0.6754807692307693,0.003786517902437744,0.0035211332870531287,0.0032557486716685126,gross_delta,0.003786517902437744,-0.00034763071226727595,0.007882823072927913,0.96175
CF20_ACT5_W10,KOSPI_ALL,10,YTD_2026,13,0.003786517902437744,0.08846153846153847,2.0537394641669944,0.6754807692307693,0.003786517902437744,0.0035211332870531287,0.0032557486716685126,net_30,0.0035211332870531287,-0.000633237182351874,0.007538386790896749,0.94625
CF20_ACT5_W10,KOSPI_ALL,10,YTD_2026,13,0.003786517902437744,0.08846153846153847,2.0537394641669944,0.6754807692307693,0.003786517902437744,0.0035211332870531287,0.0032557486716685126,net_60,0.0032557486716685126,-0.0009069147144933476,0.007261999762301312,0.93575
CF20_ACT5_W10,KOSPI_EX_K200,5,BULL_2025,49,0.00029795855993602004,0.04757653061224489,1.9113679302711089,0.5622448979591836,0.00029795855993602004,0.0001552289680992852,1.2499376262550612e-05,gross_delta,0.00029795855993602004,-0.0004833847119204058,0.0009984266298443773,0.78625
CF20_ACT5_W10,KOSPI_EX_K200,5,BULL_2025,49,0.00029795855993602004,0.04757653061224489,1.9113679302711089,0.5622448979591836,0.00029795855993602004,0.0001552289680992852,1.2499376262550612e-05,net_30,0.0001552289680992852,-0.000652961742989719,0.0008805634495447118,0.66325
CF20_ACT5_W10,KOSPI_EX_K200,5,BULL_2025,49,0.00029795855993602004,0.04757653061224489,1.9113679302711089,0.5622448979591836,0.00029795855993602004,0.0001552289680992852,1.2499376262550612e-05,net_60,1.2499376262550612e-05,-0.0008175491671656815,0.0007451000761913966,0.52525
CF20_ACT5_W10,KOSPI_EX_K200,5,EARLY_2016_2019,192,0.00023530125377818105,0.03216145833333334,1.4044974485153203,0.4997721354166667,0.00023530125377818105,0.00013881687877818108,4.233250377818106e-05,gross_delta,0.00023530125377818105,-1.43257633643562e-05,0.00048475678942506116,0.96575
CF20_ACT5_W10,KOSPI_EX_K200,5,EARLY_2016_2019,192,0.00023530125377818105,0.03216145833333334,1.4044974485153203,0.4997721354166667,0.00023530125377818105,0.00013881687877818108,4.233250377818106e-05,net_30,0.00013881687877818108,-0.0001087636587227212,0.00039554286045988783,0.8595
CF20_ACT5_W10,KOSPI_EX_K200,5,EARLY_2016_2019,192,0.00023530125377818105,0.03216145833333334,1.4044974485153203,0.4997721354166667,0.00023530125377818105,0.00013881687877818108,4.233250377818106e-05,net_60,4.233250377818106e-05,-0.0002128529426489775,0.00030285612091284083,0.6205
CF20_ACT5_W10,KOSPI_EX_K200,5,LATE_2020_2022,149,0.0004116032362265506,0.03531879194630872,1.7927596669389387,0.5395134228187921,0.0004116032362265506,0.00030564686038762445,0.00019969048454869826,gross_delta,0.0004116032362265506,-7.434545334985412e-05,0.0009020887844524465,0.95275
CF20_ACT5_W10,KOSPI_EX_K200,5,LATE_2020_2022,149,0.0004116032362265506,0.03531879194630872,1.7927596669389387,0.5395134228187921,0.0004116032362265506,0.00030564686038762445,0.00019969048454869826,net_30,0.00030564686038762445,-0.00019637562238907424,0.0008269453509201076,0.88075
CF20_ACT5_W10,KOSPI_EX_K200,5,LATE_2020_2022,149,0.0004116032362265506,0.03531879194630872,1.7927596669389387,0.5395134228187921,0.0004116032362265506,0.00030564686038762445,0.00019969048454869826,net_60,0.00019969048454869826,-0.00028863095716879036,0.0007109418290383491,0.78825
CF20_ACT5_W10,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0005097996949471244,0.03865979381443299,2.1722770585466864,0.5288015463917526,0.0005097996949471244,0.0003938203135038254,0.0002778409320605264,gross_delta,0.0005097996949471244,-0.00012097250146346824,0.001245040414647168,0.93875
CF20_ACT5_W10,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0005097996949471244,0.03865979381443299,2.1722770585466864,0.5288015463917526,0.0005097996949471244,0.0003938203135038254,0.0002778409320605264,net_30,0.0003938203135038254,-0.00026010572319354834,0.0011405395122829356,0.87325
CF20_ACT5_W10,KOSPI_EX_K200,5,NORMAL_2023_2024,97,0.0005097996949471244,0.03865979381443299,2.1722770585466864,0.5288015463917526,0.0005097996949471244,0.0003938203135038254,0.0002778409320605264,net_60,0.0002778409320605264,-0.00039157256186490684,0.0010190220741729704,0.775
CF20_ACT5_W10,KOSPI_EX_K200,5,YTD_2026,28,0.0004328529681455685,0.0544642857142857,1.8727248562286343,0.5247767857142858,0.0004328529681455685,0.00026946011100271154,0.00010606725385985423,gross_delta,0.0004328529681455685,-0.0013000637063282803,0.002274780257302666,0.6915
CF20_ACT5_W10,KOSPI_EX_K200,5,YTD_2026,28,0.0004328529681455685,0.0544642857142857,1.8727248562286343,0.5247767857142858,0.0004328529681455685,0.00026946011100271154,0.00010606725385985423,net_30,0.00026946011100271154,-0.0014235542374888678,0.002062308585170988,0.61075
CF20_ACT5_W10,KOSPI_EX_K200,5,YTD_2026,28,0.0004328529681455685,0.0544642857142857,1.8727248562286343,0.5247767857142858,0.0004328529681455685,0.00026946011100271154,0.00010606725385985423,net_60,0.00010606725385985423,-0.0016789859821194346,0.001973898808853317,0.54875
CF20_ACT5_W10,KOSPI_EX_K200,10,BULL_2025,25,0.0007893376737604393,0.05,1.8262086599659373,0.5655,0.0007893376737604393,0.0006393376737604395,0.0004893376737604396,gross_delta,0.0007893376737604393,-0.0010518727672303287,0.0026167691839801216,0.81125
CF20_ACT5_W10,KOSPI_EX_K200,10,BULL_2025,25,0.0007893376737604393,0.05,1.8262086599659373,0.5655,0.0007893376737604393,0.0006393376737604395,0.0004893376737604396,net_30,0.0006393376737604395,-0.0011449475827652533,0.002393490214308629,0.749
CF20_ACT5_W10,KOSPI_EX_K200,10,BULL_2025,25,0.0007893376737604393,0.05,1.8262086599659373,0.5655,0.0007893376737604393,0.0006393376737604395,0.0004893376737604396,net_60,0.0004893376737604396,-0.0012648095799286999,0.002238101945213466,0.70575
CF20_ACT5_W10,KOSPI_EX_K200,10,EARLY_2016_2019,96,-0.00035008087696688427,0.03196614583333333,1.362687936909613,0.5009114583333333,-0.00035008087696688427,-0.0004459793144668842,-0.0005418777519668841,gross_delta,-0.00035008087696688427,-0.0008997244196164664,0.00023552233475355235,0.1165
CF20_ACT5_W10,KOSPI_EX_K200,10,EARLY_2016_2019,96,-0.00035008087696688427,0.03196614583333333,1.362687936909613,0.5009114583333333,-0.00035008087696688427,-0.0004459793144668842,-0.0005418777519668841,net_30,-0.0004459793144668842,-0.0009980590755425752,0.00013456280839378777,0.06525
CF20_ACT5_W10,KOSPI_EX_K200,10,EARLY_2016_2019,96,-0.00035008087696688427,0.03196614583333333,1.362687936909613,0.5009114583333333,-0.00035008087696688427,-0.0004459793144668842,-0.0005418777519668841,net_60,-0.0005418777519668841,-0.001092004307648496,4.257023260559951e-05,0.0355
CF20_ACT5_W10,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0005399484812196065,0.035916666666666666,1.8691404855095728,0.5433333333333333,-0.0005399484812196065,-0.0006476984812196067,-0.0007554484812196068,gross_delta,-0.0005399484812196065,-0.0012053355068369705,8.808183623721604e-05,0.0475
CF20_ACT5_W10,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0005399484812196065,0.035916666666666666,1.8691404855095728,0.5433333333333333,-0.0005399484812196065,-0.0006476984812196067,-0.0007554484812196068,net_30,-0.0006476984812196067,-0.0013205932228829503,2.969844684976092e-06,0.0255
CF20_ACT5_W10,KOSPI_EX_K200,10,LATE_2020_2022,75,-0.0005399484812196065,0.035916666666666666,1.8691404855095728,0.5433333333333333,-0.0005399484812196065,-0.0006476984812196067,-0.0007554484812196068,net_60,-0.0007554484812196068,-0.0014537633073147948,-0.00011072705276704828,0.008
CF20_ACT5_W10,KOSPI_EX_K200,10,NORMAL_2023_2024,48,-0.0005174563415875766,0.041276041666666666,2.170807480085052,0.5287760416666667,-0.0005174563415875766,-0.0006412844665875766,-0.0007651125915875764,gross_delta,-0.0005174563415875766,-0.001912666088998531,0.0009714673276526985,0.2355
CF20_ACT5_W10,KOSPI_EX_K200,10,NORMAL_2023_2024,48,-0.0005174563415875766,0.041276041666666666,2.170807480085052,0.5287760416666667,-0.0005174563415875766,-0.0006412844665875766,-0.0007651125915875764,net_30,-0.0006412844665875766,-0.0021414660762294944,0.0008421490072294942,0.207
CF20_ACT5_W10,KOSPI_EX_K200,10,NORMAL_2023_2024,48,-0.0005174563415875766,0.041276041666666666,2.170807480085052,0.5287760416666667,-0.0005174563415875766,-0.0006412844665875766,-0.0007651125915875764,net_60,-0.0007651125915875764,-0.0022809723942926402,0.0007379017827641125,0.1595
CF20_ACT5_W10,KOSPI_EX_K200,10,YTD_2026,13,0.0031528062904512166,0.04326923076923077,1.8113044160203604,0.5336538461538461,0.0031528062904512166,0.0030229985981435237,0.002893190905835831,gross_delta,0.0031528062904512166,7.005425128998954e-05,0.006790879575043985,0.97975
CF20_ACT5_W10,KOSPI_EX_K200,10,YTD_2026,13,0.0031528062904512166,0.04326923076923077,1.8113044160203604,0.5336538461538461,0.0031528062904512166,0.0030229985981435237,0.002893190905835831,net_30,0.0030229985981435237,-8.725469918555723e-05,0.006536878586233258,0.96925
CF20_ACT5_W10,KOSPI_EX_K200,10,YTD_2026,13,0.0031528062904512166,0.04326923076923077,1.8113044160203604,0.5336538461538461,0.0031528062904512166,0.0030229985981435237,0.002893190905835831,net_60,0.002893190905835831,-0.0002428024640304814,0.006505675147295874,0.95925
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0006990982109938214,0.11721938775510203,2.724165598139319,0.7339285714285714,0.0006990982109938214,0.00034744004772851577,-4.2181155367904816e-06,gross_delta,0.0006990982109938214,-0.0014735562372084586,0.0031621220018912565,0.70275
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0006990982109938214,0.11721938775510203,2.724165598139319,0.7339285714285714,0.0006990982109938214,0.00034744004772851577,-4.2181155367904816e-06,net_30,0.00034744004772851577,-0.0018795122394454243,0.002899626959787358,0.60325
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,BULL_2025,49,0.0006990982109938214,0.11721938775510203,2.724165598139319,0.7339285714285714,0.0006990982109938214,0.00034744004772851577,-4.2181155367904816e-06,net_60,-4.2181155367904816e-06,-0.002179319817875783,0.002448864832357451,0.4885
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,0.00018980391388733083,0.1044921875,1.6582181208199547,0.66953125,0.00018980391388733083,-0.00012367264861266904,-0.000437149211112669,gross_delta,0.00018980391388733083,-0.00033857812845987877,0.000718698784569755,0.75425
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,0.00018980391388733083,0.1044921875,1.6582181208199547,0.66953125,0.00018980391388733083,-0.00012367264861266904,-0.000437149211112669,net_30,-0.00012367264861266904,-0.000670232197304537,0.00037509350243023024,0.325
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,EARLY_2016_2019,192,0.00018980391388733083,0.1044921875,1.6582181208199547,0.66953125,0.00018980391388733083,-0.00012367264861266904,-0.000437149211112669,net_60,-0.000437149211112669,-0.0009783580587087643,0.00010097377732400907,0.05725
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-0.0003586205833929759,0.10322986577181206,2.1305564718549777,0.7061241610738256,-0.0003586205833929759,-0.0006683101807084123,-0.0009779997780238485,gross_delta,-0.0003586205833929759,-0.0013338938893912387,0.0006251215344256482,0.23625
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-0.0003586205833929759,0.10322986577181206,2.1305564718549777,0.7061241610738256,-0.0003586205833929759,-0.0006683101807084123,-0.0009779997780238485,net_30,-0.0006683101807084123,-0.0016735163096872436,0.00034558177611879805,0.09875
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,LATE_2020_2022,149,-0.0003586205833929759,0.10322986577181206,2.1305564718549777,0.7061241610738256,-0.0003586205833929759,-0.0006683101807084123,-0.0009779997780238485,net_60,-0.0009779997780238485,-0.0020012516400532408,9.056359014289887e-05,0.034
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.000842945431552195,0.11185567010309276,2.6813581885034963,0.7068943298969071,0.000842945431552195,0.0005073784212429167,0.00017181141093363845,gross_delta,0.000842945431552195,-0.0007421968160927092,0.0025107111823622404,0.84075
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.000842945431552195,0.11185567010309276,2.6813581885034963,0.7068943298969071,0.000842945431552195,0.0005073784212429167,0.00017181141093363845,net_30,0.0005073784212429167,-0.0010533962760796729,0.002145971150573465,0.727
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,NORMAL_2023_2024,97,0.000842945431552195,0.11185567010309276,2.6813581885034963,0.7068943298969071,0.000842945431552195,0.0005073784212429167,0.00017181141093363845,net_60,0.00017181141093363845,-0.0013488420146538867,0.001874453349751429,0.55875
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.003356249250777233,0.10312500000000001,2.2257665739914447,0.715625,-0.003356249250777233,-0.0036656242507772338,-0.003974999250777234,gross_delta,-0.003356249250777233,-0.006800984020745886,0.0004047909993830264,0.039
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.003356249250777233,0.10312500000000001,2.2257665739914447,0.715625,-0.003356249250777233,-0.0036656242507772338,-0.003974999250777234,net_30,-0.0036656242507772338,-0.006964358572818933,3.7961221508824586e-05,0.0265
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,5,YTD_2026,28,-0.003356249250777233,0.10312500000000001,2.2257665739914447,0.715625,-0.003356249250777233,-0.0036656242507772338,-0.003974999250777234,net_60,-0.003974999250777234,-0.0075819780922913825,-0.00019446714244024429,0.02075
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0013481149769885969,0.11149999999999999,3.1002358800426033,0.74025,0.0013481149769885969,0.0010136149769885971,0.0006791149769885973,gross_delta,0.0013481149769885969,-0.00262817684744385,0.0060335508565905515,0.74325
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0013481149769885969,0.11149999999999999,3.1002358800426033,0.74025,0.0013481149769885969,0.0010136149769885971,0.0006791149769885973,net_30,0.0010136149769885971,-0.0029926209147183515,0.005570108183836875,0.67
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,BULL_2025,25,0.0013481149769885969,0.11149999999999999,3.1002358800426033,0.74025,0.0013481149769885969,0.0010136149769885971,0.0006791149769885973,net_60,0.0006791149769885973,-0.003459032270029668,0.005069376807486695,0.62025
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,96,0.0006190987305594729,0.09824218749999998,1.642795207626788,0.6760416666666668,0.0006190987305594729,0.0003243721680594727,2.9645605559472848e-05,gross_delta,0.0006190987305594729,-0.0005173088850490424,0.0017616414196386773,0.84925
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,96,0.0006190987305594729,0.09824218749999998,1.642795207626788,0.6760416666666668,0.0006190987305594729,0.0003243721680594727,2.9645605559472848e-05,net_30,0.0003243721680594727,-0.0008037507949414315,0.0014991694041076725,0.71325
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,EARLY_2016_2019,96,0.0006190987305594729,0.09824218749999998,1.642795207626788,0.6760416666666668,0.0006190987305594729,0.0003243721680594727,2.9645605559472848e-05,net_60,2.9645605559472848e-05,-0.0010722018690871866,0.0012404654244697643,0.51925
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0004983013691246375,0.09591666666666668,2.1494739640550224,0.7105,0.0004983013691246375,0.0002105513691246376,-7.719863087536248e-05,gross_delta,0.0004983013691246375,-0.0016523027309027194,0.0025806277574811987,0.65175
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0004983013691246375,0.09591666666666668,2.1494739640550224,0.7105,0.0004983013691246375,0.0002105513691246376,-7.719863087536248e-05,net_30,0.0002105513691246376,-0.0018924052939670213,0.0024380886325874682,0.566
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,LATE_2020_2022,75,0.0004983013691246375,0.09591666666666668,2.1494739640550224,0.7105,0.0004983013691246375,0.0002105513691246376,-7.719863087536248e-05,net_60,-7.719863087536248e-05,-0.0021307382834852167,0.0021620125388070077,0.46925
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,9.452495828720976e-05,0.10598958333333335,2.663489379527531,0.7115885416666666,9.452495828720976e-05,-0.00022344379171278998,-0.0005414125417127903,gross_delta,9.452495828720976e-05,-0.002121237656346332,0.0023337751952136245,0.524
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,9.452495828720976e-05,0.10598958333333335,2.663489379527531,0.7115885416666666,9.452495828720976e-05,-0.00022344379171278998,-0.0005414125417127903,net_30,-0.00022344379171278998,-0.002359929676643056,0.002087281184109359,0.422
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,NORMAL_2023_2024,48,9.452495828720976e-05,0.10598958333333335,2.663489379527531,0.7115885416666666,9.452495828720976e-05,-0.00022344379171278998,-0.0005414125417127903,net_60,-0.0005414125417127903,-0.0027351690475816482,0.0017667610974744935,0.31275
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,-0.0010873612466400207,0.10240384615384615,2.253515527983083,0.7322115384615384,-0.0010873612466400207,-0.0013945727851015588,-0.001701784323563097,gross_delta,-0.0010873612466400207,-0.007121091586607518,0.005305163987359352,0.37425
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,-0.0010873612466400207,0.10240384615384615,2.253515527983083,0.7322115384615384,-0.0010873612466400207,-0.0013945727851015588,-0.001701784323563097,net_30,-0.0013945727851015588,-0.007550278624311721,0.0049605474148978635,0.326
CF20_ACT5_W10,KOSPI_KOSDAQ_ALL,10,YTD_2026,13,-0.0010873612466400207,0.10240384615384615,2.253515527983083,0.7322115384615384,-0.0010873612466400207,-0.0013945727851015588,-0.001701784323563097,net_60,-0.001701784323563097,-0.007675699557360826,0.004601810807710957,0.296
