universe,cost_bps,period,n_rebalances,permission_share,liq_top2_gate_cagr,liq_top2_gate_sharpe,liq_top2_gate_mdd,persist_liq_gate_cagr,persist_liq_gate_sharpe,persist_liq_gate_mdd,persist_only_cagr,persist_only_sharpe,persist_only_mdd,top2_cagr,top2_sharpe,top2_mdd,ew8_cagr,ew8_sharpe,ew8_mdd,liq_top2_gate_delta_sharpe_vs_ew8,liq_top2_gate_delta_cagr_vs_ew8,liq_top2_gate_delta_mdd_vs_ew8,liq_top2_gate_delta_sharpe_vs_persist,persist_liq_gate_delta_sharpe_vs_ew8,persist_liq_gate_delta_cagr_vs_ew8,persist_liq_gate_delta_mdd_vs_ew8,persist_liq_gate_delta_sharpe_vs_persist
KOSPI_KOSDAQ_ALL,30,DEV_2020_2022,38,0.42105263157894735,0.0527888795500433,0.4771827306625026,-0.14082926054385636,0.09705766914513747,1.189349552918287,-0.05974970320886641,-0.00041373009568579366,0.049335183667677814,-0.12721866885235766,-0.0046785605905249605,0.04929064138887898,-0.22016544697137075,0.07486327521835778,1.224115206930817,-0.03081420934002399,-0.7469324762683144,-0.022074395668314484,-0.11001505120383237,0.4278475469948248,-0.03476565401253007,0.022194393926779687,-0.02893549386884242,1.140014369250609
K200,30,CONFIRM_2023_2024,24,0.4166666666666667,0.11918269327700304,0.9381484370629879,-0.11077443696212586,0.1847681263060552,1.2376414292488465,-0.04129893802836726,0.19673742533723027,1.2501451030415303,-0.049690544644882206,0.06562635864929134,0.4965512755988041,-0.11667187762722042,0.10812552676521658,1.4845132388569693,-0.03179925204880618,-0.5463648017939814,0.011057166511786454,-0.07897518491331967,-0.31199666597854236,-0.24687180960812283,0.07664259954083863,-0.009499685979561079,-0.0125036737926838
KOSDAQ,30,CONFIRM_2023_2024,24,0.2916666666666667,0.11272785984205402,0.7899340605165057,-0.06871014836824474,0.11885346886246162,0.8323471048029333,-0.06871014836824474,0.21370503899065407,1.2670194739562346,-0.05855326383144632,0.013064971151124816,0.15558577572588042,-0.18587003128117197,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.249133155659659,0.0744312623101302,-0.0021412295864187136,-0.4770854134397289,0.29154619994608655,0.0805568713305378,-0.0021412295864187136,-0.4346723691533013
KOSDAQ_PLUS_KOSPI_EX_K200,30,CONFIRM_2023_2024,24,0.20833333333333334,0.035816597125667204,0.5189224712388758,-0.0737720957015997,0.04530727354100983,0.7318064133497201,-0.0737720957015997,0.11942317814683401,0.9753081316465136,-0.07295301257926545,0.024879654295474785,0.21138827477205388,-0.24196096663774858,0.047218133811595786,0.751958283399789,-0.07377209570159937,-0.23303581216091318,-0.011401536685928582,-3.3306690738754696e-16,-0.45638566040763784,-0.02015187005006891,-0.0019108602705859568,-3.3306690738754696e-16,-0.24350171829679357
KOSPI_ALL,30,CONFIRM_2023_2024,24,0.375,0.16639446463830931,1.0920249820976886,-0.08715998891679477,0.10453774854848907,1.1379533468494385,-0.04670386346304367,0.10904888380814515,1.0574202262320824,-0.061237414076365626,0.1446302780210993,0.8747125448453841,-0.10081852901880761,0.08517826364566328,1.2527517412988858,-0.04634863422223201,-0.16072675920119717,0.08121620099264604,-0.04081135469456276,0.034604755865606185,-0.11479839444944728,0.019359484902825796,-0.00035522924081166085,0.08053312061735607
KOSPI_EX_K200,30,CONFIRM_2023_2024,25,0.32,-0.01382427618948312,-0.08617780606309411,-0.098901343874495,0.015526493342189251,0.21976301001966633,-0.09779721449542822,0.0013781533336603147,0.06899902292010827,-0.11411761733968961,0.04998777503142571,0.39696513996814076,-0.10364068124988213,0.04150157101952545,0.49129305351427915,-0.07632756727463941,-0.5774708595773732,-0.05532584720900857,-0.0225737765998556,-0.1551768289832024,-0.27153004349461285,-0.0259750776773362,-0.021469647220788812,0.15076398709955807
KOSPI_KOSDAQ_ALL,30,CONFIRM_2023_2024,24,0.3333333333333333,0.19098037324758033,1.0918375196320975,-0.10180153923493585,0.018587986979853532,0.28397147361902064,-0.09804663685570036,0.04560634637037819,0.5317326576561653,-0.05359685757203647,0.07262266052117838,0.4476068240086872,-0.16909941636776693,0.08586290337055691,1.3362574655534307,-0.05492402082378045,-0.2444199459213332,0.10511746987702342,-0.046877518411155394,0.5601048619759322,-1.05228599193441,-0.06727491639070338,-0.043122616031919914,-0.24776118403714464
K200,30,BULL_2025,12,0.25,0.15048082009617247,0.9554476067672778,-0.10974687787020987,0.1878915321126633,1.650441088944782,-0.06198041966511103,0.239404346911134,1.4366924964108472,-0.06423041966511112,-0.03496893342759533,-0.028507046461737937,-0.19710366989074812,0.24428861752413122,1.99165182428855,-0.06198041966511103,-1.0362042175212722,-0.09380779742795875,-0.04776645820509884,-0.4812448896435694,-0.3412107353437679,-0.05639708541146793,0.0,0.21374859253393486
KOSDAQ,30,BULL_2025,12,0.16666666666666666,0.07260880936877623,0.7832897552940952,-0.0332701423449141,0.14590859215605678,1.5016504380223032,-0.0332701423449141,-0.021224439353355495,-0.16051787575834067,-0.06485759656202728,0.004190915308805554,0.09526770505669177,-0.09200003500299081,0.11958291186537218,1.2571306378429388,-0.04204034533001999,-0.4738408825488436,-0.04697410249659595,0.00877020298510589,0.9438076310524358,0.24451980017936448,0.026325680290684605,0.00877020298510589,1.662168313780644
KOSDAQ_PLUS_KOSPI_EX_K200,30,BULL_2025,12,0.08333333333333333,0.08020671579192218,1.070806123231328,-0.024328852993387606,0.09945776295570297,1.3002431953386255,-0.024328852993387495,-0.007417288566230806,-0.005783428747603838,-0.09901612465255194,0.1647832232248556,1.5209724240243077,-0.022868652811613988,0.12347214370878823,1.476147799073752,-0.024328852993387606,-0.405341675842424,-0.04326542791686605,0.0,1.0765895519789317,-0.1759046037351264,-0.024014380753085263,1.1102230246251565e-16,1.3060266240862293
KOSPI_ALL,30,BULL_2025,12,0.3333333333333333,0.033054155683139186,0.29185050945377955,-0.12895605610289684,0.1392328405748311,1.5480539244581026,-0.06510919440213803,0.1706985724062935,1.2889776739766274,-0.08235539115824297,-0.09183674411016562,-0.5475282950553283,-0.18133769189257887,0.19042237372146853,2.1353087016045973,-0.04581588063655484,-1.8434581921508177,-0.15736821803832934,-0.083140175466342,-0.9971271645228479,-0.5872547771464947,-0.051189533146637434,-0.019293313765583187,0.2590762504814752
KOSPI_EX_K200,30,BULL_2025,12,0.4166666666666667,0.05284218682660646,0.5125305254405319,-0.06841542821680469,0.19615660075496888,2.1418941688074824,-0.016511947223964207,0.21692853414167268,2.0436237831076314,-0.031099184016877945,0.09311313903803908,0.7023765183327492,-0.06766542821680466,0.11789481425423265,1.9141659111911096,-0.02180019878037376,-1.4016353857505777,-0.06505262742762619,-0.04661522943643093,-1.5310932576670995,0.22772825761637283,0.07826178650073623,0.005288251556409551,0.09827038569985103
KOSPI_KOSDAQ_ALL,30,BULL_2025,12,0.16666666666666666,0.15166469431233387,1.5842431562852042,-0.03545141869612056,0.16535713604829683,1.9160652373661127,-0.03545141869612067,0.10120838315563296,0.9859558542301561,-0.06060186165322046,0.062363231890498305,0.4510356887123347,-0.11835961932134076,0.1745871114015647,2.0228076610380294,-0.03545141869612045,-0.43856450475282527,-0.022922417089230818,-1.1102230246251565e-16,0.5982873020550481,-0.10674242367191678,-0.00922997535326786,-2.220446049250313e-16,0.9301093831359566
K200,30,YTD_2026,4,0.25,0.5038495268394214,3.6716140301233957,0.0,0.30241997383933805,2.053001374848907,-0.0077190859911583365,0.5652398423482601,2.003600453451295,-0.03746944657424145,0.020864447482966453,0.1752655057853672,-0.04811875425348233,0.44758800968263035,3.218589932676514,0.0,0.45302409744688177,0.05626151715679106,0.0,1.668013576672101,-1.1655885578276068,-0.1451680358432923,-0.0077190859911583365,0.04940092139761232
KOSDAQ,30,YTD_2026,4,0.25,0.29799419944153693,2.178995993717072,-0.02193255488343626,0.35410717941281433,2.963788236441538,-0.008702944692863035,0.39239930924232014,1.90396139413033,-0.008702944692863257,0.7227240907835952,2.5456360228294916,-0.021182554883436233,0.35271358515920936,2.8047603829741363,-0.01114308345845183,-0.6257643892570641,-0.05471938571767243,-0.010789471424984431,0.27503459958674226,0.15902785346740167,0.0013935942536049684,0.002440138765588795,1.059826842311208
KOSDAQ_PLUS_KOSPI_EX_K200,30,YTD_2026,4,0.25,0.2651966454748065,2.7965426899947072,-0.010528020805803506,0.3170642449462744,4.0753525995058855,0.0,0.30787674253119324,3.8990276377522637,0.0,0.6432173375444483,2.958955073726697,-0.009778020805803478,0.2828730582623422,2.96081382296115,-0.008290406828556196,-0.16427113296644258,-0.017676412787535734,-0.0022376139772473103,-1.1024849477575565,1.1145387765447357,0.03419118668393217,0.008290406828556196,0.17632496175362178
KOSPI_ALL,30,YTD_2026,4,0.25,0.41019609692654835,3.329166285281125,-0.0010997618702287548,0.16119920612369154,1.0376428968121918,-0.03523767096275865,0.6714240487087784,2.193524553781273,-0.03492549399772482,0.3220734422351885,1.3685377565315178,-0.04203281763822175,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,0.7456855931159505,0.07287388722965082,0.0,1.135641731499852,-1.5458377953529825,-0.17612300357320598,-0.034137909092529894,-1.155881656969081
KOSPI_EX_K200,30,YTD_2026,4,0.25,0.08637544024634614,0.75174243469182,-0.03924800324553268,0.08637544024634614,0.75174243469182,-0.03924800324553268,0.38039961000827693,1.9649455566723066,-0.02559643145367496,0.31585841034811923,1.3131389288065136,-0.05461399683285584,0.09628607605010986,0.8131294328196278,-0.03853855760883207,-0.06138699812780779,-0.009910635803763723,-0.0007094456367006119,-1.2132031219804866,-0.06138699812780779,-0.009910635803763723,-0.0007094456367006119,-1.2132031219804866
KOSPI_KOSDAQ_ALL,30,YTD_2026,4,0.25,0.3458930118632084,3.670257010963813,-0.0008363739193626429,0.442896952999249,6.120764812481717,0.0,0.13362296194259926,1.1850980700301623,-0.027741193815654652,-0.1092186768589476,-2.3553576186084064,-0.030781180267777097,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,0.01811602967376258,-0.011617485296692154,-0.0005985566526319763,2.4851589409336503,2.4686238311916666,0.08538645583934845,0.0002378172667306666,4.935666742451555
