universe,target,model,sample,n,event_rate,brier,logloss,auc,base_brier,base_logloss,base_auc,delta_brier,delta_logloss,delta_auc
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,TRAIN_2016_2022,328,0.21646341463414634,0.16639648091863574,0.5130129331548857,0.5922617416561626,0.16918668670782688,0.5211494832203333,0.5326903052556584,-0.002790205789191147,-0.008136550065447556,0.05957143640050422
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,OOS_2023_2024,96,0.2916666666666667,0.21341924556363642,0.622895939020807,0.5575105042016807,0.2167699797292398,0.632952838992475,0.3650210084033613,-0.003350734165603386,-0.010056899971668032,0.19248949579831937
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,BULL_2025,49,0.12244897959183673,0.12243710005502817,0.4159807738949901,0.4728682170542636,0.11725481000294156,0.4040995639053917,0.5155038759689923,0.005182290052086605,0.011881209989598407,-0.0426356589147287
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB,YTD_2026,21,0.5238095238095238,0.32660348102760034,0.8754850648725823,0.5636363636363636,0.34025548868830285,0.9074397720687958,0.7090909090909091,-0.013652007660702514,-0.031954707196213517,-0.1454545454545455
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,TRAIN_2016_2022,328,0.21646341463414634,0.16844965117466332,0.5187781669456919,0.5484189181783307,0.16918668670782688,0.5211494832203333,0.5326903052556584,-0.0007370355331635658,-0.0023713162746413774,0.015728612922672247
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,OOS_2023_2024,96,0.2916666666666667,0.21243157029684423,0.6204429256695875,0.42016806722689076,0.2167699797292398,0.632952838992475,0.3650210084033613,-0.004338409432395579,-0.012509913322887534,0.05514705882352944
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,BULL_2025,49,0.12244897959183673,0.11365449871229646,0.39244316537874985,0.6065891472868217,0.11725481000294156,0.4040995639053917,0.5155038759689923,-0.0036003112906451,-0.011656398526641853,0.0910852713178294
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FB20,YTD_2026,21,0.5238095238095238,0.3521992019328756,0.9451279092176321,0.5363636363636364,0.34025548868830285,0.9074397720687958,0.7090909090909091,0.011943713244572773,0.03768813714883634,-0.17272727272727273
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,TRAIN_2016_2022,328,0.21646341463414634,0.16673701295448431,0.5141338904233994,0.5852468898997095,0.16918668670782688,0.5211494832203333,0.5326903052556584,-0.0024496737533425683,-0.007015592796933867,0.05255658464405111
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,OOS_2023_2024,96,0.2916666666666667,0.2086524229970859,0.6074344831582758,0.6116071428571429,0.2167699797292398,0.632952838992475,0.3650210084033613,-0.008117556732153919,-0.025518355834199258,0.24658613445378158
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,BULL_2025,49,0.12244897959183673,0.11329527316898146,0.38920415797534585,0.6085271317829457,0.11725481000294156,0.4040995639053917,0.5155038759689923,-0.003959536833960109,-0.014895405930045846,0.09302325581395343
KOSPI_KOSDAQ_ALL,TARGET_DD5_20,B_FSUB_FB20,YTD_2026,21,0.5238095238095238,0.33163741832439636,0.89661386690978,0.6363636363636364,0.34025548868830285,0.9074397720687958,0.7090909090909091,-0.008618070363906494,-0.010825905159015825,-0.07272727272727275
