sample,universe,factor,n_5d,mean_5d,median_5d,vol_5d,sharpe_5d_ann,positive_share,q10,q90,skew
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,97,-0.0002196004207926965,-0.0010738040378816,0.029221959636852566,-0.05335057440186534,0.4742268041237113,-0.034599065033187056,0.038278081058886526,0.04287428830102879
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,97,0.003206986291383439,0.0025177547667592,0.017801808909775056,1.27893430556126,0.5670103092783505,-0.01784212480283922,0.02335047177644955,0.3556896963797132
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,97,0.0016443075299368952,0.0007022411985409,0.02044098593163861,0.5710793736226589,0.5154639175257731,-0.0203292292738177,0.029541915524016235,-0.18418193753479725
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,97,-0.002653526580786955,-0.0012433465433182,0.038238323703901296,-0.49265156328731546,0.4948453608247423,-0.04446659986198862,0.037276791981813565,-0.2775678380007116
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,97,0.0011826660627698624,-0.0007694071906351,0.03290967430190249,0.2551254705200043,0.4742268041237113,-0.03518036169307532,0.0424315310515915,-0.058120156356686235
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,97,-1.5180278823126726e-05,-0.0006543506088536,0.01706562321552103,-0.0063149928611316766,0.4948453608247423,-0.021251273731738875,0.021239357374327302,-0.03166284161476453
2023_2024,KOSPI_ALL,FOREIGN_FLOW,97,0.0006257464777787198,0.0019654464170232,0.01309672359337689,0.3391962327192663,0.5670103092783505,-0.0172183164249766,0.017239137096734823,-0.2667945769024425
2023_2024,KOSPI_ALL,MOM12_1,97,0.0034653906132362006,0.0026812330658387,0.0232948323653562,1.0561068837567338,0.5773195876288659,-0.02318916821994076,0.031536101802019566,-0.3044486237745896
2023_2024,KOSPI_ALL,MOM1M,97,0.0003706788916806694,0.0029401195726896,0.02794396916277629,0.09417270185146046,0.5463917525773195,-0.036934701312150715,0.03497669063189198,-0.21107349939343711
2023_2024,KOSPI_ALL,OP12_REV,97,0.0020120496030198703,0.0036233479832712,0.01830367007015731,0.7803973257861827,0.5773195876288659,-0.0184263040101239,0.018545268236044927,0.568376686586893
2023_2024,KOSPI_ALL,OPFY1_REV,97,0.00047158321749581116,0.0026988284103311,0.019092387147246568,0.17535307141381049,0.5670103092783505,-0.024730900354616458,0.018880834297224303,0.015221761941531362
2023_2024,KOSPI_ALL,PBR12MF,97,0.0010873291262059963,-0.0010137876442666,0.026966894807083874,0.28624990339338,0.4845360824742268,-0.0317269092216381,0.03314828773958568,1.14077842368234
2023_2024,KOSPI_ALL,PER12MF,97,0.0021000504675034453,-0.0012775286307418,0.025571960117421504,0.5830166818923751,0.4742268041237113,-0.02580426988798366,0.03129517980714389,0.8962917452513769
2023_2024,KOSPI_ALL,PRIVATE_FLOW,97,0.0015243245507191843,0.0014998922310281,0.01340842418472328,0.8070770017255343,0.5360824742268041,-0.01330570741143136,0.01932625624108405,0.009122941121741366
2023_2024,KOSPI_EX_K200,FOREIGN_FLOW,97,2.730026672053205e-05,0.0016645952177281,0.01928033024767362,0.010052352046493908,0.5257731958762887,-0.0249144380883441,0.02436892012956056,-0.12129618635853077
2023_2024,KOSPI_EX_K200,MOM12_1,97,0.003973579823005625,0.0034775163786401,0.026554667665469007,1.0623224008780348,0.5876288659793815,-0.024092373542575776,0.034045808779227194,-0.40092713210208003
2023_2024,KOSPI_EX_K200,MOM1M,97,0.0008938579802676956,0.0016008931950808,0.030654434990568264,0.2070095943109447,0.5670103092783505,-0.03892621343439368,0.045977256507962264,-0.03822335220102826
