sample,universe,factor_a,factor_b,corr
2023_2024,KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,0.10031940915259933
2023_2024,KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,0.21007518696190516
2023_2024,KOSPI_EX_K200,OPFY1_REV,PBR12MF,-0.16778791250230565
2023_2024,KOSPI_EX_K200,OPFY1_REV,PER12MF,0.00536616363363237
2023_2024,KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,0.0647374762112178
2023_2024,KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.28303093700366827
2023_2024,KOSPI_EX_K200,PBR12MF,PER12MF,0.8406946640363123
2023_2024,KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,0.1431975986804631
2023_2024,KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,-0.2420884186328212
2023_2024,KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,0.18247329531832976
2023_2024,KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,-0.16913040817403138
2023_2024,KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,0.02115903328112644
2025,KOSPI_EX_K200,MOM1M,MOM12_1,0.3952084353184886
2025,KOSPI_EX_K200,MOM1M,OP12_REV,0.23257691791863797
2025,KOSPI_EX_K200,MOM1M,OPFY1_REV,0.2755056979258262
2025,KOSPI_EX_K200,MOM1M,PBR12MF,-0.0797480493842467
2025,KOSPI_EX_K200,MOM1M,PER12MF,-0.048193931170255326
2025,KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.12470592267479376
2025,KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,0.056571362790486954
2025,KOSPI_EX_K200,MOM12_1,OP12_REV,0.38839042788386646
2025,KOSPI_EX_K200,MOM12_1,OPFY1_REV,0.35707339549776407
2025,KOSPI_EX_K200,MOM12_1,PBR12MF,-0.25035148009500763
2025,KOSPI_EX_K200,MOM12_1,PER12MF,-0.178790376748103
2025,KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,-0.11142476260000048
2025,KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,0.16152436223584138
2025,KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.745176212776508
2025,KOSPI_EX_K200,OP12_REV,PBR12MF,-0.2629363403814399
2025,KOSPI_EX_K200,OP12_REV,PER12MF,-0.17429140418528266
2025,KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,-0.055543582505269515
2025,KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,0.3295572329866048
2025,KOSPI_EX_K200,OPFY1_REV,PBR12MF,-0.09073250549226451
2025,KOSPI_EX_K200,OPFY1_REV,PER12MF,0.06386624270044239
2025,KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,-0.04673328043296624
2025,KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.3047168549168385
2025,KOSPI_EX_K200,PBR12MF,PER12MF,0.8476282310372416
2025,KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,0.3130272568600999
2025,KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,-0.26940017535803745
2025,KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,0.2625645730271733
2025,KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,-0.18504582029828628
2025,KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,-0.202042609145992
2026,KOSPI_EX_K200,MOM1M,MOM12_1,-0.1980961428188347
2026,KOSPI_EX_K200,MOM1M,OP12_REV,-0.05249138839357278
2026,KOSPI_EX_K200,MOM1M,OPFY1_REV,0.01906277369769946
2026,KOSPI_EX_K200,MOM1M,PBR12MF,0.29551014929417285
2026,KOSPI_EX_K200,MOM1M,PER12MF,0.29662796862976337
2026,KOSPI_EX_K200,MOM1M,PRIVATE_FLOW,0.45148040822965246
2026,KOSPI_EX_K200,MOM1M,FOREIGN_FLOW,-0.1096024958478617
2026,KOSPI_EX_K200,MOM12_1,OP12_REV,0.23173038930562673
2026,KOSPI_EX_K200,MOM12_1,OPFY1_REV,-0.3423739282123787
2026,KOSPI_EX_K200,MOM12_1,PBR12MF,-0.685682103160619
2026,KOSPI_EX_K200,MOM12_1,PER12MF,-0.5814601327445603
2026,KOSPI_EX_K200,MOM12_1,PRIVATE_FLOW,-0.0967425712694995
2026,KOSPI_EX_K200,MOM12_1,FOREIGN_FLOW,0.0803116874448054
2026,KOSPI_EX_K200,OP12_REV,OPFY1_REV,0.41472010954193267
2026,KOSPI_EX_K200,OP12_REV,PBR12MF,-0.4224010399894236
2026,KOSPI_EX_K200,OP12_REV,PER12MF,-0.3954727652215994
2026,KOSPI_EX_K200,OP12_REV,PRIVATE_FLOW,-0.10405564320586104
2026,KOSPI_EX_K200,OP12_REV,FOREIGN_FLOW,0.3799514673316925
2026,KOSPI_EX_K200,OPFY1_REV,PBR12MF,0.17127309299690216
2026,KOSPI_EX_K200,OPFY1_REV,PER12MF,0.09246346252891892
2026,KOSPI_EX_K200,OPFY1_REV,PRIVATE_FLOW,-0.012583378670196849
2026,KOSPI_EX_K200,OPFY1_REV,FOREIGN_FLOW,0.13752354396076744
2026,KOSPI_EX_K200,PBR12MF,PER12MF,0.8962860034506622
2026,KOSPI_EX_K200,PBR12MF,PRIVATE_FLOW,-0.03343587972464251
2026,KOSPI_EX_K200,PBR12MF,FOREIGN_FLOW,-0.08563734642523599
2026,KOSPI_EX_K200,PER12MF,PRIVATE_FLOW,-0.024496743591439107
2026,KOSPI_EX_K200,PER12MF,FOREIGN_FLOW,-0.15303074775758835
2026,KOSPI_EX_K200,PRIVATE_FLOW,FOREIGN_FLOW,0.08485090637295022
FULL,KOSPI_KOSDAQ_ALL,MOM1M,MOM12_1,0.13533799215257142
FULL,KOSPI_KOSDAQ_ALL,MOM1M,OP12_REV,0.18622211871649583
FULL,KOSPI_KOSDAQ_ALL,MOM1M,OPFY1_REV,0.3127728955064232
FULL,KOSPI_KOSDAQ_ALL,MOM1M,PBR12MF,-0.027300788234156305
FULL,KOSPI_KOSDAQ_ALL,MOM1M,PER12MF,0.037390697106217015
FULL,KOSPI_KOSDAQ_ALL,MOM1M,PRIVATE_FLOW,0.3171700481399508
FULL,KOSPI_KOSDAQ_ALL,MOM1M,FOREIGN_FLOW,0.1373197297713137
FULL,KOSPI_KOSDAQ_ALL,MOM12_1,OP12_REV,0.5148773602186444
FULL,KOSPI_KOSDAQ_ALL,MOM12_1,OPFY1_REV,0.30838579778357333
FULL,KOSPI_KOSDAQ_ALL,MOM12_1,PBR12MF,-0.5506490526915961
FULL,KOSPI_KOSDAQ_ALL,MOM12_1,PER12MF,-0.4094903949591297
FULL,KOSPI_KOSDAQ_ALL,MOM12_1,PRIVATE_FLOW,-0.1854534135957402
FULL,KOSPI_KOSDAQ_ALL,MOM12_1,FOREIGN_FLOW,0.14802937389873463
FULL,KOSPI_KOSDAQ_ALL,OP12_REV,OPFY1_REV,0.6016064985391806
FULL,KOSPI_KOSDAQ_ALL,OP12_REV,PBR12MF,-0.43853607912010145
FULL,KOSPI_KOSDAQ_ALL,OP12_REV,PER12MF,-0.4066345217386875
FULL,KOSPI_KOSDAQ_ALL,OP12_REV,PRIVATE_FLOW,-0.04565215485315457
FULL,KOSPI_KOSDAQ_ALL,OP12_REV,FOREIGN_FLOW,0.1760791366172497
FULL,KOSPI_KOSDAQ_ALL,OPFY1_REV,PBR12MF,-0.18181228838261904
FULL,KOSPI_KOSDAQ_ALL,OPFY1_REV,PER12MF,-0.08490879895858425
FULL,KOSPI_KOSDAQ_ALL,OPFY1_REV,PRIVATE_FLOW,0.08460306226293893
FULL,KOSPI_KOSDAQ_ALL,OPFY1_REV,FOREIGN_FLOW,0.2239409979636865
FULL,KOSPI_KOSDAQ_ALL,PBR12MF,PER12MF,0.8766887671027663
FULL,KOSPI_KOSDAQ_ALL,PBR12MF,PRIVATE_FLOW,0.2733231226391792
FULL,KOSPI_KOSDAQ_ALL,PBR12MF,FOREIGN_FLOW,-0.08486914849276307
FULL,KOSPI_KOSDAQ_ALL,PER12MF,PRIVATE_FLOW,0.25421261388842525
FULL,KOSPI_KOSDAQ_ALL,PER12MF,FOREIGN_FLOW,-0.045682339056183616
FULL,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.02040142554617298
2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,MOM12_1,0.12538806577016828
2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,OP12_REV,0.2747559623620535
2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,OPFY1_REV,0.32690629482598305
2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,PBR12MF,0.0037596379106491222
2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,PER12MF,0.004716565085733941
2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,PRIVATE_FLOW,0.23954526948418883
2016_2019,KOSPI_KOSDAQ_ALL,MOM1M,FOREIGN_FLOW,0.16560403280903083
2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,OP12_REV,0.4692588954651304
2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,OPFY1_REV,0.2669564876544651
2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,PBR12MF,-0.46161550102717114
2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,PER12MF,-0.29943750273320174
2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,PRIVATE_FLOW,-0.05033087070902161
2016_2019,KOSPI_KOSDAQ_ALL,MOM12_1,FOREIGN_FLOW,0.1684038705043627
2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,OPFY1_REV,0.6767835605161594
2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,PBR12MF,-0.3045845731624141
2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,PER12MF,-0.23668185756826926
2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,PRIVATE_FLOW,0.02326525919342757
2016_2019,KOSPI_KOSDAQ_ALL,OP12_REV,FOREIGN_FLOW,0.30144555262386746
2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,PBR12MF,-0.08171369086838542
2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,PER12MF,0.03733766525562992
2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,PRIVATE_FLOW,0.04843451791166008
2016_2019,KOSPI_KOSDAQ_ALL,OPFY1_REV,FOREIGN_FLOW,0.26138618094317156
2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,PER12MF,0.7962937783621424
2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,PRIVATE_FLOW,0.1474888962371644
2016_2019,KOSPI_KOSDAQ_ALL,PBR12MF,FOREIGN_FLOW,-0.13949136119655312
2016_2019,KOSPI_KOSDAQ_ALL,PER12MF,PRIVATE_FLOW,0.15451783763160487
2016_2019,KOSPI_KOSDAQ_ALL,PER12MF,FOREIGN_FLOW,-0.23778813286597478
2016_2019,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FOREIGN_FLOW,0.055322082044393775
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,MOM12_1,0.16683677236020003
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,OP12_REV,0.3072909222780788
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,OPFY1_REV,0.3408690108662271
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,PBR12MF,-0.10395682840312571
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,PER12MF,-0.08708767577853896
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,PRIVATE_FLOW,0.3532777361369466
2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,FOREIGN_FLOW,0.07826105714632704
2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,OP12_REV,0.4853828017682736
2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,OPFY1_REV,0.3685295286841193
2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,PBR12MF,-0.6320783396133642
2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,PER12MF,-0.48113827014459476
2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,PRIVATE_FLOW,-0.130896829781461
2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,FOREIGN_FLOW,0.1617779138552812
2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,OPFY1_REV,0.6703570386726891
2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,PBR12MF,-0.3871945900216433
2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,PER12MF,-0.3701583988870452
2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,PRIVATE_FLOW,0.05881377302121923
2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,FOREIGN_FLOW,0.1086733102735465
2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,PBR12MF,-0.22695359678823215
2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,PER12MF,-0.16019771067102
2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,PRIVATE_FLOW,0.059562655492252085
2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,FOREIGN_FLOW,0.10956322455079613
2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,PER12MF,0.8868425817937191
2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,PRIVATE_FLOW,0.25833862015035275
2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,FOREIGN_FLOW,-0.22065239852802776
2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,PRIVATE_FLOW,0.22477506109225107
2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,FOREIGN_FLOW,-0.13367844200806575
2020_2022,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.12981060628065882
2023_2024,KOSPI_KOSDAQ_ALL,MOM1M,MOM12_1,0.17540796197643574
2023_2024,KOSPI_KOSDAQ_ALL,MOM1M,OP12_REV,0.1265604162906174
2023_2024,KOSPI_KOSDAQ_ALL,MOM1M,OPFY1_REV,0.3922319747578185
2023_2024,KOSPI_KOSDAQ_ALL,MOM1M,PBR12MF,-0.036592379782722985
2023_2024,KOSPI_KOSDAQ_ALL,MOM1M,PER12MF,0.06501718257413333
2023_2024,KOSPI_KOSDAQ_ALL,MOM1M,PRIVATE_FLOW,0.3863575899815706
2023_2024,KOSPI_KOSDAQ_ALL,MOM1M,FOREIGN_FLOW,0.17396221960476482
2023_2024,KOSPI_KOSDAQ_ALL,MOM12_1,OP12_REV,0.4818448190508929
2023_2024,KOSPI_KOSDAQ_ALL,MOM12_1,OPFY1_REV,0.3082121720906035
2023_2024,KOSPI_KOSDAQ_ALL,MOM12_1,PBR12MF,-0.6007250538590069
2023_2024,KOSPI_KOSDAQ_ALL,MOM12_1,PER12MF,-0.4715672460937778
2023_2024,KOSPI_KOSDAQ_ALL,MOM12_1,PRIVATE_FLOW,-0.34535113359291036
2023_2024,KOSPI_KOSDAQ_ALL,MOM12_1,FOREIGN_FLOW,0.08985659350128498
2023_2024,KOSPI_KOSDAQ_ALL,OP12_REV,OPFY1_REV,0.509214464580647
2023_2024,KOSPI_KOSDAQ_ALL,OP12_REV,PBR12MF,-0.4765028538317966
2023_2024,KOSPI_KOSDAQ_ALL,OP12_REV,PER12MF,-0.4053852464052421
2023_2024,KOSPI_KOSDAQ_ALL,OP12_REV,PRIVATE_FLOW,-0.1104269962062828
2023_2024,KOSPI_KOSDAQ_ALL,OP12_REV,FOREIGN_FLOW,0.09849344132466067
2023_2024,KOSPI_KOSDAQ_ALL,OPFY1_REV,PBR12MF,-0.14573386173633096
2023_2024,KOSPI_KOSDAQ_ALL,OPFY1_REV,PER12MF,-0.0028310894045421708
2023_2024,KOSPI_KOSDAQ_ALL,OPFY1_REV,PRIVATE_FLOW,0.17158469257974604
2023_2024,KOSPI_KOSDAQ_ALL,OPFY1_REV,FOREIGN_FLOW,0.3300606968163543
2023_2024,KOSPI_KOSDAQ_ALL,PBR12MF,PER12MF,0.9316394227120343
2023_2024,KOSPI_KOSDAQ_ALL,PBR12MF,PRIVATE_FLOW,0.4864923164888173
2023_2024,KOSPI_KOSDAQ_ALL,PBR12MF,FOREIGN_FLOW,0.07913961929840709
2023_2024,KOSPI_KOSDAQ_ALL,PER12MF,PRIVATE_FLOW,0.48498957077244614
2023_2024,KOSPI_KOSDAQ_ALL,PER12MF,FOREIGN_FLOW,0.1614105672490874
2023_2024,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FOREIGN_FLOW,0.01855117800604965
2025,KOSPI_KOSDAQ_ALL,MOM1M,MOM12_1,0.38957663278730087
2025,KOSPI_KOSDAQ_ALL,MOM1M,OP12_REV,0.1792256516439944
2025,KOSPI_KOSDAQ_ALL,MOM1M,OPFY1_REV,0.3278322203525585
2025,KOSPI_KOSDAQ_ALL,MOM1M,PBR12MF,-0.2597981898258204
2025,KOSPI_KOSDAQ_ALL,MOM1M,PER12MF,-0.09701485642403712
2025,KOSPI_KOSDAQ_ALL,MOM1M,PRIVATE_FLOW,0.1816694414276874
2025,KOSPI_KOSDAQ_ALL,MOM1M,FOREIGN_FLOW,0.1453195094408432
2025,KOSPI_KOSDAQ_ALL,MOM12_1,OP12_REV,0.3591052258839209
2025,KOSPI_KOSDAQ_ALL,MOM12_1,OPFY1_REV,0.39369166169132436
2025,KOSPI_KOSDAQ_ALL,MOM12_1,PBR12MF,-0.23462393127653144
2025,KOSPI_KOSDAQ_ALL,MOM12_1,PER12MF,0.034062825222240106
2025,KOSPI_KOSDAQ_ALL,MOM12_1,PRIVATE_FLOW,-0.1578574253145488
2025,KOSPI_KOSDAQ_ALL,MOM12_1,FOREIGN_FLOW,0.35959624071054447
2025,KOSPI_KOSDAQ_ALL,OP12_REV,OPFY1_REV,0.5220079552827098
2025,KOSPI_KOSDAQ_ALL,OP12_REV,PBR12MF,-0.27418238780407894
2025,KOSPI_KOSDAQ_ALL,OP12_REV,PER12MF,-0.22492245157716212
2025,KOSPI_KOSDAQ_ALL,OP12_REV,PRIVATE_FLOW,-0.13219537384968055
2025,KOSPI_KOSDAQ_ALL,OP12_REV,FOREIGN_FLOW,0.3714247096403674
2025,KOSPI_KOSDAQ_ALL,OPFY1_REV,PBR12MF,-0.07898977914417579
2025,KOSPI_KOSDAQ_ALL,OPFY1_REV,PER12MF,0.08719432286604592
2025,KOSPI_KOSDAQ_ALL,OPFY1_REV,PRIVATE_FLOW,-0.07089585821543876
2025,KOSPI_KOSDAQ_ALL,OPFY1_REV,FOREIGN_FLOW,0.4656965265376234
2025,KOSPI_KOSDAQ_ALL,PBR12MF,PER12MF,0.8243201920757184
2025,KOSPI_KOSDAQ_ALL,PBR12MF,PRIVATE_FLOW,0.22782810888857238
2025,KOSPI_KOSDAQ_ALL,PBR12MF,FOREIGN_FLOW,-0.10571227386181958
2025,KOSPI_KOSDAQ_ALL,PER12MF,PRIVATE_FLOW,0.16261877590019275
2025,KOSPI_KOSDAQ_ALL,PER12MF,FOREIGN_FLOW,-0.0016138201667704655
2025,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FOREIGN_FLOW,-0.013977431195064184
2026,KOSPI_KOSDAQ_ALL,MOM1M,MOM12_1,-0.19751382972314063
2026,KOSPI_KOSDAQ_ALL,MOM1M,OP12_REV,-0.12153270936808154
2026,KOSPI_KOSDAQ_ALL,MOM1M,OPFY1_REV,-0.10969211613999956
2026,KOSPI_KOSDAQ_ALL,MOM1M,PBR12MF,0.3319675128921926
2026,KOSPI_KOSDAQ_ALL,MOM1M,PER12MF,0.43076267994749357
2026,KOSPI_KOSDAQ_ALL,MOM1M,PRIVATE_FLOW,0.2674928505062831
2026,KOSPI_KOSDAQ_ALL,MOM1M,FOREIGN_FLOW,0.18221902698168213
2026,KOSPI_KOSDAQ_ALL,MOM12_1,OP12_REV,0.7753843686025862
2026,KOSPI_KOSDAQ_ALL,MOM12_1,OPFY1_REV,0.19530310321347596
2026,KOSPI_KOSDAQ_ALL,MOM12_1,PBR12MF,-0.7087443684952671
2026,KOSPI_KOSDAQ_ALL,MOM12_1,PER12MF,-0.6437579250431883
2026,KOSPI_KOSDAQ_ALL,MOM12_1,PRIVATE_FLOW,-0.34393314863790997
2026,KOSPI_KOSDAQ_ALL,MOM12_1,FOREIGN_FLOW,-0.06586756875797883
2026,KOSPI_KOSDAQ_ALL,OP12_REV,OPFY1_REV,0.5957590620400516
2026,KOSPI_KOSDAQ_ALL,OP12_REV,PBR12MF,-0.8167001584963693
2026,KOSPI_KOSDAQ_ALL,OP12_REV,PER12MF,-0.7832287885685838
2026,KOSPI_KOSDAQ_ALL,OP12_REV,PRIVATE_FLOW,-0.2065367973216828
2026,KOSPI_KOSDAQ_ALL,OP12_REV,FOREIGN_FLOW,0.011283485239737621
2026,KOSPI_KOSDAQ_ALL,OPFY1_REV,PBR12MF,-0.47087305198626606
2026,KOSPI_KOSDAQ_ALL,OPFY1_REV,PER12MF,-0.4526017942534013
2026,KOSPI_KOSDAQ_ALL,OPFY1_REV,PRIVATE_FLOW,0.07426979090347684
2026,KOSPI_KOSDAQ_ALL,OPFY1_REV,FOREIGN_FLOW,-0.014271984334168111
2026,KOSPI_KOSDAQ_ALL,PBR12MF,PER12MF,0.9558646311103527
2026,KOSPI_KOSDAQ_ALL,PBR12MF,PRIVATE_FLOW,0.11305880878074145
2026,KOSPI_KOSDAQ_ALL,PBR12MF,FOREIGN_FLOW,0.20644831742987346
2026,KOSPI_KOSDAQ_ALL,PER12MF,PRIVATE_FLOW,0.07265539944942152
2026,KOSPI_KOSDAQ_ALL,PER12MF,FOREIGN_FLOW,0.1838666412319064
2026,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FOREIGN_FLOW,0.10161740595109445
