universe,factor,overlay,cost_bp,period,n_phases,median_delta_return,median_delta_sharpe,median_delta_mdd,median_delta_turnover,return_wins
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,PRE_STRESS_2017_2024,10,0.027501249455162913,0.07161742707301316,0.022079579887206213,0.10535976820145265,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,YTD_2026,10,-0.007921785882983645,-0.0027886997874108227,0.030202313572279038,0.10285714285714292,5
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,BULL_2025,10,-0.007306683720305296,0.011710993079267262,0.012668877434576342,0.103125,4
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,EARLY_2017_2019,10,0.015579873691959456,0.05352155495797553,0.0374317667888176,0.10261806761420889,7
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,LATE_2020_2022,10,0.021402541301275058,0.05947976551110069,-0.0017979988002185254,0.1196556048620489,6
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,NORMAL_2023_2024,10,0.021547656278894045,0.027482008047842336,0.013291568975375756,0.0943877551020409,6
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,PRE_STRESS_2017_2024,10,0.018886453674769932,0.045046688025584966,0.026958426921898204,0.10535976820145265,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,YTD_2026,10,-0.015419931288194244,-0.013269926054931408,0.029777664653572455,0.10285714285714292,5
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,BULL_2025,10,0.10589540200701908,0.15325446299466927,0.0031280969433484795,-0.01666666666666669,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,EARLY_2017_2019,10,0.0017294354591776973,0.01117159940687626,0.013273213039532328,-0.005864726027397293,6
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,LATE_2020_2022,10,0.030970701475860507,0.09845153266954004,0.0018035765353478506,-0.007830433172898943,10
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,NORMAL_2023_2024,10,0.02447248358020393,0.0794640518302241,0.02128912603236066,-0.007217261904761796,6
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,PRE_STRESS_2017_2024,10,0.02166068376032526,0.06467126944464643,0.040257982208393994,-0.007378919673539541,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,YTD_2026,10,-0.014545233210719322,-0.013771457419923305,0.011346411988318317,-0.006904761904761941,4
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,BULL_2025,10,0.10422481325384914,0.16450901736596335,0.003603605929655085,-0.01666666666666669,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,EARLY_2017_2019,10,0.002189073243200612,0.011115464777666006,0.01290683798708503,-0.005864726027397293,6
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,LATE_2020_2022,10,0.03018012991427982,0.10187372210612458,0.002209677871076121,-0.007830433172898943,10
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,NORMAL_2023_2024,10,0.024262108884360034,0.08100944543563994,0.025641808876001815,-0.007217261904761796,6
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,PRE_STRESS_2017_2024,10,0.02136214893693872,0.06535142701629518,0.04639573743577108,-0.007378919673539541,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,YTD_2026,10,-0.013622961008377232,-0.009809756250193868,0.011337909523339407,-0.006904761904761941,4
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,BULL_2025,10,0.05453416488525187,0.10512654663628063,-0.0026413664042139184,0.0,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,EARLY_2017_2019,10,-0.007950271546738552,-0.02382346191740073,-0.007465465234251234,0.0025381455399060837,3
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,LATE_2020_2022,10,-0.006838617525664392,-0.01750557130434993,-0.012677194820403193,0.00917522831050227,4
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,NORMAL_2023_2024,10,0.0099261491760686,0.03835591945362171,0.01449498503094837,0.002572278911564696,7
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,PRE_STRESS_2017_2024,10,0.000689384019961603,0.0022258947593344677,0.0024841272193301123,0.00560614776495344,6
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,YTD_2026,10,-0.04112314197158223,-0.0600723225965229,-0.007999438943439297,0.020714285714285685,4
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,BULL_2025,10,0.05342366064223247,0.10189432268361875,-0.00262571882923357,0.0,8
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,EARLY_2017_2019,10,-0.007714493685521462,-0.023942835605122864,-0.007017018646008177,0.0025381455399060837,3
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,LATE_2020_2022,10,-0.007469613817732645,-0.017719765997233128,-0.012534136501658688,0.00917522831050227,4
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,NORMAL_2023_2024,10,0.009438013620932773,0.04090921061907256,0.013708651213144685,0.002572278911564696,7
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,PRE_STRESS_2017_2024,10,0.00018148165310888364,0.0006516939046461272,-0.0013974821358149203,0.00560614776495344,5
KOSDAQ,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,YTD_2026,10,-0.04129471301677279,-0.06136384277790087,-0.008023436759501401,0.020714285714285685,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,BULL_2025,10,-0.05861141533520531,0.01921193890246936,-0.008971958005683567,0.18579166666666666,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,EARLY_2017_2019,10,0.02653838467053954,0.057176107768621254,0.005890918176583548,0.14075342465753415,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,LATE_2020_2022,10,0.011711760234302926,0.03652384526023966,-0.002494168625258697,0.230536036036036,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,NORMAL_2023_2024,10,0.03010111093156509,0.07159045415745986,0.024712876975618803,0.21785714285714297,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,PRE_STRESS_2017_2024,10,0.02307631070443006,0.04533677291599885,0.040079401879630105,0.19591836734693882,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,30,YTD_2026,10,-0.053897719164579805,-0.22801439591247336,0.029385847572046375,0.2707142857142857,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,BULL_2025,10,-0.07409092202749135,-0.03540245934158193,-0.020197663927126186,0.18579166666666666,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,EARLY_2017_2019,10,0.015877751345182878,0.016697662846394498,-0.003231591930194344,0.14075342465753415,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,LATE_2020_2022,10,-0.004916696802117648,-0.012186966086895436,-0.009033452566589939,0.230536036036036,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,NORMAL_2023_2024,10,0.014008562632529475,0.024666609398788793,0.015562280537439521,0.21785714285714297,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,PRE_STRESS_2017_2024,10,0.008684147104452089,-0.0012729977271948092,0.0038758918917225493,0.19591836734693882,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT1_W10,60,YTD_2026,10,-0.06286046759707076,-0.2762262565646272,0.025833601097609016,0.2707142857142857,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,BULL_2025,10,0.013674389411958532,0.1187869878235972,0.02562317802852071,0.11562499999999992,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,EARLY_2017_2019,10,0.054365895616069526,0.17113122157082772,0.06206935233322719,0.13630136986301367,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,LATE_2020_2022,10,0.033709141167637846,0.10072911497795009,-0.007682482556967518,0.16452702702702707,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,NORMAL_2023_2024,10,0.039174910668116125,0.10069456062608786,0.02150015445078063,0.14591836734693878,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,PRE_STRESS_2017_2024,10,0.02859908173403125,0.07590501286577747,0.07371314401734885,0.15,9
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,30,YTD_2026,10,0.07193054064356763,0.0960446080242397,0.025013722151001117,0.1638095238095237,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,BULL_2025,10,-0.00024582568051667586,0.08287922461835745,0.015223837185258937,0.11562499999999992,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,EARLY_2017_2019,10,0.043383053587605025,0.1361701408117536,0.05350869679281439,0.13630136986301367,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,LATE_2020_2022,10,0.021473952141408126,0.06965317961608125,-0.010128451378278502,0.16452702702702707,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,NORMAL_2023_2024,10,0.027455807303407187,0.07709635472993523,0.015758020347409418,0.14591836734693878,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,PRE_STRESS_2017_2024,10,0.017357431771194476,0.04367043893596659,0.04351270924961176,0.15,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,ACT5_KEEP_TOP70,60,YTD_2026,10,0.06255665487039902,0.06999832995770133,0.023081224433878167,0.1638095238095237,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,BULL_2025,10,0.025500025681032046,0.07554553749164905,0.01965101480078657,-0.054166666666666696,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,EARLY_2017_2019,10,0.06747238819844537,0.22204462143077636,0.09168533748909286,-0.02123287671232879,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,LATE_2020_2022,10,0.02254501441637774,0.0466202166371604,0.047125380730387245,-0.03614864864864861,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,NORMAL_2023_2024,10,0.11151462455239569,0.2454783348782256,0.06712049976795298,-0.05765306122448979,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,PRE_STRESS_2017_2024,10,0.0600147041183125,0.1631913744853563,0.13298842025488283,-0.03647959183673469,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,30,YTD_2026,10,0.24534653026808279,0.49707296862621686,0.06679641232452699,-0.0683333333333333,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,BULL_2025,10,0.02996036377805078,0.0857211959915089,0.024763833801322854,-0.054166666666666696,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,EARLY_2017_2019,10,0.0667624050416486,0.22130276190358383,0.09379312833835174,-0.02123287671232879,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,LATE_2020_2022,10,0.02447083277365908,0.047246750350607776,0.04773978098304005,-0.03614864864864861,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,NORMAL_2023_2024,10,0.11237651008577787,0.24952233741497398,0.07011627053530484,-0.05765306122448979,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,PRE_STRESS_2017_2024,10,0.06091515082577631,0.16874082902826443,0.13127008630681603,-0.03647959183673469,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,MCAP_W10,60,YTD_2026,10,0.2423277845223163,0.5074120019755644,0.06719566032308377,-0.0683333333333333,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,BULL_2025,10,-0.0005037338010434045,-0.07903067120220997,-0.015006593868733986,0.009374999999999967,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,EARLY_2017_2019,10,-0.005064194192050786,0.004808227969780986,-0.02768919380043222,0.005821917808219168,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,LATE_2020_2022,10,0.02776118017254542,0.1069943924273214,-0.021328059713245362,0.02266666666666675,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,NORMAL_2023_2024,10,0.03868726463856875,0.09633059285707068,0.02495451504893803,0.005665391156462529,9
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,PRE_STRESS_2017_2024,10,0.009695905740325306,0.03346899858506969,0.027308347760891694,0.009821428571428537,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,30,YTD_2026,10,0.035746033083883744,0.09838997980844341,-0.006498552501225385,0.006904761904761886,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,BULL_2025,10,-0.0003045124545077993,-0.07301587712869329,-0.010519128758644969,0.009374999999999967,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,EARLY_2017_2019,10,-0.005272868059246705,0.00806606054728342,-0.028180930581348074,0.005821917808219168,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,LATE_2020_2022,10,0.02561772906770876,0.10870698435712361,-0.012230245855889832,0.02266666666666675,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,NORMAL_2023_2024,10,0.037672264819915924,0.0971696886403002,0.028181839175403123,0.005665391156462529,9
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,PRE_STRESS_2017_2024,10,0.008721250643603295,0.0333120006717817,0.020733316291695447,0.009821428571428537,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM,RAW_TA_W10,60,YTD_2026,10,0.034097229190450884,0.09723124957845855,-0.006497808636908242,0.006904761904761886,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,BULL_2025,10,0.039605583336327466,0.04425741408705508,-0.018724254967680765,0.09995833333333332,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,EARLY_2017_2019,10,0.016241323790199658,0.0511445869544993,0.007323833793698886,0.04396437605848169,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,LATE_2020_2022,10,0.008990999245154063,0.03215338409255336,-0.013030939381925122,0.1113013698630137,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,NORMAL_2023_2024,10,-0.006076553812314089,-0.03993615041561749,-0.009085547993281318,0.09587585034013602,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,PRE_STRESS_2017_2024,10,-0.0016462838628727439,-0.004960981298208499,-0.01375829849321869,0.08213521015067404,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,30,YTD_2026,10,-0.09636458331092718,-0.2032866308372196,-0.019724257435343895,0.10845238095238091,2
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,BULL_2025,10,0.02756993307302702,0.03047841009474206,-0.017354753481971796,0.09995833333333332,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,EARLY_2017_2019,10,0.01297923465730405,0.03854297531849737,0.0013237971732780185,0.04396437605848169,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,LATE_2020_2022,10,0.0008330398564713737,0.008708437360508858,-0.01811892230203388,0.1113013698630137,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,NORMAL_2023_2024,10,-0.011871774888108533,-0.06071385680741513,-0.007422731962088425,0.09587585034013602,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,PRE_STRESS_2017_2024,10,-0.006930103303951607,-0.02373950521822331,-0.009842712013831578,0.08213521015067404,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT1_W10,60,YTD_2026,10,-0.09828809400464822,-0.2170326076134031,-0.019295448550799787,0.10845238095238091,2
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,BULL_2025,10,0.03911526531024334,0.17419040287924553,0.01473431764165345,0.10416666666666663,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,EARLY_2017_2019,10,0.03498213194469946,0.10786736276772105,0.04454044023037923,0.10378614916286139,9
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,LATE_2020_2022,10,0.024814121807045397,0.08734634295751471,-0.026479438512002684,0.12431506849315066,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,NORMAL_2023_2024,10,0.03189061275719951,0.0729950297906021,0.01782971639287112,0.10459183673469385,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,PRE_STRESS_2017_2024,10,0.01855770626253722,0.04679463411656615,0.042547837611213835,0.11128205128205121,9
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,30,YTD_2026,10,0.011812060852607553,0.015176294209252136,-0.005928912444734591,0.10857142857142849,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,BULL_2025,10,0.027215060363423027,0.13614803908573253,0.013215453283492773,0.10416666666666663,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,EARLY_2017_2019,10,0.026150726076348718,0.07668084876923331,0.04334222682397082,0.10378614916286139,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,LATE_2020_2022,10,0.015683650952339145,0.0633226503829524,-0.04030316714186455,0.12431506849315066,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,NORMAL_2023_2024,10,0.022976426744881873,0.05630019754788275,0.01667315988149015,0.10459183673469385,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,PRE_STRESS_2017_2024,10,0.010494032124480857,0.020529588718172162,0.021793656602633327,0.11128205128205121,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,ACT5_KEEP_TOP70,60,YTD_2026,10,0.004855818750475249,0.0034010959485344244,-0.007086923743481299,0.10857142857142849,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,BULL_2025,10,0.1510925695414138,0.34053456095191803,0.014507001057635638,-0.03125,9
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,EARLY_2017_2019,10,0.01088914430230703,0.024201293723714257,0.03425923541034526,-0.008613964992389589,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,LATE_2020_2022,10,-0.007037879020923787,-0.04472638416447873,-0.01384705150248039,-0.004452054794520599,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,NORMAL_2023_2024,10,0.0064073932229286035,0.012322051874231993,-0.002271259889239985,-0.013265306122449028,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,PRE_STRESS_2017_2024,10,-0.001450224637860431,-0.01745320868142223,-0.008963968062925598,-0.008998149616706363,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,30,YTD_2026,10,0.17554957319006392,0.39154026666351094,0.013385197565710993,-0.02500000000000005,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,BULL_2025,10,0.1494009229416552,0.34162667519295475,0.015109890429762018,-0.03125,9
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,EARLY_2017_2019,10,0.01113543793575461,0.021195086158219106,0.032989161237088394,-0.008613964992389589,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,LATE_2020_2022,10,-0.006536967358022727,-0.04942528091651875,-0.012734665996655792,-0.004452054794520599,4
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,NORMAL_2023_2024,10,0.006936219105808439,0.013976481838682733,-0.0013495748278296027,-0.013265306122449028,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,PRE_STRESS_2017_2024,10,-0.0007389545815852383,-0.019005110109706652,-0.006322851012942776,-0.008998149616706363,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,MCAP_W10,60,YTD_2026,10,0.17066318129023728,0.39790941781225375,0.014371079960877664,-0.02500000000000005,10
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,BULL_2025,10,0.03828147688687994,0.09637101074403182,-0.009436148251997623,0.0031249999999999334,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,EARLY_2017_2019,10,-0.009803199869798995,-0.020681330803379788,-0.015477998518508729,-0.0008069248826290676,3
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,LATE_2020_2022,10,-0.0025398232309602475,0.004714538618876475,-0.029281955548102423,0.014314142910033356,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,NORMAL_2023_2024,10,0.008981762064118215,0.02187501137911773,-0.008497170685821454,0.0035714285714285587,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,PRE_STRESS_2017_2024,10,0.0001889777855504926,0.010396202607378169,-0.015170235454913361,0.00565556436690462,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,30,YTD_2026,10,0.04062585497026899,0.08187060000580576,-0.002473232509915324,0.010357142857142787,7
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,BULL_2025,10,0.03620935288471089,0.09569432960055246,-0.010600794637740552,0.0031249999999999334,8
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,EARLY_2017_2019,10,-0.009462473013471362,-0.019061743852083132,-0.019978115289986387,-0.0008069248826290676,3
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,LATE_2020_2022,10,-0.003483882296621277,0.007009189437351418,-0.028686808247266993,0.014314142910033356,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,NORMAL_2023_2024,10,0.008423895723802366,0.020680377554255454,-0.003997108078574785,0.0035714285714285587,6
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,PRE_STRESS_2017_2024,10,-0.00013760136332247042,0.012038098043189643,-0.011770593825550124,0.00565556436690462,5
KOSDAQ_PLUS_KOSPI_EX_K200,WEIGHTED_MOM_R1M_GE0,RAW_TA_W10,60,YTD_2026,10,0.039580590225466894,0.08335233120816313,-0.002947084184146964,0.010357142857142787,7
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,30,BULL_2025,10,0.010510239556788314,0.029062074837100105,-0.012384579160122033,0.16874999999999996,6
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,30,EARLY_2017_2019,10,0.029343627460845623,0.15671571570141662,0.03285922664015811,0.1102739726027398,10
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,30,LATE_2020_2022,10,0.020266349532681083,0.04598095041233769,0.030642046450299998,0.19493243243243238,6
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,30,NORMAL_2023_2024,10,-0.02277073379286776,-0.10819405959741668,0.05601944151658306,0.20714285714285702,4
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,30,PRE_STRESS_2017_2024,10,0.017114831653324947,0.015698636795088927,0.050813610430718914,0.16488526882834345,8
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,30,YTD_2026,10,0.33216384762082074,0.62987470910951,0.04335495064270711,0.19488095238095235,9
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,60,BULL_2025,10,-0.004043146351156879,-0.009114798136832414,-0.014147919873793269,0.16874999999999996,5
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,60,EARLY_2017_2019,10,0.021557567066385785,0.12575461204249277,0.01867198775912443,0.1102739726027398,10
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,60,LATE_2020_2022,10,0.006561562543503763,-0.0003230917339411485,0.014346217356107083,0.19493243243243238,5
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,60,NORMAL_2023_2024,10,-0.03659838643557922,-0.16569198508910668,0.04367976709250537,0.20714285714285702,4
KOSPI_ALL,WEIGHTED_MOM,ACT1_W10,60,PRE_STRESS_2017_2024,10,0.006105098966470435,-0.03802268607064671,0.021697728224215895,0.16488526882834345,7
