universe,period,rule,n,win_rate,mean5,median5,cagr,mdd,worst5,mean_excess,beat_mkt
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,B4_F_HIGH_HALF,19,0.5789473684210527,0.004575881867121387,0.00435788113469315,0.12800208540583746,-0.20473821944921,-0.1261787356825765,-0.0012070430513985318,0.5789473684210527
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,B4_F_HIGH_HALF,328,0.5823170731707317,0.001114919301572929,0.0034044959163423002,0.03454277283153839,-0.3577807409885604,-0.1755646143519117,0.0012615567163131367,0.5640243902439024
KOSDAQ_PLUS_KOSPI_EX_K200,VALID_2023_2024,B4_F_HIGH_HALF,96,0.5625,0.0015535384103939297,0.002001026369077,0.05863858869137539,-0.2891946006806765,-0.0743782902621572,0.0011677009538852167,0.5208333333333334
KOSPI_ALL,STRESS_2025,B4_F_HIGH_HALF,49,0.6530612244897959,0.007747612377829457,0.0081768739774761,0.45161105225247744,-0.06804285298100965,-0.0320379389078028,-0.005875525414352709,0.42857142857142855
KOSPI_ALL,STRESS_2026,B4_F_HIGH_HALF,21,0.5238095238095238,0.00722108008216271,0.0010946978285787,0.2872777293757016,-0.1687672913474635,-0.1028297644163698,-0.015454475232873636,0.42857142857142855
KOSPI_ALL,TRAIN_2016_2022,B4_F_HIGH_HALF,328,0.5548780487804879,0.0005108292191229183,0.0035982754299167,0.00892096458059033,-0.45061512213497845,-0.1647852780350054,0.00017174031186806957,0.5
KOSPI_ALL,VALID_2023_2024,B4_F_HIGH_HALF,97,0.5670103092783505,0.0032483248505014075,0.0038180170834394,0.1563142934486086,-0.15305643520542023,-0.0690076561593042,0.0024733617830821402,0.5876288659793815
KOSPI_EX_K200,STRESS_2025,B4_F_HIGH_HALF,49,0.6122448979591837,0.007582023812365794,0.0102440359044099,0.4346944305146665,-0.05804548611649174,-0.0567332381096187,0.0016215131376750285,0.5918367346938775
KOSPI_EX_K200,STRESS_2026,B4_F_HIGH_HALF,15,0.7333333333333333,0.01628251996951429,0.0234240739434095,0.8284614491503883,-0.11865046308934946,-0.0870298141417973,0.002714766497917686,0.6
KOSPI_EX_K200,TRAIN_2016_2022,B4_F_HIGH_HALF,288,0.5659722222222222,0.0011914798342748858,0.0026671809368753498,0.03856009738369237,-0.32531656617102844,-0.0801712762275863,0.0012113004165599606,0.5208333333333334
KOSPI_EX_K200,VALID_2023_2024,B4_F_HIGH_HALF,91,0.5604395604395604,0.0013369349619660224,0.0017950046725089,0.0499464994491996,-0.2000972464077262,-0.0720875479696914,0.0008066974767042017,0.5494505494505495
KOSPI_KOSDAQ_ALL,STRESS_2025,B4_F_HIGH_HALF,49,0.673469387755102,0.008999030240920677,0.0089164829575025,0.5402740212486783,-0.07955820704924832,-0.0310518465854692,-0.003698424295515984,0.42857142857142855
KOSPI_KOSDAQ_ALL,STRESS_2026,B4_F_HIGH_HALF,21,0.5238095238095238,0.0027158767945719693,0.00326443404236015,0.06261197548543529,-0.20943999107915923,-0.1160331957620569,-0.017513424870749122,0.3333333333333333
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B4_F_HIGH_HALF,328,0.5701219512195121,0.0011679674941076957,0.004786001992507401,0.039503515300629344,-0.4077811506699941,-0.1669807475920087,0.0008856358889078723,0.5365853658536586
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B4_F_HIGH_HALF,96,0.5208333333333334,0.000616679122650337,0.0015563167092715,0.011780287759752373,-0.25717491892443234,-0.1073010956149836,0.00047504087186904916,0.5520833333333334
K200,STRESS_2025,B4_MARKET,49,0.6530612244897959,0.011774721398690357,0.0120646230391574,0.7515620127919895,-0.10384156431738922,-0.041263166183894,-0.0024730861145304322,0.20408163265306123
K200,STRESS_2026,B4_MARKET,20,0.6,0.024513413284460422,0.0387518006263024,1.4701321560314793,-0.1834552010828907,-0.1174775906458101,0.0067335799800934005,0.1
K200,TRAIN_2016_2022,B4_MARKET,328,0.5213414634146342,-5.455742232742926e-05,0.00131599087668495,-0.01867341683145196,-0.45674421270767596,-0.1523163359458333,-0.0004972963717415267,0.3079268292682927
K200,VALID_2023_2024,B4_MARKET,97,0.5463917525773195,0.0025946665937873563,0.0023776157891085,0.117992322753391,-0.13408981577018864,-0.0707523827426301,0.0018998940558312828,0.35051546391752575
KOSDAQ,STRESS_2025,B4_MARKET,45,0.6666666666666666,0.00907790506673604,0.0127151585138024,0.5000121812001459,-0.0809975593422485,-0.0464875692579932,0.0039415632851226515,0.4444444444444444
KOSDAQ,STRESS_2026,B4_MARKET,13,0.46153846153846156,0.015339817926159731,-0.0004544248431323,0.6627805602296442,-0.08967444834086247,-0.0720237513980844,0.0003471122990088234,0.07692307692307693
KOSDAQ,TRAIN_2016_2022,B4_MARKET,256,0.5625,0.0011965220964581013,0.005374184600032601,0.02845627749121782,-0.4202112384899067,-0.0910822120228112,0.001630734312514736,0.3359375
KOSDAQ,VALID_2023_2024,B4_MARKET,73,0.5616438356164384,0.0013523444601295208,0.0025286294968741,0.033712114473400945,-0.26584872482772104,-0.0895354577030847,0.0010511788636036533,0.3424657534246575
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2025,B4_MARKET,49,0.673469387755102,0.00925240347389239,0.0092159565121438,0.5569275754294973,-0.08816291048730884,-0.036091398138387,0.0024852853686776082,0.3877551020408163
KOSDAQ_PLUS_KOSPI_EX_K200,STRESS_2026,B4_MARKET,19,0.47368421052631576,0.005950615455804444,-0.0050264722082249,0.1658353751169459,-0.24230976151555272,-0.1261787356825765,0.00016769053728452055,0.21052631578947367
KOSDAQ_PLUS_KOSPI_EX_K200,TRAIN_2016_2022,B4_MARKET,328,0.573170731707317,0.0009283092491206879,0.00324436702269265,0.02303334769802534,-0.38515350434754225,-0.1755646143519117,0.0010749466638608955,0.36585365853658536
KOSDAQ_PLUS_KOSPI_EX_K200,VALID_2023_2024,B4_MARKET,96,0.53125,0.0010014488235909902,0.0007609208930063,0.02779644337707765,-0.31525773746489283,-0.0855288556856611,0.0006156113670822769,0.40625
KOSPI_ALL,STRESS_2025,B4_MARKET,49,0.6530612244897959,0.013315448082806181,0.0133959537530472,0.8886834011532003,-0.09405152733359445,-0.0397039533543834,-0.0003076897093759857,0.22448979591836735
KOSPI_ALL,STRESS_2026,B4_MARKET,21,0.5714285714285714,0.021944534320546612,0.0388516617137778,1.3089543635856362,-0.18884722605053939,-0.1171188857215179,-0.0007310209944897315,0.09523809523809523
KOSPI_ALL,TRAIN_2016_2022,B4_MARKET,328,0.5335365853658537,0.00013513226755903961,0.00233045319074485,-0.0105944642233472,-0.4577673286387619,-0.1647852780350054,-0.0002039566396958094,0.3201219512195122
KOSPI_ALL,VALID_2023_2024,B4_MARKET,97,0.5773195876288659,0.002846123677749327,0.0055042814041572,0.13309945436622028,-0.158614107077803,-0.0690076561593042,0.0020711606103300598,0.4742268041237113
KOSPI_EX_K200,STRESS_2025,B4_MARKET,49,0.5918367346938775,0.006519279529197127,0.0086520223911474,0.3613666163187954,-0.07307336351037552,-0.0567332381096187,0.0005587688545063634,0.30612244897959184
KOSPI_EX_K200,STRESS_2026,B4_MARKET,15,0.7333333333333333,0.012535903666670302,0.0234240739434095,0.5883065928226578,-0.11865046308934935,-0.0870298141417973,-0.001031849804926306,0.4666666666666667
KOSPI_EX_K200,TRAIN_2016_2022,B4_MARKET,288,0.5555555555555556,0.0007098694998401082,0.0030022007914022996,0.016545733554617303,-0.36131692701337736,-0.0801712762275863,0.000729690082125183,0.3784722222222222
KOSPI_EX_K200,VALID_2023_2024,B4_MARKET,91,0.5384615384615384,0.001535718778106006,0.0013333294444497,0.061136522760836476,-0.1775515870986677,-0.0720875479696914,0.0010054812928441859,0.4065934065934066
KOSPI_KOSDAQ_ALL,STRESS_2025,B4_MARKET,49,0.673469387755102,0.013530738037244073,0.0151124032600195,0.9120530676236467,-0.09167169888453675,-0.0358453597636154,0.0008332835008074125,0.2653061224489796
KOSPI_KOSDAQ_ALL,STRESS_2026,B4_MARKET,21,0.5714285714285714,0.018824077636815567,0.0356514632632214,1.0295497905314268,-0.20336072086326162,-0.1199360562858491,-0.0014052240285055233,0.09523809523809523
KOSPI_KOSDAQ_ALL,TRAIN_2016_2022,B4_MARKET,328,0.5609756097560976,0.0003118825115476824,0.00289782502739405,-0.0030214057968582786,-0.4482054138824043,-0.1669807475920087,2.9550906347858185e-05,0.3475609756097561
KOSPI_KOSDAQ_ALL,VALID_2023_2024,B4_MARKET,96,0.4895833333333333,0.0006265601791399774,-0.00027150794298813743,0.014017486540969903,-0.25878997878201626,-0.0699843198472445,0.00048492192835868976,0.4166666666666667
