feature,target,n_universe_years,DEV_2020_2022_median_dic,DEV_2020_2022_positive_dic_share,DEV_2020_2022_median_dhl,CONFIRM_2023_2024_median_dic,CONFIRM_2023_2024_positive_dic_share,CONFIRM_2023_2024_median_dhl,BULL_2025_median_dic,BULL_2025_positive_dic_share,BULL_2025_median_dhl,YTD_2026_median_dic,YTD_2026_positive_dic_share,YTD_2026_median_dhl,CONFIRM_positive_universes,CONFIRM_universe_count,PASS
DISPERSION_20,TARGET_RANK_CORR_20,42,0.11675953177132187,0.8333333333333334,0.08241278967727443,0.041273170017401384,0.75,0.029365079365079403,-0.10862805292546762,0.3333333333333333,-0.04228294853294852,0.14653589510858722,0.8333333333333334,0.08730158730158734,5,6,True
DISPERSION_CHANGE_20,TARGET_RANK_CORR_20,42,0.10608798214130044,0.6666666666666666,0.10539669242983235,0.040156228809389155,0.6666666666666666,0.009330398826197139,-0.03680988891227048,0.16666666666666666,-0.0435079294875845,0.07296138710427565,0.6666666666666666,0.09872921390778537,4,6,True
BREADTH_20,TARGET_FACTOR_MOM_20,42,0.026415339515260792,0.5555555555555556,0.006180694711771955,0.03482822631374963,0.5833333333333334,0.014180194087937085,-0.062335074973842955,0.5,-0.017121193547216938,-0.02527959535003487,0.5,-0.0074812314432284996,4,6,True
WINNER_GAP_20,TARGET_RANK_CORR_20,42,0.06467423902496774,0.5555555555555556,0.07687074829931971,0.03228787352536038,0.5833333333333334,0.04738664113664111,0.009592007232717716,0.5,0.017619569757727646,-0.07296138710427565,0.16666666666666666,-0.09523809523809527,5,6,True
DISPERSION_20,TARGET_FACTOR_MOM_20,42,0.04542016806722689,0.6666666666666666,0.008107426866932105,0.03160442900564481,0.8333333333333334,7.838743081792221e-05,-0.02760204081632653,0.3333333333333333,0.003357851034952285,0.1825980392156863,1.0,0.03572241651671129,5,6,True
CROSS_HORIZON_RANK_CORR,TARGET_RANK_CORR_20,42,-0.031364148956604464,0.5,0.01298819966583125,0.20474327029314854,1.0,0.1985655713334285,-0.21069071160781677,0.0,-0.19896467358873376,-0.22654665676403946,0.3333333333333333,-0.1978458049886621,6,6,False
PC1_SHARE_60,TARGET_RANK_CORR_60,42,-0.11231813841518631,0.4444444444444444,-0.05992063492063493,0.12808242806571327,0.6666666666666666,-0.05166666666666669,0.14259646561008482,0.6666666666666666,0.16240624454910169,0.29202475970105735,0.6666666666666666,-0.282312925170068,4,6,False
BREADTH_20,TARGET_RANK_CORR_20,42,-0.008811648578334719,0.5,-0.04153061224489798,0.08559870798615582,0.75,0.05812447786131995,-0.21788352836195374,0.16666666666666666,-0.2550167574361123,0.2939799776344876,0.8333333333333334,0.25744047619047616,3,6,False
CROSS_HORIZON_RANK_CORR,TARGET_TOP2_SURVIVAL_20,42,-0.16415286817141905,0.2222222222222222,-0.07481060606060605,0.07355935883851497,0.5833333333333334,0.0867300724637681,-0.1333164509715412,0.16666666666666666,-0.10494987468671682,0.016412783246649715,0.5,-0.0625,3,6,False
BREADTH_60,TARGET_TOP2_SAME_20,42,-0.04654528454855747,0.4444444444444444,-0.004207573632538569,0.07035088562326197,0.6666666666666666,0.012713472485768512,0.04137291394843338,0.6666666666666666,0.03848039215686273,-0.005542405782869977,0.5,-0.08095238095238094,4,6,False
SIGN_ALIGNMENT_20_60,TARGET_TOP2_SAME_20,42,-0.01124731342880343,0.5,0.03999999999999998,0.062126464954967604,0.5,0.0238038763892654,-0.009035800039555106,0.5,0.0298671008625242,-0.07746522949034168,0.3333333333333333,-0.07293956043956044,4,6,False
BREADTH_20,TARGET_TOP2_SAME_20,42,0.026728757077860807,0.6666666666666666,0.0,0.054860010669660716,0.5833333333333334,0.013460144927536236,-0.07916300785561481,0.0,-0.041804539649367256,-0.06114544545546276,0.5,-0.0012626262626262569,3,6,False
ABS_OPPORTUNITY_20,TARGET_FACTOR_MOM_20,42,-0.006866746698679471,0.5,0.008514378950467819,0.05367998263135041,0.6666666666666666,-0.006117920283122543,-0.0225,0.5,-0.005537318257065265,0.24264705882352944,1.0,0.05966875251749409,5,6,False
BREADTH_20,TARGET_TOP2_SURVIVAL_20,42,-0.011504400793596183,0.4444444444444444,0.01457307060755339,0.049771349484758726,0.5833333333333334,0.03389661444581357,-0.18696511224756168,0.3333333333333333,-0.19259802324318456,-0.021482026491350562,0.5,-0.035019841269841284,4,6,False
PC1_SHARE_60,TARGET_RANK_CORR_20,42,0.015742665376279122,0.5555555555555556,-0.013572578789970098,0.04942060355291917,0.5833333333333334,-0.09404761904761906,-0.003929807843966324,0.16666666666666666,-0.12341593591593596,-0.10674333124733462,0.16666666666666666,-0.015306122448979581,3,6,False
PREV_RANK_CORR_20,TARGET_RANK_CORR_20,42,-0.03317165568054239,0.3333333333333333,-0.07967806003520288,0.04580968877001236,0.5833333333333334,0.07591600529100528,0.00721249570357041,0.6666666666666666,0.03317317603031887,-0.18343558282208589,0.16666666666666666,-0.24453463203463208,4,6,False
RANK_TURNOVER_20,TARGET_RANK_CORR_20,42,-0.03317165568054239,0.3333333333333333,-0.07967806003520288,0.04580968877001236,0.5833333333333334,0.07591600529100528,0.00721249570357041,0.6666666666666666,0.03317317603031887,-0.18343558282208589,0.16666666666666666,-0.24453463203463208,4,6,False
PREV_RANK_CORR_20,TARGET_TOP2_SAME_20,42,-0.13401933939903027,0.16666666666666666,-0.10961538461538463,0.045764397897562516,0.6666666666666666,0.059675312432665356,0.010324112837847566,0.5,-0.06118881118881117,-0.10273794159428981,0.3333333333333333,-0.08674242424242423,4,6,False
RANK_TURNOVER_20,TARGET_TOP2_SAME_20,42,-0.13401933939903027,0.16666666666666666,-0.10961538461538463,0.045764397897562516,0.6666666666666666,0.059675312432665356,0.010324112837847566,0.5,-0.06118881118881117,-0.10273794159428981,0.3333333333333333,-0.08674242424242423,4,6,False
FACTOR_VOL_MEDIAN_60,TARGET_TOP2_SURVIVAL_20,42,-0.035904335590225135,0.4444444444444444,-0.00694444444444442,0.044070533000788864,0.5833333333333334,-0.03030303030303033,0.013158316315739401,0.5,0.2272727272727273,0.11826457340110003,0.8333333333333334,0.1547619047619047,4,6,False
LOSER_WEAKNESS_20,TARGET_FACTOR_MOM_20,42,0.03497298919567826,0.5555555555555556,0.00312540798079476,0.03241315675206252,0.5833333333333334,-0.0003464384692649968,-0.032499999999999994,0.16666666666666666,-0.0038698516542730334,0.11764705882352942,0.8333333333333334,-0.0449670643346211,5,6,False
FACTOR_VOL_MEDIAN_60,TARGET_RANK_CORR_20,42,0.008785225794969629,0.5,0.08862433862433863,0.030493107570257,0.5833333333333334,-0.04609279609279614,0.10845453807052975,0.6666666666666666,0.15578597030209934,0.27480473285591966,0.8333333333333334,0.39909297052154197,4,6,False
BREADTH_20,TARGET_RANK_CORR_60,42,-0.05798415622476975,0.5,-0.02265373742089429,0.025961166105339634,0.5833333333333334,0.006487999386550085,-0.10504656495024178,0.5,-0.05681869902300005,0.1796020230551455,0.6666666666666666,-0.01198979591836731,2,6,False
PC1_SHARE_60,TARGET_TOP2_SURVIVAL_20,42,0.03326811376308479,0.6111111111111112,-0.04789272030651337,0.024732901494437368,0.5,0.038690476190476164,0.021162649440603552,0.5,-0.1001238344988345,0.060796319990382,0.6666666666666666,0.0,3,6,False
RANGE_20,TARGET_FACTOR_MOM_20,42,0.03319627851140456,0.5555555555555556,-0.0027576155643167085,0.024533217542336082,0.6666666666666666,-0.0015223126125919108,0.011377551020408161,0.6666666666666666,0.004483511198010966,0.2046568627450981,1.0,0.007782656671321483,4,6,False
PREV_RANK_CORR_20,TARGET_TOP2_SURVIVAL_20,42,-0.0952188529655826,0.3333333333333333,-0.07909982174688057,0.021636062254855842,0.5833333333333334,-0.015448319796145887,0.017253556819253203,0.6666666666666666,-0.005050505050505083,-0.15974747589670246,0.16666666666666666,-0.12142857142857141,2,6,False
RANK_TURNOVER_20,TARGET_TOP2_SURVIVAL_20,42,-0.0952188529655826,0.3333333333333333,-0.07909982174688057,0.021636062254855842,0.5833333333333334,-0.015448319796145887,0.017253556819253203,0.6666666666666666,-0.005050505050505083,-0.15974747589670246,0.16666666666666666,-0.12142857142857141,2,6,False
DISPERSION_60,TARGET_RANK_CORR_60,42,-0.12934407563964906,0.2222222222222222,-0.10645095645095648,0.018915109399087603,0.5833333333333334,0.06598639455782312,0.2581907150918436,0.8333333333333334,0.2653339517625232,0.33076637521396646,0.8333333333333334,,4,6,False
BREADTH_60,TARGET_FACTOR_MOM_20,42,-0.08511469407399891,0.2222222222222222,-0.006371295361999932,0.015324209183643115,0.5833333333333334,-0.0064052631682485865,-0.047684279870619246,0.3333333333333333,-0.006201734118661122,-0.2784707113203347,0.3333333333333333,-0.06143048992985658,3,6,False
FACTOR_VOL_MEDIAN_60,TARGET_FACTOR_MOM_20,42,-0.0358703481392557,0.5,0.012683980334905394,0.013108988276161528,0.5,0.0007989334991012655,0.12418367346938775,1.0,0.0363665493445465,0.2622549019607844,0.8333333333333334,0.08838282898701758,4,6,False
LEADER_STRENGTH_20,TARGET_RANK_CORR_60,42,-0.028061954925415827,0.4444444444444444,-0.049681020733652326,0.007951505673959983,0.5,-0.022770219198790617,-0.007208914996097,0.5,0.021335807050092748,0.02292863161266935,0.5,-0.039682539682539666,1,6,False
PC1_SHARE_60,TARGET_TOP2_SAME_20,42,-0.01893972233672576,0.3888888888888889,-0.05384615384615385,0.007594791991021395,0.5,-0.07440476190476192,0.06303942901769956,0.6666666666666666,-0.020311285936285936,-0.10368932854389887,0.3333333333333333,-0.1111111111111111,3,6,False
DISPERSION_CHANGE_20,TARGET_TOP2_SAME_20,42,0.021584409404596425,0.7222222222222222,0.012362637362637374,0.007050736768806097,0.5,-0.002084254754533388,-0.04818537106005734,0.3333333333333333,-0.006104876160990716,-0.20646468282596225,0.16666666666666666,-0.09424603174603176,3,6,False
LEADER_STRENGTH_20,TARGET_TOP2_SAME_20,42,-0.06427267536082983,0.4444444444444444,-0.03717672413793102,0.004580065394549037,0.5,-0.03787878787878787,-0.05029289528679806,0.3333333333333333,-0.05411255411255411,-0.23424133314279727,0.0,-0.125,3,6,False
FACTOR_VOL_MEDIAN_60,TARGET_TOP2_SAME_20,42,-0.06170431520129119,0.4444444444444444,0.018181818181818188,0.0028448670013922145,0.5833333333333334,-0.14772727272727273,0.12188237367064211,0.8333333333333334,0.15,-0.17715387598242244,0.16666666666666666,-0.023809523809523808,2,6,False
ABS_OPPORTUNITY_20,TARGET_RANK_CORR_60,42,0.019792591568283918,0.6111111111111112,0.013975155279503097,-0.0011391539023574947,0.5,0.06015573120836278,0.14989505874706466,0.6666666666666666,0.08398744113029827,-0.036856817123011296,0.3333333333333333,0.45238095238095244,3,6,False
RANGE_20,TARGET_RANK_CORR_60,42,-0.027149507436010946,0.4444444444444444,-0.05154369440083726,-0.004800779092173829,0.5,0.03166377482166956,-0.07899439407336556,0.16666666666666666,-0.0007058159232072592,-0.08493985725622746,0.3333333333333333,-0.3154761904761905,2,6,False
PREV_RANK_CORR_20,TARGET_FACTOR_MOM_20,42,-0.07463689377037677,0.3333333333333333,-0.00892667603518462,-0.00510290089941945,0.4166666666666667,-0.0044767981368656375,0.013169281630768633,0.6666666666666666,0.0032064030336351646,-0.13252462289802852,0.3333333333333333,-0.03764121067294046,3,6,False
RANK_TURNOVER_20,TARGET_FACTOR_MOM_20,42,-0.07463689377037677,0.3333333333333333,-0.00892667603518462,-0.00510290089941945,0.4166666666666667,-0.0044767981368656375,0.013169281630768633,0.6666666666666666,0.0032064030336351646,-0.13252462289802852,0.3333333333333333,-0.03764121067294046,3,6,False
DISPERSION_20,TARGET_RANK_CORR_60,42,0.027287158534065607,0.5555555555555556,-0.027961159211159187,-0.005658445645779817,0.5,-0.01796982575014614,-0.007883109478123467,0.5,-0.05653860028860026,-0.05526088354447356,0.3333333333333333,-0.3703703703703704,2,6,False
ABS_OPPORTUNITY_20,TARGET_TOP2_SAME_20,42,0.009544745932498103,0.5,-0.10227272727272729,-0.007496735763661428,0.4166666666666667,-0.07810245310245312,-0.09861863124608801,0.3333333333333333,-0.027281746031746046,0.07216878364870323,0.6666666666666666,0.055555555555555525,3,6,False
WINNER_GAP_20,TARGET_RANK_CORR_60,42,0.05080620373866865,0.5555555555555556,0.06461640211640216,-0.007930882855142337,0.5,-0.032837277887743696,-0.044087089075932534,0.5,0.04485458150871689,-0.04479556965476133,0.3333333333333333,-0.011904761904761862,2,6,False
WINNER_GAP_20,TARGET_TOP2_SURVIVAL_20,42,0.08309016745344777,0.6111111111111112,0.021459096459096466,-0.009004574138054361,0.4166666666666667,0.005803571428571436,0.04433861775793005,0.8333333333333334,-0.004769736842105243,0.023851204473456608,0.5,-0.08333333333333337,5,6,False
DISPERSION_20,TARGET_TOP2_SAME_20,42,-0.015872346736688824,0.5,-0.10276442307692307,-0.010016089140306987,0.5,-0.07996794871794874,-0.12833174983683368,0.0,-0.051862519201228904,0.012028130608117206,0.5,0.16666666666666666,3,6,False
BREADTH_60,TARGET_TOP2_SURVIVAL_20,42,-0.1263082176351945,0.3333333333333333,-0.04191040640394089,-0.017361452390127805,0.3333333333333333,0.00833333333333336,-0.028750107252471,0.5,0.04709024635495221,-0.00953291233388227,0.5,0.13165584415584416,1,6,False
RANGE_20,TARGET_TOP2_SAME_20,42,-0.011805078747083024,0.5,-0.09166666666666665,-0.018533795406034753,0.25,-0.06505871579400987,-0.14518578611292315,0.0,-0.096875,0.12028130608117205,0.6666666666666666,0.1875,2,6,False
WINNER_GAP_20,TARGET_FACTOR_MOM_20,42,0.08580129487692512,0.7222222222222222,0.004229746198664268,-0.025765306122448973,0.4166666666666667,0.0007925915648271213,0.09224489795918367,0.8333333333333334,0.007848667857682444,-0.06127450980392157,0.3333333333333333,-0.01151501044814759,3,6,False
BREADTH_CHANGE_20,TARGET_TOP2_SAME_20,42,0.046886608176271286,0.5,-0.02676149511187874,-0.03148379373173723,0.4166666666666667,-0.02282478676929478,-0.10824912853655778,0.16666666666666666,-0.059861191440138795,-0.15282104166719773,0.3333333333333333,-0.08392857142857142,4,6,False
AVG_PAIR_CORR_60,TARGET_RANK_CORR_60,42,-0.01455333632779248,0.5,-0.13630952380952382,-0.03195063706943884,0.4166666666666667,-0.08874458874458879,0.22445492667096342,0.6666666666666666,0.17236588947115267,0.30311863327613076,0.8333333333333334,,3,6,False
BREADTH_60,TARGET_RANK_CORR_60,42,-0.0369210961434358,0.4444444444444444,-0.013201774962858737,-0.03201378409874059,0.3333333333333333,0.023939146808820998,-0.021378901750481887,0.5,-0.06816893424036283,0.04742651528724925,0.5,0.34291898577612867,3,6,False
AVG_PAIR_CORR_60,TARGET_TOP2_SURVIVAL_20,42,0.006933102133905522,0.5,-0.03947368421052633,-0.04659764572170304,0.3333333333333333,-0.041666666666666685,-0.005430437059657867,0.3333333333333333,-0.012530193236714976,-0.09654935302069774,0.0,,2,6,False
SIGN_ALIGNMENT_20_60,TARGET_RANK_CORR_60,42,0.040628184765545805,0.6111111111111112,0.06844061735366086,-0.057061363679563964,0.4166666666666667,-0.09433875637369285,0.0316175814646685,0.5,0.10910328456912305,-0.08185813890301609,0.3333333333333333,-0.04426129426129427,1,6,False
BREADTH_CHANGE_20,TARGET_RANK_CORR_60,42,-0.01770096239447237,0.5,0.04037267080745341,-0.06128681667961591,0.3333333333333333,-0.09064836003051105,0.1598662376000459,0.6666666666666666,0.0734375273848958,-0.053774162028551384,0.5,-0.07738095238095238,1,6,False
BREADTH_60,TARGET_RANK_CORR_20,42,-0.08486771228931873,0.2222222222222222,-0.018805339014067682,-0.07040119833598835,0.08333333333333333,-0.10413648764542607,0.03585803912327238,0.5,0.05180900970374651,0.05872654394611844,0.5,-0.07964852607709749,0,6,False
DISPERSION_60,TARGET_FACTOR_MOM_20,42,0.0802659525348601,0.6111111111111112,0.028977971173275215,-0.0745223621363439,0.4166666666666667,-0.005158117530008854,0.025510204081632654,0.6666666666666666,0.002560102258865992,0.03676470588235295,0.5,,4,6,False
BREADTH_CHANGE_20,TARGET_RANK_CORR_20,42,0.1005435245671395,0.6111111111111112,0.05443912812333865,-0.07795170214426264,0.25,-0.14346389689639116,-0.1508872218553072,0.0,-0.10333922279819636,0.08855192538778923,0.8333333333333334,0.07596371882086171,0,6,False
WINNER_GAP_20,TARGET_TOP2_SAME_20,42,0.008898608792613975,0.6111111111111112,0.011898395721925137,-0.08779210944928945,0.16666666666666666,-0.09189560439560442,-0.006227817813565684,0.5,-0.004934210526315777,-0.15666539820432113,0.5,-0.125,0,6,False
PREV_RANK_CORR_20,TARGET_RANK_CORR_60,42,-0.0637572325674655,0.3333333333333333,-0.06192855347267114,-0.09066151059498996,0.3333333333333333,-0.031930827886710256,0.16350730889360143,0.8333333333333334,0.1021541950113379,0.2059230060394524,0.6666666666666666,0.10416666666666663,2,6,False
RANK_TURNOVER_20,TARGET_RANK_CORR_60,42,-0.0637572325674655,0.3333333333333333,-0.06192855347267114,-0.09066151059498996,0.3333333333333333,-0.031930827886710256,0.16350730889360143,0.8333333333333334,0.1021541950113379,0.2059230060394524,0.6666666666666666,0.10416666666666663,2,6,False
CROSS_HORIZON_RANK_CORR,TARGET_RANK_CORR_60,42,-0.07258549959063924,0.3333333333333333,-0.03935472739820564,-0.10067931470443717,0.25,-0.054872889791368035,0.15511027013057974,0.6666666666666666,0.12806321358952935,-0.005901664461438024,0.5,-0.08404195011337867,2,6,False
LOSER_WEAKNESS_20,TARGET_RANK_CORR_60,42,0.018982557777193966,0.6666666666666666,-0.02527605244996549,-0.10369674549756194,0.3333333333333333,-0.09558150183150187,-0.05137498379989526,0.16666666666666666,-0.08164398237927652,-0.1062957871616537,0.3333333333333333,-0.3306878306878307,1,6,False
BREADTH_CHANGE_20,TARGET_FACTOR_MOM_20,42,0.07435376884456904,0.6111111111111112,0.006414743603960815,-0.11442608406986314,0.08333333333333333,-0.017769049986845746,-0.057338968841339,0.16666666666666666,0.0010324231314314952,-0.0835449649315139,0.16666666666666666,-0.019181931013216774,0,6,False
FACTOR_VOL_MEDIAN_60,TARGET_RANK_CORR_60,42,0.06647734304809841,0.6111111111111112,-0.028273809523809527,-0.12529196603506498,0.25,-0.14696969696969697,-0.17285200532081377,0.3333333333333333,-0.055811571940604265,0.1288423591894645,0.5,-0.08276643990929705,1,6,False
AVG_PAIR_CORR_60,TARGET_TOP2_SAME_20,42,0.020080735609018754,0.5,0.010526315789473661,-0.18655661966859868,0.16666666666666666,-0.08454106280193238,0.05557374564914377,0.5,0.027989130434782614,-0.2285344815542269,0.3333333333333333,,1,6,False
AVG_PAIR_CORR_60,TARGET_RANK_CORR_20,42,0.03780218958396739,0.5555555555555556,0.023863148863148873,-0.19926855179585784,0.25,-0.22811447811447816,0.1987569885272327,1.0,0.19287802840434418,-0.13637355040809068,0.3333333333333333,,1,6,False
AVG_PAIR_CORR_60,TARGET_FACTOR_MOM_20,42,0.019453781512605038,0.5555555555555556,-0.006544035081067712,-0.21474489795918367,0.25,-0.024354459169922675,0.08285714285714285,0.8333333333333334,0.01868526094384046,-0.11764705882352942,0.16666666666666666,,1,6,False
