date,sample,universe,factor,family,strategy,gross,turnover
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PBR12MF,VALUE,CF20,0.016154220832867567,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PER12MF,VALUE,BASE,-0.009044332195768407,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PER12MF,VALUE,VETO20,-0.010581721434004992,0.09999999999999998
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PER12MF,VALUE,PROMOTE20,0.000339882947716795,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PER12MF,VALUE,VETO_PROMOTE20,-0.001252587599077959,0.25
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PER12MF,VALUE,CF20,-0.006383572563567426,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM1M,MOMENTUM,BASE,-0.0015714137945216575,0.35
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM1M,MOMENTUM,VETO20,0.01010420704603401,0.5
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM1M,MOMENTUM,PROMOTE20,-0.010128015481957046,0.5
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM1M,MOMENTUM,VETO_PROMOTE20,0.002751974317651404,0.4
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM1M,MOMENTUM,CF20,-0.01385228488154735,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM12_1,MOMENTUM,BASE,0.019060719829062375,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO20,0.00704164943444031,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM12_1,MOMENTUM,PROMOTE20,0.0278400016575298,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO_PROMOTE20,0.012125587474205664,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20,0.007434632215576907,0.25
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,BASE,0.02427304010663739,0.6
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO20,0.022530642782568642,0.75
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,PROMOTE20,0.0172810136640922,0.5
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,0.029892844445215762,0.75
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20,0.009561997201931077,0.6
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,BASE,0.0034437523347378833,0.35
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO20,0.004111273370541587,0.5
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,PROMOTE20,-0.004949723718935357,0.55
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,0.004602266913773671,0.55
2020-02-04,LATE_2020_2022,KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20,0.0034437523347378833,0.4
2020-02-04,LATE_2020_2022,KOSPI_ALL,OP12_REV,REVISION,BASE,0.012095558662966802,0.5
2020-02-04,LATE_2020_2022,KOSPI_ALL,OP12_REV,REVISION,VETO20,0.014586283790756471,0.55
2020-02-04,LATE_2020_2022,KOSPI_ALL,OP12_REV,REVISION,PROMOTE20,0.022147070335389075,0.6
2020-02-04,LATE_2020_2022,KOSPI_ALL,OP12_REV,REVISION,VETO_PROMOTE20,0.022429501043674617,0.6
2020-02-04,LATE_2020_2022,KOSPI_ALL,OP12_REV,REVISION,CF20,0.020915988087596784,0.4
2020-02-04,LATE_2020_2022,KOSPI_ALL,OPFY1_REV,REVISION,BASE,0.016383074191060613,0.85
2020-02-04,LATE_2020_2022,KOSPI_ALL,OPFY1_REV,REVISION,VETO20,0.022037600519691027,0.7
2020-02-04,LATE_2020_2022,KOSPI_ALL,OPFY1_REV,REVISION,PROMOTE20,0.009014378924310607,0.85
2020-02-04,LATE_2020_2022,KOSPI_ALL,OPFY1_REV,REVISION,VETO_PROMOTE20,0.023827743567217237,0.8
2020-02-04,LATE_2020_2022,KOSPI_ALL,OPFY1_REV,REVISION,CF20,0.021637223982767552,0.8
2020-02-04,LATE_2020_2022,KOSPI_ALL,PBR12MF,VALUE,BASE,0.027145884490624245,0.09999999999999998
2020-02-04,LATE_2020_2022,KOSPI_ALL,PBR12MF,VALUE,VETO20,0.02068084389511219,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_ALL,PBR12MF,VALUE,PROMOTE20,0.03357889693058491,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSPI_ALL,PBR12MF,VALUE,VETO_PROMOTE20,0.027945407056948944,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_ALL,PBR12MF,VALUE,CF20,0.026752362189819044,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSPI_ALL,PER12MF,VALUE,BASE,0.0005184012514178578,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSPI_ALL,PER12MF,VALUE,VETO20,-0.001148927038480517,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSPI_ALL,PER12MF,VALUE,PROMOTE20,0.0023721305439653832,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_ALL,PER12MF,VALUE,VETO_PROMOTE20,-0.002384673347656717,0.35
2020-02-04,LATE_2020_2022,KOSPI_ALL,PER12MF,VALUE,CF20,-0.00037621297610523923,0.25
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM1M,MOMENTUM,BASE,-0.007429988668810719,0.6
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM1M,MOMENTUM,VETO20,0.005698650932290205,0.65
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM1M,MOMENTUM,PROMOTE20,-0.007482295055679317,0.65
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.0008673526292164536,0.65
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM1M,MOMENTUM,CF20,0.0005897751022075508,0.65
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM12_1,MOMENTUM,BASE,0.02101215552002414,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM12_1,MOMENTUM,VETO20,0.0008066101136691678,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM12_1,MOMENTUM,PROMOTE20,0.0163467760249588,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM12_1,MOMENTUM,VETO_PROMOTE20,0.006478699865524615,0.35
2020-02-04,LATE_2020_2022,KOSPI_ALL,MOM12_1,MOMENTUM,CF20,0.006546965148978942,0.4
2020-02-04,LATE_2020_2022,KOSPI_ALL,PRIVATE_FLOW,FLOW,BASE,0.003346167875758195,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSPI_ALL,PRIVATE_FLOW,FLOW,VETO20,0.013691485698069734,0.55
2020-02-04,LATE_2020_2022,KOSPI_ALL,PRIVATE_FLOW,FLOW,PROMOTE20,-0.008349897881874327,0.6
2020-02-04,LATE_2020_2022,KOSPI_ALL,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,0.0015942874484877196,0.6
2020-02-04,LATE_2020_2022,KOSPI_ALL,PRIVATE_FLOW,FLOW,CF20,-0.0004599959909635711,0.6
2020-02-04,LATE_2020_2022,KOSPI_ALL,FOREIGN_FLOW,FLOW,BASE,0.014178487570396891,0.4
2020-02-04,LATE_2020_2022,KOSPI_ALL,FOREIGN_FLOW,FLOW,VETO20,0.010033649424390485,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSPI_ALL,FOREIGN_FLOW,FLOW,PROMOTE20,-0.004009332583809383,0.4
2020-02-04,LATE_2020_2022,KOSPI_ALL,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.002552403470694457,0.35
2020-02-04,LATE_2020_2022,KOSPI_ALL,FOREIGN_FLOW,FLOW,CF20,0.005604454981084711,0.35
2020-02-04,LATE_2020_2022,KOSDAQ,OP12_REV,REVISION,BASE,0.04784972182204143,0.35
2020-02-04,LATE_2020_2022,KOSDAQ,OP12_REV,REVISION,VETO20,0.05912036622776973,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ,OP12_REV,REVISION,PROMOTE20,0.021977579875315612,0.5
2020-02-04,LATE_2020_2022,KOSDAQ,OP12_REV,REVISION,VETO_PROMOTE20,0.05057204309675171,0.5
2020-02-04,LATE_2020_2022,KOSDAQ,OP12_REV,REVISION,CF20,0.03508334794252334,0.35
2020-02-04,LATE_2020_2022,KOSDAQ,OPFY1_REV,REVISION,BASE,0.053338577816034016,0.7
2020-02-04,LATE_2020_2022,KOSDAQ,OPFY1_REV,REVISION,VETO20,0.0363983418123861,0.75
2020-02-04,LATE_2020_2022,KOSDAQ,OPFY1_REV,REVISION,PROMOTE20,0.030978527726909826,0.8
2020-02-04,LATE_2020_2022,KOSDAQ,OPFY1_REV,REVISION,VETO_PROMOTE20,0.042772536252547545,0.75
2020-02-04,LATE_2020_2022,KOSDAQ,OPFY1_REV,REVISION,CF20,0.03606849096596914,0.65
2020-02-04,LATE_2020_2022,KOSDAQ,PBR12MF,VALUE,BASE,0.029347881288376603,0.25
2020-02-04,LATE_2020_2022,KOSDAQ,PBR12MF,VALUE,VETO20,0.03490407156738461,0.35
2020-02-04,LATE_2020_2022,KOSDAQ,PBR12MF,VALUE,PROMOTE20,0.015814909351948694,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ,PBR12MF,VALUE,VETO_PROMOTE20,0.019313741579372067,0.4
2020-02-04,LATE_2020_2022,KOSDAQ,PBR12MF,VALUE,CF20,0.03302046183554999,0.25
2020-02-04,LATE_2020_2022,KOSDAQ,PER12MF,VALUE,BASE,0.058019710999380116,0.25
2020-02-04,LATE_2020_2022,KOSDAQ,PER12MF,VALUE,VETO20,0.06037025908376061,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSDAQ,PER12MF,VALUE,PROMOTE20,0.04732221072602348,0.4
2020-02-04,LATE_2020_2022,KOSDAQ,PER12MF,VALUE,VETO_PROMOTE20,0.042970836407826264,0.35
2020-02-04,LATE_2020_2022,KOSDAQ,PER12MF,VALUE,CF20,0.06230276144331193,0.25
2020-02-04,LATE_2020_2022,KOSDAQ,MOM1M,MOMENTUM,BASE,0.01973208671600307,0.65
2020-02-04,LATE_2020_2022,KOSDAQ,MOM1M,MOMENTUM,VETO20,-0.0058664820565546725,0.65
2020-02-04,LATE_2020_2022,KOSDAQ,MOM1M,MOMENTUM,PROMOTE20,0.03515075669200357,0.6
2020-02-04,LATE_2020_2022,KOSDAQ,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.01282049460324424,0.6
2020-02-04,LATE_2020_2022,KOSDAQ,MOM1M,MOMENTUM,CF20,0.022226887143831406,0.55
2020-02-04,LATE_2020_2022,KOSDAQ,MOM12_1,MOMENTUM,BASE,0.07107364639067515,0.050000000000000044
2020-02-04,LATE_2020_2022,KOSDAQ,MOM12_1,MOMENTUM,VETO20,0.05780416946617285,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ,MOM12_1,MOMENTUM,PROMOTE20,0.04423722541221744,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSDAQ,MOM12_1,MOMENTUM,VETO_PROMOTE20,0.05492216449021923,0.25
2020-02-04,LATE_2020_2022,KOSDAQ,MOM12_1,MOMENTUM,CF20,0.05863796922387986,0.09999999999999998
2020-02-04,LATE_2020_2022,KOSDAQ,PRIVATE_FLOW,FLOW,BASE,-0.0026277290236707304,0.4
2020-02-04,LATE_2020_2022,KOSDAQ,PRIVATE_FLOW,FLOW,VETO20,0.0024160086950390106,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ,PRIVATE_FLOW,FLOW,PROMOTE20,-0.011848311713317124,0.5
2020-02-04,LATE_2020_2022,KOSDAQ,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.012937974238498549,0.5
2020-02-04,LATE_2020_2022,KOSDAQ,PRIVATE_FLOW,FLOW,CF20,-0.004919108979192064,0.4
2020-02-04,LATE_2020_2022,KOSDAQ,FOREIGN_FLOW,FLOW,BASE,0.002757173978574596,0.4
2020-02-04,LATE_2020_2022,KOSDAQ,FOREIGN_FLOW,FLOW,VETO20,-0.011947104314942312,0.5
2020-02-04,LATE_2020_2022,KOSDAQ,FOREIGN_FLOW,FLOW,PROMOTE20,0.0024040287211925717,0.5
2020-02-04,LATE_2020_2022,KOSDAQ,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.012975762128441135,0.5
2020-02-04,LATE_2020_2022,KOSDAQ,FOREIGN_FLOW,FLOW,CF20,-0.013364097411613526,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,BASE,0.024059933296308837,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,VETO20,0.03311114643090067,0.4
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,PROMOTE20,0.00378331339854273,0.6
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,VETO_PROMOTE20,0.02150676576196396,0.55
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OP12_REV,REVISION,CF20,0.016220842609892212,0.55
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,BASE,0.031168999461559425,0.7
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,VETO20,0.02098649950029735,0.8
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,PROMOTE20,0.017969194682215344,0.8
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,VETO_PROMOTE20,0.020163207585466643,0.8
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,OPFY1_REV,REVISION,CF20,0.0339458388107296,0.75
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,BASE,0.031169579118196466,0.09999999999999998
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,VETO20,0.01609933893030418,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,PROMOTE20,0.0366856806781364,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,VETO_PROMOTE20,0.029022116796016278,0.25
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PBR12MF,VALUE,CF20,0.024281542600068772,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,BASE,-0.0007836409728908114,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,VETO20,-0.0006328048607741315,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,PROMOTE20,0.0004281968435662628,0.4
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,VETO_PROMOTE20,-0.0036867155719653836,0.35
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PER12MF,VALUE,CF20,-0.0015388147716295312,0.25
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,BASE,0.03968969660904648,0.7
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,VETO20,0.025353102441264496,0.75
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,PROMOTE20,0.01757625239961672,0.6
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,VETO_PROMOTE20,0.021610397962479492,0.75
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM1M,MOMENTUM,CF20,0.007844049604664876,0.75
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,BASE,0.06868182104322902,0.09999999999999998
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,VETO20,0.05426689978624083,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,PROMOTE20,0.03942871677610178,0.4
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,VETO_PROMOTE20,0.0446176428296928,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,MOM12_1,MOMENTUM,CF20,0.007028536926993656,0.35
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,BASE,-0.0009825536111884854,0.55
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,VETO20,-0.0031045974629767817,0.65
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,PROMOTE20,-0.0046209305323346075,0.6
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,-0.0003795357968681301,0.7
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,FLOW,CF20,-0.021596436438983877,0.6
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,BASE,0.007441178000772639,0.6
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,VETO20,-0.0024091455578851687,0.6
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,PROMOTE20,0.017280686641794683,0.6
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.0083995360631858,0.5
2020-02-04,LATE_2020_2022,KOSPI_KOSDAQ_ALL,FOREIGN_FLOW,FLOW,CF20,0.0084719627847816,0.5
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,BASE,0.029917025658576585,0.35
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,VETO20,0.03749156659953281,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,PROMOTE20,0.024675912631566495,0.5
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,VETO_PROMOTE20,0.03540413429813524,0.44999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,REVISION,CF20,0.02769840651477972,0.5
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,BASE,0.04283427363124685,0.75
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,VETO20,0.03427654479191242,0.8
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,PROMOTE20,0.031649708584729166,0.7
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,VETO_PROMOTE20,0.023604809309755025,0.75
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,REVISION,CF20,0.04067946951180592,0.75
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,BASE,0.013630765276898684,0.050000000000000044
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,VETO20,0.014799451616937987,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,PROMOTE20,0.0024779220942229194,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,VETO_PROMOTE20,0.004135221591269739,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PBR12MF,VALUE,CF20,0.009819946295770186,0.25
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,BASE,-0.005092756417026051,0.19999999999999996
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,VETO20,-0.004719304319395673,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,PROMOTE20,0.005136741259128744,0.30000000000000004
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,VETO_PROMOTE20,0.0068014649719480595,0.35
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,VALUE,CF20,-0.001025841236439197,0.35
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,BASE,0.0267989257828053,0.65
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,VETO20,0.013960804262720969,0.75
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,PROMOTE20,0.014379599513964433,0.6
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,VETO_PROMOTE20,0.010179118584561678,0.7
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM1M,MOMENTUM,CF20,0.013871710044270888,0.7
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,BASE,0.06572829835103014,0.15000000000000002
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO20,0.06177319740142313,0.25
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,PROMOTE20,0.047362744401659315,0.35
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,VETO_PROMOTE20,0.05293527979409988,0.35
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,CF20,0.03025037633227477,0.35
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,BASE,0.005175418470831026,0.55
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO20,-0.00023842904010313096,0.7
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,PROMOTE20,0.00997769992164117,0.6
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,VETO_PROMOTE20,0.010437365611997144,0.6
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,PRIVATE_FLOW,FLOW,CF20,0.00684130692636022,0.6
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,BASE,0.005357340882792129,0.6
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO20,-0.005493552875497314,0.6
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,PROMOTE20,0.017280686641794683,0.5
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,VETO_PROMOTE20,-0.010483373181166308,0.55
2020-02-04,LATE_2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FOREIGN_FLOW,FLOW,CF20,0.0014598142361237978,0.44999999999999996
2020-02-18,LATE_2020_2022,K200,OP12_REV,REVISION,BASE,-0.0890953669539935,0.44999999999999996
2020-02-18,LATE_2020_2022,K200,OP12_REV,REVISION,VETO20,-0.09249467848370464,0.44999999999999996
2020-02-18,LATE_2020_2022,K200,OP12_REV,REVISION,PROMOTE20,-0.09540864812369385,0.55
2020-02-18,LATE_2020_2022,K200,OP12_REV,REVISION,VETO_PROMOTE20,-0.09765805284649025,0.44999999999999996
2020-02-18,LATE_2020_2022,K200,OP12_REV,REVISION,CF20,-0.09481246050699017,0.44999999999999996
2020-02-18,LATE_2020_2022,K200,OPFY1_REV,REVISION,BASE,-0.09317918249185142,0.5
2020-02-18,LATE_2020_2022,K200,OPFY1_REV,REVISION,VETO20,-0.10145746789319905,0.55
2020-02-18,LATE_2020_2022,K200,OPFY1_REV,REVISION,PROMOTE20,-0.0854143034740538,0.55
2020-02-18,LATE_2020_2022,K200,OPFY1_REV,REVISION,VETO_PROMOTE20,-0.0937775187539179,0.5
2020-02-18,LATE_2020_2022,K200,OPFY1_REV,REVISION,CF20,-0.1009471068855307,0.55
2020-02-18,LATE_2020_2022,K200,PBR12MF,VALUE,BASE,-0.12186490488781243,0.050000000000000044
2020-02-18,LATE_2020_2022,K200,PBR12MF,VALUE,VETO20,-0.1184965637121389,0.15000000000000002
2020-02-18,LATE_2020_2022,K200,PBR12MF,VALUE,PROMOTE20,-0.13754767675933152,0.19999999999999996
2020-02-18,LATE_2020_2022,K200,PBR12MF,VALUE,VETO_PROMOTE20,-0.1224825919970763,0.25
2020-02-18,LATE_2020_2022,K200,PBR12MF,VALUE,CF20,-0.12764347347138452,0.15000000000000002
2020-02-18,LATE_2020_2022,K200,PER12MF,VALUE,BASE,-0.11168862659127217,0.09999999999999998
2020-02-18,LATE_2020_2022,K200,PER12MF,VALUE,VETO20,-0.10433513534477952,0.25
2020-02-18,LATE_2020_2022,K200,PER12MF,VALUE,PROMOTE20,-0.10671316026881131,0.30000000000000004
2020-02-18,LATE_2020_2022,K200,PER12MF,VALUE,VETO_PROMOTE20,-0.10808427125539369,0.35
2020-02-18,LATE_2020_2022,K200,PER12MF,VALUE,CF20,-0.10719061406481141,0.25
2020-02-18,LATE_2020_2022,K200,MOM1M,MOMENTUM,BASE,-0.08407238061547644,0.55
2020-02-18,LATE_2020_2022,K200,MOM1M,MOMENTUM,VETO20,-0.08683194374337477,0.6
2020-02-18,LATE_2020_2022,K200,MOM1M,MOMENTUM,PROMOTE20,-0.08981343535932176,0.5
2020-02-18,LATE_2020_2022,K200,MOM1M,MOMENTUM,VETO_PROMOTE20,-0.08564792640291954,0.55
2020-02-18,LATE_2020_2022,K200,MOM1M,MOMENTUM,CF20,-0.08503335609589313,0.5
2020-02-18,LATE_2020_2022,K200,MOM12_1,MOMENTUM,BASE,-0.0940347950067753,0.19999999999999996
