universe,family_pair,anchor_family,other_family,contrast,outcome,n_blocks,sign_stability,median_train_diff,median_valid_diff,positive_valid_block_share,min_valid_n_left,min_valid_n_right
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,0.0087767463557124,0.0026700656545835273,1.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,1.0,-0.0006541213984149717,-0.0037993307782152146,0.0,8,14
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,-0.0005897885654402712,0.0011891693835779245,1.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,0.0,-0.0037402119060893626,0.0020278965515874514,1.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,-0.020147321128608356,-0.01983928118180255,0.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,0.002338217794167743,-0.007485209837408178,0.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,-0.017562570605904566,-0.03458631723444565,0.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,0.0019720771728289187,0.0008544641229057,1.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,0.004535623254968238,-0.030314297097388112,0.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,0.0012074302612613572,-0.010277076906637136,0.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,-0.017456881666119237,-0.02718158613678685,0.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,-0.0012301833452879845,-0.001492262005535956,0.0,21,10
KOSPI_ALL,REVISION_X_FLOW,FLOW,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,-0.001937763105818835,0.0019256639589038888,1.0,21,10
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,3,0.3333333333333333,0.0002290377620098921,0.004515433626409413,0.6666666666666666,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,3,0.6666666666666666,0.005001562849251114,0.012864916440379882,0.6666666666666666,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,3,0.6666666666666666,0.01924737059970512,0.02616606221228058,0.6666666666666666,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,3,0.3333333333333333,-5.9096673078026275e-05,-0.004033534166562474,0.3333333333333333,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,3,0.6666666666666666,0.007990604046360244,0.0029715130823699393,0.6666666666666666,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,3,0.3333333333333333,0.0010068289519185657,0.0040824556185974255,0.6666666666666666,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,3,0.6666666666666666,0.0010717481048098994,0.00934287458876824,1.0,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,3,0.6666666666666666,-0.0017087981444174633,-0.004701928469575186,0.3333333333333333,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,3,0.6666666666666666,0.005422992293936116,0.00047225109688243255,0.6666666666666666,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,3,0.3333333333333333,-0.0011754925472364937,-0.0003185141562887417,0.3333333333333333,8,9
KOSPI_ALL,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,3,0.3333333333333333,9.94535461211277e-05,-0.0005413240074555441,0.0,8,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,2,1.0,-0.002571513664439303,-0.0037328405082206234,0.0,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,2,0.5,0.00660961842535626,0.0010330103367470395,0.5,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,2,1.0,0.008951215519452417,0.011654324072855575,1.0,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,2,0.0,0.004105111379803585,-0.005067219365396167,0.5,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,2,0.0,0.010802602958783556,-0.010605808375882793,0.0,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,2,0.5,0.003347734239159682,-0.00814707146155756,0.0,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,2,0.5,-0.0015637798137236565,-0.02110780410136876,0.0,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,2,0.5,0.008337590081085129,-0.0039008921956043287,0.5,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,2,0.5,0.017972409797400942,-0.008052968786750377,0.5,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,2,0.0,0.0102199991891712,-0.007098307908248658,0.0,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,2,0.5,0.011327984525696937,-0.02815921794023226,0.0,13,9
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,-0.0016507471968155048,0.0036158999482210023,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,0.006788901724650515,0.014854366646753457,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,0.0,-0.0033490167152782115,0.00048328014881544173,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,-0.0006447984767610417,0.012526874769031329,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,-0.011643432807186844,0.022111367754080822,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,-0.008042385335145511,0.0002124354950383345,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,-0.01108500526105385,0.003792616497229513,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,0.01322332401236232,0.0015384779082329722,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,0.004377156323922724,0.01648128157594531,1.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,0.0,0.012131670626174273,-0.01712372932493579,0.0,9,15
KOSPI_ALL,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,0.012656717647204593,-0.0021886373831988964,0.0,9,15
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_1d_diff,1,1.0,0.002543234686857871,0.01817097820509668,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_5d_diff,1,1.0,0.014709187840681648,0.009135704481911436,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_20d_diff,1,1.0,0.01389759094948282,0.032204677507815055,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_5d_diff,1,1.0,0.012377948005261517,0.013213289110259544,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_20d_diff,1,1.0,0.01673357592439985,0.03451271879336181,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_5d_diff,1,1.0,-0.0020322315885343387,-0.007443962028058694,0.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_20d_diff,1,1.0,-0.0007501138629304061,-0.004413776216588471,0.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_5d_diff,1,1.0,0.013744531495662744,0.01791086668375087,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_20d_diff,1,1.0,0.021826618626684568,0.026279108058293282,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_5d_diff,1,0.0,-0.002383245561459741,0.0110112635631215,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_20d_diff,1,1.0,0.009972085516551613,0.006251548203578032,1.0,8,11
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,0.0007589038983069357,-0.008376616263883222,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,0.0,0.00452371463624613,-0.009663536375037196,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,-0.005162396717834981,-0.014223536278972049,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,0.011676240346578904,-0.013998230200183983,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,0.0010756855759712,-0.028529104336318202,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,-0.0011762615172187917,-0.001631295824084739,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,0.0002507318244843945,-0.03153851306929779,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,0.013112650039754606,-0.030029211710532015,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,0.005838353307600824,-0.02976372121878538,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,0.0,0.00430001430039564,-0.03462033774797872,0.0,17,8
KOSPI_ALL,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,0.010470984340588133,-0.02978941393531033,0.0,17,8
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,0.0005800557020080493,-0.0010341447794088954,0.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,0.005679953300424244,0.007204415935406891,1.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,-0.009793990288072919,-0.014954767353163652,0.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,0.015361583629230364,0.005251599726543126,1.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,0.014649094279787583,-0.0007359461473915759,0.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,0.0167896428679025,-0.00842275003122226,0.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,0.023842997814285845,0.004255622977989366,1.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,0.0034556009955048522,0.008186251064675527,1.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,0.006189582452114898,0.006124976060148529,1.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,-0.0011475860657614743,-0.004247231674777517,0.0,13,15
KOSPI_ALL,VALUE_X_FLOW,FLOW,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,0.001171124649198693,-0.00037005248201111944,0.0,13,15
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,-0.0016544533090627586,-0.00017331505170560665,0.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,0.0,0.0020197054496426097,-0.006821297635156726,0.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,0.00104449296620747,0.007917061927941694,1.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,0.005024585879340589,-0.00547951110781374,0.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,0.02161836681997553,0.011486727889566213,1.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,0.005139593091498234,-0.003806854199450003,0.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,0.021840928467236204,-0.0038446458327795075,0.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,0.002146112302705547,-0.005263929790764139,0.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,-0.00010785854158477516,0.010335057439739602,1.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,0.001398935037672246,0.0009451702885320131,1.0,17,12
KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,1.0,-0.007544271730977794,-0.001639776904167771,0.0,17,12
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,0.0027646620364028263,0.00022916707624107244,1.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,-0.0016724479862737286,-0.0005683964284714763,0.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,0.027278624231108047,0.05484198483378979,1.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,0.0020413541007015617,0.0052146856286799095,1.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,0.038526910650000024,0.06621368901199327,1.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,-0.0017995005057095982,0.006628529841844954,1.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,-0.0025875855301690136,0.016948100026725914,1.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,-0.009140233172139127,-0.006245542383376247,0.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,0.03494580669320411,0.04273405570793485,1.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,-0.011535110791370989,-0.004011009405094523,0.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,1.0,-0.0012299143482029443,-0.008705427486216052,0.0,21,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,2,0.0,0.000256242838162091,0.0017203414470698768,0.5,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,2,0.0,-0.00011912446807878555,0.0039608359482158585,0.5,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,2,0.5,-0.005194170957362063,0.01363227215318318,1.0,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,2,0.0,-0.0024822584512067323,0.005243311894430391,0.5,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,2,0.5,-0.005061264274276316,0.024243891080139517,1.0,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,2,0.0,-0.0019289679878470318,-0.0008787217934737809,0.5,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,2,0.0,-0.0022728632093570594,0.004412095429816013,0.5,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,2,0.0,-0.004672063965426372,0.0027493411095279325,0.5,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,2,0.5,-0.01295195942899282,0.020025947917457067,1.0,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,2,0.5,-0.00200654144287333,0.0033379160846986455,0.5,18,8
KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,2,0.0,-0.005512500214095861,0.012117989301333539,0.5,18,8
