era,universe,factor,sector,n_obs,mean_top_weight,mean_bottom_weight,mean_allocation_contribution,mean_within_selection_contribution,mean_abs_top_bottom_weight
2016-19,K200,FOREIGN_FLOW,전자와 전기제품,196,0.021459276628449563,0.010126448096372908,5.9778016690959896e-05,-5.26293302992624e-05,0.0261526967354035
2016-19,K200,FOREIGN_FLOW,제약과생물공학,196,0.08789302069377258,0.09866099010835853,-0.00013356350013441368,0.00022926547383928008,0.08429997715712001
2016-19,K200,FOREIGN_FLOW,증권,196,0.023369233895549683,0.018053041079356867,-7.052358433007992e-05,-8.703332930400093e-05,0.03147220675416164
2016-19,K200,FOREIGN_FLOW,"호텔,레스토랑,레저등",196,0.008649743142224345,0.01065041948500595,-3.947021880506109e-05,-4.053018167780149e-06,0.016077821059024066
2016-19,K200,MOM12_1,UNKNOWN,186,0.0005659309564233163,0.0009903791737408036,-7.761926407888355e-06,0.0,0.0015563101301641201
2016-19,K200,MOM12_1,교육서비스,195,0.0016561095508463928,0.0004048582995951417,-3.534287614920233e-05,0.0,0.002060967850441535
2016-19,K200,MOM12_1,기술하드웨어와장비,196,0.05090709179055043,0.023107138238717184,7.011786284137481e-05,0.00010192524105286903,0.039927279588933724
2016-19,K200,MOM12_1,내구소비재와의류,196,0.059988804349706604,0.08841658888651369,-0.00011384404299315034,-0.00027092233223976624,0.07261149319419996
2016-19,K200,MOM12_1,다각화된금융,196,0.002696170929253636,0.002578620999673631,-7.170924865059423e-05,0.0,0.005274791928927267
2016-19,K200,MOM12_1,디스플레이,196,0.004456120997474381,0.007717151044218713,-3.417960753704018e-05,0.0,0.012173272041693094
2016-19,K200,MOM12_1,미디어와엔터테인먼트,196,0.0450692367985601,0.022505789893007937,9.611564411940898e-05,2.5865033246513558e-05,0.035787062572776855
2016-19,K200,MOM12_1,반도체와반도체장비,196,0.03134908539043877,0.009428900876269297,0.00017136741863934475,-3.967140122508965e-05,0.03108152826197939
2016-19,K200,MOM12_1,보험,196,0.011728363702047913,0.01909092228641101,-4.613890463850559e-05,3.6170577940930425e-05,0.0235690174599949
2016-19,K200,MOM12_1,상업서비스와공급품,196,0.00471013440938253,0.0,7.434487439327808e-06,0.0,0.00471013440938253
2016-19,K200,MOM12_1,소매(유통),196,0.035299782010308325,0.03816410395357764,-4.3673520326529774e-05,0.0001139482276746266,0.03760364333672604
2016-19,K200,MOM12_1,소재,196,0.16690865751016126,0.13699135738609422,5.579242249194771e-05,-0.00017290574883827432,0.11025811354758723
