sample,universe,target,definition,metric,horizon,outcome,n_high,n_low,high_mean,low_mean,high_minus_low,nw_t
POST_2023_2024,KOSPI_ALL,MOMENTUM,C,FH_C_CONTINUOUS,5,spread,28,28,-0.0027486301793909493,-0.005081769301604628,0.002333139122213679,0.3138937406502149
POST_2023_2024,KOSPI_ALL,MOMENTUM,C,FH_C_CONTINUOUS,20,top,28,28,-0.016079147265875608,0.0037394112816388275,-0.019818558547514437,-1.5358449252468407
POST_2023_2024,KOSPI_ALL,MOMENTUM,C,FH_C_CONTINUOUS,20,spread,28,28,-0.0014839183292897648,-0.004086128965426834,0.002602210636137069,0.1838017182154883
POST_2023_2024,KOSPI_ALL,MOMENTUM,C,FH_C_INCLUSIVE,5,top,38,24,-0.0031022928058775713,5.255927270034587e-05,-0.0031548520785779173,-0.46733834360313364
POST_2023_2024,KOSPI_ALL,MOMENTUM,C,FH_C_INCLUSIVE,5,spread,38,24,0.003431625890335909,-0.006238353734658207,0.009669979624994116,1.2537289037832946
POST_2023_2024,KOSPI_ALL,MOMENTUM,C,FH_C_INCLUSIVE,20,top,38,24,-0.006463188864642235,0.004787024325773816,-0.011250213190416051,-0.7058508455960867
POST_2023_2024,KOSPI_ALL,MOMENTUM,C,FH_C_INCLUSIVE,20,spread,38,24,-0.0009618111289469251,-0.017313672217583714,0.016351861088636788,1.006575010260555
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,5,top,14,83,0.0076453904010787945,0.0022088963862624644,0.0054364940148163305,0.7404364637974274
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,5,spread,14,83,0.0037550388934488497,0.001959411906383757,0.0017956269870650927,0.3565641801958804
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,20,top,14,83,0.02440102586642858,0.009715088562572144,0.014685937303856438,1.6566660946569631
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,20,spread,14,83,0.024622595587839295,0.007246483418963651,0.017376112168875645,1.6953107143669761
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_INCLUSIVE,5,top,8,72,-0.002104503434257875,0.00264742940265531,-0.004751932836913185,-0.4478957418182362
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_INCLUSIVE,5,spread,8,72,0.0009944823990132626,0.001573220208656775,-0.0005787378096435123,-0.08349810142962925
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_INCLUSIVE,20,top,8,72,0.01596479800010459,0.009744655774310653,0.006220142225793935,0.58228600029856
POST_2023_2024,KOSPI_ALL,REVISION,A,FH_A_INCLUSIVE,20,spread,8,72,0.016462840197810812,0.005547222930745757,0.010915617267065057,0.8150154340191584
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_NET_BREADTH,5,top,29,26,0.0016593866152717414,0.003656669581464693,-0.0019972829661929516,-0.34179594272652736
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_NET_BREADTH,5,spread,29,26,0.006492374880437845,-0.0014885318761572613,0.007980906756595105,1.9467373535481927
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_NET_BREADTH,20,top,29,26,0.01664944917660344,0.014406401801674192,0.002243047374929249,0.22256985477642732
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_NET_BREADTH,20,spread,29,26,0.021094025570699667,-0.0002805809349049308,0.021374606505604597,1.4653768659341173
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_INCLUSIVE,5,top,39,25,0.0006105798436820511,0.008535731629199296,-0.007925151785517245,-1.33754502664792
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_INCLUSIVE,5,spread,39,25,0.006479075516451722,-0.0035544046330390727,0.010033480149490794,1.9671974601417774
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_INCLUSIVE,20,top,39,25,0.012097610285905332,0.025194782392521594,-0.013097172106616262,-1.0088715928424878
POST_2023_2024,KOSPI_ALL,REVISION,B,FH_B_INCLUSIVE,20,spread,39,25,0.020403881179099487,-0.0035157701061682488,0.023919651285267737,1.6553332668047818
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_CONTINUOUS,5,top,38,27,0.0007667260933085376,0.005449132901785985,-0.004682406808477447,-0.7725206170258453
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_CONTINUOUS,5,spread,38,27,0.002972405890919256,-0.0018976047526514258,0.004870010643570682,1.0776867745378151
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_CONTINUOUS,20,top,38,27,0.010199701036429844,0.024923460305285444,-0.0147237592688556,-1.467832000699671
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_CONTINUOUS,20,spread,38,27,0.011584587983563604,-0.002396540780646264,0.013981128764209868,0.9226625064847859
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_INCLUSIVE,5,top,38,24,-0.0010950803939375582,0.0065330950052861665,-0.0076281753992237245,-1.180803716436734
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_INCLUSIVE,5,spread,38,24,0.004261386243279422,-0.0024696186685676663,0.006731004911847088,1.5365847305024358
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_INCLUSIVE,20,top,38,24,0.005427697455539686,0.0273360072816715,-0.021908309826131817,-1.7197770874630376
POST_2023_2024,KOSPI_ALL,REVISION,C,FH_C_INCLUSIVE,20,spread,38,24,0.009769571516532918,-0.009953053531418973,0.019722625047951893,1.302054373620854
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,5,top,20,77,-0.0022144223188365654,0.0037585087625534616,-0.005972931081390027,-1.0573390721407456
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,5,spread,20,77,-0.00893170820068794,0.002232432273347552,-0.011164140474035493,-2.116795913921683
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,20,top,20,77,0.007126155483534516,0.009890274067313399,-0.002764118583778883,-0.30973564003196313
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,20,spread,20,77,-0.013786497852626117,0.0027581892564614583,-0.016544687109087575,-1.2852135205476403
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_INCLUSIVE,5,top,8,72,-0.005379425220443063,0.004352485702777165,-0.00973191092322023,-1.013773566756018
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_INCLUSIVE,5,spread,8,72,-0.005505390899626813,0.003156902433072163,-0.008662293332698976,-1.0395734504625187
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_INCLUSIVE,20,top,8,72,0.012064694283913938,0.011434949185389065,0.0006297450985248733,0.0537405524621823
POST_2023_2024,KOSPI_ALL,VALUE,A,FH_A_INCLUSIVE,20,spread,8,72,-1.0966228906987823e-05,0.0036035457114735494,-0.0036145119403805373,-0.2895925588825951
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_NET_BREADTH,5,top,38,28,0.00037701251140688453,0.009712326821973191,-0.009335314310566306,-1.4211713837039324
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_NET_BREADTH,5,spread,38,28,-0.001478061524025811,0.003134463101783301,-0.004612524625809112,-0.6783683000730382
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_NET_BREADTH,20,top,38,28,0.0002583524424696874,0.02633087406592402,-0.026072521623454335,-1.9958660832144852
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_NET_BREADTH,20,spread,38,28,-0.005768364340808543,0.020477170120801542,-0.026245534461610084,-1.1712716911217789
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_INCLUSIVE,5,top,39,25,-0.0030340449408998438,0.013981266012386265,-0.01701531095328611,-2.3780702711055346
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_INCLUSIVE,5,spread,39,25,-0.003433337544386026,0.0066237021965113805,-0.010057039740897406,-1.2440936784007555
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_INCLUSIVE,20,top,39,25,0.0006639184387571675,0.041296983938317704,-0.040633065499560535,-2.6345828908171494
POST_2023_2024,KOSPI_ALL,VALUE,B,FH_B_INCLUSIVE,20,spread,39,25,-0.010116912221974342,0.024534229094276796,-0.03465114131625114,-1.349212411745128
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_CONTINUOUS,5,top,37,33,-0.0008447862773476484,0.009887856801483845,-0.010732643078831493,-1.6543551425681733
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_CONTINUOUS,5,spread,37,33,-0.0011964588864436833,0.00261626863872416,-0.0038127275251678434,-0.5322936976396315
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_CONTINUOUS,20,top,37,33,0.001734622392099765,0.032146616265467824,-0.03041199387336806,-2.1893766474507856
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_CONTINUOUS,20,spread,37,33,-0.011662913488039845,0.014188588284432896,-0.02585150177247274,-1.2253364036375782
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_INCLUSIVE,5,top,38,24,-0.004251442735593361,0.010666044514590247,-0.014917487250183607,-2.3212932165759255
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_INCLUSIVE,5,spread,38,24,-0.001971305483790532,0.004450865778256166,-0.006422171262046698,-0.8490648656370604
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_INCLUSIVE,20,top,38,24,-0.0025377447572112947,0.04519533156659709,-0.04773307632380838,-3.4271898444213207
POST_2023_2024,KOSPI_ALL,VALUE,C,FH_C_INCLUSIVE,20,spread,38,24,-0.012050051499857047,0.019209689552172737,-0.031259741052029784,-1.211848206119613
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_HEALTHY_BREADTH,5,top,18,79,0.00011475580754093897,0.0022366019861944694,-0.0021218461786535305,-0.2745127688489124
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_HEALTHY_BREADTH,5,spread,18,79,0.0013457668472244627,0.0029153376461136236,-0.001569570798889161,-0.2787988451186918
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_HEALTHY_BREADTH,20,top,18,79,0.011319675026965539,0.005559940193692553,0.005759734833272986,0.2994494338850167
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_HEALTHY_BREADTH,20,spread,18,79,0.007184165198416022,0.01053242668325908,-0.003348261484843059,-0.22264870727966526
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_INCLUSIVE,5,top,15,70,-0.0009937585760477201,0.002027659299462443,-0.003021417875510163,-0.33484351175997346
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_INCLUSIVE,5,spread,15,70,0.0021007140551607007,0.0029862655780578833,-0.0008855515228971826,-0.13282934163916854
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_INCLUSIVE,20,top,15,70,0.004021054301076359,0.007229190652893913,-0.0032081363518175546,-0.13744627070599721
POST_2023_2024,KOSPI_EX_K200,FLOW,A,FH_A_INCLUSIVE,20,spread,15,70,0.006806383358011667,0.00958468445976852,-0.0027783011017568525,-0.154371248624084
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_NET_BREADTH,5,top,34,30,0.002547102057149191,0.005795402344226344,-0.0032483002870771533,-0.5032030238860494
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_NET_BREADTH,5,spread,34,30,0.0032164907916046063,0.0006976577932934334,0.002518832998311173,0.6040470694178085
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_NET_BREADTH,20,top,34,30,0.007854514592601662,0.01390447308884462,-0.0060499584962429576,-0.45029754581421255
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_NET_BREADTH,20,spread,34,30,0.011953925346175872,0.008651745294382375,0.0033021800517934966,0.2965633277682521
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_INCLUSIVE,5,top,37,31,0.0025504896421201374,0.005344248164987472,-0.0027937585228673344,-0.45019794014996284
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_INCLUSIVE,5,spread,37,31,0.00393805302215151,0.0019036021803362905,0.0020344508418152197,0.49899851377736815
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_INCLUSIVE,20,top,37,31,0.006065103463752633,0.015852809464992006,-0.009787706001239373,-0.7948655785281611
POST_2023_2024,KOSPI_EX_K200,FLOW,B,FH_B_INCLUSIVE,20,spread,37,31,0.011969594117551958,0.00906774258697007,0.002901851530581888,0.25429228952627414
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_CONTINUOUS,5,top,29,24,0.0023524998002008,0.005117825983885312,-0.0027653261836845123,-0.3625582390915931
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_CONTINUOUS,5,spread,29,24,0.005573741277014956,0.002722493042318825,0.0028512482346961313,0.5959037131410712
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_CONTINUOUS,20,top,29,24,0.005947313447051087,0.02160983177833196,-0.015662518331280875,-0.9680843770450102
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_CONTINUOUS,20,spread,29,24,0.011783904340510501,0.0083074195046847,0.003476484835825801,0.2486130323533701
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_INCLUSIVE,5,top,29,26,0.0008810695468455421,0.004457476396900619,-0.0035764068500550774,-0.4886171621274629
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_INCLUSIVE,5,spread,29,26,0.004444126647742958,0.0006545988574531198,0.003789527790289838,0.8142316152700684
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_INCLUSIVE,20,top,29,26,0.002713412773731505,0.017642922427096537,-0.014929509653365033,-0.9434759505679633
POST_2023_2024,KOSPI_EX_K200,FLOW,C,FH_C_INCLUSIVE,20,spread,29,26,0.012265885624180852,0.007805019303459034,0.004460866320721818,0.32002275230274685
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_HEALTHY_BREADTH,5,top,21,76,0.0013500765935386331,-0.001603389999474785,0.002953466593013418,0.28223842555312784
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_HEALTHY_BREADTH,5,spread,21,76,0.0017544002249811857,0.0009983180945679873,0.0007560821304131984,0.07375066072792075
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_HEALTHY_BREADTH,20,top,21,76,0.005152811658522825,-0.0053870860621795325,0.010539897720702358,0.39886775386045037
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_HEALTHY_BREADTH,20,spread,21,76,0.005215284403750264,0.005780473034154107,-0.0005651886304038432,-0.021940205209882373
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_INCLUSIVE,5,top,15,70,0.005712707962234819,-0.003421589724552337,0.009134297686787156,0.6580996348044774
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_INCLUSIVE,5,spread,15,70,0.007931956345252487,-0.0008665744964060084,0.008798530841658495,0.6493286510889776
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_INCLUSIVE,20,top,15,70,0.011918839485657282,-0.010984496778292793,0.022903336263950073,0.6448442264712514
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,FH_A_INCLUSIVE,20,spread,15,70,0.005523107978887305,-0.0016548266418589112,0.007177934620746216,0.2074073771967752
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_NET_BREADTH,5,top,40,21,0.0027145467033899253,-0.003070764334915805,0.00578531103830573,0.6370455448189319
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_NET_BREADTH,5,spread,40,21,0.006574324061549358,-0.006663728692888232,0.013238052754437589,1.679911556284652
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_NET_BREADTH,20,top,40,21,0.0028607706157084854,-0.01345656403517954,0.016317334650888027,0.6822863323449101
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_NET_BREADTH,20,spread,40,21,0.011823072614206889,-0.012088008061899493,0.02391108067610638,1.0219240312786442
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_INCLUSIVE,5,top,37,31,0.00493947009372935,-0.0020693959494761465,0.007008866043205497,0.8846136185015647
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_INCLUSIVE,5,spread,37,31,0.007959564808386799,-0.004723715602719141,0.012683280411105939,1.7104773703176503
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_INCLUSIVE,20,top,37,31,0.01415068824155999,-0.007446829691911402,0.021597517933471394,0.9745888882417608
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,FH_B_INCLUSIVE,20,spread,37,31,0.024648324541037835,-0.00613120073410132,0.030779525275139157,1.2050762769592727
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_CONTINUOUS,5,top,29,29,0.00019718334594650405,-0.000987688385089537,0.0011848717310360413,0.12545804034212424
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_CONTINUOUS,5,spread,29,29,0.007909169903667355,0.00041917611047891356,0.0074899937931884415,0.8799026989232801
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_CONTINUOUS,20,top,29,29,0.012411443053689155,0.00021634931029153795,0.012195093743397617,0.502477805333198
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_CONTINUOUS,20,spread,29,29,0.024112045012793612,0.007836784257564547,0.016275260755229067,0.6054628212850256
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_INCLUSIVE,5,top,29,26,0.004251723138058113,-0.0021231301976009738,0.006374853335659087,0.6664100727998369
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_INCLUSIVE,5,spread,29,26,0.006738512740352355,-0.0019276113160327953,0.00866612405638515,1.0167222088764847
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_INCLUSIVE,20,top,29,26,0.010018906465412262,-0.007756865353199713,0.017775771818611976,0.649915035237113
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,FH_C_INCLUSIVE,20,spread,29,26,0.016948104394959803,-0.006403099861459547,0.02335120425641935,0.8115127537869208
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_HEALTHY_BREADTH,5,top,23,74,0.00458993199121796,0.0033608543065254495,0.0012290776846925109,0.19908520033285823
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_HEALTHY_BREADTH,5,spread,23,74,0.0051967434076974905,0.001795483200688595,0.003401260207008896,0.48431216141937794
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_HEALTHY_BREADTH,20,top,23,74,0.017922616091255002,0.011481367369639122,0.00644124872161588,0.49051245411742167
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_HEALTHY_BREADTH,20,spread,23,74,0.023377826819053985,0.00452357738401849,0.018854249435035497,1.2692553276669567
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_INCLUSIVE,5,top,15,70,-0.0002349414981336659,0.003444267844141391,-0.003679209342275057,-0.6058661891083282
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_INCLUSIVE,5,spread,15,70,0.0017094776088654735,0.0028761919926563414,-0.001166714383790868,-0.1908696712665041
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_INCLUSIVE,20,top,15,70,0.011388398903936994,0.009995394215540406,0.0013930046883965878,0.08309742355931203
POST_2023_2024,KOSPI_EX_K200,REVISION,A,FH_A_INCLUSIVE,20,spread,15,70,0.006921030504854893,0.004975141170793373,0.00194588933406152,0.11330441928853763
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_NET_BREADTH,5,top,31,34,0.004997950555387802,0.005554565456898049,-0.0005566149015102471,-0.08240533047929499
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_NET_BREADTH,5,spread,31,34,0.003941207408008655,-0.0013240957396378446,0.0052653031476465,0.7249915778520241
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_NET_BREADTH,20,top,31,34,0.017159292615489406,0.010510972511203432,0.006648320104285973,0.49685219440200995
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_NET_BREADTH,20,spread,31,34,0.025126991234930247,-0.0008674579007750798,0.025994449135705325,1.751865690109384
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,5,top,37,31,0.0029381062414302727,0.005717416057833496,-0.0027793098164032234,-0.4249970900468989
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,5,spread,37,31,0.0005511988370334707,0.0008848593523452615,-0.0003336605153117908,-0.04753357514413101
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,20,top,37,31,0.018042905232184565,0.0171497341005586,0.0008931711316259652,0.07196319074904149
POST_2023_2024,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,20,spread,37,31,0.019986876533523244,0.0008255862419774313,0.019161290291545813,1.3865781700122761
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,5,top,35,27,0.007095276795983368,0.0027464262970829964,0.004348850498900372,0.6352699810559571
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,5,spread,35,27,0.008122492174824315,-0.004292182585230134,0.012414674760054449,1.5499148073703533
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,20,top,35,27,0.017730901947929614,0.002353340152420208,0.015377561795509406,1.201752303607464
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,20,spread,35,27,0.02427538296872256,-0.014519390798616494,0.03879477376733905,2.2040742249433154
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,5,top,29,26,0.0065295425208334095,0.0037348388123614,0.0027947037084720097,0.3785116439299557
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,5,spread,29,26,0.009068904286837827,0.0007668924096941858,0.00830201187714364,0.967690495535328
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,20,top,29,26,0.01764197382056268,0.01326146675466136,0.004380507065901318,0.33214726112465176
POST_2023_2024,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,20,spread,29,26,0.02282739175423466,-0.000922062675828608,0.02374945443006327,1.5764116115135696
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,5,top,22,75,-0.0016735250784591959,0.0036289188103530976,-0.005302443888812293,-0.9595078137919877
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,5,spread,22,75,-0.008523191048752396,-0.0022600119182768336,-0.006263179130475562,-0.7308526432580637
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,20,top,22,75,0.0019651114805907723,0.010148962930709745,-0.008183851450118972,-0.7468950640621477
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,20,spread,22,75,-0.039703740898170234,-0.008634076831852022,-0.03106966406631821,-1.5358213636880849
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,5,top,15,70,-0.004675154264500094,0.0023974492206935904,-0.007072603485193684,-1.0493211224424865
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,5,spread,15,70,-0.008071922873190366,-0.0034159704090827724,-0.004655952464107594,-0.45659370532852317
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,20,top,15,70,-0.001031483271965773,0.010033674995060988,-0.01106515826702676,-1.0739574056540568
POST_2023_2024,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,20,spread,15,70,-0.03787728203062642,-0.00687392859054715,-0.031003353440079272,-1.322497290721228
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,5,top,38,34,0.003418047495058414,-0.0006336829332926267,0.00405173042835104,0.677161555785733
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,5,spread,38,34,-0.004868939281855485,-0.0072808168284947865,0.0024118775466393013,0.27100194913379977
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,20,top,38,34,0.00606800708494086,0.012551527346763656,-0.006483520261822796,-0.5540342454640108
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,20,spread,38,34,-0.034472340426869245,0.0013912811593261405,-0.03586362158619539,-1.4977965532998745
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,5,top,37,31,0.0018511514360306273,0.0035567041174950293,-0.001705552681464402,-0.2722494859846412
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,5,spread,37,31,-0.005178487080636426,-0.0044672318008957225,-0.0007112552797407037,-0.07455005099162353
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,20,top,37,31,0.002804884770272838,0.022322733278849243,-0.019517848508576404,-1.308238973321049
POST_2023_2024,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,20,spread,37,31,-0.03501312526476228,0.006381807887677919,-0.0413949331524402,-1.578623879444897
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,5,top,33,29,0.0038455378809560286,0.0007714688300789204,0.003074069050877108,0.4422519948749784
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,5,spread,33,29,0.001447770301940827,-0.004945225079871786,0.006392995381812613,0.6339443442084313
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,20,top,33,29,0.0019147137090129735,0.015376564014361181,-0.013461850305348208,-0.9964938368735474
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,20,spread,33,29,-0.037661583892146404,0.013791645250951268,-0.051453229143097676,-1.9036804050390017
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,5,top,29,26,0.0008282180404536862,0.0020096894658433767,-0.0011814714253896904,-0.1640998208007716
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,5,spread,29,26,-0.007213111585051169,-0.0046336958300585195,-0.00257941575499265,-0.24256617470704483
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,20,top,29,26,-0.0027300451796074504,0.021356607450412273,-0.024086652630019724,-1.9345328779495294
POST_2023_2024,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,20,spread,29,26,-0.040690888565475675,0.0062337043587483145,-0.04692459292422399,-1.6192593740088788
POST_2023_2024,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,5,top,22,75,0.0009876461774036315,0.0015136947712950403,-0.0005260485938914088,-0.09867225030786604
POST_2023_2024,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,5,spread,22,75,0.00162185729113605,0.0012940374329108429,0.0003278198582252071,0.1174306911678246
POST_2023_2024,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,20,top,22,75,0.0036368763721205993,0.004269361655698951,-0.0006324852835783517,-0.0558770647493817
POST_2023_2024,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,20,spread,22,75,0.008874842822765105,0.0024897946205642454,0.006385048202200859,0.9608639403542902
