universe,cut_name,factor_a,factor_b,family_pair,contrast,outcome,train_diff,oos_diff,same_sign,signed_oos_confirmation
K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0010573903547206357,0.0018615137482819333,False,-0.0018615137482819333
K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.002430605466849904,-0.005881303201661064,True,0.005881303201661064
K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0016651880953965053,0.0006778361212109642,True,0.0006778361212109642
K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.001851313131221091,0.004802452495158061,False,-0.004802452495158061
K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.003195532148539499,0.003490005797487051,True,0.003490005797487051
K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.002139118857314875,0.006229176307430214,True,0.006229176307430214
K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0017024582011539405,0.005368207092357229,True,0.005368207092357229
K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0037677552623215657,0.00479891517057879,True,0.00479891517057879
K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.001410934407881052,0.0036965680827544655,False,-0.0036965680827544655
K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.001764272564990621,0.008853877816168455,False,-0.008853877816168455
K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0006508309407769893,-0.0008292893430038454,True,0.0008292893430038454
K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.002680760121739778,0.007567247318569516,True,0.007567247318569516
K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0028555670079205018,0.016302018863446184,True,0.016302018863446184
K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0004923058868162645,0.010344326833878719,False,-0.010344326833878719
K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.003065637342662364,0.005806169797921862,False,-0.005806169797921862
K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0004987014364927641,0.0061110055039580715,True,0.0061110055039580715
K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0006889363170342463,-0.0007669846036672955,False,-0.0007669846036672955
K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0018257797713197368,-0.008281245400485377,True,0.008281245400485377
K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0021507119610892815,0.004517286662015742,True,0.004517286662015742
K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0017436656764487045,-0.0032163529247972015,False,-0.0032163529247972015
K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0018677750845208895,0.0013562718616477354,True,0.0013562718616477354
K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.000857209242102804,-0.0035610973368189764,False,-0.0035610973368189764
K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0006112546618998892,0.006842980695308763,False,-0.006842980695308763
K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0007264177249908543,-0.0003793834266623093,False,-0.0003793834266623093
K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0049767877704234315,-0.0018581534152332631,True,0.0018581534152332631
K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0027307977891433428,-0.006037697711555629,True,0.006037697711555629
K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.00031472730451840864,0.005476335357371617,True,0.005476335357371617
K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.003960012309117709,0.006280918025253351,True,0.006280918025253351
K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0025295481660233265,-0.003779738163365607,False,-0.003779738163365607
K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0020346876614279765,-0.00029275786487542674,False,-0.00029275786487542674
K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.003665048374249332,0.010097887333527783,False,-0.010097887333527783
K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0025649595903827088,0.011546287616586343,False,-0.011546287616586343
K200,Q33,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.002004260208562636,0.017381563282359964,False,-0.017381563282359964
K200,Q33,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-8.409041370333867e-05,0.01580757085517879,False,-0.01580757085517879
K200,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.004017511624858901,0.01666681542197067,False,-0.01666681542197067
K200,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.001066229019950457,0.016160738463865995,False,-0.016160738463865995
K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.00209673607410827,0.004098048988065858,True,0.004098048988065858
K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0006714291868215389,0.005213391805685419,True,0.005213391805685419
K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0017297135622287136,0.007179452265567224,False,-0.007179452265567224
K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0009750116442261223,0.01254808520622833,False,-0.01254808520622833
K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0011588750935775023,-0.0019941432559782645,True,0.0019941432559782645
K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.005537597711650606,-0.0032539537972230063,False,-0.0032539537972230063
K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0003083276540438965,0.005311433623385693,False,-0.005311433623385693
K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.003163632584175581,0.008970699574577117,True,0.008970699574577117
K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0005708152279403785,-0.0030144463795299978,False,-0.0030144463795299978
K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0014732017568072817,-0.007125060297272051,True,0.007125060297272051
K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.00022051848024027333,0.0035268639626520777,False,-0.0035268639626520777
K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0017501549454284858,0.005666971081257646,False,-0.005666971081257646
K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.005936427317174619,0.004786713603713442,True,0.004786713603713442
K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.006000952904903283,0.006719191513562034,True,0.006719191513562034
K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.003076828067555157,0.0033473424637863697,True,0.0033473424637863697
K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.00615896396008643,0.003098602330416853,True,0.003098602330416853
K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0014614589857997818,0.01470345350451326,True,0.01470345350451326
K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.00012943473958321335,0.0009827654233384633,False,-0.0009827654233384633
K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.001630171329020295,0.008150478532064749,True,0.008150478532064749
K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.00782441621555802,0.028155480954673094,True,0.028155480954673094
K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0016272103243466932,0.014208572222901056,True,0.014208572222901056
K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.002014639557430477,0.003845564993203677,False,-0.003845564993203677
K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,2.852903195285178e-05,0.0044810608802311105,True,0.0044810608802311105
K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0007368065692619431,0.008197872247469078,True,0.008197872247469078
K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.002836407328371529,-0.006536069717693216,True,0.006536069717693216
K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0022939532169962583,0.005284011618742675,True,0.005284011618742675
K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0007873886765838888,-0.005370840203634531,False,-0.005370840203634531
K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0016100592362507384,0.00944931358529529,False,-0.00944931358529529
K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0002517036706463241,-0.009766854250314455,True,0.009766854250314455
K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,6.417510666925294e-06,0.010519586000540997,True,0.010519586000540997
K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0003421290977082066,-0.0065373244317683595,False,-0.0065373244317683595
K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.002181167193162979,-0.003533660708949721,True,0.003533660708949721
K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0004754928111270894,-0.0063512689365617285,True,0.0063512689365617285
K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0012042033259156094,0.007029394025227426,True,0.007029394025227426
K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0037948057734793943,0.006449884411270802,True,0.006449884411270802
K200,Q50,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0025074542594237664,-0.0018684777297879032,True,0.0018684777297879032
K200,Q50,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.002860146814049529,-0.003260200119595618,True,0.003260200119595618
K200,Q50,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0009845640314486987,0.02473189369875434,False,-0.02473189369875434
K200,Q50,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0011753805885264615,0.02668612571240917,True,0.02668612571240917
K200,Q50,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0018028411424354733,0.014654503565688471,False,-0.014654503565688471
K200,Q50,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0006731048247714202,0.01621091120220828,False,-0.01621091120220828
K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.002310889814866373,0.0024919963105909564,True,0.0024919963105909564
K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.005452450636468821,0.011047021614426377,True,0.011047021614426377
K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-6.292683916544046e-05,0.004475108764327305,False,-0.004475108764327305
K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.002649463510527988,0.018992894363089242,True,0.018992894363089242
K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0031146309454056567,-0.0024284720537906413,False,-0.0024284720537906413
K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.006099209819572744,-0.006386725792267572,False,-0.006386725792267572
K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.00012342492197587224,-0.0012442032175537284,True,0.0012442032175537284
K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0025818184252978556,-0.0001366859374048317,False,-0.0001366859374048317
K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0022355546339543663,-0.01582761813614096,True,0.01582761813614096
K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.005585410213252614,-0.01573534936295633,True,0.01573534936295633
K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.00029197628195070215,0.007194324002174137,False,-0.007194324002174137
K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.001614743251489675,0.008356025913690847,False,-0.008356025913690847
K200,Q50,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.00020556297871894091,0.00451513885599149,False,-0.00451513885599149
K200,Q50,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0016502036717730903,0.009088355545323095,True,0.009088355545323095
K200,Q50,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.004276072491125348,0.0018219711575824002,True,0.0018219711575824002
K200,Q50,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.007572323111944298,0.006875932077786767,True,0.006875932077786767
K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0010972961891627725,-0.006601132665276235,True,0.006601132665276235
K200,Q50,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.00013643944157892623,0.00371108662544348,False,-0.00371108662544348
K200,Q50,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0035249774222825252,-0.0013732373938089527,True,0.0013732373938089527
K200,Q50,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0005300646257442754,0.002880222252518815,False,-0.002880222252518815
K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0015870461038719557,0.007225628423961176,False,-0.007225628423961176
K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.001345152656620224,-0.011722304381605975,True,0.011722304381605975
K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.00085909767303092,-0.007816526706322277,True,0.007816526706322277
K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.00014656933218925054,-0.019611273798642144,True,0.019611273798642144
K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0016964801453953474,0.01179288513665492,False,-0.01179288513665492
K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.000747918751749592,-0.008295043575403182,True,0.008295043575403182
K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0017813277051753646,0.0036452855648025314,False,-0.0036452855648025314
K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0004176127552285151,-0.015283230701189776,True,0.015283230701189776
K200,Q50,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.004120958008641146,-0.005576731563624448,False,-0.005576731563624448
K200,Q50,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0020595616405687783,-0.000372739414072407,False,-0.000372739414072407
KOSDAQ,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0018850204264358253,0.004352835069305171,False,-0.004352835069305171
KOSDAQ,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.003122323086284088,0.0021130476530906235,True,0.0021130476530906235
KOSDAQ,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.005535692030531532,0.000376949941250088,True,0.000376949941250088
KOSDAQ,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.002511729326978273,0.009209526599031856,True,0.009209526599031856
KOSDAQ,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0006293371675616661,0.002490324275602312,False,-0.002490324275602312
KOSDAQ,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.002999763650127357,0.0012596027851107209,True,0.0012596027851107209
KOSDAQ,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0034374133369625155,0.010126945855605765,True,0.010126945855605765
KOSDAQ,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,4.616577546000754e-05,0.00873727972709699,True,0.00873727972709699
KOSDAQ,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.003999341003332118,0.0067317641864487,True,0.0067317641864487
KOSDAQ,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0018364795174375939,0.0038784956114828054,False,-0.0038784956114828054
KOSDAQ,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0030026807252732596,0.0022000322806991603,True,0.0022000322806991603
KOSDAQ,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0033357913901566416,0.004523307836824421,False,-0.004523307836824421
