universe,eval_year,period,feature,target,train_n,test_n,train_spearman,direction,oos_spearman,directed_oos_spearman,raw_high_minus_low,directed_high_minus_low
K200,2020,DEV_2020_2022,AVG_PAIR_CORR_60,TARGET_TOP2_DROP_SHARE_20,184,50,-0.07318933377528383,-1,-0.42890117365741565,0.42890117365741565,,
K200,2020,DEV_2020_2022,PC1_SHARE_60,TARGET_TOP2_DROP_SHARE_20,184,50,0.014593067589898942,1,0.08750540058627185,0.08750540058627185,,
K200,2020,DEV_2020_2022,FACTOR_VOL_MEDIAN_60,TARGET_TOP2_DROP_SHARE_20,184,50,0.07545325437732926,1,0.12315189987497879,0.12315189987497879,0.11388888888888887,0.11388888888888887
K200,2020,DEV_2020_2022,SIGN_ALIGNMENT_20_60,TARGET_TOP2_DROP_SHARE_20,184,50,-0.05960479793704318,-1,0.22779325201206843,-0.22779325201206843,0.09507640067911716,-0.09507640067911716
K200,2020,DEV_2020_2022,LEADER_ABS_SHARE_20,TARGET_TOP2_DROP_SHARE_20,184,50,-0.09597856490696438,-1,-0.10673164655831496,0.10673164655831496,-0.10817307692307687,0.10817307692307687
K200,2020,DEV_2020_2022,TOP2_ABS_SHARE_20,TARGET_TOP2_DROP_SHARE_20,184,50,-0.13436519840091932,-1,-0.22021846062032072,0.22021846062032072,-0.1690476190476191,0.1690476190476191
K200,2020,DEV_2020_2022,LEADER_Z_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.012630239051356098,1,-0.04915683429608858,-0.04915683429608858,-0.1111111111111111,-0.1111111111111111
K200,2020,DEV_2020_2022,TOP2_PREMIUM_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.05070223654815605,1,0.14767835419607162,0.14767835419607162,0.0803571428571429,0.0803571428571429
K200,2020,DEV_2020_2022,EXTREME_RANGE_RATIO_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.06864586495544024,1,0.28517199430965556,0.28517199430965556,0.25,0.25
K200,2020,DEV_2020_2022,BREADTH_20,TARGET_WORST_LEADER_LOSS_20,184,50,-0.09558333295510298,-1,0.04182784150664593,-0.04182784150664593,0.003876607473733605,-0.003876607473733605
K200,2020,DEV_2020_2022,BREADTH_60,TARGET_WORST_LEADER_LOSS_20,184,50,-0.06845965232493102,-1,0.02389246429402579,-0.02389246429402579,-0.01611212785827736,0.01611212785827736
