sample,variant,threshold,top_n,weighting,cost_bps,n_periods,annualized_return,sharpe,mdd,avg_turnover,avg_eligible,avg_rank_ic
FULL,MOM12_1_1M_GT_P00,0.0,20,equal,100,253,-0.08493011703428877,-0.22693899391723252,-0.7787790732624699,0.4717391304347827,94.19762845849803,-0.017324200466153784
FULL,MOM12_1_1M_GT_P00,0.0,20,rank_linear,0,253,0.03709373957608331,0.26741375083342567,-0.6108132988356156,0.4799924712968191,94.19762845849803,-0.017324200466153784
FULL,MOM12_1_1M_GT_P00,0.0,20,rank_linear,30,253,4.712434937648169e-05,0.1371591606053133,-0.6639789594136613,0.4799924712968191,94.19762845849803,-0.017324200466153784
FULL,MOM12_1_1M_GT_P00,0.0,20,rank_linear,60,253,-0.0357324785686155,0.007120886889812944,-0.7099514446254707,0.4799924712968191,94.19762845849803,-0.017324200466153784
FULL,MOM12_1_1M_GT_P00,0.0,20,rank_linear,100,253,-0.08153910308436041,-0.16588111322583662,-0.7803125192873797,0.4799924712968191,94.19762845849803,-0.017324200466153784
FULL,MOM12_1_1M_GT_P05,5.0,5,equal,0,257,0.08157568474031662,0.38986985439990823,-0.6130051690834344,0.5926070038910506,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,5,equal,30,257,0.034213490495950794,0.26909292301723114,-0.7139191457796059,0.5926070038910506,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,5,equal,60,257,-0.011166869209132901,0.1482335711142936,-0.798104942722595,0.5926070038910506,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,5,equal,100,257,-0.06872743250784419,-0.012980236412793745,-0.8732921579620452,0.5926070038910506,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,5,rank_linear,0,257,0.08628970050624729,0.3950887803008481,-0.6027122007056286,0.6105058365758756,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,5,rank_linear,30,257,0.03728778937559141,0.28266758638784856,-0.707881358495656,0.6105058365758756,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,5,rank_linear,60,257,-0.009601921407817016,0.1702044942209427,-0.7877690429017495,0.6105058365758756,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,5,rank_linear,100,257,-0.06898547894193374,0.02023743631327538,-0.8682834217276678,0.6105058365758756,54.81322957198444,-0.011281039609722843
FULL,MOM12_1_1M_GT_P05,5.0,10,equal,0,250,0.05496060442599382,0.32352812929265706,-0.5282295771074657,0.5716,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,10,equal,30,250,0.010342948273824648,0.18446678694856156,-0.6284953220194096,0.5716,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,10,equal,60,250,-0.03246798863008038,0.045318265420781316,-0.7340511628425808,0.5716,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,10,equal,100,250,-0.08685926361324914,-0.14028387139628198,-0.8298633248176517,0.5716,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,10,rank_linear,0,250,0.0784511043376146,0.38651771463053014,-0.5480304152897606,0.5797454545454546,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,10,rank_linear,30,250,0.032225562351715364,0.2585832913595375,-0.633052128458865,0.5797454545454546,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,10,rank_linear,60,250,-0.012103470900794666,0.13057791223182605,-0.7338790612301453,0.5797454545454546,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,10,rank_linear,100,250,-0.06838681548377035,-0.040153147269660044,-0.8278045581306785,0.5797454545454546,56.152,-0.01128103960972284
FULL,MOM12_1_1M_GT_P05,5.0,20,equal,0,230,0.07840006354542806,0.4356077112427534,-0.43940652023159055,0.5543478260869565,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P05,5.0,20,equal,30,230,0.03411774031648185,0.25727830148696923,-0.4979754354224192,0.5543478260869565,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P05,5.0,20,equal,60,230,-0.008422083365812738,0.07941285872989165,-0.566913619191656,0.5543478260869565,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P05,5.0,20,equal,100,230,-0.06254431854215103,-0.15692090045231416,-0.7215690705394151,0.5543478260869565,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P05,5.0,20,rank_linear,0,230,0.07542164959594233,0.4014769930185758,-0.45519788502126235,0.5621325051759835,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P05,5.0,20,rank_linear,30,230,0.03066231779885409,0.24353116924301943,-0.5265535748217061,0.5621325051759835,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P05,5.0,20,rank_linear,60,230,-0.012312222845784926,0.0857863786151349,-0.5908943869098071,0.5621325051759835,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P05,5.0,20,rank_linear,100,230,-0.06695255325945026,-0.12415038664262311,-0.726798043114474,0.5621325051759835,59.69130434782609,-0.011281039609722841
FULL,MOM12_1_1M_GT_P10,10.0,5,equal,0,245,0.1109175270317988,0.46274942482035264,-0.5189209636173793,0.6575510204081634,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,5,equal,30,245,0.05711838770854283,0.3280832664886282,-0.6235999872863545,0.6575510204081634,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,5,equal,60,245,0.005813467648006609,0.19332845954882127,-0.7365704473051642,0.6575510204081634,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,5,equal,100,245,-0.058903501156064464,0.01358060624835935,-0.8365190825550162,0.6575510204081634,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,5,rank_linear,0,245,0.11419298309139836,0.4609050825423611,-0.6044006047631911,0.6749659863945578,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,5,rank_linear,30,245,0.058832079733308396,0.33465790105518,-0.666368170538326,0.6749659863945578,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,5,rank_linear,60,245,0.006104633230316736,0.2083312714333487,-0.7365782153548988,0.6749659863945578,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,5,rank_linear,100,245,-0.06030828563633428,0.039824591925290385,-0.8386341342553592,0.6749659863945578,31.8,-0.006520588785004698
FULL,MOM12_1_1M_GT_P10,10.0,10,equal,0,219,0.10463463764276959,0.47541940788247045,-0.4447712205639994,0.6424657534246576,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,10,equal,30,219,0.05231121853886278,0.3149404831264027,-0.5140975035286475,0.6424657534246576,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,10,equal,60,219,0.002363602557600597,0.15449969092991034,-0.5981873466939764,0.6424657534246576,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,10,equal,100,219,-0.06071531745971459,-0.05928372007751528,-0.7528700060405855,0.6424657534246576,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,10,rank_linear,0,219,0.12319437579631254,0.5041545291279804,-0.5089818301961162,0.6511000415110005,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,10,rank_linear,30,219,0.069326631946381,0.3607105693316374,-0.5534741730208891,0.6511000415110005,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,10,rank_linear,60,219,0.017935051981995187,0.21722902156951174,-0.6421102467820512,0.6511000415110005,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,10,rank_linear,100,219,-0.046922803473353314,0.025919930041451208,-0.7644318465517431,0.6511000415110005,34.70776255707762,-0.006520588785004699
FULL,MOM12_1_1M_GT_P10,10.0,20,equal,0,160,0.13067743629060224,0.6201088401051442,-0.272184640775188,0.6234375000000001,42.21875,-0.006520588785004705
FULL,MOM12_1_1M_GT_P10,10.0,20,equal,30,160,0.07866249224279698,0.4268608479014474,-0.3219753179260393,0.6234375000000001,42.21875,-0.006520588785004705
FULL,MOM12_1_1M_GT_P10,10.0,20,equal,60,160,0.028942649917738983,0.23427522428520595,-0.3864835706246307,0.6234375000000001,42.21875,-0.006520588785004705
FULL,MOM12_1_1M_GT_P10,10.0,20,equal,100,160,-0.03394733432631236,-0.021378954502042594,-0.5427372337246064,0.6234375000000001,42.21875,-0.006520588785004705
FULL,MOM12_1_1M_GT_P10,10.0,20,rank_linear,0,160,0.15037103861060652,0.6471828757410325,-0.32395645143784146,0.6299404761904761,42.21875,-0.006520588785004705
FULL,MOM12_1_1M_GT_P10,10.0,20,rank_linear,30,160,0.0969483015227186,0.4712013929016418,-0.3590216056538812,0.6299404761904761,42.21875,-0.006520588785004705
FULL,MOM12_1_1M_GT_P10,10.0,20,rank_linear,60,160,0.045905012330470285,0.29563833261433714,-0.40468532208918473,0.6299404761904761,42.21875,-0.006520588785004705
FULL,MOM12_1_1M_GT_P10,10.0,20,rank_linear,100,160,-0.018626117715978663,0.0622837097097793,-0.5500985023220932,0.6299404761904761,42.21875,-0.006520588785004705
FULL,MOM12_1_BASE,,5,equal,0,259,0.026600795704727842,0.2615459072183398,-0.6195118545228191,0.23899613899613903,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,5,equal,30,259,0.008177125354392079,0.21582963235246422,-0.6536370634453152,0.23899613899613903,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,5,equal,60,259,-0.009934910039130496,0.17011344870852052,-0.691315557264528,0.23899613899613903,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,5,equal,100,259,-0.03360808468003418,0.10916770888301848,-0.737377093585213,0.23899613899613903,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,5,rank_linear,0,259,0.022824630454656214,0.2603437062302695,-0.7038565951250446,0.24362934362934363,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,5,rank_linear,30,259,0.004055478388112599,0.2170453496500492,-0.7361117981484531,0.24362934362934363,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,5,rank_linear,60,259,-0.01438799636116539,0.17377655673827547,-0.7648815277150334,0.24362934362934363,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,5,rank_linear,100,259,-0.0384818977950524,0.11613704421816981,-0.798459339759839,0.24362934362934363,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,equal,0,259,0.09107208226564145,0.42700560544696275,-0.5071689730510773,0.21737451737451735,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,equal,30,259,0.07326593608406862,0.3776002432149744,-0.5363180524662263,0.21737451737451735,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,equal,60,259,0.05573641070543878,0.3282245522456855,-0.5637664800908877,0.21737451737451735,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,equal,100,259,0.03278695947642807,0.26244184195876447,-0.5978872592732568,0.21737451737451735,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,rank_linear,0,259,0.07923864145454873,0.3891767239160098,-0.5661968493632312,0.22495612495612496,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,rank_linear,30,259,0.06105214564650807,0.3421096466690632,-0.5917103319279673,0.22495612495612496,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,rank_linear,60,259,0.043157880721397035,0.2950377716541269,-0.6157433268393082,0.22495612495612496,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,10,rank_linear,100,259,0.019745723910557178,0.23227173973227425,-0.6519207895530938,0.22495612495612496,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,equal,0,259,0.09774835434454743,0.4686382384735463,-0.48174163718599716,0.19536679536679535,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,equal,30,259,0.08166495945208863,0.41697630072640474,-0.5033579503189682,0.19536679536679535,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,equal,60,259,0.06580643725203017,0.36533647969289285,-0.5354620128023109,0.19536679536679535,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,equal,100,259,0.04500637111789407,0.2965224354110455,-0.5750959350583453,0.19536679536679535,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,rank_linear,0,259,0.08569513987107591,0.41845122798846024,-0.5225223093166376,0.20832873690016546,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,rank_linear,30,259,0.06872224165688845,0.36790155622376597,-0.5490440312474925,0.20832873690016546,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,rank_linear,60,259,0.05200301357037729,0.31737865351829175,-0.5777044456579117,0.20832873690016546,193.93436293436292,-0.004253838962658917
FULL,MOM12_1_BASE,,20,rank_linear,100,259,0.030099060013847323,0.2500595072017623,-0.615181165762031,0.20832873690016546,193.93436293436292,-0.004253838962658917
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,equal,0,173,-0.12580122420226236,-0.2574149410180871,-0.6928066302382283,0.4664739884393063,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,equal,30,173,-0.1562226931723809,-0.36720103991753794,-0.7311759326053693,0.4664739884393063,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,equal,60,173,-0.18563565395360493,-0.4772189427401376,-0.7651854424878858,0.4664739884393063,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,equal,100,173,-0.22333895069264276,-0.6242073741717136,-0.8247638401793904,0.4664739884393063,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,0,173,-0.1761285142690462,-0.3686880132021682,-0.781421157053115,0.4888246628131021,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,30,173,-0.20618753974971682,-0.47339641937865584,-0.8088218062117097,0.4888246628131021,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,60,173,-0.23520063760096555,-0.5783835858364984,-0.8407293438845563,0.4888246628131021,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,100,173,-0.27231749278075845,-0.7187529029173441,-0.8856992295052757,0.4888246628131021,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,10,equal,0,173,-0.08042236330884,-0.17723408981305436,-0.6599610974368293,0.42427745664739885,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,10,equal,30,173,-0.10953760016323566,-0.297012459290105,-0.7007495433252006,0.42427745664739885,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,10,equal,60,173,-0.1377730660454508,-0.4169932100431344,-0.7366959105314206,0.42427745664739885,134.95953757225433,-0.0236331133552189
IS_PRE_2023,MOM12_1_1M_GT_M05,-5.0,10,equal,100,173,-0.17409549411936687,-0.577217359186016,-0.7780657298198421,0.42427745664739885,134.95953757225433,-0.0236331133552189
