sample,universe,n_pos_alt,horizon,metric,series,n,mean,positive_share,tstat
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,top,pos_alt_top_20,13,0.010920148295957718,0.46153846153846156,0.770151132374169
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,top,neg_alt_top_20,13,0.012438118854083084,0.6153846153846154,0.7980192264341841
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,top,mom_top_20,13,0.0024883277088935886,0.5384615384615384,0.12053983800832685
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,top,pos_minus_mom_top_20,13,0.008431820587064128,0.6153846153846154,0.7795040786241993
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,spread,pos_alt_spread_20,13,0.014059194975623511,0.6153846153846154,0.8169474726306636
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,spread,neg_alt_spread_20,13,0.001900156071146481,0.46153846153846156,0.3102065380364638
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,spread,mom_spread_20,13,0.002798269431367244,0.38461538461538464,0.21026254092942376
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,20,spread,pos_minus_mom_spread_20,13,0.011260925544256267,0.38461538461538464,0.49246045198823807
POST_2023_PLUS,KOSPI_ALL,0,5,top,neg_alt_top_5,14,-0.00585586675882505,0.35714285714285715,-0.6833651158876208
POST_2023_PLUS,KOSPI_ALL,0,5,top,mom_top_5,14,-0.005766428309026663,0.35714285714285715,-0.6469009070950271
POST_2023_PLUS,KOSPI_ALL,0,5,spread,neg_alt_spread_5,14,0.006614108795189804,0.7857142857142857,2.4766113799567187
POST_2023_PLUS,KOSPI_ALL,0,5,spread,mom_spread_5,14,0.008654424483877151,0.6428571428571429,1.376485505274305
POST_2023_PLUS,KOSPI_ALL,0,20,top,neg_alt_top_20,12,0.026442872872419115,0.75,1.0387251601584773
POST_2023_PLUS,KOSPI_ALL,0,20,top,mom_top_20,12,0.017788631081456546,0.5833333333333334,0.44945649999545545
POST_2023_PLUS,KOSPI_ALL,0,20,spread,neg_alt_spread_20,12,0.025730250500746024,0.8333333333333334,3.457143660248937
POST_2023_PLUS,KOSPI_ALL,0,20,spread,mom_spread_20,12,0.024883636927438457,0.5833333333333334,1.1368546179210797
POST_2023_PLUS,KOSPI_ALL,1,5,top,pos_alt_top_5,11,0.010603248868090982,0.45454545454545453,0.9682680248611774
POST_2023_PLUS,KOSPI_ALL,1,5,top,neg_alt_top_5,11,0.005922587379720101,0.6363636363636364,0.8706007705890048
POST_2023_PLUS,KOSPI_ALL,1,5,top,mom_top_5,11,0.0021760042085757366,0.5454545454545454,0.24012044323922893
POST_2023_PLUS,KOSPI_ALL,1,5,top,pos_minus_mom_top_5,11,0.008427244659515247,0.5454545454545454,0.9369915233947286
POST_2023_PLUS,KOSPI_ALL,1,5,spread,pos_alt_spread_5,11,0.010152954417162964,0.5454545454545454,0.853054161371636
POST_2023_PLUS,KOSPI_ALL,1,5,spread,neg_alt_spread_5,11,0.002260579639406778,0.5454545454545454,0.46030796793758527
POST_2023_PLUS,KOSPI_ALL,1,5,spread,mom_spread_5,11,-0.0032155990567731356,0.2727272727272727,-0.5763358998330217
POST_2023_PLUS,KOSPI_ALL,1,5,spread,pos_minus_mom_spread_5,11,0.0133685534739361,0.5454545454545454,1.0012902539887694
POST_2023_PLUS,KOSPI_ALL,1,20,top,pos_alt_top_20,11,0.011828030526685362,0.6363636363636364,1.1273135968920909
POST_2023_PLUS,KOSPI_ALL,1,20,top,neg_alt_top_20,11,0.015412025212159458,0.5454545454545454,1.3004835278660967
POST_2023_PLUS,KOSPI_ALL,1,20,top,mom_top_20,11,-0.003043231005857057,0.5454545454545454,-0.37466794863724684
