era,universe,strategy,n,mean_gross,sharpe_gross,mean_turnover,mean_cost_proxy,mean_net_10bp,sharpe_net_10bp,mean_n_confirmed
2023-24,KOSPI_KOSDAQ_ALL,SECTOR_CONFIRMED_TOP2,97,0.0018477354200829425,0.5005756977624745,0.3949742268041237,0.0003949742268041237,0.0014527611932788184,0.39361995823519164,4.288659793814433
2025,K200,EW,49,0.0041269521933097325,2.364746713484994,0.0,0.0,0.0041269521933097325,2.364746713484994,4.918367346938775
2025,K200,RAW_TOP2,49,0.002624759464913686,0.7072108362802324,0.32653061224489793,0.00032653061224489796,0.0022982288526687883,0.6195538669269285,4.918367346938775
2025,K200,SECTOR_CONFIRMED_TOP2,49,0.001898059833259062,0.5115281009848149,0.34438775510204084,0.0003443877551020408,0.0015536720781570209,0.41870231738269736,4.918367346938775
2025,KOSDAQ,EW,49,0.0021262950027983733,1.2736249866988583,0.0,0.0,0.0021262950027983733,1.2736249866988583,4.408163265306122
2025,KOSDAQ,RAW_TOP2,49,0.006434770198105119,2.440101371700572,0.3877551020408163,0.0003877551020408163,0.006047015096064303,2.286685297935458,4.408163265306122
2025,KOSDAQ,SECTOR_CONFIRMED_TOP2,49,0.00627663053467602,2.4086347713818568,0.3647959183673469,0.00036479591836734697,0.005911834616308673,2.262249937639316,4.408163265306122
2025,KOSDAQ_PLUS_KOSPI_EX_K200,EW,49,0.0021122673341542543,1.367109355343146,0.0,0.0,0.0021122673341542543,1.367109355343146,4.489795918367347
2025,KOSDAQ_PLUS_KOSPI_EX_K200,RAW_TOP2,49,0.0067561590309525065,2.643115075044077,0.32653061224489793,0.00032653061224489796,0.006429628418707608,2.4991367950431065,4.489795918367347
2025,KOSDAQ_PLUS_KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,49,0.006658872659255559,2.5998058297214497,0.32653061224489793,0.00032653061224489796,0.0063323420470106605,2.455778785616281,4.489795918367347
2025,KOSPI_ALL,EW,49,0.003398986492461941,2.460742305317548,0.0,0.0,0.003398986492461941,2.460742305317548,4.938775510204081
2025,KOSPI_ALL,RAW_TOP2,49,0.0017630010310647223,0.7112491004344138,0.3877551020408163,0.0003877551020408163,0.001375245929023906,0.5559401961760202,4.938775510204081
2025,KOSPI_ALL,SECTOR_CONFIRMED_TOP2,49,0.0025310759937528815,1.02066391552776,0.3635204081632653,0.00036352040816326533,0.0021675555855896157,0.874716710765389,4.938775510204081
2025,KOSPI_EX_K200,EW,49,0.0019090896541504785,1.2201600299193016,0.0,0.0,0.0019090896541504785,1.2201600299193016,4.653061224489796
2025,KOSPI_EX_K200,RAW_TOP2,49,0.00044753934205735233,0.1522353196874238,0.3979591836734694,0.00039795918367346937,4.958015838388254e-05,0.016879664885852255,4.653061224489796
2025,KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,49,-0.0008743776252913015,-0.30780403497952424,0.4336734693877551,0.00043367346938775515,-0.001308051094679057,-0.46025268099876004,4.653061224489796
2025,KOSPI_KOSDAQ_ALL,EW,49,0.003008743844230327,2.121500469102526,0.0,0.0,0.003008743844230327,2.121500469102526,5.1020408163265305
2025,KOSPI_KOSDAQ_ALL,RAW_TOP2,49,0.003848209233398139,1.5091340858981876,0.3979591836734694,0.00039795918367346937,0.0034502500497246695,1.3500327033806172,5.1020408163265305
2025,KOSPI_KOSDAQ_ALL,SECTOR_CONFIRMED_TOP2,49,0.004535272380591372,1.7915455951621362,0.3877551020408163,0.0003877551020408163,0.004147517278550555,1.635122928070801,5.1020408163265305
2026,K200,EW,28,0.006634305350255982,3.7753142789317793,0.0,0.0,0.006634305350255982,3.7753142789317793,4.75
2026,K200,RAW_TOP2,28,0.0073478011287288125,1.2858154776534658,0.375,0.000375,0.006972801128728812,1.2236799400286746,4.75
2026,K200,SECTOR_CONFIRMED_TOP2,28,0.007999531894389707,1.4206153471644163,0.375,0.000375,0.007624531894389706,1.3576854292201619,4.75
2026,KOSDAQ,EW,28,0.005420023105726729,2.407849826675962,0.0,0.0,0.005420023105726729,2.407849826675962,5.035714285714286
2026,KOSDAQ,RAW_TOP2,28,0.013776119099844423,2.698543257186647,0.2857142857142857,0.00028571428571428574,0.013490404814130136,2.6451587192535726,5.035714285714286
2026,KOSDAQ,SECTOR_CONFIRMED_TOP2,28,0.013869232390107289,2.7179893639939476,0.2857142857142857,0.00028571428571428574,0.013583518104393002,2.664643363914674,5.035714285714286
2026,KOSDAQ_PLUS_KOSPI_EX_K200,EW,28,0.00403651634496433,2.231310591370084,0.0,0.0,0.00403651634496433,2.231310591370084,4.642857142857143
2026,KOSDAQ_PLUS_KOSPI_EX_K200,RAW_TOP2,28,0.008130672733302372,1.4477222841004607,0.39285714285714285,0.0003928571428571428,0.00773781559044523,1.3767650924464805,4.642857142857143
2026,KOSDAQ_PLUS_KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,28,0.004018876611919597,0.7312337337937838,0.3392857142857143,0.0003392857142857143,0.0036795908976338817,0.6689021545582776,4.642857142857143
2026,KOSPI_ALL,EW,28,0.00454715031820106,3.2941973196632683,0.0,0.0,0.00454715031820106,3.2941973196632683,4.678571428571429
2026,KOSPI_ALL,RAW_TOP2,28,0.007495820378171615,1.6132295363870424,0.32142857142857145,0.00032142857142857147,0.0071743918067430435,1.5465228504742612,4.678571428571429
2026,KOSPI_ALL,SECTOR_CONFIRMED_TOP2,28,0.005930279396046013,1.2648219086043806,0.3392857142857143,0.0003392857142857143,0.005590993681760298,1.195121697340882,4.678571428571429
2026,KOSPI_EX_K200,EW,28,0.002190474350278536,1.3010193652712017,0.0,0.0,0.002190474350278536,1.3010193652712017,4.142857142857143
2026,KOSPI_EX_K200,RAW_TOP2,28,0.004288820475807323,0.8769062833409277,0.35714285714285715,0.00035714285714285714,0.003931677618664466,0.8038690917473791,4.142857142857143
2026,KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,28,0.006038891182402596,1.2961027761821091,0.35714285714285715,0.00035714285714285714,0.005681748325259738,1.2188443326040248,4.142857142857143
2026,KOSPI_KOSDAQ_ALL,EW,28,0.0049347140771513415,3.313826691094037,0.0,0.0,0.0049347140771513415,3.313826691094037,5.0
2026,KOSPI_KOSDAQ_ALL,RAW_TOP2,28,0.004357006381806583,0.8675366067262592,0.35714285714285715,0.00035714285714285714,0.003999863524663726,0.7967161068993251,5.0
2026,KOSPI_KOSDAQ_ALL,SECTOR_CONFIRMED_TOP2,28,0.003315239796822883,0.6459714434883572,0.3392857142857143,0.0003392857142857143,0.0029759540825371683,0.5805039627740435,5.0
