model,date,universe,state,MKT_RET_20D,MKT_RET_60D,MKT_VOL_20D,MKT_DD_60D,LIQ_5D_20D,MKT_FWD_5D,MKT_FWD_20D,MKT_FWD_DD20,MKT_FWD_VOL20
BASE,2018-05-09,KOSDAQ,S3,-0.030047921926962484,0.0479188170125433,0.2013646347143931,-0.06330377358846284,0.4293680297397769,-0.005462637895568118,0.02595501716778547,-0.005462637895568112,0.14453059006028843
BASE,2018-05-16,KOSDAQ,S3,-0.06359287029867133,0.008929438164097192,0.1976108294414979,-0.06842060589149435,0.366079703429101,0.0278776738024456,-0.027321744178590242,-0.027321744178590235,0.1863006256945226
BASE,2018-05-24,KOSDAQ,S3,-0.018047835664964595,0.0061887133025801955,0.20233915388211396,-0.042450339421457484,0.283595922150139,0.0037114263264900653,-0.05751277609996486,-0.08019859839744059,0.2338142386489406
BASE,2018-05-31,KOSDAQ,S3,-0.005260464309174151,0.04228782636333239,0.20608310867673443,-0.03889646440226446,0.309545875810936,-9.92011215812909e-05,-0.11670708687838657,-0.11670708687838616,0.25528353923522584
BASE,2018-06-08,KOSDAQ,S3,0.025955017167785588,-0.012108450972590834,0.14453059006028818,-0.0389918069509515,0.2754158964879852,-0.057107913569702795,-0.08924048162805034,-0.11661945453749356,0.26604684100575265
BASE,2018-06-18,KOSDAQ,S2,-0.027321744178590235,-0.06348987991080735,0.1863006256945224,-0.09387297977937292,0.3154981549815498,-0.0040266969134714935,-0.014531136243264313,-0.06311596186271551,0.2543761648271054
BASE,2018-06-25,KOSDAQ,S2,-0.057512776099964746,-0.03748306338373819,0.23381423864894044,-0.09752167865490857,0.2311233885819521,-0.05932816147393295,-0.09319289460465605,-0.09319289460465596,0.2561176204244648
BASE,2018-07-02,KOSDAQ,S2,-0.11670708687838616,-0.10902852083412895,0.25528353923522573,-0.15106405823039393,0.1793928242870285,0.030993407144945237,-0.017002041492696143,-0.04307007448013078,0.24339700037971354
BASE,2018-07-09,KOSDAQ,S2,-0.08924048162805054,-0.09367842977915031,0.2660468410057526,-0.1247526409471511,0.2025664527956003,0.02023725727366585,-0.03317596736968996,-0.07183700798841663,0.2521050953770796
BASE,2018-07-16,KOSDAQ,S2,-0.014531136243264409,-0.1024124373233416,0.2543761648271053,-0.10704003496390191,0.2337305224564619,-0.08352693703585169,-0.08230843025174368,-0.09024789538477407,0.26795983198549367
BASE,2018-07-23,KOSDAQ,S1,-0.09319289460465596,-0.16077054557563175,0.2561176204244646,-0.16225781210135526,0.326007326007326,0.019708040877448433,0.04205260333671744,-0.007333503428005539,0.23140351192630648
BASE,2018-07-30,KOSDAQ,S2,-0.017002041492695796,-0.13629239997129983,0.24339700037971337,-0.14085812186956503,0.2527472527472527,0.014029779903894602,0.04041893215814948,-0.018023276471249572,0.21010272284320414
BASE,2018-08-06,KOSDAQ,S2,-0.03317596736968975,-0.09660127011473352,0.2521050953770794,-0.12880455041317618,0.2502291475710357,-0.031609580912093156,0.06272579480843163,-0.03160958091209298,0.19310536327495548
BASE,2018-08-13,KOSDAQ,S2,-0.08230843025174339,-0.12035212756017877,0.26795983198549356,-0.15634267346713826,0.4126258005489479,0.04066897052541077,0.08979880901376273,0.006067555547573988,0.12846931528275163
