universe,base_state,outcome,train_diff,valid_diff,same_sign,train_base_distance_z,valid_base_distance_z,train_factor_distance_z,valid_factor_distance_z,train_n_min,valid_n_min
KOSDAQ,B4,MKT_FWD_20D,-0.026001185802252302,-0.015234226573208502,1.0,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554,48,10
KOSDAQ,B4,MKT_FWD_DD20,-0.02366702367800503,-0.017389164907852646,1.0,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554,48,10
KOSDAQ,B4,NEXT_BASE_UP,0.0,0.0,1.0,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554,48,10
KOSDAQ,B4,NEXT_BASE_DOWN,0.031746031746031744,-0.1166666666666667,0.0,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554,48,10
KOSDAQ_PLUS_KOSPI_EX_K200,B3,MKT_FWD_20D,-0.009750807585143783,0.018616504596827968,0.0,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688,67,24
KOSDAQ_PLUS_KOSPI_EX_K200,B3,MKT_FWD_DD20,-0.01095716107492746,0.0222160625215289,0.0,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688,67,24
KOSDAQ_PLUS_KOSPI_EX_K200,B3,NEXT_BASE_UP,0.16152116131670413,0.1532258064516129,1.0,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688,67,24
KOSDAQ_PLUS_KOSPI_EX_K200,B3,NEXT_BASE_DOWN,-0.04988754855857697,-0.12903225806451613,1.0,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688,67,24
KOSDAQ_PLUS_KOSPI_EX_K200,B4,MKT_FWD_20D,-0.009128010816906926,-0.009695548004602431,1.0,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727,59,9
KOSDAQ_PLUS_KOSPI_EX_K200,B4,MKT_FWD_DD20,-0.011346567054320342,-0.013524966139027997,1.0,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727,59,9
KOSDAQ_PLUS_KOSPI_EX_K200,B4,NEXT_BASE_UP,0.0,0.0,1.0,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727,59,9
KOSDAQ_PLUS_KOSPI_EX_K200,B4,NEXT_BASE_DOWN,-0.0034974441754103136,-0.16666666666666669,1.0,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727,59,9
KOSPI_ALL,B2,MKT_FWD_20D,-0.005358426291035641,-0.010343398576966895,1.0,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385,25,8
KOSPI_ALL,B2,MKT_FWD_DD20,0.0055168212447620005,-0.00959176208995155,0.0,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385,25,8
KOSPI_ALL,B2,NEXT_BASE_UP,0.1035294117647059,0.1875,1.0,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385,25,8
KOSPI_ALL,B2,NEXT_BASE_DOWN,-0.014705882352941176,0.0,0.0,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385,25,8
KOSPI_ALL,B3,MKT_FWD_20D,0.02117459756955709,-0.012662530063312296,0.0,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185,45,21
KOSPI_ALL,B3,MKT_FWD_DD20,0.008475564143488497,-0.009656991121986338,0.0,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185,45,21
KOSPI_ALL,B3,NEXT_BASE_UP,0.013186813186813195,-0.05069124423963134,0.0,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185,45,21
KOSPI_ALL,B3,NEXT_BASE_DOWN,-0.07619047619047618,-0.12903225806451613,1.0,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185,45,21
KOSPI_ALL,B4,MKT_FWD_20D,-0.004017588406795804,0.018093640781071618,0.0,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533,44,10
KOSPI_ALL,B4,MKT_FWD_DD20,-0.0047832784023065095,0.011212550831406567,0.0,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533,44,10
KOSPI_ALL,B4,NEXT_BASE_UP,0.0,0.0,1.0,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533,44,10
KOSPI_ALL,B4,NEXT_BASE_DOWN,0.027272727272727282,-0.13636363636363635,0.0,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533,44,10
KOSPI_EX_K200,B2,MKT_FWD_20D,0.014166803740192354,-0.0035414527063126816,0.0,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454,38,13
KOSPI_EX_K200,B2,MKT_FWD_DD20,0.008725320672058834,0.01255124075628821,1.0,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454,38,13
KOSPI_EX_K200,B2,NEXT_BASE_UP,0.07434210526315788,0.2417582417582418,1.0,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454,38,13
KOSPI_EX_K200,B2,NEXT_BASE_DOWN,-0.0875,-0.14285714285714285,1.0,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454,38,13
KOSPI_EX_K200,B3,MKT_FWD_20D,-0.004094411356024738,0.001896579520494203,0.0,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674,29,13
KOSPI_EX_K200,B3,MKT_FWD_DD20,-0.006314721579520954,-0.0022494527298053887,1.0,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674,29,13
KOSPI_EX_K200,B3,NEXT_BASE_UP,0.02172886159659898,-0.04700854700854701,0.0,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674,29,13
KOSPI_EX_K200,B3,NEXT_BASE_DOWN,-0.012753897024090688,0.0982905982905983,0.0,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674,29,13
KOSPI_EX_K200,B4,MKT_FWD_20D,-0.008894541662746445,0.0070667491395481185,0.0,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025,29,8
KOSPI_EX_K200,B4,MKT_FWD_DD20,-0.015189474425424128,0.013520756339977812,0.0,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025,29,8
KOSPI_EX_K200,B4,NEXT_BASE_UP,0.0,0.0,1.0,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025,29,8
KOSPI_EX_K200,B4,NEXT_BASE_DOWN,-0.2634836427939876,0.0,0.0,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025,29,8
KOSPI_KOSDAQ_ALL,B2,MKT_FWD_20D,0.0007649319799572282,-0.0044859446462369446,0.0,1.5096311926613615,0.8025456384132709,2.678005799401733,2.7687863102342694,29,8
KOSPI_KOSDAQ_ALL,B2,MKT_FWD_DD20,0.009516017680569394,0.015577647124813698,1.0,1.5096311926613615,0.8025456384132709,2.678005799401733,2.7687863102342694,29,8
KOSPI_KOSDAQ_ALL,B2,NEXT_BASE_UP,0.09729064039408866,0.0625,1.0,1.5096311926613615,0.8025456384132709,2.678005799401733,2.7687863102342694,29,8
KOSPI_KOSDAQ_ALL,B2,NEXT_BASE_DOWN,-0.017857142857142856,0.0,0.0,1.5096311926613615,0.8025456384132709,2.678005799401733,2.7687863102342694,29,8
KOSPI_KOSDAQ_ALL,B3,MKT_FWD_20D,0.011568646147552712,-0.009128524958703341,0.0,0.9104567282874998,1.5432874354424035,2.466355128455042,2.8728724490938644,57,24
KOSPI_KOSDAQ_ALL,B3,MKT_FWD_DD20,0.00945788950604656,-0.004816877807055947,0.0,0.9104567282874998,1.5432874354424035,2.466355128455042,2.8728724490938644,57,24
KOSPI_KOSDAQ_ALL,B3,NEXT_BASE_UP,-0.053770790612895886,0.06730769230769232,0.0,0.9104567282874998,1.5432874354424035,2.466355128455042,2.8728724490938644,57,24
KOSPI_KOSDAQ_ALL,B3,NEXT_BASE_DOWN,-0.10321257689678742,-0.044871794871794865,1.0,0.9104567282874998,1.5432874354424035,2.466355128455042,2.8728724490938644,57,24
