date,universe,MKT_RET_20D,MKT_RET_60D,MKT_VOL_20D,MKT_DD_60D,MKT_FWD_5D,MKT_FWD_20D,MKT_FWD_DD20,MKT_FWD_VOL20,LIQ_5D_20D,LIQ_1D_20D,n_factors,RELATIVE_WORKING_BREADTH,ABS_CONFIRMED_BREADTH,DEFENSIVE_WORKING_BREADTH,REVERSE_BREADTH,BULLISH_REVERSE_BREADTH,BEARISH_REVERSE_BREADTH,POSITIVE_ABS_BREADTH,WPLUS_FAMILY_SHARE,WMINUS_FAMILY_SHARE,RMINUS_FAMILY_SHARE,WPLUS_PAIR_SHARE,CONFLICT_PAIR_SHARE,LEADER_FAMILY,LEADER_STATE,LEADER_STRENGTH_60D,SPREAD_DISPERSION_20D,LEADER_RMINUS,GENUINE_ROTATION,DEFENSIVE_ROTATION,FAMILY_MEMBER_AGREEMENT
2017-02-21,K200,0.017347998937232045,0.06855531686580507,0.0664826507171958,0.0,-0.005938508161933358,0.03460824562459725,-0.01096676918170969,0.09534137438481333,0.4397905759162304,0.3769633507853403,8.0,0.0,0.0,0.0,0.375,0.25,0.125,0.875,0.0,0.0,0.0,0.0,0.0,VALUE,N+,0.008134370813080301,0.012292546377777401,0.0,0.0,0.0,0.5
2017-02-28,K200,0.008978938712007833,0.0538561647423339,0.06155430386031313,-0.008343130243538277,0.0028081536302048717,0.038657846373242315,-0.005058299774270969,0.09302405765016457,0.5157894736842106,0.5578947368421052,8.0,0.125,0.125,0.0,0.75,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FLOW,R+,0.02748965842163375,0.01774094706830644,0.0,0.0,0.0,0.75
2017-03-08,K200,0.008679628015028973,0.028904316143403275,0.07618158034440038,-0.005558405404814115,0.019873197525839815,0.0314178803679503,-0.002305859072359029,0.08065972529141721,0.5052631578947369,0.3578947368421052,8.0,0.125,0.125,0.0,0.25,0.125,0.125,0.875,0.0,0.0,0.0,0.0,0.0,FLOW,N+,0.02169633766122515,0.008514689685195117,0.0,0.0,0.0,0.5
2017-03-15,K200,0.030380066068725675,0.049945064093373404,0.08508422201574055,0.0,0.017650499135990583,-0.004579034561221916,-0.006993185631462007,0.07670430578200829,0.4736842105263157,0.3631578947368421,8.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,FLOW,N-,0.0258021412705923,0.005393335802776801,0.0,0.0,0.0,1.0
2017-03-22,K200,0.034608245624596856,0.06874959334911424,0.09534137438481327,-0.0038637572765374273,-0.002047613053982211,-0.019648715288042594,-0.024216255765978745,0.06959924153073431,0.4842105263157895,0.5368421052631579,8.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,FLOW,N-,0.01535160210536015,0.007817990579895465,0.0,0.0,0.0,0.5
2017-03-29,K200,0.0386578463732421,0.07315258884870768,0.09302405765016453,-0.005903458850683219,-0.004181922040492332,0.016877012949659077,-0.022214128651806386,0.08744038801051442,0.4,0.3157894736842105,8.0,0.5,0.5,0.0,0.25,0.0,0.25,0.75,0.25,0.0,0.0,0.0,0.0,REVISION,W+,0.010457700684717202,0.017957727309785267,0.0,0.0,0.0,0.5
2017-04-05,K200,0.031417880367950124,0.05690335277773495,0.08065972529141716,-0.0100606930864926,-0.015720803149021162,0.06524002709961156,-0.01810793257365162,0.12391554862864225,0.328042328042328,0.455026455026455,8.0,0.375,0.375,0.0,0.375,0.125,0.25,0.75,0.25,0.0,0.25,0.0,0.16666666666666666,REVISION,W+,0.02495509156248605,0.017236186212882223,0.0,0.0,0.0,0.75
2017-04-12,K200,-0.004579034561221884,0.023658731459308413,0.07670430578200825,-0.025623334059958425,0.0022442854375387196,0.08526629827626256,0.002244285437538629,0.12573181860972701,0.2592592592592592,0.2486772486772486,8.0,0.375,0.375,0.0,0.5,0.375,0.125,0.875,0.25,0.0,0.25,0.0,0.16666666666666666,REVISION,W+,0.02955723432980035,0.01993799052013506,0.0,0.0,0.0,0.5
2017-04-19,K200,-0.019648715288043017,0.031875242854756625,0.06959924153073427,-0.023436554697911505,0.03513389346127248,0.09049143834538194,0.005539962045784108,0.1173558331912087,0.291005291005291,0.455026455026455,8.0,0.125,0.125,0.0,0.625,0.25,0.375,0.625,0.0,0.0,0.25,0.0,0.0,REVISION,N+,0.03684609700308965,0.02304020712278452,0.0,0.0,0.0,0.75
2017-04-26,K200,0.016877012949659154,0.06567072922676687,0.08744038801051436,0.0,0.04317952204942178,0.06687544846162975,3.0037904529045534e-05,0.12265480035997868,0.5291005291005291,0.5185185185185185,8.0,0.125,0.125,0.0,0.375,0.25,0.125,0.875,0.0,0.0,0.0,0.0,0.0,REVISION,N+,0.002830257203975401,0.015779280981449373,0.0,0.0,0.0,0.5
