Code,Name,결산월,WICS업종명(중)
A036010,아비코전자,12,전자와 전기제품
A036030,케이티알파,12,소매(유통)
A036090,위지트,12,디스플레이
A036120,서울평가정보,12,상업서비스와공급품
A036170,에이치엠넥스,12,디스플레이
A036190,금화피에스시,12,자본재
A036200,유니셈,12,반도체와반도체장비
A036220,오상헬스케어,12,제약과생물공학
A036420,콘텐트리중앙,12,미디어와엔터테인먼트
A036460,한국가스공사,12,유틸리티
A036480,대성미생물,12,제약과생물공학
A036530,SNT홀딩스,12,자동차와부품
A036540,SFA반도체,12,반도체와반도체장비
A036560,KZ정밀,12,자본재
A036570,NC,12,미디어와엔터테인먼트
A036580,팜스코,12,"식품,음료,담배"
A036620,감성코퍼레이션,12,내구소비재와의류
A036630,세종텔레콤,12,전기통신서비스
A036640,HRS,12,소재
A036670,삼양케이씨아이,12,소재
A036690,코맥스,12,기술하드웨어와장비
A036710,심텍홀딩스,12,반도체와반도체장비
A036800,나이스정보통신,12,상업서비스와공급품
A036810,에프에스티,12,반도체와반도체장비
A036830,솔브레인홀딩스,12,전자와 전기제품
A036890,진성티이씨,12,자본재
A036930,주성엔지니어링,12,반도체와반도체장비
A037030,파워넷,12,전자와 전기제품
A037070,파세코,12,내구소비재와의류
A037230,한국팩키지,12,소재
A037270,YG PLUS,12,미디어와엔터테인먼트
A037330,인지디스플레,12,디스플레이
A037350,성도이엔지,12,자본재
A037370,EG,12,소재
A037400,우리엔터프라이즈,12,디스플레이
A037440,희림,12,자본재
A037460,삼지전자,12,기술하드웨어와장비
A037560,LG헬로비전,12,미디어와엔터테인먼트
A037710,광주신세계,12,소매(유통)
A037760,쎄니트,12,소재
A037950,엘컴텍,12,기술하드웨어와장비
A038010,제일테크노스,12,자본재
A038060,루멘스,12,디스플레이
A038070,서린바이오,12,제약과생물공학
A038110,에코플라스틱,12,자동차와부품
A038290,마크로젠,12,제약과생물공학
A038390,레드캡투어,12,운송
A038460,바이오스마트,12,자본재
A038500,삼표시멘트,12,자본재
A038530,케이바이오랩스,12,소프트웨어와서비스
A038540,상상인,12,다각화된금융
A038620,위즈코프,12,운송
A038680,에스넷,12,소프트웨어와서비스
A038870,에코심플렉스,12,에너지
A038880,아이에이,12,자동차와부품
A038950,파인디지털,12,전자와 전기제품
A039010,현대에이치티,12,기술하드웨어와장비
A039020,이건홀딩스,12,자본재
A039030,이오테크닉스,12,반도체와반도체장비
A039130,하나투어,12,"호텔,레스토랑,레저등"
A039200,오스코텍,12,제약과생물공학
A039240,경남스틸,12,소재
A039290,인포뱅크,12,소프트웨어와서비스
A039310,세중,12,소프트웨어와서비스
A039340,한국경제TV,12,미디어와엔터테인먼트
A039420,케이엘넷,12,소프트웨어와서비스
A039440,에스티아이,12,반도체와반도체장비
A039490,키움증권,12,증권
A039560,다산네트웍스,12,기술하드웨어와장비
A039570,HDC랩스,12,자본재
A039610,화성밸브,12,자본재
A039740,한국정보공학,12,소매(유통)
A039830,오로라,12,내구소비재와의류
A039840,디오,12,건강관리장비와서비스
A039860,나노엔텍,12,제약과생물공학
A039980,폴라리스AI,12,소프트웨어와서비스
A040160,누리플렉스,12,소프트웨어와서비스
A040300,YTN,12,미디어와엔터테인먼트
A040350,크레오에스지,12,소프트웨어와서비스
A040420,정상제이엘에스,12,교육서비스
A040610,SG&G,12,자동차와부품
A040910,아이씨디,12,디스플레이
A041020,폴라리스오피스,12,자동차와부품
A041190,우리기술투자,12,다각화된금융
A041440,현대에버다임,12,자본재
A041460,한국전자인증,12,소프트웨어와서비스
A041510,에스엠,12,미디어와엔터테인먼트
A041520,이엘씨,12,반도체와반도체장비
A041590,플래스크,12,자본재
A041650,상신브레이크,12,자동차와부품
A041830,인바디,12,건강관리장비와서비스
A041910,폴라리스AI파마,12,제약과생물공학
A041920,메디아나,12,건강관리장비와서비스
A041930,SY동아,12,자동차와부품
A041960,코미팜,12,제약과생물공학
A042000,카페24,12,소프트웨어와서비스
A042040,케이피엠테크,12,소재
A042110,에스씨디,12,전자와 전기제품
A042370,비츠로테크,12,전자와 전기제품
A042420,네오위즈홀딩스,12,미디어와엔터테인먼트
A042500,링네트,12,소프트웨어와서비스
A042510,라온시큐어,12,소프트웨어와서비스
A042520,한스바이오메드,9,건강관리장비와서비스
A042600,새로닉스,12,내구소비재와의류
A042660,한화오션,12,자본재
A042700,한미반도체,12,반도체와반도체장비
A042940,상지건설,12,자본재
A043090,더테크놀로지,12,
A043100,알파AI,12,건강관리장비와서비스
A043150,바텍,12,건강관리장비와서비스
A043200,파루,12,에너지
A043220,티에스넥스젠,12,자본재
A043260,성호전자,12,전자와 전기제품
A043340,에쎈테크,12,자본재
A043360,디지아이,12,기술하드웨어와장비
A043370,피에이치에이,12,자동차와부품
A043590,웰킵스하이텍,12,전자와 전기제품
A043610,KT지니뮤직,12,미디어와엔터테인먼트
A043650,국순당,12,"식품,음료,담배"
A043710,코스리거글로벌,12,건강관리장비와서비스
A043910,자연과환경,12,상업서비스와공급품
A044180,KD,12,자본재
A044340,위닉스,12,내구소비재와의류
A044380,주연테크,12,기술하드웨어와장비
A044450,KSS해운,12,운송
A044480,빌리언스,12,미디어와엔터테인먼트
A044490,태웅,12,에너지
A044780,에이치케이,12,자본재
A044820,코스맥스비티아이,12,건강관리장비와서비스
A044960,이글벳,12,제약과생물공학
A044990,에이치엔에스하이텍,12,기술하드웨어와장비
A045060,오공,12,소재
A045100,한양이엔지,12,반도체와반도체장비
A045300,성우테크론,12,반도체와반도체장비
A045340,토탈소프트,12,운송
A045390,대아티아이,12,운송
A045510,정원엔시스,12,소프트웨어와서비스
A045520,크린앤사이언스,12,소재
A045660,에이텍,12,기술하드웨어와장비
A045970,코아시아,12,기술하드웨어와장비
A046070,코다코,12,자동차와부품
A046120,오르비텍,12,에너지
A046210,HLB파나진,12,제약과생물공학
A046310,백금T&A,12,기술하드웨어와장비
A046390,삼화네트웍스,12,미디어와엔터테인먼트
A046440,KG파이낸셜,12,소프트웨어와서비스
A046890,서울반도체,12,디스플레이
A046940,우원개발,12,자본재
A046970,우리로,12,기술하드웨어와장비
A047040,대우건설,12,자본재
A047050,포스코인터내셔널,12,자본재
A047080,한빛소프트,12,미디어와엔터테인먼트
A047310,파워로직스,12,기술하드웨어와장비
A047400,유니온머티리얼,12,자동차와부품
A047560,이스트소프트,12,소프트웨어와서비스
A047770,코데즈컴바인,12,내구소비재와의류
A047810,한국항공우주,12,자본재
A047820,초록뱀미디어,12,미디어와엔터테인먼트
A047920,HLB제약,12,제약과생물공학
A048410,현대바이오,12,내구소비재와의류
A048430,유라테크,12,자동차와부품
A048470,대동스틸,12,소재
A048530,인트론바이오,12,제약과생물공학
A048550,SM C&C,12,미디어와엔터테인먼트
A048770,TPC로보틱스,12,자본재
A048830,엔피케이,12,소재
A048870,시너지이노베이션,12,건강관리장비와서비스
A048910,대원미디어,12,미디어와엔터테인먼트
A049070,인탑스,12,기술하드웨어와장비
A049080,기가레인,12,기술하드웨어와장비
A049120,파인디앤씨,12,디스플레이
A049180,셀루메드,12,자본재
A049430,코메론,12,자본재
A049470,비트플래닛,12,소프트웨어와서비스
A049480,오픈베이스,12,기술하드웨어와장비
A049520,유아이엘,12,기술하드웨어와장비
A049550,잉크테크,12,기술하드웨어와장비
A049630,재영솔루텍,12,기술하드웨어와장비
A049720,고려신용정보,12,상업서비스와공급품
A049800,우진플라임,12,자본재
A049830,승일,12,소재
A049950,미래컴퍼니,12,디스플레이
A049960,쎌바이오텍,12,제약과생물공학
A050090,비케이홀딩스,12,미디어와엔터테인먼트
A050110,캠시스,12,기술하드웨어와장비
A050120,ES큐브,12,내구소비재와의류
A050760,에스폴리텍,12,소재
A050860,아세아텍,6,자본재
A050890,쏠리드,12,기술하드웨어와장비
A050960,수산아이앤티,12,소프트웨어와서비스
A051160,지어소프트,12,소매(유통)
A051360,토비스,12,디스플레이
A051370,인터플렉스,12,기술하드웨어와장비
A051380,피씨디렉트,12,기술하드웨어와장비
A051390,YW,12,소매(유통)
A051490,나라엠앤디,12,자본재
A051500,CJ프레시웨이,12,식품과기본식료품소매
A051600,한전KPS,12,유틸리티
A051630,진양화학,12,소재
A051780,큐로홀딩스,12,"식품,음료,담배"
A051900,LG생활건강,12,내구소비재와의류
A051910,LG화학,12,소재
A051980,중앙첨단소재,12,기술하드웨어와장비
A052020,에스티큐브,12,소매(유통)
A052220,iMBC,12,미디어와엔터테인먼트
A052260,현대바이오랜드,12,내구소비재와의류
A052300,오션인더블유,12,자본재
A052330,코텍,12,디스플레이
A052400,코나아이,12,소프트웨어와서비스
A052420,오성첨단소재,12,디스플레이
A052460,아이크래프트,12,소프트웨어와서비스
A052600,한네트,12,소프트웨어와서비스
A052690,한전기술,12,유틸리티
A052710,아모텍,12,기술하드웨어와장비
A052770,아이톡시,12,미디어와엔터테인먼트
A052790,액토즈소프트,12,미디어와엔터테인먼트
A052860,아이앤씨,12,반도체와반도체장비
A052900,KX하이텍,12,반도체와반도체장비
A053030,바이넥스,12,제약과생물공학
A053050,지에스이,12,유틸리티
A053060,세동,12,자동차와부품
A053080,케이엔솔,12,자본재
A053160,프리엠스,12,자본재
A053210,스카이라이프,12,미디어와엔터테인먼트
A053260,금강철강,12,소재
A053270,구영테크,12,자동차와부품
A053280,예스24,12,소매(유통)
A053290,NE능률,12,교육서비스
A053300,한국정보인증,12,소프트웨어와서비스
A053350,이니텍,12,소프트웨어와서비스
A053450,세코닉스,12,기술하드웨어와장비
A053580,웹케시,12,소프트웨어와서비스
A053610,프로텍,12,반도체와반도체장비
A053620,태양,12,가정용품과개인용품
A053690,한미글로벌,12,자본재
A053700,삼보모터스,12,자동차와부품
A053800,안랩,12,소프트웨어와서비스
A053950,경남제약,12,제약과생물공학
A053980,오상자이엘,12,소프트웨어와서비스
A054040,한국컴퓨터,12,디스플레이
A054050,NH농우바이오,12,제약과생물공학
A054090,삼진엘앤디,12,기술하드웨어와장비
A054180,메디콕스,12,자본재
A054210,이랜텍,12,기술하드웨어와장비
A054220,비츠로시스,12,소프트웨어와서비스
A054300,팬스타엔터프라이즈,12,운송
A054410,케이피티유,12,소재
A054450,텔레칩스,12,반도체와반도체장비
A054540,삼영엠텍,12,자본재
A054620,APS,12,반도체와반도체장비
A054670,대한뉴팜,12,제약과생물공학
A054780,키이스트,12,미디어와엔터테인먼트
A054800,아이디스홀딩스,12,기술하드웨어와장비
A054920,한컴위드,12,소재
A054930,유신,12,자본재
A054940,엑사이엔씨,12,반도체와반도체장비
A054950,제이브이엠,12,건강관리장비와서비스
A055490,테이팩스,12,기술하드웨어와장비
A055550,신한지주,12,은행
A056080,유진로봇,12,자본재
A056090,시지메드텍,12,건강관리장비와서비스
A056190,SFA,12,자본재
A056360,코위버,12,기술하드웨어와장비
A056700,신화인터텍,12,디스플레이
A056730,CNT85,12,자본재
A057030,YBM넷,12,교육서비스
A057050,현대홈쇼핑,12,
A057540,옴니시스템,12,기술하드웨어와장비
A057680,티사이언티픽,12,소프트웨어와서비스
A058110,멕아이씨에스,12,건강관리장비와서비스
A058400,KNN,12,미디어와엔터테인먼트
A058430,포스코스틸리온,12,소재
A058450,한주에이알티,12,미디어와엔터테인먼트
A058470,리노공업,12,반도체와반도체장비
A058610,에스피지,12,전자와 전기제품
A058630,엠게임,12,미디어와엔터테인먼트
A058650,세아홀딩스,12,소재
A058730,다스코,12,자본재
A058820,CMG제약,12,제약과생물공학
A058850,KTcs,12,상업서비스와공급품
A058860,KTis,12,상업서비스와공급품
A058970,엠로,12,소프트웨어와서비스
A059090,미코,12,반도체와반도체장비
A059100,아이컴포넌트,12,디스플레이
A059120,아진엑스텍,12,반도체와반도체장비
A059210,메타바이오메드,12,건강관리장비와서비스
A059270,해성에어로보틱스,12,자본재
A060150,인선이엔티,12,상업서비스와공급품
A060230,제이케이시냅스,12,기술하드웨어와장비
A060240,스타코링크,12,
A060250,NHN KCP,12,소프트웨어와서비스
A060260,뉴보텍,12,자본재
A060280,큐렉소,12,건강관리장비와서비스
A060310,3S,3,자본재
A060370,LS마린솔루션,12,자본재
A060380,동양에스텍,12,소재
A060480,국일신동,12,소재
A060540,에스에이티,12,기술하드웨어와장비
A060560,HC홈센타,12,자본재
A060570,드림어스컴퍼니,12,미디어와엔터테인먼트
A060590,씨티씨바이오,12,제약과생물공학
A060720,KH바텍,12,기술하드웨어와장비
A060850,영림원소프트랩,12,소프트웨어와서비스
A060900,에이전트AI,12,에너지
A060980,HL홀딩스,12,자동차와부품
A061040,알에프텍,12,기술하드웨어와장비
A061090,세나테크놀로지,12,기술하드웨어와장비
A061250,화일약품,12,제약과생물공학
A061970,LB세미콘,12,반도체와반도체장비
A062040,산일전기,12,자본재
A062970,한국첨단소재,12,기술하드웨어와장비
A063080,컴투스홀딩스,12,미디어와엔터테인먼트
A063160,종근당바이오,12,제약과생물공학
A063170,서울옥션,12,소매(유통)
A063440,SM Life Design,12,미디어와엔터테인먼트
A063570,NICE인프라,12,상업서비스와공급품
A063760,이엘피,12,디스플레이
A064090,인크레더블버즈,12,소매(유통)
A064240,홈캐스트,12,소매(유통)
A064260,다날,12,소프트웨어와서비스
A064290,인텍플러스,12,반도체와반도체장비
A064350,현대로템,12,자본재
A064400,LG씨엔에스,12,소프트웨어와서비스
A064480,브리지텍,12,소프트웨어와서비스
A064520,테크엘,12,반도체와반도체장비
A064550,바이오니아,12,제약과생물공학
A064760,티씨케이,12,반도체와반도체장비
A064800,포니링크,12,소매(유통)
A064820,케이프,12,증권
A064850,에프앤가이드,12,소프트웨어와서비스
A064960,SNT모티브,12,자동차와부품
A065060,지엔코,12,내구소비재와의류
A065130,탑엔지니어링,12,기술하드웨어와장비
A065150,대산F&B,12,"식품,음료,담배"
A065170,비엘팜텍,12,건강관리장비와서비스
A065350,신성델타테크,12,내구소비재와의류
A065370,위세아이텍,12,소프트웨어와서비스
A065420,에스아이리소스,12,에너지
A065440,이루온,12,소프트웨어와서비스
A065450,빅텍,12,자본재
A065500,오리엔트정공,12,자동차와부품
A065510,휴비츠,12,건강관리장비와서비스
A065530,와이어블,12,전기통신서비스
A065570,삼영이엔씨,12,자본재
A065650,하이퍼코퍼레이션,12,기술하드웨어와장비
A065660,안트로젠,12,제약과생물공학
A065680,우주일렉트로,12,기술하드웨어와장비
A065690,파커스,12,기술하드웨어와장비
A065710,서호전기,12,운송
A065770,CS,12,기술하드웨어와장비
A065950,웰크론,12,자본재
A066130,하츠,12,내구소비재와의류
A066310,큐에스아이,12,반도체와반도체장비
A066360,체리부로,12,"식품,음료,담배"
A066410,버킷스튜디오,12,소프트웨어와서비스
A066430,아이로보틱스,12,소재
A066570,LG전자,12,전자와 전기제품
A066590,스모트로닉,12,자동차와부품
A066620,국보디자인,12,자본재
A066670,디티씨,12,기술하드웨어와장비
A066700,테라젠이텍스,12,제약과생물공학
A066790,씨씨에스,12,미디어와엔터테인먼트
A066900,디에이피,12,기술하드웨어와장비
A066910,손오공,12,내구소비재와의류
A066970,엘앤에프,12,전자와 전기제품
A066980,한성크린텍,12,자본재
A067000,조이시티,12,미디어와엔터테인먼트
A067010,이씨에스,3,소프트웨어와서비스
A067080,대화제약,12,제약과생물공학
A067160,SOOP,12,미디어와엔터테인먼트
A067170,오텍,12,자본재
A067280,멀티캠퍼스,12,교육서비스
A067290,JW신약,12,제약과생물공학
A067310,하나마이크론,12,반도체와반도체장비
A067370,선바이오,12,제약과생물공학
A067390,아스트,12,자본재
A067570,엔브이에이치코리아,12,자동차와부품
A067630,HLB생명과학,12,건강관리장비와서비스
A067730,로지시스,12,소프트웨어와서비스
A067770,세진티에스,12,디스플레이
A067830,세이브존I&C,12,소매(유통)
A067900,와이엔텍,12,운송
A067920,이글루,12,소프트웨어와서비스
A067990,도이치모터스,12,자동차와부품
A068050,팬엔터테인먼트,12,미디어와엔터테인먼트
A068100,케이웨더,12,소프트웨어와서비스
A068240,다원시스,12,자본재
A068270,셀트리온,12,제약과생물공학
A068290,삼성출판사,12,미디어와엔터테인먼트
A068330,일신바이오,12,제약과생물공학
A068760,셀트리온제약,12,제약과생물공학
A068790,DMS,12,디스플레이
A068930,디지털대성,12,교육서비스
A068940,셀피글로벌,12,상업서비스와공급품
A069080,웹젠,12,미디어와엔터테인먼트
A069140,누리플랜,12,자본재
A069260,TKG휴켐스,12,소재
A069330,유아이디,12,디스플레이
A069410,엔텔스,12,소프트웨어와서비스
A069460,대호에이엘,12,소재
A069510,에스텍,12,기술하드웨어와장비
A069540,빛과전자,12,기술하드웨어와장비
A069620,대웅제약,12,제약과생물공학
A069640,한세엠케이,12,내구소비재와의류
A069730,DSR제강,12,소재
A069920,엑시온그룹,12,자본재
A069960,현대백화점,12,소매(유통)
A070300,퀀텀레일,12,기술하드웨어와장비
A070590,인티큐브,12,소프트웨어와서비스
A070960,모나용평,12,"호텔,레스토랑,레저등"
A071050,한국금융지주,12,증권
A071090,하이스틸,12,소재
A071200,인피니트헬스케어,12,건강관리장비와서비스
A071280,로체시스템즈,12,반도체와반도체장비
A071320,지역난방공사,12,유틸리티
A071670,에이테크솔루션,12,자본재
A071840,롯데하이마트,12,소매(유통)
A071850,캐스텍코리아,12,자동차와부품
A071950,코아스,12,자본재
A071970,HD현대마린엔진,12,자본재
A072020,중앙백신,12,제약과생물공학
A072130,유엔젤,12,소프트웨어와서비스
A072470,우리산업홀딩스,12,자동차와부품
A072710,농심홀딩스,12,"식품,음료,담배"
A072770,멤레이비티,12,소프트웨어와서비스
A072870,메가스터디,12,교육서비스
A072950,빛샘전자,12,기술하드웨어와장비
A072990,에이치시티,12,기술하드웨어와장비
A073010,케이에스피,12,자본재
A073110,엘엠에스,12,디스플레이
A073190,듀오백,12,자본재
A073240,금호타이어,12,자동차와부품
A073490,LIG아큐버,12,기술하드웨어와장비
A073540,에프알텍,12,기술하드웨어와장비
A073560,우리손에프앤지,12,"식품,음료,담배"
A073570,리튬포어스,12,기술하드웨어와장비
A073640,테라사이언스,12,자본재
A074430,아미노로직스,12,제약과생물공학
A074600,원익QnC,12,반도체와반도체장비
A074610,이엔플러스,12,자본재
A075130,플랜티넷,12,소프트웨어와서비스
A075180,새론오토모티브,12,자동차와부품
A075580,세진중공업,12,자본재
A075970,동국알앤에스,12,소재
A076080,웰크론한텍,12,자본재
A076610,해성옵틱스,12,기술하드웨어와장비
A077360,덕산하이메탈,12,반도체와반도체장비
A077500,유니퀘스트,12,반도체와반도체장비
A077970,STX엔진,12,자본재
A078000,텔코웨어,12,소프트웨어와서비스
A078020,LS증권,12,증권
A078070,유비쿼스홀딩스,12,기술하드웨어와장비
A078130,국일제지,12,소재
A078140,대봉엘에스,12,제약과생물공학
A078150,HB테크놀러지,12,디스플레이
A078160,메디포스트,12,제약과생물공학
A078340,컴투스,12,미디어와엔터테인먼트
A078350,한양디지텍,12,반도체와반도체장비
A078520,에이블씨엔씨,12,내구소비재와의류
A078590,휴림에이텍,12,자동차와부품
A078600,대주전자재료,12,기술하드웨어와장비
A078860,아이오케이이엔엠,12,미디어와엔터테인먼트
A078890,가온그룹,12,전자와 전기제품
A078930,GS,12,에너지
A079000,와토스코리아,12,자본재
A079160,CJ CGV,12,미디어와엔터테인먼트
A079170,한창산업,12,소재
A079190,케스피온,12,기술하드웨어와장비
A079370,제우스,12,반도체와반도체장비
A079430,현대리바트,12,자본재
A079550,LIG디펜스앤에어로스페이스,12,자본재
A079650,서산,12,자본재
A079810,APS이노베이션,12,전자와 전기제품
A079900,전진건설로봇,12,자본재
A079940,가비아,12,소프트웨어와서비스
A079950,인베니아,12,디스플레이
A079960,동양이엔피,12,전자와 전기제품
A079970,투비소프트,12,소프트웨어와서비스
A079980,휴비스,12,내구소비재와의류
A080010,이상네트웍스,12,"호텔,레스토랑,레저등"
A080160,모두투어,12,"호텔,레스토랑,레저등"
A080220,제주반도체,12,반도체와반도체장비
A080420,모다이노칩,12,소매(유통)
A080470,성창오토텍,12,자동차와부품
A080520,오디텍,12,반도체와반도체장비
A080530,코디,12,내구소비재와의류
A080580,오킨스전자,12,반도체와반도체장비
A080720,한국유니온제약,12,제약과생물공학
A081000,일진다이아,12,소재
A081150,티플랙스,12,소재
A081180,쎄크,12,기술하드웨어와장비
A081580,성우전자,12,기술하드웨어와장비
A081660,미스토홀딩스,12,내구소비재와의류
A082210,옵트론텍,12,기술하드웨어와장비
A082270,젬백스,12,반도체와반도체장비
A082640,동양생명,12,보험
A082660,코스나인,12,내구소비재와의류
A082740,한화엔진,12,자본재
A082800,비보존 제약,12,제약과생물공학
A082850,우리바이오,12,디스플레이
A082920,비츠로셀,12,전자와 전기제품
A083310,엘오티베큠,12,반도체와반도체장비
A083420,그린케미칼,12,소재
A083450,GST,12,반도체와반도체장비
A083470,이엠앤아이,12,디스플레이
A083500,에프엔에스테크,12,디스플레이
A083550,케이엠,12,내구소비재와의류
A083640,인콘,12,기술하드웨어와장비
A083650,비에이치아이,12,에너지
A083660,CSA 코스믹,12,내구소비재와의류
A083790,CG인바이츠,12,제약과생물공학
A083930,아바코,12,전자와 전기제품
A084010,대한제강,12,소재
A084110,휴온스글로벌,12,제약과생물공학
A084180,수성웹툰,12,미디어와엔터테인먼트
A084370,유진테크,12,반도체와반도체장비
A084440,유비온,9,교육서비스
A084650,랩지노믹스,12,제약과생물공학
A084670,동양고속,12,운송
A084680,이월드,12,내구소비재와의류
A084690,대상홀딩스,12,"식품,음료,담배"
A084730,팅크웨어,12,전자와 전기제품
A084850,아이티엠반도체,12,기술하드웨어와장비
A084870,TBH글로벌,12,내구소비재와의류
A084990,헬릭스미스,12,제약과생물공학
A085310,엔케이,12,자본재
A085620,미래에셋생명,12,보험
A085660,차바이오텍,12,건강관리장비와서비스
A085670,뉴프렉스,12,기술하드웨어와장비
A085810,알티캐스트,12,자본재
A085910,네오티스,12,자동차와부품
A086040,바이오톡스텍,12,제약과생물공학
A086060,진바이오텍,12,제약과생물공학
A086280,현대글로비스,12,운송
A086390,유니테스트,12,반도체와반도체장비
A086450,동국제약,12,제약과생물공학
A086520,에코프로,12,소재
A086670,비엠티,12,자본재
A086710,선진뷰티사이언스,12,내구소비재와의류
A086790,하나금융지주,12,은행
A086820,바이오솔루션,12,제약과생물공학
A086890,이수앱지스,12,제약과생물공학
A086900,메디톡스,12,제약과생물공학
A086960,MDS테크,12,소프트웨어와서비스
A086980,쇼박스,12,미디어와엔터테인먼트
A087010,펩트론,12,제약과생물공학
A087260,모바일어플라이언스,12,자동차와부품
A087600,픽셀플러스,12,반도체와반도체장비
A088130,동아엘텍,12,디스플레이
A088280,쏘닉스,12,기술하드웨어와장비
A088290,이원컴포텍,12,자동차와부품
A088340,유라클,12,소프트웨어와서비스
A088350,한화생명,12,보험
A088390,이녹스,12,내구소비재와의류
A088790,진도,12,내구소비재와의류
A088800,에이스테크,12,기술하드웨어와장비
A088910,동우팜투테이블,12,"식품,음료,담배"
A089010,켐트로닉스,12,기술하드웨어와장비
A089030,테크윙,12,반도체와반도체장비
A089140,넥스턴앤롤코리아,12,자본재
A089150,케이씨티,12,기술하드웨어와장비
A089230,THE E&M,12,미디어와엔터테인먼트
A089470,HDC현대EP,12,자동차와부품
A089590,제주항공,12,운송
A089600,KT나스미디어,12,미디어와엔터테인먼트
A089790,제이티,12,반도체와반도체장비
A089850,유비벨록스,12,전자와 전기제품
A089860,롯데렌탈,12,운송
A089890,코세스,12,반도체와반도체장비
A089970,브이엠,12,반도체와반도체장비
A089980,상아프론테크,12,기술하드웨어와장비
A090080,평화산업,12,자동차와부품
A090150,아이윈,12,자동차와부품
A090350,노루페인트,12,자본재
A090360,로보스타,12,자본재
A090370,메타랩스,12,상업서비스와공급품
A090410,덕신이피씨,12,자본재
A090430,아모레퍼시픽,12,내구소비재와의류
A090460,비에이치,12,기술하드웨어와장비
A090470,제이스로보틱스,12,기술하드웨어와장비
A090710,휴림로봇,12,자본재
A090850,현대이지웰,12,상업서비스와공급품
A091120,이엠텍,12,기술하드웨어와장비
A091340,S&K폴리텍,12,기술하드웨어와장비
A091440,한울소재과학,12,기술하드웨어와장비
A091580,상신이디피,12,전자와 전기제품
A091590,남화토건,12,자본재
A091700,파트론,12,기술하드웨어와장비
A091810,트리니티항공,12,운송
A091970,LSK아이로봇,12,소재
A092040,아미코젠,12,제약과생물공학
A092070,디엔에프,12,반도체와반도체장비
A092130,이크레더블,12,상업서비스와공급품
A092190,서울바이오시스,12,디스플레이
A092200,디아이씨,12,자동차와부품
A092220,KEC,12,반도체와반도체장비
A092230,KPX홀딩스,12,소재
A092300,현우산업,12,기술하드웨어와장비
A092440,기신정기,3,자본재
A092460,한라IMS,12,자본재
A092600,앤씨앤,12,전자와 전기제품
A092730,네오팜,12,내구소비재와의류
A092780,DYP,12,자동차와부품
A092790,넥스틸,12,소재
A092870,엑시콘,12,반도체와반도체장비
A093050,LF,12,내구소비재와의류
A093190,빅솔론,12,기술하드웨어와장비
A093240,형지엘리트,6,내구소비재와의류
A093320,케이아이엔엑스,12,소프트웨어와서비스
A093370,후성,12,소재
A093380,풍강,8,자동차와부품
A093520,매커스,12,반도체와반도체장비
A093640,케이알엠,12,반도체와반도체장비
A093920,서원인텍,12,기술하드웨어와장비
A094170,동운아나텍,12,반도체와반도체장비
A094280,효성ITX,12,상업서비스와공급품
A094360,칩스앤미디어,12,반도체와반도체장비
A094480,갤럭시아머니트리,12,소프트웨어와서비스
A094820,일진파워,12,자본재
A094840,슈프리마에이치큐,12,기술하드웨어와장비
A094850,참좋은여행,12,"호텔,레스토랑,레저등"
A094860,네오리진,12,미디어와엔터테인먼트
A094940,푸른로보틱스,12,기술하드웨어와장비
A094970,제이엠티,12,디스플레이
A095190,신화프리텍,12,자본재
A095270,웨이브일렉트로,12,자본재
A095340,ISC,12,반도체와반도체장비
A095500,미래나노텍,12,디스플레이
A095570,AJ네트웍스,12,운송
A095610,테스,12,반도체와반도체장비
A095660,네오위즈,12,미디어와엔터테인먼트
A095700,제넥신,12,제약과생물공학
A095720,웅진씽크빅,12,교육서비스
A095910,에스에너지,12,에너지
A096240,크레버스,12,교육서비스
A096250,와이즈넛,12,소프트웨어와서비스
A096350,대창솔루션,12,자본재
A096530,씨젠,12,제약과생물공학
A096610,알에프세미,12,반도체와반도체장비
A096630,에스코넥,12,기술하드웨어와장비
A096690,에이루트,12,기술하드웨어와장비
A096760,JW홀딩스,12,제약과생물공학
A096770,SK이노베이션,12,에너지
A096870,엘디티,12,디스플레이
A097230,HJ중공업,12,자본재
A097520,엠씨넥스,12,기술하드웨어와장비
A097780,에코볼트,12,자동차와부품
A097800,윈팩,12,반도체와반도체장비
A097870,효성오앤비,6,소재
A097950,CJ제일제당,12,"식품,음료,담배"
A098070,한텍,12,에너지
A098120,마이크로컨텍솔,12,반도체와반도체장비
A098460,고영,12,기술하드웨어와장비
A098660,에스티오,12,내구소비재와의류
A099190,아이센스,12,건강관리장비와서비스
A099220,SDN,12,에너지
A099320,쎄트렉아이,12,자본재
A099390,브레인즈컴퍼니,12,소프트웨어와서비스
A099410,동방선기,12,자본재
A099430,바이오플러스,12,건강관리장비와서비스
A099440,스맥,12,자본재
A099520,DGI,12,기술하드웨어와장비
A099750,이지케어텍,3,건강관리장비와서비스
A100030,인지소프트,12,소프트웨어와서비스
A100090,SK오션플랜트,12,에너지
A100120,뷰웍스,12,건강관리장비와서비스
A100130,동국S&C,12,에너지
A100220,비상교육,12,교육서비스
A100250,진양홀딩스,12,자동차와부품
A100590,머큐리,12,기술하드웨어와장비
A100660,서암기계공업,12,자본재
A100700,세운메디칼,12,건강관리장비와서비스
A100790,미래에셋벤처투자,12,다각화된금융
A100840,SNT에너지,12,에너지
A101000,KS인더스트리,12,자본재
A101140,인바이오젠,12,기술하드웨어와장비
A101160,월덱스,12,반도체와반도체장비
