era,universe,signal,n_dates,median_daily_ic,mean_daily_ic,positive_day_share
2016_2019,KOSPI_KOSDAQ_ALL,GLOBAL_TOP2_SHARE,178,0.027277236279499045,0.02626858650407798,0.4891304347826087
2016_2019,KOSPI_KOSDAQ_ALL,LOCAL_RANK20,184,0.07142857142857144,0.06469979296066253,0.5489130434782609
2016_2019,KOSPI_KOSDAQ_ALL,NEG_GLOBAL_RANK_DISPERSION20,184,-0.023809523809523815,0.027732803880894597,0.4782608695652174
2020_2022,K200,GLOBAL_MEAN_PAYOFF20,149,0.09523809523809526,0.09379993608181529,0.5570469798657718
2020_2022,K200,GLOBAL_MEAN_RANK20,149,0.13173888881045848,0.09500924744571387,0.5369127516778524
2020_2022,K200,GLOBAL_POSITIVE_SHARE,149,0.10910894511799618,0.09080942212354468,0.5771812080536913
2020_2022,K200,GLOBAL_TOP2_SHARE,143,0.012354155277685021,0.03587187296969144,0.4899328859060403
2020_2022,K200,LOCAL_RANK20,149,-0.023809523809523815,0.0260466602748482,0.4899328859060403
2020_2022,K200,NEG_GLOBAL_RANK_DISPERSION20,149,0.04761904761904763,0.03000647415876311,0.5302013422818792
2020_2022,KOSDAQ,GLOBAL_MEAN_PAYOFF20,149,0.11904761904761905,0.04522211569191435,0.5503355704697986
2020_2022,KOSDAQ,GLOBAL_MEAN_RANK20,149,0.1077863635721933,0.04022061358788231,0.5704697986577181
2020_2022,KOSDAQ,GLOBAL_POSITIVE_SHARE,149,0.049102861614023635,0.026460886458512207,0.5369127516778524
2020_2022,KOSDAQ,GLOBAL_TOP2_SHARE,143,0.07662141663581955,0.033850532039655525,0.5302013422818792
2020_2022,KOSDAQ,LOCAL_RANK20,149,0.11904761904761905,0.04666027484819433,0.5704697986577181
2020_2022,KOSDAQ,NEG_GLOBAL_RANK_DISPERSION20,149,0.0,0.021854391580845393,0.47651006711409394
2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,149,0.14285714285714288,0.11457334611697029,0.5973154362416108
2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_RANK20,149,0.1666666666666667,0.11549934939292295,0.610738255033557
2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,149,0.10844160586017297,0.08533825957495403,0.5570469798657718
2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_TOP2_SHARE,143,0.06137857701752955,0.08274142352505034,0.5436241610738255
2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,LOCAL_RANK20,149,0.2142857142857143,0.1489293704058805,0.6174496644295302
2020_2022,KOSDAQ_PLUS_KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,149,0.023809523809523815,-0.0018688597404318118,0.5100671140939598
2020_2022,KOSPI_ALL,GLOBAL_MEAN_PAYOFF20,149,0.1666666666666667,0.09971236816874401,0.5838926174496645
2020_2022,KOSPI_ALL,GLOBAL_MEAN_RANK20,149,0.14285714285714288,0.1014507578079834,0.5771812080536913
2020_2022,KOSPI_ALL,GLOBAL_POSITIVE_SHARE,149,0.10216188884775938,0.08514065289286715,0.5771812080536913
2020_2022,KOSPI_ALL,GLOBAL_TOP2_SHARE,143,0.06873217490352689,0.033351058140455865,0.5100671140939598
2020_2022,KOSPI_ALL,LOCAL_RANK20,149,0.04761904761904763,0.05225311601150528,0.5369127516778524
2020_2022,KOSPI_ALL,NEG_GLOBAL_RANK_DISPERSION20,149,0.023809523809523815,0.01500731381220037,0.5100671140939598
2020_2022,KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,133,0.04761904761904763,0.1013247404224848,0.5263157894736842
2020_2022,KOSPI_EX_K200,GLOBAL_MEAN_RANK20,133,0.04761904761904763,0.10780010134354774,0.5338345864661654
2020_2022,KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,133,0.07412493166611013,0.07888284847087698,0.5263157894736842
2020_2022,KOSPI_EX_K200,GLOBAL_TOP2_SHARE,127,0.012770236105969923,0.056110332655367794,0.48120300751879697
2020_2022,KOSPI_EX_K200,LOCAL_RANK20,133,0.04761904761904763,0.03025420694593627,0.5263157894736842
2020_2022,KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,133,0.011976262619132589,0.034866472597497006,0.5112781954887218
2020_2022,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_PAYOFF20,149,0.1666666666666667,0.12160434643656123,0.6040268456375839
2020_2022,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_RANK20,149,0.19162020190612142,0.12833703867933877,0.610738255033557
2020_2022,KOSPI_KOSDAQ_ALL,GLOBAL_POSITIVE_SHARE,149,0.121232161242218,0.09780229668658386,0.5704697986577181
2020_2022,KOSPI_KOSDAQ_ALL,GLOBAL_TOP2_SHARE,143,0.11048143863155317,0.06921822044392228,0.5704697986577181
2020_2022,KOSPI_KOSDAQ_ALL,LOCAL_RANK20,149,0.19047619047619052,0.11936720997123683,0.6174496644295302
2020_2022,KOSPI_KOSDAQ_ALL,NEG_GLOBAL_RANK_DISPERSION20,149,0.023952525238265177,0.03358116877010089,0.5100671140939598
2023_2024,K200,GLOBAL_MEAN_PAYOFF20,97,0.04761904761904763,0.024791359842906244,0.5257731958762887
2023_2024,K200,GLOBAL_MEAN_RANK20,97,0.023809523809523815,0.03488939348806763,0.5154639175257731
2023_2024,K200,GLOBAL_POSITIVE_SHARE,96,0.0552407193157766,0.017973470972959902,0.5154639175257731
2023_2024,K200,GLOBAL_TOP2_SHARE,91,0.05073462894318411,0.03342332981909622,0.4845360824742268
2023_2024,K200,LOCAL_RANK20,97,0.023809523809523815,0.008100147275405006,0.5051546391752577
2023_2024,K200,NEG_GLOBAL_RANK_DISPERSION20,97,-0.14285714285714288,-0.11327741356580243,0.32989690721649484
2023_2024,KOSDAQ,GLOBAL_MEAN_PAYOFF20,97,-0.09523809523809526,-0.046146293568973984,0.4329896907216495
2023_2024,KOSDAQ,GLOBAL_MEAN_RANK20,97,-0.14285714285714288,-0.05915327511326063,0.4020618556701031
2023_2024,KOSDAQ,GLOBAL_POSITIVE_SHARE,96,-0.10607440338842428,-0.0538718842905967,0.4329896907216495
2023_2024,KOSDAQ,GLOBAL_TOP2_SHARE,91,-0.1235415527768502,-0.06284930015030978,0.38144329896907214
2023_2024,KOSDAQ,LOCAL_RANK20,97,0.0,0.011782032400589096,0.4948453608247423
2023_2024,KOSDAQ,NEG_GLOBAL_RANK_DISPERSION20,97,0.05988131309566295,0.0326431145169403,0.5773195876288659
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,97,-0.023809523809523815,-0.02626411389297987,0.4948453608247423
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_RANK20,97,-0.023809523809523815,-0.032977749151909146,0.4639175257731959
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,96,0.07446011925588923,-0.022273616535415975,0.5051546391752577
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_TOP2_SHARE,91,-0.11493212495372931,-0.026384084711239267,0.41237113402061853
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,LOCAL_RANK20,97,-0.07142857142857144,-0.048109965635738855,0.44329896907216493
2023_2024,KOSDAQ_PLUS_KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,97,0.023809523809523815,0.028633090278595966,0.5360824742268041
2023_2024,KOSPI_ALL,GLOBAL_MEAN_PAYOFF20,97,0.04761904761904763,0.044428080510554746,0.5257731958762887
2023_2024,KOSPI_ALL,GLOBAL_MEAN_RANK20,97,0.0,0.03959390623580403,0.4948453608247423
2023_2024,KOSPI_ALL,GLOBAL_POSITIVE_SHARE,96,0.07308570547552562,0.04202234110580253,0.5154639175257731
2023_2024,KOSPI_ALL,GLOBAL_TOP2_SHARE,91,0.0,0.03642205930847656,0.4639175257731959
2023_2024,KOSPI_ALL,LOCAL_RANK20,97,0.07142857142857144,-0.0056455571919489505,0.5257731958762887
2023_2024,KOSPI_ALL,NEG_GLOBAL_RANK_DISPERSION20,97,0.0,-0.028913942805959925,0.4845360824742268
2023_2024,KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,97,0.07142857142857144,0.032891507118311236,0.5257731958762887
2023_2024,KOSPI_EX_K200,GLOBAL_MEAN_RANK20,97,0.047905050476530354,0.03355949641100582,0.5051546391752577
2023_2024,KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,96,0.042928734740240865,0.035991281277750246,0.5257731958762887
2023_2024,KOSPI_EX_K200,GLOBAL_TOP2_SHARE,91,0.06385118052984962,0.05934926305091168,0.5154639175257731
2023_2024,KOSPI_EX_K200,LOCAL_RANK20,97,0.09523809523809526,0.061610211094747194,0.5670103092783505
2023_2024,KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,97,-0.011976262619132589,-0.014204535147270676,0.4639175257731959
2023_2024,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_PAYOFF20,97,0.04761904761904763,0.009081983308787442,0.5051546391752577
2023_2024,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_RANK20,97,0.04761904761904763,0.007639974328130587,0.5051546391752577
2023_2024,KOSPI_KOSDAQ_ALL,GLOBAL_POSITIVE_SHARE,96,0.02496898701782659,0.01099943592247119,0.5154639175257731
2023_2024,KOSPI_KOSDAQ_ALL,GLOBAL_TOP2_SHARE,91,0.024708310555370042,0.01350058550256048,0.4845360824742268
2023_2024,KOSPI_KOSDAQ_ALL,LOCAL_RANK20,97,-0.07142857142857144,-0.012518409425625932,0.4742268041237113
2023_2024,KOSPI_KOSDAQ_ALL,NEG_GLOBAL_RANK_DISPERSION20,97,0.04761904761904763,0.016280988214081176,0.5360824742268041
2025,K200,GLOBAL_MEAN_PAYOFF20,49,0.023809523809523815,-0.013605442176870725,0.5102040816326531
2025,K200,GLOBAL_MEAN_RANK20,49,0.09523809523809526,-0.013677244515129774,0.5306122448979592
2025,K200,GLOBAL_POSITIVE_SHARE,46,-0.04266219558823952,-0.026399474364370467,0.3877551020408163
2025,K200,GLOBAL_TOP2_SHARE,43,0.027277236279499045,-0.0275641064340311,0.4489795918367347
2025,K200,LOCAL_RANK20,49,-0.11904761904761905,-0.12682215743440237,0.3673469387755102
2025,K200,NEG_GLOBAL_RANK_DISPERSION20,49,-0.04761904761904763,0.01052665258696625,0.4897959183673469
2025,KOSDAQ,GLOBAL_MEAN_PAYOFF20,49,0.19047619047619052,0.14091350826044705,0.6122448979591837
2025,KOSDAQ,GLOBAL_MEAN_RANK20,49,0.2142857142857143,0.15329145401300528,0.6122448979591837
2025,KOSDAQ,GLOBAL_POSITIVE_SHARE,46,0.16448528823771386,0.12434465560672478,0.5918367346938775
2025,KOSDAQ,GLOBAL_TOP2_SHARE,43,0.03682714621051773,0.09156671723607482,0.4897959183673469
2025,KOSDAQ,LOCAL_RANK20,49,0.261904761904762,0.17832847424684165,0.6326530612244898
2025,KOSDAQ,NEG_GLOBAL_RANK_DISPERSION20,49,0.18073600976695497,0.11081627725273197,0.673469387755102
2025,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,49,0.2380952380952381,0.13654033041788144,0.6530612244897959
2025,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_RANK20,49,0.21688321172034594,0.132526541113757,0.673469387755102
2025,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,46,0.21663981106647529,0.13986728955693453,0.6530612244897959
2025,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_TOP2_SHARE,43,0.05455447255899809,0.03180863429933235,0.46938775510204084
2025,KOSDAQ_PLUS_KOSPI_EX_K200,LOCAL_RANK20,49,0.30952380952380953,0.23712342079689022,0.7142857142857143
2025,KOSDAQ_PLUS_KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,49,0.09759000729485333,0.10117574354087497,0.5918367346938775
2025,KOSPI_ALL,GLOBAL_MEAN_PAYOFF20,49,0.09523809523809526,0.016520894071914493,0.5510204081632653
2025,KOSPI_ALL,GLOBAL_MEAN_RANK20,49,0.17964393928698885,0.011830697552932134,0.5714285714285714
2025,KOSPI_ALL,GLOBAL_POSITIVE_SHARE,46,0.15958430024557682,0.021183942381362106,0.5102040816326531
2025,KOSPI_ALL,GLOBAL_TOP2_SHARE,43,0.012683657235796028,-0.041415454385810506,0.4489795918367347
2025,KOSPI_ALL,LOCAL_RANK20,49,-0.023809523809523815,-0.0534499514091351,0.4897959183673469
2025,KOSPI_ALL,NEG_GLOBAL_RANK_DISPERSION20,49,0.07185757571479554,0.05397051669452614,0.6122448979591837
2025,KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,49,0.0,0.0413022351797862,0.4897959183673469
2025,KOSPI_EX_K200,GLOBAL_MEAN_RANK20,49,0.0,0.03348789034614612,0.4897959183673469
2025,KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,46,0.12240035167856467,0.04039014590988306,0.5306122448979592
2025,KOSPI_EX_K200,GLOBAL_TOP2_SHARE,43,0.049102861614023635,-0.047579605794994664,0.4489795918367347
2025,KOSPI_EX_K200,LOCAL_RANK20,49,0.04761904761904763,0.04130223517978619,0.5102040816326531
2025,KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,49,0.14285714285714288,0.14587347657105185,0.5918367346938775
2025,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_PAYOFF20,49,0.04761904761904763,0.06073858114674441,0.5510204081632653
2025,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_RANK20,49,0.05988131309566295,0.057521398902974905,0.6122448979591837
2025,KOSPI_KOSDAQ_ALL,GLOBAL_POSITIVE_SHARE,46,0.1923933788180317,0.05627843187227519,0.5510204081632653
2025,KOSPI_KOSDAQ_ALL,GLOBAL_TOP2_SHARE,43,-0.012275715403505909,-0.023037184619192023,0.3877551020408163
2025,KOSPI_KOSDAQ_ALL,LOCAL_RANK20,49,0.14285714285714288,0.07337220602526727,0.5510204081632653
2025,KOSPI_KOSDAQ_ALL,NEG_GLOBAL_RANK_DISPERSION20,49,0.16868694244915797,0.1310094916767127,0.6938775510204082
2026,K200,GLOBAL_MEAN_PAYOFF20,25,0.1666666666666667,0.17142857142857143,0.64
2026,K200,GLOBAL_MEAN_RANK20,25,0.3333333333333334,0.19363061557410524,0.68
2026,K200,GLOBAL_POSITIVE_SHARE,24,0.25251500438784136,0.17235184946852913,0.76
2026,K200,GLOBAL_TOP2_SHARE,22,0.14328701684701145,0.08142134458756073,0.56
2026,K200,LOCAL_RANK20,25,0.0,0.06095238095238095,0.48
2026,K200,NEG_GLOBAL_RANK_DISPERSION20,25,0.09581010095306071,0.08867014378466412,0.56
2026,KOSDAQ,GLOBAL_MEAN_PAYOFF20,25,0.09523809523809526,0.057142857142857155,0.6
2026,KOSDAQ,GLOBAL_MEAN_RANK20,25,0.09581010095306071,0.07797637796306263,0.56
2026,KOSDAQ,GLOBAL_POSITIVE_SHARE,24,0.2108584235601515,0.1589733262073492,0.64
2026,KOSDAQ,GLOBAL_TOP2_SHARE,22,0.16270350665457167,0.04397224505978228,0.6
2026,KOSDAQ,LOCAL_RANK20,25,0.09523809523809526,0.0961904761904762,0.56
2026,KOSDAQ,NEG_GLOBAL_RANK_DISPERSION20,25,0.2380952380952381,0.1585238572280389,0.6
2026,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,25,0.07142857142857144,0.10190476190476191,0.56
2026,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_MEAN_RANK20,25,0.04761904761904763,0.126915585250981,0.56
2026,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,24,0.19641144645609454,0.20590817547791473,0.68
2026,KOSDAQ_PLUS_KOSPI_EX_K200,GLOBAL_TOP2_SHARE,22,0.11313985767597737,0.061033167174181925,0.56
2026,KOSDAQ_PLUS_KOSPI_EX_K200,LOCAL_RANK20,25,0.19047619047619052,0.11428571428571432,0.64
2026,KOSDAQ_PLUS_KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,25,0.0,0.08647886212275106,0.48
2026,KOSPI_ALL,GLOBAL_MEAN_PAYOFF20,25,0.2142857142857143,0.18000000000000005,0.64
2026,KOSPI_ALL,GLOBAL_MEAN_RANK20,25,0.203596464525254,0.20236464401534854,0.68
2026,KOSPI_ALL,GLOBAL_POSITIVE_SHARE,24,0.1631005035796147,0.16182341135295955,0.68
2026,KOSPI_ALL,GLOBAL_TOP2_SHARE,22,0.20130398558333762,0.11844628404922125,0.56
2026,KOSPI_ALL,LOCAL_RANK20,25,0.14285714285714288,0.11428571428571428,0.56
2026,KOSPI_ALL,NEG_GLOBAL_RANK_DISPERSION20,25,0.14285714285714288,0.08569776046739878,0.64
2026,KOSPI_EX_K200,GLOBAL_MEAN_PAYOFF20,25,-0.04761904761904763,0.01619047619047618,0.44
2026,KOSPI_EX_K200,GLOBAL_MEAN_RANK20,25,-0.023952525238265177,0.043225169588312455,0.4
2026,KOSPI_EX_K200,GLOBAL_POSITIVE_SHARE,24,0.0006119127484351707,0.049438609105728525,0.48
2026,KOSPI_EX_K200,GLOBAL_TOP2_SHARE,22,0.0007353597885997338,0.03761544732930382,0.44
2026,KOSPI_EX_K200,LOCAL_RANK20,25,0.09523809523809526,0.06761904761904763,0.56
2026,KOSPI_EX_K200,NEG_GLOBAL_RANK_DISPERSION20,25,0.2380952380952381,0.11675113414467128,0.64
2026,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_PAYOFF20,25,0.04761904761904763,0.07714285714285714,0.52
2026,KOSPI_KOSDAQ_ALL,GLOBAL_MEAN_RANK20,25,0.04761904761904763,0.11617797144745494,0.52
2026,KOSPI_KOSDAQ_ALL,GLOBAL_POSITIVE_SHARE,24,0.1534689961034581,0.1572045101884616,0.56
2026,KOSPI_KOSDAQ_ALL,GLOBAL_TOP2_SHARE,22,0.07621688992996939,0.05165150127522202,0.52
2026,KOSPI_KOSDAQ_ALL,LOCAL_RANK20,25,0.0,0.038095238095238085,0.48
2026,KOSPI_KOSDAQ_ALL,NEG_GLOBAL_RANK_DISPERSION20,25,0.203596464525254,0.10869871446652772,0.6
