sample,factor,direction,overlay,top_n,cost_bps,n_periods,annualized_return,sharpe,mdd,avg_turnover
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,0,257,0.08861554583940867,0.42574083567153737,-0.5332296077047682,0.622568093385214
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,0,86,0.38820012822161276,1.0155129299804193,-0.41796291004109254,0.6197674418604651
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,30,257,0.038606032260179335,0.27377476703051634,-0.6018588969259687,0.622568093385214
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,30,86,0.3252577234996279,0.8985031212004778,-0.4219487914184422,0.6197674418604651
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,60,257,-0.009198795119259362,0.12178036115645582,-0.660505137393884,0.622568093385214
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,60,86,0.2650540964554522,0.7814475140665199,-0.4259143105204849,0.6197674418604651
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,0,257,0.07112737313080886,0.3968182152919259,-0.5106768894053071,0.5941634241245136
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,0,86,0.3820771993261671,1.1602752663309668,-0.37953020800470505,0.5947674418604652
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,30,257,0.024096469941738308,0.21846825539964754,-0.5790303461769721,0.5941634241245136
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,30,86,0.32185782806085417,1.0209156155462629,-0.3840478902951673,0.5947674418604652
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,60,257,-0.020951170935268548,0.04018214726775266,-0.6607042298962442,0.5941634241245136
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,60,86,0.26415758328930905,0.8816380676395799,-0.3885412466846585,0.5947674418604652
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,0,257,0.10605097242564776,0.47096361714271107,-0.5926991079941761,0.4778210116731518
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,0,86,0.513973097909088,1.2394311621218224,-0.39899560676531853,0.4604651162790697
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,30,257,0.06689183140087729,0.3588026208949891,-0.6399091684939386,0.4778210116731518
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,30,86,0.4629126826222749,1.1525589850874245,-0.4014881211508955,0.4604651162790697
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,60,257,0.029060243400464536,0.2465787624157178,-0.6856649213859237,0.4778210116731518
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,60,86,0.41350148444617174,1.0655909092669231,-0.4039735030064644,0.4604651162790697
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,0,257,0.07183575921798235,0.3932857653887777,-0.49804125329964855,0.4391050583657588
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,0,86,0.34872721026505826,1.0725802651909997,-0.37396189513860034,0.42906976744186054
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,30,257,0.03686377783728112,0.2680548852724796,-0.555622357924056,0.4391050583657588
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,30,86,0.3061164960293383,0.974153669527529,-0.37668769468158514,0.42906976744186054
FULL,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,60,257,0.00298591566947648,0.14283089121660542,-0.6073983834468677,0.4391050583657588
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,60,86,0.26479671872703947,0.8756683569816447,-0.37940460981099033,0.42906976744186054
FULL,MOM12_1,HIGH,ACT5_W10,10,0,257,0.05820743634312864,0.33352592728416963,-0.6329969264595509,0.4038910505836576
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_W10,10,0,86,0.5067253030823473,1.1862569387641086,-0.4553463700184349,0.3883720930232558
FULL,MOM12_1,HIGH,ACT5_W10,10,30,257,0.02638056484681983,0.24188338717875216,-0.6689427960866756,0.4038910505836576
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_W10,10,30,86,0.4637267953214057,1.1166202320849916,-0.4577685751456002,0.3883720930232558
FULL,MOM12_1,HIGH,ACT5_W10,10,60,257,-0.004530246622304168,0.1502314600787593,-0.7231081243614175,0.4038910505836576
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_W10,10,60,86,0.4219026260297547,1.046931763336662,-0.46018278313559646,0.3883720930232558
FULL,MOM12_1,HIGH,ACT5_W10,20,0,257,0.04981066564724723,0.3124041561237611,-0.5214428354067593,0.25505836575875485
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_W10,20,0,86,0.34277799530819797,0.9943356223074197,-0.434482111618848,0.24418604651162787
FULL,MOM12_1,HIGH,ACT5_W10,20,30,257,0.02972901287770635,0.24446838217480515,-0.5529165996052308,0.25505836575875485
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_W10,20,30,86,0.3184245116169282,0.9433295187051671,-0.4365474809592321,0.24418604651162787
FULL,MOM12_1,HIGH,ACT5_W10,20,60,257,0.010014717511515503,0.17657973479207015,-0.5850028724861247,0.25505836575875485
OOS_2023_PLUS,MOM12_1,HIGH,ACT5_W10,20,60,86,0.2944942671503106,0.8923202528892811,-0.4386073245088038,0.24418604651162787
FULL,MOM12_1,HIGH,BASE,10,0,259,0.09107208226564101,0.4270056054469613,-0.5071689730510789,0.2193050193050193
OOS_2023_PLUS,MOM12_1,HIGH,BASE,10,0,86,0.44071469589075796,1.0796500160499745,-0.4408518307789513,0.19767441860465115
FULL,MOM12_1,HIGH,BASE,10,30,259,0.0731101034910655,0.3771629328683098,-0.5363180524662272,0.2193050193050193
OOS_2023_PLUS,MOM12_1,HIGH,BASE,10,30,86,0.4195597696211144,1.0439832123627535,-0.4425490257118678,0.19767441860465115
FULL,MOM12_1,HIGH,BASE,10,60,259,0.0554291703120775,0.3273488880574766,-0.5637664800908884,0.2193050193050193
OOS_2023_PLUS,MOM12_1,HIGH,BASE,10,60,86,0.3987007843658852,1.0083138715483269,-0.44424247696804364,0.19767441860465115
FULL,MOM12_1,HIGH,BASE,20,0,259,0.09774835434454676,0.46863823847354463,-0.4817416371859974,0.19729729729729728
OOS_2023_PLUS,MOM12_1,HIGH,BASE,20,0,86,0.3688096958974021,1.0529053324894337,-0.40030790519160164,0.17965116279069765
FULL,MOM12_1,HIGH,BASE,20,30,259,0.08150781823471753,0.41646692960283704,-0.5033579503189685,0.19729729729729728
OOS_2023_PLUS,MOM12_1,HIGH,BASE,20,30,86,0.35053558823032716,1.0151611879138904,-0.4013695923281213,0.17965116279069765
FULL,MOM12_1,HIGH,BASE,20,60,259,0.06549608986906308,0.36431591777489336,-0.5354620128023118,0.19729729729729728
OOS_2023_PLUS,MOM12_1,HIGH,BASE,20,60,86,0.33249456123774257,0.9774084046881212,-0.40243003262416666,0.17965116279069765
FULL,MOM12_1,HIGH,RAW_TA_W10,10,0,259,0.11327915018444612,0.4852876625301396,-0.49935231341331654,0.21776061776061778
OOS_2023_PLUS,MOM12_1,HIGH,RAW_TA_W10,10,0,86,0.5161890686994777,1.1727311784656242,-0.4106976942882824,0.1988372093023256
FULL,MOM12_1,HIGH,RAW_TA_W10,10,30,259,0.09507868552517729,0.43592095440427464,-0.5274478766311018,0.21776061776061778
OOS_2023_PLUS,MOM12_1,HIGH,RAW_TA_W10,10,30,86,0.4937502431696683,1.1377028236664584,-0.4121233076335433,0.1988372093023256
FULL,MOM12_1,HIGH,RAW_TA_W10,10,60,259,0.0771603423008087,0.38659497831296963,-0.5539906758250033,0.21776061776061778
OOS_2023_PLUS,MOM12_1,HIGH,RAW_TA_W10,10,60,86,0.471627375114799,1.1026933104732894,-0.41354640108511853,0.1988372093023256
FULL,MOM12_1,HIGH,RAW_TA_W10,20,0,259,0.0875968557499276,0.4355633906910215,-0.46918086302020123,0.19652509652509656
OOS_2023_PLUS,MOM12_1,HIGH,RAW_TA_W10,20,0,86,0.3764732921192324,1.057763338374506,-0.4335514972702209,0.1744186046511628
FULL,MOM12_1,HIGH,RAW_TA_W10,20,30,259,0.07154690275147924,0.38372975198899295,-0.5023119743542325,0.19652509652509656
OOS_2023_PLUS,MOM12_1,HIGH,RAW_TA_W10,20,30,86,0.35857202181601133,1.021334753582126,-0.43508166158504813,0.1744186046511628
FULL,MOM12_1,HIGH,RAW_TA_W10,20,60,259,0.05572229387519689,0.33193622527011046,-0.5341642001952221,0.19652509652509656
OOS_2023_PLUS,MOM12_1,HIGH,RAW_TA_W10,20,60,86,0.3408928247455396,0.9849215115857884,-0.4366087360077042,0.1744186046511628
FULL,MOM12_1,HIGH,TURNOVER_W10,10,0,259,0.125101913870582,0.5104912542448967,-0.5827451206834996,0.25096525096525096
OOS_2023_PLUS,MOM12_1,HIGH,TURNOVER_W10,10,0,86,0.4989399811585524,1.1424748814171346,-0.4313232067801597,0.24651162790697673
FULL,MOM12_1,HIGH,TURNOVER_W10,10,30,259,0.10395435371998052,0.4559448001233755,-0.6099010531364264,0.25096525096525096
OOS_2023_PLUS,MOM12_1,HIGH,TURNOVER_W10,10,30,86,0.47156661265474886,1.0998443778599487,-0.4335132518972503,0.24651162790697673
FULL,MOM12_1,HIGH,TURNOVER_W10,10,60,259,0.08318490687897873,0.4014213117020361,-0.63531429444383,0.25096525096525096
OOS_2023_PLUS,MOM12_1,HIGH,TURNOVER_W10,10,60,86,0.4446700074652439,1.0572045094397529,-0.4356972438507941,0.24651162790697673
FULL,MOM12_1,HIGH,TURNOVER_W10,20,0,259,0.10047460493091975,0.4739874645183373,-0.4752733849716304,0.20173745173745175
OOS_2023_PLUS,MOM12_1,HIGH,TURNOVER_W10,20,0,86,0.39704859326708064,1.0898039284004306,-0.4065430267261718,0.18313953488372092
FULL,MOM12_1,HIGH,TURNOVER_W10,20,30,259,0.08382558901906734,0.42149987274256107,-0.508690411832803,0.20173745173745175
OOS_2023_PLUS,MOM12_1,HIGH,TURNOVER_W10,20,30,86,0.37801458805580745,1.0520938040845513,-0.40837848980646985,0.18313953488372092
FULL,MOM12_1,HIGH,TURNOVER_W10,20,60,259,0.06741663076218285,0.3690404550210457,-0.5400016602800015,0.20173745173745175
OOS_2023_PLUS,MOM12_1,HIGH,TURNOVER_W10,20,60,86,0.35922810880886136,1.014391025023412,-0.410209579030115,0.18313953488372092
FULL,MOM12_1,LOW,ACT1_W10,10,0,257,0.027299093385977358,0.23833680940132373,-0.5918393199457708,0.4509727626459144
OOS_2023_PLUS,MOM12_1,LOW,ACT1_W10,10,0,86,-0.09855446881250651,-0.19448777369105763,-0.4329736073200885,0.4488372093023255
FULL,MOM12_1,LOW,ACT1_W10,10,30,257,-0.007172395495217532,0.11825529107355871,-0.6405694917866342,0.4509727626459144
OOS_2023_PLUS,MOM12_1,LOW,ACT1_W10,10,30,86,-0.12881687228812033,-0.30766372959130744,-0.47165051600708907,0.4488372093023255
FULL,MOM12_1,LOW,ACT1_W10,10,60,257,-0.04053532955728678,-0.0018435802386719369,-0.6835415991122962,0.4509727626459144
OOS_2023_PLUS,MOM12_1,LOW,ACT1_W10,10,60,86,-0.15810580046937295,-0.42085495559379343,-0.507741489772795,0.4488372093023255
FULL,MOM12_1,LOW,ACT1_W10,20,0,257,0.030221401018394323,0.24595102226598126,-0.535396593065192,0.29688715953307393
OOS_2023_PLUS,MOM12_1,LOW,ACT1_W10,20,0,86,-0.04714603588468125,-0.0428635162188013,-0.3547894427782874,0.29593023255813955
FULL,MOM12_1,LOW,ACT1_W10,20,30,257,0.00734886934425516,0.15976201573856677,-0.5710819146865009,0.29688715953307393
OOS_2023_PLUS,MOM12_1,LOW,ACT1_W10,20,30,86,-0.06830843407020415,-0.12552323382246483,-0.3822073092653284,0.29593023255813955
FULL,MOM12_1,LOW,ACT1_W10,20,60,257,-0.015037280654423446,0.0735500896047346,-0.6040554296678975,0.29688715953307393
OOS_2023_PLUS,MOM12_1,LOW,ACT1_W10,20,60,86,-0.089020097232415,-0.20817583773180506,-0.4119607955382816,0.29593023255813955
FULL,MOM12_1,LOW,ACT5_KEEP_TOP50,10,0,257,0.008402238580239585,0.16597992044200574,-0.5980666122327176,0.6517509727626459
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP50,10,0,86,-0.06857464450684092,-0.1191575501490203,-0.41439957921588133,0.6406976744186046
FULL,MOM12_1,LOW,ACT5_KEEP_TOP50,10,30,257,-0.04020496258724138,-0.01555581710678486,-0.6628379490020666,0.6517509727626459
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP50,10,30,86,-0.1128904140484781,-0.29392056083306606,-0.471451752118359,0.6406976744186046
FULL,MOM12_1,LOW,ACT5_KEEP_TOP50,10,60,257,-0.08656300957850172,-0.196945337758304,-0.7172760191023144,0.6517509727626459
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP50,10,60,86,-0.1551831134336633,-0.468461186751721,-0.523048663038852,0.6406976744186046
FULL,MOM12_1,LOW,ACT5_KEEP_TOP50,20,0,257,0.05197952334555245,0.3322861960210097,-0.43066315173231207,0.613035019455253
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP50,20,0,86,0.017334111952233888,0.19021436753252408,-0.28624309730374387,0.5936046511627907
FULL,MOM12_1,LOW,ACT5_KEEP_TOP50,20,30,257,0.004305435311310779,0.1375622779733475,-0.5173606124300739,0.613035019455253
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP50,20,30,86,-0.027410267144108547,0.00279088661651459,-0.34593520445201575,0.5936046511627907
FULL,MOM12_1,LOW,ACT5_KEEP_TOP50,20,60,257,-0.041293335433395306,-0.056967714231999374,-0.5909865628913957,0.613035019455253
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP50,20,60,86,-0.07026464010846578,-0.18438702672748838,-0.40442894594642886,0.5936046511627907
FULL,MOM12_1,LOW,ACT5_KEEP_TOP70,10,0,257,0.023052536597663487,0.2215023854077015,-0.6359090490483938,0.5007782101167316
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP70,10,0,86,-0.07269407141418693,-0.12174226219639077,-0.4276083217181317,0.47441860465116276
FULL,MOM12_1,LOW,ACT5_KEEP_TOP70,10,30,257,-0.015128860750778572,0.08651166266831686,-0.6848448789977561,0.5007782101167316
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP70,10,30,86,-0.10570836656242744,-0.24653444279026943,-0.474147984647607,0.47441860465116276
FULL,MOM12_1,LOW,ACT5_KEEP_TOP70,10,60,257,-0.05194581476355453,-0.04807064911402495,-0.7272716153541234,0.5007782101167316
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP70,10,60,86,-0.13759792949998906,-0.3707182733077708,-0.5169726491366857,0.47441860465116276
FULL,MOM12_1,LOW,ACT5_KEEP_TOP70,20,0,257,0.058267339051034206,0.3560728291167002,-0.40194321744205097,0.45408560311284046
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP70,20,0,86,0.025028386066351826,0.22239123957716048,-0.25849343805805747,0.43837209302325575
FULL,MOM12_1,LOW,ACT5_KEEP_TOP70,20,30,257,0.022526994600811978,0.21334916453908917,-0.4712563532142273,0.45408560311284046
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP70,20,30,86,-0.008471262071343189,0.08790679952562494,-0.30488151027906407,0.43837209302325575
FULL,MOM12_1,LOW,ACT5_KEEP_TOP70,20,60,257,-0.012055600322356974,0.07081491986339841,-0.5326211488124788,0.45408560311284046
OOS_2023_PLUS,MOM12_1,LOW,ACT5_KEEP_TOP70,20,60,86,-0.040920962759529056,-0.04633769794337254,-0.3509628019719526,0.43837209302325575
FULL,MOM12_1,LOW,ACT5_W10,10,0,257,0.0061135858889764805,0.16404480059573112,-0.6053017096346865,0.4603112840466925
OOS_2023_PLUS,MOM12_1,LOW,ACT5_W10,10,0,86,-0.09974668947811383,-0.2067170112920182,-0.44575987780847937,0.45
FULL,MOM12_1,LOW,ACT5_W10,10,30,257,-0.028360402445611665,0.042326686599311006,-0.6532239845267112,0.4603112840466925
OOS_2023_PLUS,MOM12_1,LOW,ACT5_W10,10,30,86,-0.1301066966908544,-0.32134681201859144,-0.48743464102767164,0.45
FULL,MOM12_1,LOW,ACT5_W10,10,60,257,-0.06170288279962044,-0.07940174593636774,-0.6953883889242622,0.4603112840466925
OOS_2023_PLUS,MOM12_1,LOW,ACT5_W10,10,60,86,-0.15948621621403514,-0.4358069894148418,-0.5260329011301834,0.45
FULL,MOM12_1,LOW,ACT5_W10,20,0,257,0.05266367227883029,0.32831633645580655,-0.45501673633827155,0.29941634241245135
OOS_2023_PLUS,MOM12_1,LOW,ACT5_W10,20,0,86,-0.016405601470181885,0.0692073598451827,-0.29704218182774667,0.2918604651162791
FULL,MOM12_1,LOW,ACT5_W10,20,30,257,0.02912932849144423,0.2414043467558909,-0.49660115252030146,0.29941634241245135
OOS_2023_PLUS,MOM12_1,LOW,ACT5_W10,20,30,86,-0.03792289443766339,-0.014056946701744484,-0.31788518237699814,0.2918604651162791
FULL,MOM12_1,LOW,ACT5_W10,20,60,257,0.0060987768447267054,0.15443537216507341,-0.5354433447946997,0.29941634241245135
OOS_2023_PLUS,MOM12_1,LOW,ACT5_W10,20,60,86,-0.05898917326292963,-0.09732392290671951,-0.34969119733126364,0.2918604651162791
FULL,MOM12_1,LOW,BASE,10,0,259,0.00013323589556990534,0.15096333685178395,-0.6749377727585933,0.28146718146718147
OOS_2023_PLUS,MOM12_1,LOW,BASE,10,0,86,-0.12080342041497472,-0.24780547277375942,-0.47786747029041976,0.277906976744186
FULL,MOM12_1,LOW,BASE,10,30,259,-0.02096286740402864,0.07988614913959007,-0.6973143508634857,0.28146718146718147
OOS_2023_PLUS,MOM12_1,LOW,BASE,10,30,86,-0.13923653905813604,-0.31418498266655814,-0.4936346661142915,0.277906976744186
FULL,MOM12_1,LOW,BASE,10,60,259,-0.04163498898135076,0.008796668373187268,-0.7181687496024244,0.28146718146718147
OOS_2023_PLUS,MOM12_1,LOW,BASE,10,60,86,-0.15730066991383163,-0.3805238762480071,-0.515969878672071,0.277906976744186
FULL,MOM12_1,LOW,BASE,20,0,259,0.008475253453036569,0.16387227464653456,-0.579639364619602,0.23976833976833975
OOS_2023_PLUS,MOM12_1,LOW,BASE,20,0,86,-0.07776775656498003,-0.16273985050616568,-0.39490447158206243,0.22616279069767437
FULL,MOM12_1,LOW,BASE,20,30,259,-0.00967805560956625,0.09424279029986565,-0.6052220690092998,0.23976833976833975
OOS_2023_PLUS,MOM12_1,LOW,BASE,20,30,86,-0.09348655598230793,-0.22580384628085418,-0.41672154143310824,0.22616279069767437
FULL,MOM12_1,LOW,BASE,20,60,259,-0.027519335255862032,0.02464026149955794,-0.6292652388617066,0.23976833976833975
OOS_2023_PLUS,MOM12_1,LOW,BASE,20,60,86,-0.1089494169120172,-0.2888463234977214,-0.4379211551305966,0.22616279069767437
FULL,MOM12_1,LOW,RAW_TA_W10,10,0,259,0.002534775122548627,0.16199619680251343,-0.7327344705835988,0.30231660231660235
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,10,0,86,-0.11077651041425118,-0.17999844821468813,-0.5472298874608412,0.3023255813953488
FULL,MOM12_1,LOW,RAW_TA_W10,10,30,259,-0.02021158628899644,0.08736955036045228,-0.7530264974050791,0.30231660231660235
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,10,30,86,-0.1311228582318834,-0.24757204366256222,-0.5682301463327044,0.3023255813953488
FULL,MOM12_1,LOW,RAW_TA_W10,10,60,259,-0.04246582703532198,0.012815891265914299,-0.771796495629839,0.30231660231660235
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,10,60,86,-0.15102563581311856,-0.3149865624331928,-0.5882777971395994,0.3023255813953488
FULL,MOM12_1,LOW,RAW_TA_W10,20,0,259,0.01924203515635292,0.2049721272965185,-0.612253688587204,0.24613899613899612
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,20,0,86,-0.08740440180485376,-0.19663746757807204,-0.44863077184461186,0.22616279069767437
FULL,MOM12_1,LOW,RAW_TA_W10,20,30,259,0.00040197775939598834,0.13379434562746872,-0.6362299571645018,0.24613899613899612
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,20,30,86,-0.10296993724941594,-0.2590809827800853,-0.46752524803532325,0.22616279069767437
FULL,MOM12_1,LOW,RAW_TA_W10,20,60,259,-0.018105578796990818,0.06267836868357918,-0.658740548089687,0.24613899613899612
OOS_2023_PLUS,MOM12_1,LOW,RAW_TA_W10,20,60,86,-0.11828205440925466,-0.3214982204397738,-0.48578630362786135,0.22616279069767437
FULL,MOM12_1,LOW,TURNOVER_W10,10,0,259,0.02474560856852759,0.23227390133943207,-0.6583503181192455,0.32316602316602316
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,10,0,86,-0.07777857681757105,-0.08763158123973118,-0.4410246322878264,0.34069767441860466
FULL,MOM12_1,LOW,TURNOVER_W10,10,30,259,-5.7968718437106936e-05,0.15155817334441454,-0.6860190073653769,0.32316602316602316
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,10,30,86,-0.1014380505499507,-0.16670177199037625,-0.47017088141698515,0.34069767441860466
FULL,MOM12_1,LOW,TURNOVER_W10,10,60,259,-0.02428824284265252,0.07090859930690985,-0.7114723315128911,0.32316602316602316
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,10,60,86,-0.124517705085747,-0.24563522333299057,-0.4978281627714015,0.34069767441860466
FULL,MOM12_1,LOW,TURNOVER_W10,20,0,259,0.031717829473045356,0.25152517921268797,-0.5613271654190153,0.255984555984556
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,20,0,86,-0.05138629465128253,-0.04979200375712065,-0.3908789273919595,0.24186046511627904
FULL,MOM12_1,LOW,TURNOVER_W10,20,30,259,0.011908904389182906,0.17846746519137394,-0.5895345249290312,0.255984555984556
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,20,30,86,-0.06865053740686655,-0.11539029862587208,-0.4119717184912539,0.24186046511627904
FULL,MOM12_1,LOW,TURNOVER_W10,20,60,259,-0.00753658704442417,0.10545821577454227,-0.6159479531511179,0.255984555984556
OOS_2023_PLUS,MOM12_1,LOW,TURNOVER_W10,20,60,86,-0.08561426423944007,-0.18096702523948716,-0.4331241636613694,0.24186046511627904
FULL,MOM1M,HIGH,ACT1_W10,10,0,257,0.028741797118118084,0.23691721486001838,-0.5561190434656309,0.756420233463035
OOS_2023_PLUS,MOM1M,HIGH,ACT1_W10,10,0,86,0.21806010819913446,0.7589328188018657,-0.30488795928005685,0.7441860465116281
FULL,MOM1M,HIGH,ACT1_W10,10,30,257,-0.028469919520009657,0.024009121395019255,-0.6947551957106182,0.756420233463035
OOS_2023_PLUS,MOM1M,HIGH,ACT1_W10,10,30,86,0.1517808713803135,0.5873909076788665,-0.3110075025908725,0.7441860465116281
FULL,MOM1M,HIGH,ACT1_W10,10,60,257,-0.08262308114640671,-0.18913595761167626,-0.8034326886914318,0.756420233463035
OOS_2023_PLUS,MOM1M,HIGH,ACT1_W10,10,60,86,0.08896871701916642,0.4157293037831152,-0.3637071589260684,0.7441860465116281
FULL,MOM1M,HIGH,ACT1_W10,20,0,257,0.04348477285942032,0.29862935518397976,-0.4457429875146013,0.6375486381322957
OOS_2023_PLUS,MOM1M,HIGH,ACT1_W10,20,0,86,0.2398237702318995,0.8952394606133808,-0.23156295168588514,0.6209302325581394
FULL,MOM1M,HIGH,ACT1_W10,20,30,257,-0.005627008163856084,0.08845160502713857,-0.5464829690851618,0.6375486381322957
OOS_2023_PLUS,MOM1M,HIGH,ACT1_W10,20,30,86,0.18330571710823618,0.729893753227337,-0.23695106389314557,0.6209302325581394
FULL,MOM1M,HIGH,ACT1_W10,20,60,257,-0.05251801091112662,-0.12175451571028421,-0.6968771453002254,0.6375486381322957
OOS_2023_PLUS,MOM1M,HIGH,ACT1_W10,20,60,86,0.12926268723641066,0.5645273059210721,-0.2555025450506829,0.6209302325581394
FULL,MOM1M,HIGH,ACT5_KEEP_TOP50,10,0,257,0.09752979946394591,0.46123082079468236,-0.4795751792313866,0.7603112840466926
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP50,10,0,86,0.3922046894719897,1.0682235696088562,-0.27242379605946454,0.7418604651162791
FULL,MOM1M,HIGH,ACT5_KEEP_TOP50,10,30,257,0.036265621728634345,0.26132015080281135,-0.6320403096631292,0.7603112840466926
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP50,10,30,86,0.3169767675990973,0.9170608443109324,-0.27806127377693113,0.7418604651162791
FULL,MOM1M,HIGH,ACT5_KEEP_TOP50,10,60,257,-0.021711778891049027,0.06154230837299891,-0.7607331606879068,0.7603112840466926
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP50,10,60,86,0.24565524083776924,0.7659345114838735,-0.29564771036609383,0.7418604651162791
FULL,MOM1M,HIGH,ACT5_KEEP_TOP50,20,0,257,0.03955153897562269,0.2830275999311604,-0.47202340841089085,0.7214007782101166
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP50,20,0,86,0.2188728020248114,0.8423578475516154,-0.22536167990385547,0.7122093023255814
FULL,MOM1M,HIGH,ACT5_KEEP_TOP50,20,30,257,-0.015632820214197207,0.03973350383628127,-0.5949615171357012,0.7214007782101166
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP50,20,30,86,0.15533705671178066,0.6501280221994594,-0.24803461811963234,0.7122093023255814
FULL,MOM1M,HIGH,ACT5_KEEP_TOP50,20,60,257,-0.06800096341616613,-0.20372509370553005,-0.7450940769829643,0.7214007782101166
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP50,20,60,86,0.09498461745251263,0.4578085257192997,-0.2928040314379379,0.7122093023255814
FULL,MOM1M,HIGH,ACT5_KEEP_TOP70,10,0,257,0.09342279696158329,0.44418608296330814,-0.49667262384715205,0.7268482490272374
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP70,10,0,86,0.4269853377740882,1.1292698601604922,-0.2538750999887731,0.7023255813953488
FULL,MOM1M,HIGH,ACT5_KEEP_TOP70,10,30,257,0.03500071884536782,0.25833156057851947,-0.6204873477670519,0.7268482490272374
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP70,10,30,86,0.3538448355605335,0.9866840327615252,-0.26606585961992746,0.7023255813953488
FULL,MOM1M,HIGH,ACT5_KEEP_TOP70,10,60,257,-0.02042177863218675,0.07254445578190694,-0.7512634456403293,0.7268482490272374
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP70,10,60,86,0.2843052382247513,0.844300282462254,-0.28744456099676685,0.7023255813953488
FULL,MOM1M,HIGH,ACT5_KEEP_TOP70,20,0,257,0.04020867427907815,0.2853235739373089,-0.4387788094259162,0.6727626459143968
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP70,20,0,86,0.2053888451553867,0.7969916184957041,-0.22241331272886455,0.658720930232558
FULL,MOM1M,HIGH,ACT5_KEEP_TOP70,20,30,257,-0.01136978675622613,0.06157257166329442,-0.573238281120918,0.6727626459143968
OOS_2023_PLUS,MOM1M,HIGH,ACT5_KEEP_TOP70,20,30,86,0.14714232142515993,0.6210911014196572,-0.22886629760102117,0.658720930232558
