sample,factor,direction,overlay,top_n,cost_bps,n_periods,annualized_return,sharpe,mdd,avg_turnover
FULL,OPFY1_REV,HIGH,TURNOVER_W10,20,60,259,0.06751278537573135,0.3993935929319442,-0.48199890819960445,0.46158301158301157
OOS_2023_PLUS,OPFY1_REV,HIGH,TURNOVER_W10,20,60,86,0.19589932822770684,0.7997737230357931,-0.3229894540511954,0.4755813953488372
FULL,OPFY1_REV,LOW,ACT1_W10,10,0,257,0.0042061408011351276,0.14296661472895916,-0.47742400485903247,0.5653696498054473
OOS_2023_PLUS,OPFY1_REV,LOW,ACT1_W10,10,0,86,0.012741969802649855,0.18114343424334942,-0.31700999048940914,0.5825581395348838
FULL,OPFY1_REV,LOW,ACT1_W10,10,30,257,-0.03779639810005475,-0.02687363924198583,-0.5519809510359105,0.5653696498054473
OOS_2023_PLUS,OPFY1_REV,LOW,ACT1_W10,10,30,86,-0.03082051266463659,0.016639619193582623,-0.34387641548061065,0.5825581395348838
FULL,OPFY1_REV,LOW,ACT1_W10,10,60,257,-0.0781156150180814,-0.19723040846004042,-0.6505796837994651,0.5653696498054473
OOS_2023_PLUS,OPFY1_REV,LOW,ACT1_W10,10,60,86,-0.07258684135405946,-0.14857099041652816,-0.3752675581102345,0.5825581395348838
FULL,OPFY1_REV,LOW,ACT1_W10,20,0,257,-0.010628352870997282,0.07388436869277572,-0.48597721897438184,0.4626459143968872
OOS_2023_PLUS,OPFY1_REV,LOW,ACT1_W10,20,0,86,0.005654375188458127,0.15089167874461962,-0.31201598578307255,0.4656976744186047
FULL,OPFY1_REV,LOW,ACT1_W10,20,30,257,-0.044649143557478066,-0.07446567065633695,-0.5727018981825607,0.4626459143968872
OOS_2023_PLUS,OPFY1_REV,LOW,ACT1_W10,20,30,86,-0.02912926735935628,0.01448947225440901,-0.33498402308008646,0.4656976744186047
FULL,OPFY1_REV,LOW,ACT1_W10,20,60,257,-0.0775503431993041,-0.22311990164088874,-0.6635261759184474,0.4626459143968872
OOS_2023_PLUS,OPFY1_REV,LOW,ACT1_W10,20,60,86,-0.06276123123358168,-0.1221881375111742,-0.35721753647323995,0.4656976744186047
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,0,257,0.007426715378574311,0.1521482028757139,-0.5045282561279671,0.7381322957198443
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,0,86,0.09486882770335625,0.4790952512634473,-0.2563176998307649,0.7534883720930232
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,30,257,-0.04738027325935523,-0.0755767675393482,-0.5937284764931359,0.7381322957198443
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,30,86,0.03427820358875855,0.2578733000972622,-0.29348009708406586,0.7534883720930232
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,60,257,-0.09932297774300969,-0.3030986522665627,-0.7371185429426506,0.7381322957198443
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,60,86,-0.02309032843254355,0.03681727526327656,-0.3288724088746783,0.7534883720930232
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,0,257,0.023258113879771836,0.21450263901821834,-0.4915330370462462,0.7042801556420234
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,0,86,0.13972915304859623,0.6602498637818672,-0.1984384983289842,0.7087209302325582
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,30,257,-0.029870152641431003,-0.02551841430445211,-0.576158162646143,0.7042801556420234
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,30,86,0.0804274818338735,0.43828380494984737,-0.2276507231743916,0.7087209302325582
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,60,257,-0.080347086610565,-0.26538593354914913,-0.7296082905238029,0.7042801556420234
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,60,86,0.024091568616807946,0.21643714141322368,-0.2700677872736261,0.7087209302325582
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,0,257,0.01531325518525195,0.1852581208218381,-0.5062458702150736,0.636964980544747
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,0,86,0.09051952713231937,0.461265328223157,-0.3149932089862708,0.6372093023255815
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,30,257,-0.03249813610058838,-0.010674090689594757,-0.6218384166750425,0.636964980544747
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,30,86,0.03934671116452315,0.278217486506435,-0.34368632819767664,0.6372093023255815
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,60,257,-0.0781500481109062,-0.20656051485473728,-0.729976956237967,0.636964980544747
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,60,86,-0.009522351197558843,0.0948254654694066,-0.3722141115829021,0.6372093023255815
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,0,257,0.04173493201735545,0.2939724593117252,-0.47906009971282815,0.5931906614785993
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,0,86,0.127849094537968,0.6090233256303087,-0.2310035677099388,0.5947674418604652
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,30,257,-0.003946527631822572,0.09607409281883465,-0.5268083035427373,0.5931906614785993
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,30,86,0.07839539994744937,0.42714289913258374,-0.26371193811762317,0.5947674418604652
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,60,257,-0.04770508329814349,-0.10193600064786082,-0.6075677688496556,0.5931906614785993
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,60,86,0.03102297628208328,0.24520430490109346,-0.2961912409577573,0.5947674418604652
FULL,OPFY1_REV,LOW,ACT5_W10,10,0,257,0.009044828212078082,0.16075398516339726,-0.5185345683818712,0.567704280155642
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_W10,10,0,86,0.009884278504713073,0.16375597129855968,-0.29917650747432833,0.5872093023255814
FULL,OPFY1_REV,LOW,ACT5_W10,10,30,257,-0.03336465955083201,-0.010604643761101535,-0.5872359188372411,0.567704280155642
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_W10,10,30,86,-0.033950284876980485,-0.013972589348041525,-0.3237326178943952,0.5872093023255814
FULL,OPFY1_REV,LOW,ACT5_W10,10,60,257,-0.07406607952878697,-0.18224267945930378,-0.6932375769418666,0.567704280155642
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_W10,10,60,86,-0.07596053891732424,-0.19225199440929525,-0.36242456065864526,0.5872093023255814
FULL,OPFY1_REV,LOW,ACT5_W10,20,0,257,0.0038848940287170564,0.13313885762704855,-0.5160295237897912,0.46731517509727627
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_W10,20,0,86,0.06697998253105175,0.3872106781912502,-0.25353341949909625,0.47441860465116287
FULL,OPFY1_REV,LOW,ACT5_W10,20,30,257,-0.03098061093901494,-0.019569872664041244,-0.551421760516172,0.46731517509727627
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_W10,20,30,86,0.02941942714999035,0.2399188425538,-0.2784214438924808,0.47441860465116287
FULL,OPFY1_REV,LOW,ACT5_W10,20,60,257,-0.06468720081606327,-0.1724677289115514,-0.6333466972401164,0.46731517509727627
OOS_2023_PLUS,OPFY1_REV,LOW,ACT5_W10,20,60,86,-0.006875555300829617,0.09259028266419529,-0.30414425426732883,0.47441860465116287
FULL,OPFY1_REV,LOW,BASE,10,0,259,0.009776045217431584,0.16409646386389296,-0.49450601639835723,0.46332046332046334
OOS_2023_PLUS,OPFY1_REV,LOW,BASE,10,0,86,0.0026702032328183023,0.1372593136396149,-0.3300942921175488,0.47674418604651153
FULL,OPFY1_REV,LOW,BASE,10,30,259,-0.024940876328457207,0.02353003165860101,-0.603064774709896,0.46332046332046334
OOS_2023_PLUS,OPFY1_REV,LOW,BASE,10,30,86,-0.03275575459379554,-0.005259334428410039,-0.3549356030406504,0.47674418604651153
FULL,OPFY1_REV,LOW,BASE,10,60,259,-0.05851933965324285,-0.11744710386749735,-0.6884334135192995,0.46332046332046334
OOS_2023_PLUS,OPFY1_REV,LOW,BASE,10,60,86,-0.0669878988596534,-0.14841748665065496,-0.398176719703061,0.47674418604651153
FULL,OPFY1_REV,LOW,BASE,20,0,259,0.002692599501804782,0.1284236832897341,-0.4857585696588482,0.4316602316602317
OOS_2023_PLUS,OPFY1_REV,LOW,BASE,20,0,86,0.03924207829334181,0.2792747088773428,-0.2713994006630607,0.43313953488372087
FULL,OPFY1_REV,LOW,BASE,20,30,259,-0.029527840594501975,-0.011973200247481419,-0.519623658359642,0.4316602316602317
OOS_2023_PLUS,OPFY1_REV,LOW,BASE,20,30,86,0.005791016940160931,0.14551605598364925,-0.29678559924985903,0.43313953488372087
FULL,OPFY1_REV,LOW,BASE,20,60,259,-0.060759480310130676,-0.152474907080542,-0.6105873577964176,0.4316602316602317
OOS_2023_PLUS,OPFY1_REV,LOW,BASE,20,60,86,-0.02663215619593884,0.011584747810532989,-0.3215967410896893,0.43313953488372087
FULL,OPFY1_REV,LOW,RAW_TA_W10,10,0,259,0.047633908836457906,0.30708029823765787,-0.437007132984497,0.46100386100386104
OOS_2023_PLUS,OPFY1_REV,LOW,RAW_TA_W10,10,0,86,0.042559828088878815,0.2881862855785335,-0.3120957284888597,0.45813953488372083
FULL,OPFY1_REV,LOW,RAW_TA_W10,10,30,259,0.011855227138884983,0.1771416408608244,-0.5018165885652228,0.46100386100386104
OOS_2023_PLUS,OPFY1_REV,LOW,RAW_TA_W10,10,30,86,0.007242552099600674,0.16874432438013276,-0.3299949102287614,0.45813953488372083
FULL,OPFY1_REV,LOW,RAW_TA_W10,10,60,259,-0.022756740967632805,0.04678684553036514,-0.5592486709676432,0.46100386100386104
OOS_2023_PLUS,OPFY1_REV,LOW,RAW_TA_W10,10,60,86,-0.026934057058584093,0.048693813445887905,-0.3474565216789215,0.45813953488372083
FULL,OPFY1_REV,LOW,RAW_TA_W10,20,0,259,0.012744720982751367,0.17161048731662348,-0.4812150577720754,0.4303088803088803
OOS_2023_PLUS,OPFY1_REV,LOW,RAW_TA_W10,20,0,86,0.06827540760767703,0.38616411719117955,-0.25554137739037075,0.43837209302325575
FULL,OPFY1_REV,LOW,RAW_TA_W10,20,30,259,-0.01968183219468944,0.0327082636619509,-0.5238692228357502,0.4303088803088803
OOS_2023_PLUS,OPFY1_REV,LOW,RAW_TA_W10,20,30,86,0.033502762770727834,0.25601084713798095,-0.2793840929223417,0.43837209302325575
FULL,OPFY1_REV,LOW,RAW_TA_W10,20,60,259,-0.05111680228466764,-0.1063300319120072,-0.6194513278108604,0.4303088803088803
OOS_2023_PLUS,OPFY1_REV,LOW,RAW_TA_W10,20,60,86,-0.00018926600972757335,0.12573057863808962,-0.30249628389656635,0.43837209302325575
FULL,OPFY1_REV,LOW,TURNOVER_W10,10,0,259,0.008761672824202371,0.1669861871350534,-0.4561617108270102,0.48223938223938223
OOS_2023_PLUS,OPFY1_REV,LOW,TURNOVER_W10,10,0,86,0.004527043750604198,0.15797033162467228,-0.3305109184444609,0.4906976744186047
FULL,OPFY1_REV,LOW,TURNOVER_W10,10,30,259,-0.027331923575780737,0.03104186370750902,-0.5512540803949615,0.48223938223938223
OOS_2023_PLUS,OPFY1_REV,LOW,TURNOVER_W10,10,30,86,-0.031954722707290495,0.027115163784049323,-0.35214586602696474,0.4906976744186047
FULL,OPFY1_REV,LOW,TURNOVER_W10,10,60,259,-0.062192298268496704,-0.10520819171494543,-0.6513154011031593,0.48223938223938223
OOS_2023_PLUS,OPFY1_REV,LOW,TURNOVER_W10,10,60,86,-0.06717106343622392,-0.10436103033439088,-0.37348615189739753,0.4906976744186047
FULL,OPFY1_REV,LOW,TURNOVER_W10,20,0,259,0.012130645735986878,0.16979404908483772,-0.46438545173013324,0.43996138996138995
OOS_2023_PLUS,OPFY1_REV,LOW,TURNOVER_W10,20,0,86,0.06525694006427951,0.37806891646843804,-0.24538528350105526,0.45697674418604656
FULL,OPFY1_REV,LOW,TURNOVER_W10,20,30,259,-0.02099412998882122,0.028521345734302445,-0.5141375591081927,0.43996138996138995
OOS_2023_PLUS,OPFY1_REV,LOW,TURNOVER_W10,20,30,86,0.029141727626226466,0.23943745813840894,-0.261780069153592,0.45697674418604656
FULL,OPFY1_REV,LOW,TURNOVER_W10,20,60,259,-0.05308268133838989,-0.11288884730381822,-0.6136480495318161,0.43996138996138995
OOS_2023_PLUS,OPFY1_REV,LOW,TURNOVER_W10,20,60,86,-0.005803112032100266,0.10061361595144937,-0.286031553095222,0.45697674418604656
FULL,PBR12MF,HIGH,ACT1_W10,10,0,257,-0.013439122805501413,0.08794830750430149,-0.5741363996895834,0.35291828793774316
OOS_2023_PLUS,PBR12MF,HIGH,ACT1_W10,10,0,86,0.07852687646917134,0.3963078965282942,-0.40517544127050464,0.33604651162790694
FULL,PBR12MF,HIGH,ACT1_W10,10,30,257,-0.03953940147348667,-0.00957429865460781,-0.6102747833044333,0.35291828793774316
OOS_2023_PLUS,PBR12MF,HIGH,ACT1_W10,10,30,86,0.05142057265570843,0.31491654280435155,-0.40831886976233556,0.33604651162790694
FULL,PBR12MF,HIGH,ACT1_W10,10,60,257,-0.06497950522121854,-0.10694197313142483,-0.6470275133038434,0.35291828793774316
OOS_2023_PLUS,PBR12MF,HIGH,ACT1_W10,10,60,86,0.02496579932225762,0.23361481304991413,-0.411449147215628,0.33604651162790694
FULL,PBR12MF,HIGH,ACT1_W10,20,0,257,0.01734912809870881,0.19333176065191468,-0.43475938555830873,0.19066147859922178
OOS_2023_PLUS,PBR12MF,HIGH,ACT1_W10,20,0,86,0.12525632547705068,0.5466978804439957,-0.3061334041737762,0.19825581395348835
FULL,PBR12MF,HIGH,ACT1_W10,20,30,257,0.0027457910308554823,0.13576355937706902,-0.46091459524539713,0.19066147859922178
OOS_2023_PLUS,PBR12MF,HIGH,ACT1_W10,20,30,86,0.10854326223173572,0.49517849959390253,-0.3079832022908344,0.19825581395348835
FULL,PBR12MF,HIGH,ACT1_W10,20,60,257,-0.011657634133813821,0.07824562624002662,-0.4874631879081235,0.19066147859922178
OOS_2023_PLUS,PBR12MF,HIGH,ACT1_W10,20,60,86,0.09206789259664294,0.44367314388800183,-0.3098294557529764,0.19825581395348835
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,0,257,0.01648495468893363,0.19390313906855,-0.4892569353080183,0.6007782101167315
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,0,86,0.19039320772762136,0.7240864528215346,-0.3323371193557957,0.6116279069767442
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,30,257,-0.028684243609604088,0.02466165671400026,-0.571408357571715,0.6007782101167315
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,30,86,0.1367717068108556,0.5704711591096504,-0.33762147412001975,0.6116279069767442
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,60,257,-0.07192800479031858,-0.14473975203297595,-0.6944904216412515,0.6007782101167315
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,60,86,0.08546670262763811,0.41703586692342787,-0.34287462196753726,0.6116279069767442
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,0,257,0.013864561311073942,0.17540144931351828,-0.4379965564178514,0.5772373540856032
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,0,86,0.10181728956013303,0.5055934815948577,-0.33960744387232134,0.5988372093023255
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,30,257,-0.029487871890111816,-0.012271739597769261,-0.5074439434005039,0.5772373540856032
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,30,86,0.05306102323817674,0.3276894814239696,-0.34465692213747157,0.5988372093023255
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,60,257,-0.07106072546358899,-0.19990028762142198,-0.6242839174770063,0.5772373540856032
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,60,86,0.006375800763232631,0.1501758503910807,-0.34967750868248937,0.5988372093023255
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,0,257,0.0071471853921698525,0.15896933066337895,-0.47319828233402306,0.43190661478599224
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,0,86,0.17850642006743112,0.6881426766319385,-0.34272619888928446,0.4430232558139535
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,30,257,-0.025301661222622895,0.03583057872596703,-0.496831069963491,0.43190661478599224
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,30,86,0.1397250980934992,0.5777167232682415,-0.3481397842570787,0.4430232558139535
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,60,257,-0.05675039564197615,-0.08715262429263233,-0.6016324502450536,0.43190661478599224
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,60,86,0.1021648683941061,0.46753205953422183,-0.35351707330006554,0.4430232558139535
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,0,257,0.02060711516990099,0.20477884097732454,-0.43720339581607925,0.39513618677042794
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,0,86,0.16975192316274956,0.6930647568963205,-0.31642947560401835,0.4034883720930233
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,30,257,-0.00946759415266718,0.08200549862680813,-0.47231047541876436,0.39513618677042794
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,30,86,0.1347090017469974,0.5846072254756309,-0.3209868684976185,0.4034883720930233
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,60,257,-0.03869339095048596,-0.040716653129192454,-0.5564512566564002,0.39513618677042794
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,60,86,0.1006715764133228,0.4762573349593715,-0.3255192269464853,0.4034883720930233
FULL,PBR12MF,HIGH,ACT5_W10,10,0,257,-0.03286573570627149,0.01151571751991013,-0.499191865044324,0.37315175097276265
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_W10,10,0,86,0.07682773174037805,0.3934354351798479,-0.3426873106855147,0.38953488372093026
FULL,PBR12MF,HIGH,ACT5_W10,10,30,257,-0.05995971191501659,-0.0930713631619515,-0.5615491443157569,0.37315175097276265
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_W10,10,30,86,0.04552060302260985,0.2958974417147206,-0.3449653781150931,0.38953488372093026
FULL,PBR12MF,HIGH,ACT5_W10,10,60,257,-0.08632745769514238,-0.1973546915459506,-0.6586239799577247,0.37315175097276265
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_W10,10,60,86,0.01508577305561154,0.19850485507970878,-0.34723826046535555,0.38953488372093026
FULL,PBR12MF,HIGH,ACT5_W10,20,0,257,0.010417985910692984,0.16687722572191147,-0.45715505238424425,0.19669260700389105
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_W10,20,0,86,0.1649622508767865,0.6562821909148976,-0.31540772894698865,0.19593023255813952
FULL,PBR12MF,HIGH,ACT5_W10,20,30,257,-0.004530406266366249,0.10813748980459893,-0.47652797367760236,0.19669260700389105
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_W10,20,30,86,0.14786675109558045,0.6064710248554398,-0.3183445157149528,0.19593023255813952
FULL,PBR12MF,HIGH,ACT5_W10,20,60,257,-0.019267884886161046,0.04942737803547554,-0.5147791503104743,0.19669260700389105
OOS_2023_PLUS,PBR12MF,HIGH,ACT5_W10,20,60,86,0.13101123598741227,0.5566947260317268,-0.3212708430001351,0.19593023255813952
FULL,PBR12MF,HIGH,BASE,10,0,259,-0.016462163054028922,0.0743315182852001,-0.4918262331852128,0.09420849420849418
OOS_2023_PLUS,PBR12MF,HIGH,BASE,10,0,86,0.11557733714472529,0.5103261549658805,-0.3969627701595311,0.09883720930232556
FULL,PBR12MF,HIGH,BASE,10,30,259,-0.023453590636946187,0.04787549743393702,-0.5112319114070581,0.09420849420849418
OOS_2023_PLUS,PBR12MF,HIGH,BASE,10,30,86,0.1072723443860435,0.4856554157487388,-0.39868869210356495,0.09883720930232556
FULL,PBR12MF,HIGH,BASE,10,60,259,-0.030399293765548396,0.021416380336684283,-0.5399380502387691,0.09420849420849418
OOS_2023_PLUS,PBR12MF,HIGH,BASE,10,60,86,0.09902523883634107,0.46098981963818986,-0.4004110051073022,0.09883720930232556
FULL,PBR12MF,HIGH,BASE,20,0,259,0.0033878381138785496,0.137384149913513,-0.46332560541958434,0.07799227799227801
OOS_2023_PLUS,PBR12MF,HIGH,BASE,20,0,86,0.13487615160213462,0.5698276463666223,-0.32826927597684086,0.08197674418604653
FULL,PBR12MF,HIGH,BASE,20,30,259,-0.0025001841834745298,0.11373986175459126,-0.4819919711260686,0.07799227799227801
OOS_2023_PLUS,PBR12MF,HIGH,BASE,20,30,86,0.12791855482439218,0.5491268040532796,-0.32942202391880815,0.08197674418604653
FULL,PBR12MF,HIGH,BASE,20,60,259,-0.00835627751646395,0.09008084024721633,-0.5062553955545896,0.07799227799227801
OOS_2023_PLUS,PBR12MF,HIGH,BASE,20,60,86,0.12100134612052438,0.5284103852365142,-0.33057325646186275,0.08197674418604653
FULL,PBR12MF,HIGH,RAW_TA_W10,10,0,259,-0.022093770304230653,0.0626414525650039,-0.5779322390407008,0.1444015444015444
OOS_2023_PLUS,PBR12MF,HIGH,RAW_TA_W10,10,0,86,0.05842947129145881,0.33396308358489907,-0.42654383346221514,0.16860465116279066
FULL,PBR12MF,HIGH,RAW_TA_W10,10,30,259,-0.03274816156689875,0.02392486744303745,-0.5949653064399265,0.1444015444015444
OOS_2023_PLUS,PBR12MF,HIGH,RAW_TA_W10,10,30,86,0.045058879024139964,0.2955644324311699,-0.42858020317004253,0.16860465116279066
FULL,PBR12MF,HIGH,RAW_TA_W10,10,60,259,-0.04329342129900726,-0.014782369286794177,-0.6113203086322389,0.1444015444015444
OOS_2023_PLUS,PBR12MF,HIGH,RAW_TA_W10,10,60,86,0.0318484233775711,0.2571375814250297,-0.430611018843746,0.16860465116279066
FULL,PBR12MF,HIGH,RAW_TA_W10,20,0,259,0.004972887343725363,0.14667720725992253,-0.4440012785767664,0.10386100386100389
OOS_2023_PLUS,PBR12MF,HIGH,RAW_TA_W10,20,0,86,0.12771957918903576,0.5445223112733883,-0.3369643839567402,0.10813953488372094
FULL,PBR12MF,HIGH,RAW_TA_W10,20,30,259,-0.0028904587643746593,0.1158850319291009,-0.469132705513718,0.10386100386100389
OOS_2023_PLUS,PBR12MF,HIGH,RAW_TA_W10,20,30,86,0.1185389604856244,0.5174124244005649,-0.3389640388887877,0.10813953488372094
FULL,PBR12MF,HIGH,RAW_TA_W10,20,60,259,-0.010695888083115501,0.08508489535297722,-0.5021761537264495,0.10386100386100389
OOS_2023_PLUS,PBR12MF,HIGH,RAW_TA_W10,20,60,86,0.10942950738892021,0.49031308526365347,-0.3409588541600481,0.10813953488372094
FULL,PBR12MF,HIGH,TURNOVER_W10,10,0,259,-0.009201669677460167,0.11246494635285614,-0.5136833583934638,0.21042471042471042
OOS_2023_PLUS,PBR12MF,HIGH,TURNOVER_W10,10,0,86,0.1365634331910235,0.5492371429007784,-0.38868749456356433,0.2023255813953488
FULL,PBR12MF,HIGH,TURNOVER_W10,10,30,259,-0.024922899846658186,0.05722984164249558,-0.5556397106195865,0.21042471042471042
OOS_2023_PLUS,PBR12MF,HIGH,TURNOVER_W10,10,30,86,0.1192428105420531,0.5025140331494471,-0.3922072317662606,0.2023255813953488
FULL,PBR12MF,HIGH,TURNOVER_W10,10,60,259,-0.04040719119181857,0.002058030907227948,-0.6122549746318882,0.21042471042471042
OOS_2023_PLUS,PBR12MF,HIGH,TURNOVER_W10,10,60,86,0.1021727695519794,0.45586976607997,-0.3957109240735339,0.2023255813953488
FULL,PBR12MF,HIGH,TURNOVER_W10,20,0,259,0.015740770785094282,0.18990185079667646,-0.4376090433695726,0.11853281853281854
OOS_2023_PLUS,PBR12MF,HIGH,TURNOVER_W10,20,0,86,0.12148059786927323,0.5245930339046841,-0.3589895406735588,0.12790697674418605
FULL,PBR12MF,HIGH,TURNOVER_W10,20,30,259,0.006687298456584667,0.15539509300803156,-0.4543513767824543,0.11853281853281854
OOS_2023_PLUS,PBR12MF,HIGH,TURNOVER_W10,20,30,86,0.1107329782043327,0.4928937810488364,-0.36049816734585405,0.12790697674418605
FULL,PBR12MF,HIGH,TURNOVER_W10,20,60,259,-0.0022898801209968456,0.12087025312945245,-0.47219272131733303,0.11853281853281854
OOS_2023_PLUS,PBR12MF,HIGH,TURNOVER_W10,20,60,86,0.1000836594502934,0.46118535637328106,-0.3620039607904647,0.12790697674418605
FULL,PBR12MF,LOW,ACT1_W10,10,0,257,0.13102623583594508,0.5817238398613093,-0.597452314503471,0.3256809338521401
OOS_2023_PLUS,PBR12MF,LOW,ACT1_W10,10,0,86,0.2717817979191284,0.8919612993263528,-0.2553938673774486,0.3267441860465116
FULL,PBR12MF,LOW,ACT1_W10,10,30,257,0.10362996245991551,0.49331023171053484,-0.6175638249282192,0.3256809338521401
OOS_2023_PLUS,PBR12MF,LOW,ACT1_W10,10,30,86,0.24106685504633973,0.8171305216674571,-0.258438764300036,0.3267441860465116
FULL,PBR12MF,LOW,ACT1_W10,10,60,257,0.0768679143152271,0.40479259512139004,-0.6366912692441695,0.3256809338521401
OOS_2023_PLUS,PBR12MF,LOW,ACT1_W10,10,60,86,0.21106073617716192,0.7421527697287819,-0.26147405257846756,0.3267441860465116
FULL,PBR12MF,LOW,ACT1_W10,20,0,257,0.11374944021345379,0.5591983870759293,-0.5721135785118636,0.17159533073929958
OOS_2023_PLUS,PBR12MF,LOW,ACT1_W10,20,0,86,0.2365444605797442,0.893060804339939,-0.214782211133263,0.16279069767441862
FULL,PBR12MF,LOW,ACT1_W10,20,30,257,0.09943056806473005,0.5069464234587047,-0.5846794801529577,0.17159533073929958
OOS_2023_PLUS,PBR12MF,LOW,ACT1_W10,20,30,86,0.22150799470546678,0.8491540696803372,-0.216308700283394,0.16279069767441862
FULL,PBR12MF,LOW,ACT1_W10,20,60,257,0.0852872345039255,0.4546866730789578,-0.5968838933260214,0.17159533073929958
OOS_2023_PLUS,PBR12MF,LOW,ACT1_W10,20,60,86,0.20664633404004618,0.8052498572780753,-0.21783298601383838,0.16279069767441862
FULL,PBR12MF,LOW,ACT5_KEEP_TOP50,10,0,257,0.12827465170112262,0.6076042956864051,-0.5162818102103409,0.5747081712062256
OOS_2023_PLUS,PBR12MF,LOW,ACT5_KEEP_TOP50,10,0,86,0.26700770076971403,0.9633025422403945,-0.18697100206925266,0.5918604651162791
FULL,PBR12MF,LOW,ACT5_KEEP_TOP50,10,30,257,0.0804474364129577,0.4344837188337153,-0.5593805699155183,0.5747081712062256
OOS_2023_PLUS,PBR12MF,LOW,ACT5_KEEP_TOP50,10,30,86,0.2119631311545016,0.8082061443252949,-0.19499833041593795,0.5918604651162791
FULL,PBR12MF,LOW,ACT5_KEEP_TOP50,10,60,257,0.03456426868050433,0.2612420986924898,-0.5987112681004954,0.5747081712062256
OOS_2023_PLUS,PBR12MF,LOW,ACT5_KEEP_TOP50,10,60,86,0.15921299882631001,0.6530404657975768,-0.20296222989287926,0.5918604651162791
