source,destination,period,n,source_coef_discovery,baseline_mse,augmented_mse,incremental_oos_r2
PBR12MF,FOREIGN_FLOW,STRESS_2025,49,-0.03405312462402377,1.0470035969451579,1.0568436694041383,-0.0093983177208663
PBR12MF,FOREIGN_FLOW,STRESS_2026,29,-0.03405312462402377,1.0126794770164897,0.9967600064440757,0.015720147325701928
PER12MF,MOM1M,DISC_2016_2019,194,-0.07260516970478523,0.6346826370798231,0.631264213063216,0.005386036763720625
PER12MF,MOM1M,VAL_2020_2022,149,-0.07260516970478523,1.2529071959306843,1.242929562825474,0.007963585122359174
PER12MF,MOM1M,CONF_2023_2024,97,-0.07260516970478523,1.1500080912472355,1.141170130705174,0.007685129008506597
PER12MF,MOM1M,STRESS_2025,49,-0.07260516970478523,0.9395928310982586,0.9605306878852388,-0.022283968218985484
PER12MF,MOM1M,STRESS_2026,29,-0.07260516970478523,2.3097325143798573,2.2546072593719977,0.02386651037064358
PER12MF,MOM12_1,DISC_2016_2019,194,-0.0009250612879004444,0.6336047420347043,0.6336042318638277,8.051879076820256e-07
PER12MF,MOM12_1,VAL_2020_2022,149,-0.0009250612879004444,1.0206922752801748,1.0208640641410576,-0.0001683062222015419
PER12MF,MOM12_1,CONF_2023_2024,97,-0.0009250612879004444,0.8728576443674089,0.8728249238346715,3.7486677178733e-05
PER12MF,MOM12_1,STRESS_2025,49,-0.0009250612879004444,1.651587753391029,1.6521052546374388,-0.00031333560408608463
PER12MF,MOM12_1,STRESS_2026,29,-0.0009250612879004444,4.158817854049353,4.158160330058136,0.00015810357998169433
PER12MF,OP12_REV,DISC_2016_2019,194,-0.037953996383495565,0.4579219039364728,0.457008241159999,0.001995237110563264
PER12MF,OP12_REV,VAL_2020_2022,149,-0.037953996383495565,0.6870936591299827,0.6896450096089191,-0.00371324992602462
PER12MF,OP12_REV,CONF_2023_2024,97,-0.037953996383495565,0.6972431817853288,0.7034084094726966,-0.008842291826477666
PER12MF,OP12_REV,STRESS_2025,49,-0.037953996383495565,0.5723921346592167,0.566761885172424,0.009836350197482635
PER12MF,OP12_REV,STRESS_2026,29,-0.037953996383495565,1.5895147391934494,1.5642534751671973,0.01589243773799176
PER12MF,OPFY1_REV,DISC_2016_2019,194,0.012674753481052042,0.442826437608445,0.44272254996811977,0.00023460126022800676
PER12MF,OPFY1_REV,VAL_2020_2022,149,0.012674753481052042,0.7945692050443424,0.7933235763968776,0.001567677981422988
