universe,strategy,phase,period,cost_bp,n_days,cagr,mdd,sharpe,benchmark_cagr,excess_cagr,information_ratio,relative_mdd,turnover_x,base_cagr,base_mdd,base_sharpe,base_excess_cagr,delta_cagr,delta_excess_cagr,delta_sharpe,delta_mdd
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,6,YTD_2026,0,147,-0.092565739473214,-0.5586587717804274,0.27348552959003836,-0.2345756976108171,0.18553102859986792,0.6464931358702783,-0.28848214511499515,12.899368103503836,-0.25887493853933075,-0.612780097580824,0.0531658058360074,-0.03174610585614257,0.16630919906611674,0.2172771344560105,0.22031972375403097,0.054121325800396525
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,6,YTD_2026,30,147,-0.12703757249041203,-0.5622539597412917,0.22425391227831085,-0.2345756976108171,0.140494788034214,0.5664729059848442,-0.2942782055377696,12.899368103503836,-0.28449813378736166,-0.615371629587113,0.010430346634575247,-0.0652219115864443,0.15746056129694963,0.2057166996206583,0.2138235656437356,0.053117669845821336
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,6,YTD_2026,60,147,-0.16025122572150352,-0.5658261858544298,0.17492008729984457,-0.2345756976108171,0.09710231522218216,0.48615384377564735,-0.30003724751859184,12.899368103503836,-0.30927063444910674,-0.6179498365301721,-0.03234460062082179,-0.0975863146821161,0.14901940872760322,0.19468862990429825,0.20726468792066635,0.05212365067574232
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,PRE_STRESS_2017_2024,0,1957,-0.06805665104299208,-0.7356549676965578,-0.012457655554780171,0.014530484998311,-0.08140429219476852,-0.18877889103040246,-0.6491193672630449,13.479636154719486,-0.05112703360754656,-0.7136598301421617,0.04276340787213333,-0.06471714707120535,-0.01692961743544552,-0.016687145123563174,-0.0552210634269135,-0.021995137554396083
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,PRE_STRESS_2017_2024,30,1957,-0.10502205043899637,-0.7701684316379949,-0.12373132443464989,0.014530484998311,-0.1178402593171034,-0.3444320442637692,-0.708328307933561,13.479636154719486,-0.0842747335576689,-0.7435615523923909,-0.053299900693471944,-0.09739009326678238,-0.02074731688132747,-0.020450166050321017,-0.07043142374117795,-0.02660687924560401
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,PRE_STRESS_2017_2024,60,1957,-0.1405798700739187,-0.8239051113406825,-0.23479608833291007,0.014530484998311,-0.15288880656206982,-0.4993999942456823,-0.7680013935132005,13.479636154719486,-0.11631096526270535,-0.7703793029440331,-0.1492281516648629,-0.1289674900811223,-0.024268904811213354,-0.02392131648094753,-0.08556793666804718,-0.05352580839664933
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,EARLY_2017_2019,0,726,0.09377290269305782,-0.5447499431197081,0.44015534560015,0.02710316079882391,0.06491046317332194,0.4189761138715335,-0.4099961227417971,12.960253944414873,0.08936919345985328,-0.5262656409388761,0.42520324669845744,0.06062295885897506,0.004403709233204545,0.004287504314346879,0.014952098901692579,-0.01848430218083208
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,EARLY_2017_2019,30,726,0.05202907004218238,-0.5585630077232202,0.3182736063346998,0.02710316079882391,0.024268165258075847,0.24339071488413244,-0.43180669026386265,12.960253944414873,0.05245302528136864,-0.538605506064487,0.31951040195545494,0.024680933181851605,-0.00042395523918625777,-0.00041276792377575866,-0.0012367956207551267,-0.019957501658733223
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,EARLY_2017_2019,60,726,0.01181431662280219,-0.5719803412488071,0.19680883090973256,0.02710316079882391,-0.014885402712743523,0.0687318831891405,-0.45284764886383555,12.960253944414873,0.01673669705181391,-0.5506417768716221,0.21413681959942005,-0.01009291387921274,-0.004922380429011719,-0.004792488833530784,-0.01732798868968749,-0.021338564377185065
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,LATE_2020_2022,0,742,-0.12739176849832312,-0.5849524653543214,-0.17589855984749422,0.010954874215636456,-0.13684749561279597,-0.42635180601558437,-0.48045197620247326,13.74112045861003,-0.11977964251421813,-0.6019859866107182,-0.13583510138733101,-0.12931785588480027,-0.007612125984104989,-0.007529639727995696,-0.04006345846016321,0.01703352125639679
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,LATE_2020_2022,30,742,-0.16266190536495462,-0.6044957447096614,-0.2860816171022658,0.010954874215636456,-0.1717354394431253,-0.5792478401071759,-0.535539324782901,13.74112045861003,-0.15140696096600637,-0.6181027143381912,-0.23049722386374186,-0.16060245548310326,-0.011254944398948252,-0.011132983960022047,-0.05558439323852396,0.013606969628529808
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,LATE_2020_2022,60,742,-0.196563482732366,-0.623151891312286,-0.3961488764734652,0.010954874215636456,-0.20526965371130756,-0.7316784165591966,-0.5848662817596137,13.74112045861003,-0.18194300240360206,-0.6335914232175712,-0.3251227400733436,-0.1908076033254209,-0.014620480328763952,-0.01446205038588666,-0.07102613640012162,0.010439531905285238
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,NORMAL_2023_2024,0,489,-0.18810194244661194,-0.5887556781733343,-0.31411716951012797,0.0014985933119997519,-0.18931682682807927,-0.5431428183595834,-0.4612176354103946,13.853971801333731,-0.1336981471987152,-0.5378029043984254,-0.15686435554542935,-0.1349944387476506,-0.054403795247896736,-0.05432238808042866,-0.15725281396469862,-0.05095277377490892
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,NORMAL_2023_2024,30,489,-0.22118208957202035,-0.6156704478460209,-0.4173079332780626,0.0014985933119997519,-0.22234747444587533,-0.6853540759658262,-0.4924392527571222,13.853971801333731,-0.163994319159125,-0.5632991038971771,-0.24552666905533382,-0.16524527700416536,-0.057187770412895356,-0.05710219744170997,-0.17178126422272877,-0.052371343948843796
KOSDAQ,WEIGHTED_MOM_R1M_GE_P0,7,NORMAL_2023_2024,60,489,-0.2529677314143073,-0.6408655479812502,-0.520331132003666,0.0014985933119997519,-0.2540855538146849,-0.826768299212082,-0.5219010621996056,13.853971801333731,-0.1932730878767034,-0.5874225112021423,-0.33407440704376523,-0.19448023441009998,-0.0596946435376039,-0.05960531940458491,-0.18625672495990075,-0.05344303677910789
