universe,strategy,phase,period,cost_bp,n_days,cagr,mdd,sharpe,benchmark_cagr,excess_cagr,information_ratio,relative_mdd,turnover_x
K200,WEIGHTED_MOM,0,NORMAL_2023_2024,60,489,-0.051727699542896466,-0.2367345945538658,-0.09198432473731002,0.03542592171588388,-0.08417175910986552,-0.3679029756739038,-0.2023855107623278,11.304260644103735
K200,WEIGHTED_MOM,0,BULL_2025,0,242,0.5301137325244758,-0.21630338679448324,1.5119634016575965,0.8474539436294959,-0.17177164940933598,-0.7598783941723184,-0.33506072832371214,10.585629301263356
K200,WEIGHTED_MOM,0,BULL_2025,30,242,0.4822540723329092,-0.2194103807190303,1.4110437248118515,0.8474539436294959,-0.1976773886872193,-0.9069909345162085,-0.3457981832460567,10.585629301263356
K200,WEIGHTED_MOM,0,BULL_2025,60,242,0.4358303129317942,-0.22250916212613048,1.3095321764479873,0.8474539436294959,-0.2228058957123591,-1.0532158145109558,-0.3563759530548185,10.585629301263356
K200,WEIGHTED_MOM,0,YTD_2026,0,147,0.9217574685969914,-0.3877776849553053,1.383707190165538,1.0477770274712994,-0.06153968776079277,-0.34305016745090594,-0.24519627799156685,10.486463776329206
K200,WEIGHTED_MOM,0,YTD_2026,30,147,0.862202039025153,-0.3904137858583655,1.331769482844186,1.0477770274712994,-0.09062265371504341,-0.44536131997369727,-0.24912271847471523,10.486463776329206
K200,WEIGHTED_MOM,0,YTD_2026,60,147,0.8044161406340411,-0.3930414634986362,1.2796556475793939,1.0477770274712994,-0.11884149669252331,-0.5473770994601502,-0.2530329511475897,10.486463776329206
K200,WEIGHTED_MOM,1,PRE_STRESS_2017_2024,0,1953,-0.07730890775666233,-0.5237105664890473,-0.22985783979493582,0.018824562896068375,-0.09435723691178577,-0.4826906637005286,-0.5549889318582815,11.873319127690685
K200,WEIGHTED_MOM,1,PRE_STRESS_2017_2024,30,1953,-0.10962044715164221,-0.6243304689023554,-0.38232675076182165,0.018824562896068375,-0.12607176419323685,-0.6762271832704994,-0.6533466440087234,11.873319127690685
K200,WEIGHTED_MOM,1,PRE_STRESS_2017_2024,60,1953,-0.1408464653192688,-0.7037980079262585,-0.5339106818265946,0.018824562896068375,-0.15672082714757352,-0.8683113490672218,-0.730665293996255,11.873319127690685
K200,WEIGHTED_MOM,1,EARLY_2017_2019,0,722,-0.0831258040819316,-0.373626941790301,-0.36629679763252193,0.023957745064612457,-0.1045780938350993,-0.6125735225918865,-0.2986477205620428,12.271820050836375
K200,WEIGHTED_MOM,1,EARLY_2017_2019,30,722,-0.1162921213045437,-0.4094229962767326,-0.5603840929137895,0.023957745064612457,-0.13696841207085764,-0.8372723754819646,-0.3647681927639921,12.271820050836375
K200,WEIGHTED_MOM,1,EARLY_2017_2019,60,722,-0.14830694560403812,-0.44322323484044535,-0.7527960356127236,0.023957745064612457,-0.16823417909474336,-1.0606553572016695,-0.4247408496246061,12.271820050836375
K200,WEIGHTED_MOM,1,LATE_2020_2022,0,742,-0.0899071146546292,-0.48869416309907077,-0.22927374964582967,0.0031120961055546292,-0.09273062414591271,-0.455201864053196,-0.4198346654558607,11.67875536206226
K200,WEIGHTED_MOM,1,LATE_2020_2022,30,742,-0.1212643456709338,-0.512687219910122,-0.3627522689404472,0.0031120961055546292,-0.12399057120272261,-0.6363256945234363,-0.46347453539018013,11.67875536206226
K200,WEIGHTED_MOM,1,LATE_2020_2022,60,742,-0.15158585639350608,-0.5449699621660749,-0.4956754050696372,0.0031120961055546292,-0.15421801122691492,-0.8159687819474378,-0.5048174512199715,11.67875536206226
K200,WEIGHTED_MOM,1,NORMAL_2023_2024,0,489,-0.049020185945248484,-0.2594047982833725,-0.08340613690392787,0.03542592171588388,-0.0815568800143528,-0.36684053470996697,-0.21711119096857623,11.580167077762464
K200,WEIGHTED_MOM,1,NORMAL_2023_2024,30,489,-0.08151344078543021,-0.2940532564225624,-0.2247379777551677,0.03542592171588388,-0.11293841505100255,-0.542851901423681,-0.23600626676819436,11.580167077762464
K200,WEIGHTED_MOM,1,NORMAL_2023_2024,60,489,-0.11294101659902722,-0.3271265398698431,-0.36519400601990226,0.03542592171588388,-0.1432907320583996,-0.717417904302777,-0.2561275605829456,11.580167077762464
K200,WEIGHTED_MOM,1,BULL_2025,0,242,0.6990357350895855,-0.1802065361618711,1.8612512822331788,0.8474539436294959,-0.08033662167963296,-0.27614537518702903,-0.33900812136780134,10.270625428041214
K200,WEIGHTED_MOM,1,BULL_2025,30,242,0.6474503074525926,-0.18312865781211207,1.760408896234054,0.8474539436294959,-0.10825906478836267,-0.4161149817909863,-0.34976689593009147,10.270625428041214
K200,WEIGHTED_MOM,1,BULL_2025,60,242,0.597366523464371,-0.18604384290595966,1.6591504785103333,0.8474539436294959,-0.13536868998953588,-0.5555416161153853,-0.3603644976950682,10.270625428041214
K200,WEIGHTED_MOM,1,YTD_2026,0,147,0.8953962368033164,-0.46699447930261895,1.3263185434937483,1.0477770274712994,-0.07441278450913469,-0.3371926509178563,-0.29325561522652643,9.795473091888137
K200,WEIGHTED_MOM,1,YTD_2026,30,147,0.8404756184815971,-0.4695148144379504,1.279798090955194,1.0477770274712994,-0.10123241261558891,-0.4360509533321367,-0.2980985758486022,9.795473091888137
K200,WEIGHTED_MOM,1,YTD_2026,60,147,0.7870838356914722,-0.4720262462219954,1.2331817465224173,1.0477770274712994,-0.1273054577146724,-0.5350263272765903,-0.3029139719830095,9.795473091888137
K200,WEIGHTED_MOM,2,PRE_STRESS_2017_2024,0,1962,-0.0478408180404738,-0.5022403193715563,-0.09503582473180242,0.020202173784925614,-0.0666955958081934,-0.3212866661675645,-0.4506026716762205,11.702655002127637
K200,WEIGHTED_MOM,2,PRE_STRESS_2017_2024,30,1962,-0.08071302114419077,-0.5583410687638495,-0.2465834144482929,0.020202173784925614,-0.09891685934634309,-0.5146288103032247,-0.5706112786948192,11.702655002127637
K200,WEIGHTED_MOM,2,PRE_STRESS_2017_2024,60,1962,-0.11249644941810255,-0.6441103103347396,-0.3979626687001092,0.020202173784925614,-0.13007090811296784,-0.7070591775420901,-0.670819923879068,11.702655002127637
K200,WEIGHTED_MOM,2,EARLY_2017_2019,0,731,-0.05712220020518821,-0.3715033944916043,-0.2196317885535022,0.027614520161208356,-0.08245963705641624,-0.47268177979761017,-0.2543755582100463,12.159516121561474
K200,WEIGHTED_MOM,2,EARLY_2017_2019,30,731,-0.09092251291036713,-0.39948523095653,-0.41488332366608427,0.027614520161208356,-0.11535165253696555,-0.6990717677389424,-0.32644389483859737,12.159516121561474
K200,WEIGHTED_MOM,2,EARLY_2017_2019,60,731,-0.12355999570186393,-0.42814321781714926,-0.6099151572882007,0.027614520161208356,-0.14711208619294136,-0.9240792248125741,-0.3918378519884377,12.159516121561474
K200,WEIGHTED_MOM,2,LATE_2020_2022,0,742,-0.0142037792558245,-0.4367114326337691,0.07568134893092421,0.0031120961055546292,-0.01726215387951746,-0.0405000403505653,-0.35511736806622063,11.355235583224214
K200,WEIGHTED_MOM,2,LATE_2020_2022,30,742,-0.04724354260389407,-0.46200659981605363,-0.054894225854316074,0.0031120961055546292,-0.05019941331078326,-0.21671622417020062,-0.40334075789928925,11.355235583224214
K200,WEIGHTED_MOM,2,LATE_2020_2022,60,742,-0.07922141443011987,-0.4929535910070002,-0.18536316451017498,0.0031120961055546292,-0.08207807567601277,-0.3924375113510836,-0.44802120660934197,11.355235583224214
K200,WEIGHTED_MOM,2,NORMAL_2023_2024,0,489,-0.08337738857013,-0.2911506575071352,-0.23136907144178437,0.03542592171588388,-0.1147385899796064,-0.5629829132406894,-0.24482717021805067,11.546867129980813
K200,WEIGHTED_MOM,2,NORMAL_2023_2024,30,489,-0.11460825232996863,-0.3220549184919983,-0.37277394869250047,0.03542592171588388,-0.14490092521270925,-0.7433951824386044,-0.26174874269054116,11.546867129980813
K200,WEIGHTED_MOM,2,NORMAL_2023_2024,60,489,-0.14481794216396326,-0.351653284354449,-0.5139502112461329,0.03542592171588388,-0.17407702482583365,-0.9226899394176943,-0.3062618800522373,11.546867129980813
K200,WEIGHTED_MOM,2,BULL_2025,0,242,0.9015644215212344,-0.1676091356253886,2.207800991465829,0.8474539436294959,0.02928921615520319,0.24373503046051911,-0.3046255368822165,10.349315208885999
K200,WEIGHTED_MOM,2,BULL_2025,30,242,0.843394313706181,-0.17190495761421387,2.111141445501998,0.8474539436294959,-0.0021974187434067316,0.10025558592944817,-0.3163744125462271,10.349315208885999
K200,WEIGHTED_MOM,2,BULL_2025,60,242,0.7869307200040561,-0.176184781878429,2.0134280891097935,0.8474539436294959,-0.03276034232633407,-0.04355693436522283,-0.327940560367059,10.349315208885999
K200,WEIGHTED_MOM,2,YTD_2026,0,147,0.806498010806834,-0.46187289738387505,1.2584068008738531,1.0477770274712994,-0.11782484783629521,-0.4661899828293297,-0.2746485913950235,10.353596443825305
K200,WEIGHTED_MOM,2,YTD_2026,30,147,0.7512136187797689,-0.4643043070086892,1.2084977638928387,1.0477770274712994,-0.14482211916291632,-0.5596286350496654,-0.2795846902328707,10.353596443825305
K200,WEIGHTED_MOM,2,YTD_2026,60,147,0.6975519206376923,-0.4667278699326083,1.1584901237232534,1.0477770274712994,-0.17102697321792215,-0.6528647307454408,-0.28449332292185414,10.353596443825305
K200,WEIGHTED_MOM,3,PRE_STRESS_2017_2024,0,1961,-0.09126962270846484,-0.570828970491296,-0.2985725105855992,0.020157931718437272,-0.10922578844160347,-0.5857169574407919,-0.6316576047983335,11.872679516435017
K200,WEIGHTED_MOM,3,PRE_STRESS_2017_2024,30,1961,-0.12309047668139783,-0.6573381015182567,-0.45188809381836126,0.020157931718437272,-0.140417874474137,-0.7825853488803376,-0.7131093584156512,11.872679516435017
K200,WEIGHTED_MOM,3,PRE_STRESS_2017_2024,60,1961,-0.15384213639252264,-0.734315865307369,-0.6042837036196924,0.020157931718437272,-0.17056189311576408,-0.9775965098970621,-0.776632869836946,11.872679516435017
K200,WEIGHTED_MOM,3,EARLY_2017_2019,0,730,-0.10157817181550155,-0.39440407126474875,-0.4774245655617861,0.027505003080383172,-0.12562778235522354,-0.7780075826806415,-0.35008116415546453,12.175788305019944
K200,WEIGHTED_MOM,3,EARLY_2017_2019,30,730,-0.13382723645935302,-0.42115476342662395,-0.6711053315177353,0.027505003080383172,-0.15701358052376801,-1.0045785754911465,-0.4136261058432763,12.175788305019944
K200,WEIGHTED_MOM,3,EARLY_2017_2019,60,730,-0.1649654948522178,-0.4633199768153532,-0.8630928899460217,0.027505003080383172,-0.18731830731294563,-1.2282927215248138,-0.47103908586540544,12.175788305019944
K200,WEIGHTED_MOM,3,LATE_2020_2022,0,742,-0.09422472930897996,-0.49883432153630414,-0.24202251483855422,0.0031120961055546292,-0.09703484365549153,-0.46724036415176967,-0.44886746531692456,11.7456716425789
K200,WEIGHTED_MOM,3,LATE_2020_2022,30,742,-0.12560858943136977,-0.5237543419274819,-0.3746761408993915,0.0031120961055546292,-0.12832133720315508,-0.6463407553625592,-0.4912572540658753,11.7456716425789
K200,WEIGHTED_MOM,3,LATE_2020_2022,60,742,-0.1559491972181255,-0.5518475315482915,-0.5067281642486087,0.0031120961055546292,-0.15856781504401563,-0.8242449034818702,-0.5304431321376579,11.7456716425789
K200,WEIGHTED_MOM,3,NORMAL_2023_2024,0,489,-0.07108029045892594,-0.24553924730517918,-0.19423495291728696,0.03542592171588388,-0.10286222311134696,-0.5339719769669539,-0.24284161785107583,11.612905337977441
K200,WEIGHTED_MOM,3,NORMAL_2023_2024,30,489,-0.10290806614268366,-0.2776520339613735,-0.34084563611288327,0.03542592171588388,-0.1336010476049544,-0.723253921733169,-0.27484837296800824,11.612905337977441
K200,WEIGHTED_MOM,3,NORMAL_2023_2024,60,489,-0.13368914951849942,-0.30843966769963527,-0.4865434875090227,0.03542592171588388,-0.16332899117894417,-0.9105272181154773,-0.3055474653462795,11.612905337977441
K200,WEIGHTED_MOM,3,BULL_2025,0,242,0.7437035177079372,-0.16736568491780002,1.9848915592169087,0.8474539436294959,-0.056158599395302544,-0.17085795964667214,-0.29502852625615605,9.941090527608274
K200,WEIGHTED_MOM,3,BULL_2025,30,242,0.6924367251858006,-0.17032923507626185,1.8864304594953079,0.8474539436294959,-0.08390856994201945,-0.30957066910825237,-0.3060434273851169,9.941090527608274
K200,WEIGHTED_MOM,3,BULL_2025,60,242,0.6426156958417157,-0.17328579320412385,1.7873000771342176,0.8474539436294959,-0.11087596986875814,-0.44783796698311834,-0.3168998996559502,9.941090527608274
K200,WEIGHTED_MOM,3,YTD_2026,0,147,0.7202223781130099,-0.4231229138221865,1.1874600341951398,1.0477770274712994,-0.15995620859306625,-0.5936878497483623,-0.2524962098750304,9.914944131544921
K200,WEIGHTED_MOM,3,YTD_2026,30,147,0.6697750180013029,-0.42612906893401836,1.1392690287227496,1.0477770274712994,-0.1845913907613137,-0.6787141826367915,-0.25779177333131187,9.914944131544921
K200,WEIGHTED_MOM,3,YTD_2026,60,147,0.6207426378835013,-0.42912382917697045,1.0909498532962618,1.0477770274712994,-0.2085355894997608,-0.7634684328728933,-0.26305670994477837,9.914944131544921
K200,WEIGHTED_MOM,4,PRE_STRESS_2017_2024,0,1960,-0.06846211358842125,-0.5403171170979751,-0.1902494348909166,0.020544109866364124,-0.0872144796038663,-0.4448932602080207,-0.568889764155319,11.731708485111445
K200,WEIGHTED_MOM,4,PRE_STRESS_2017_2024,30,1960,-0.10070086503448938,-0.6077748040198496,-0.34249356931486125,0.020544109866364124,-0.11880424738988504,-0.6390630675964399,-0.6634990357465349,11.731708485111445
K200,WEIGHTED_MOM,4,PRE_STRESS_2017_2024,60,1960,-0.13186915935626742,-0.689381875905136,-0.4944525503249004,0.020544109866364124,-0.14934510693769987,-0.8321765163913906,-0.7374417944238543,11.731708485111445
K200,WEIGHTED_MOM,4,EARLY_2017_2019,0,729,-0.10028449974572773,-0.42142078550200923,-0.4731440365097909,0.028561223983273987,-0.12526791864661824,-0.7922753858186328,-0.35816177468968324,12.244350928958404
K200,WEIGHTED_MOM,4,EARLY_2017_2019,30,729,-0.1327585891082982,-0.4545115671893948,-0.670116008022897,0.028561223983273987,-0.1568402632045901,-1.0255304938766707,-0.4193085821499023,12.244350928958404
K200,WEIGHTED_MOM,4,EARLY_2017_2019,60,729,-0.16410776148944517,-0.48664012030889725,-0.8658921262776992,0.028561223983273987,-0.18731892762452818,-1.2559557257993996,-0.4747091956728514,12.244350928958404
K200,WEIGHTED_MOM,4,LATE_2020_2022,0,742,-0.05908306855036494,-0.3983468925299799,-0.10080461125820712,0.0031120961055546292,-0.062002207826405975,-0.27565129462612437,-0.3571332413193927,11.625020021317075
K200,WEIGHTED_MOM,4,LATE_2020_2022,30,742,-0.09135503856755811,-0.4312742430707298,-0.23332449867249552,0.0031120961055546292,-0.09417405596031392,-0.45326301330154267,-0.40459494651301575,11.625020021317075
K200,WEIGHTED_MOM,4,LATE_2020_2022,60,742,-0.12256473060298734,-0.4633450209973753,-0.36538871835052994,0.0031120961055546292,-0.1252869217672341,-0.6301125663352789,-0.4486148550017067,11.625020021317075
K200,WEIGHTED_MOM,4,NORMAL_2023_2024,0,489,-0.03372037757703028,-0.23869881714575836,-0.019944415834203214,0.03542592171588388,-0.06678053720958244,-0.29163498039303465,-0.23269166622638415,11.129349586483606
K200,WEIGHTED_MOM,4,NORMAL_2023_2024,30,489,-0.06547216639607223,-0.25901612914179395,-0.15885212037084326,0.03542592171588388,-0.09744597464273508,-0.46657192987075025,-0.24823659653356023,11.129349586483606
K200,WEIGHTED_MOM,4,NORMAL_2023_2024,60,489,-0.09622369782072104,-0.2908695079386192,-0.29840264631983376,0.03542592171588388,-0.1271453773519966,-0.6413907731787016,-0.2669370219852861,11.129349586483606
K200,WEIGHTED_MOM,4,BULL_2025,0,242,0.5688184196810129,-0.1803323690598173,1.6258643425502852,0.8474539436294959,-0.15082136413158842,-0.6659596965194021,-0.3486077081198543,10.671353850720518
K200,WEIGHTED_MOM,4,BULL_2025,30,242,0.5193582647186892,-0.1822144287427644,1.5198692810655567,0.8474539436294959,-0.17759342799433164,-0.8142559080832417,-0.3582823041279172,10.671353850720518
K200,WEIGHTED_MOM,4,BULL_2025,60,242,0.47139663807997145,-0.1840943956350065,1.4135061376655673,0.8474539436294959,-0.20355436022980045,-0.9611328087682122,-0.36808668058558736,10.671353850720518
K200,WEIGHTED_MOM,4,YTD_2026,0,147,0.7119292293336721,-0.43286114852683444,1.1804868412066614,1.0477770274712994,-0.16400603856385332,-0.5915334176709577,-0.27315660379011464,9.716752914717873
K200,WEIGHTED_MOM,4,YTD_2026,30,147,0.6627153937120034,-0.4354968950846486,1.1328104170287427,1.0477770274712994,-0.188038848269917,-0.672754670865742,-0.2782894088668044,9.716752914717873
K200,WEIGHTED_MOM,4,YTD_2026,60,147,0.6148560437603392,-0.4381237426768846,1.0851013776582343,1.0477770274712994,-0.2114102160065522,-0.7540858157557645,-0.2833924070462729,9.716752914717873
K200,WEIGHTED_MOM,5,PRE_STRESS_2017_2024,0,1959,-0.09202807944768243,-0.6018536829511163,-0.3017326599453384,0.0200638348670521,-0.10988715655167236,-0.581327639517974,-0.610235766361037,11.82405344284291
K200,WEIGHTED_MOM,5,PRE_STRESS_2017_2024,30,1959,-0.1236944898325053,-0.6853487380632788,-0.45425934236319515,0.0200638348670521,-0.1409307141236854,-0.7739897683435348,-0.6996396876694302,11.82405344284291
K200,WEIGHTED_MOM,5,PRE_STRESS_2017_2024,60,1959,-0.15430143334356416,-0.7514204733249727,-0.6058491692907757,0.0200638348670521,-0.17093564368287006,-0.9645678851032546,-0.7714800573792531,11.82405344284291
K200,WEIGHTED_MOM,5,EARLY_2017_2019,0,728,-0.09865627369606378,-0.45045837323252047,-0.4625014356531765,0.027270242907489584,-0.12258363120413418,-0.7630622763052608,-0.36107133300662997,12.31719918104592
K200,WEIGHTED_MOM,5,EARLY_2017_2019,30,728,-0.131379254158548,-0.48276327093217986,-0.6604595428948326,0.027270242907489584,-0.15443793700965358,-0.9952401720518539,-0.4208888268343426,12.31719918104592
K200,WEIGHTED_MOM,5,EARLY_2017_2019,60,728,-0.16296201653303533,-0.5132142824395843,-0.8572592713185408,0.027270242907489584,-0.18518229331953495,-1.2248407434452604,-0.4751846654923798,12.31719918104592
K200,WEIGHTED_MOM,5,LATE_2020_2022,0,742,-0.06169439542943933,-0.44266323734846846,-0.11381639681009853,0.0031120961055546292,-0.06460543321787882,-0.2927535570351616,-0.3571288905670511,11.281184879303357
K200,WEIGHTED_MOM,5,LATE_2020_2022,30,742,-0.09294088592864624,-0.47382655730545287,-0.24257599966652635,0.0031120961055546292,-0.09575498332351251,-0.46357389202713056,-0.40259478317857433,11.281184879303357
K200,WEIGHTED_MOM,5,LATE_2020_2022,60,742,-0.12318993028297875,-0.5037653150744403,-0.3705507401086202,0.0031120961055546292,-0.12591018180209845,-0.6325911858899107,-0.4449038869615298,11.281184879303357
K200,WEIGHTED_MOM,5,NORMAL_2023_2024,0,489,-0.12671967242270932,-0.3191031684205351,-0.4345291970818877,0.03542592171588388,-0.15659796682498428,-0.8097850186162949,-0.2797070936989289,11.91362067542891
K200,WEIGHTED_MOM,5,NORMAL_2023_2024,30,489,-0.1574026835198693,-0.35103859874618293,-0.5803134287334906,0.03542592171588388,-0.18623119355192674,-0.9921066625536747,-0.318801896592122,11.91362067542891
K200,WEIGHTED_MOM,5,NORMAL_2023_2024,60,489,-0.1870509535571354,-0.3815202123915733,-0.7251503394371127,0.03542592171588388,-0.21486508170892193,-1.172430904887376,-0.36377625210986286,11.91362067542891
K200,WEIGHTED_MOM,5,BULL_2025,0,242,0.602003922882854,-0.17568631191978012,1.714472952273803,0.8474539436294959,-0.13285853300593264,-0.5937412596785541,-0.36482127686840726,10.451740891763922
K200,WEIGHTED_MOM,5,BULL_2025,30,242,0.5525203438826116,-0.17943785739534468,1.609703493247322,0.8474539436294959,-0.15964327596035255,-0.7455813341928508,-0.3748599830885244,10.451740891763922
K200,WEIGHTED_MOM,5,BULL_2025,60,242,0.5045036330730868,-0.18317827817933618,1.5044113468465865,0.8474539436294959,-0.1856340244578163,-0.8964373287794012,-0.3847533217875234,10.451740891763922
K200,WEIGHTED_MOM,5,YTD_2026,0,147,0.5469018611629726,-0.4382824870673696,1.0055640315201824,1.0477770274712994,-0.24459458211953544,-0.8019414740638036,-0.3428526689935655,9.412417681537345
K200,WEIGHTED_MOM,5,YTD_2026,30,147,0.5038054317160279,-0.4408929256195414,0.9610969711948929,1.0477770274712994,-0.26564005185027073,-0.8764117342778399,-0.34759102380320217,9.412417681537345
K200,WEIGHTED_MOM,5,YTD_2026,60,147,0.46185685424499434,-0.4434948368916819,0.9165780715481345,1.0477770274712994,-0.28612498595602875,-0.9506780118365092,-0.35230158783149657,9.412417681537345
K200,WEIGHTED_MOM,6,PRE_STRESS_2017_2024,0,1958,-0.08567945398052035,-0.5644826353005108,-0.26725010235369323,0.019982458960394744,-0.10359189220627363,-0.5421613327512695,-0.5815752258808959,11.914175658338856
K200,WEIGHTED_MOM,6,PRE_STRESS_2017_2024,30,1958,-0.11780603396848288,-0.6526896928983772,-0.4199220355905232,0.019982458960394744,-0.13508908091352523,-0.7371844123406872,-0.6811374555409775,11.914175658338856
K200,WEIGHTED_MOM,6,PRE_STRESS_2017_2024,60,1958,-0.1488493985327778,-0.7266853440340333,-0.5717874060098205,0.019982458960394744,-0.16552427545200366,-0.9301200442858168,-0.7578794596334169,11.914175658338856
K200,WEIGHTED_MOM,6,EARLY_2017_2019,0,727,-0.08106455618459696,-0.37839172566897883,-0.35857118618983275,0.02705948837621963,-0.10527534751834189,-0.63332043565298,-0.3118400852866374,12.28673946990169
K200,WEIGHTED_MOM,6,EARLY_2017_2019,30,727,-0.11434513161949078,-0.4084071934522925,-0.5554038654292239,0.02705948837621963,-0.13767909414796586,-0.8608876324538417,-0.3759182330708668,12.28673946990169
K200,WEIGHTED_MOM,6,EARLY_2017_2019,60,727,-0.14646885254715236,-0.44477493952674896,-0.7510390877119525,0.02705948837621963,-0.1689564654114838,-1.0854774314365716,-0.43411342208902703,12.28673946990169
K200,WEIGHTED_MOM,6,LATE_2020_2022,0,742,-0.07818915878731603,-0.43544522334778935,-0.17454369661918598,0.0031120961055546292,-0.08104902254544866,-0.38136699182916234,-0.3141915555168462,11.69509167945295
K200,WEIGHTED_MOM,6,LATE_2020_2022,30,742,-0.10999338605185116,-0.4603866417247422,-0.30659289883482055,0.0031120961055546292,-0.11275457907099462,-0.5609949260668359,-0.3757938783101825,11.69509167945295
K200,WEIGHTED_MOM,6,LATE_2020_2022,60,742,-0.14074486124401275,-0.48426096463903323,-0.4381508372618985,0.0031120961055546292,-0.14341064962537253,-0.7388428686351446,-0.4329140031001214,11.69509167945295
K200,WEIGHTED_MOM,6,NORMAL_2023_2024,0,489,-0.10366332339324147,-0.3055759928093351,-0.32658250556895174,0.03542592171588388,-0.13433046458662157,-0.6808552913689693,-0.23864186534777687,11.692716397249209
K200,WEIGHTED_MOM,6,NORMAL_2023_2024,30,489,-0.13458234160650495,-0.336627592740968,-0.46905662938363274,0.03542592171588388,-0.1641916237142823,-0.8615428890185969,-0.28564641797367085,11.692716397249209
K200,WEIGHTED_MOM,6,NORMAL_2023_2024,60,489,-0.1644778744259794,-0.366331906528633,-0.6104809828175674,0.03542592171588388,-0.19306431483827224,-1.040526364794857,-0.3319428745553763,11.692716397249209
K200,WEIGHTED_MOM,6,BULL_2025,0,242,0.6252556435349947,-0.18490933321711867,1.7517965238362312,0.8474539436294959,-0.12027271416464635,-0.5247846885295282,-0.34803116938878464,10.837481413757766
K200,WEIGHTED_MOM,6,BULL_2025,30,242,0.5732290608374704,-0.1914223547797701,1.6407256570988318,0.8474539436294959,-0.1484339481033462,-0.6815739684766629,-0.35835608466466073,10.837481413757766
K200,WEIGHTED_MOM,6,BULL_2025,60,242,0.5227994265723785,-0.19789256935050437,1.5296401312185002,0.8474539436294959,-0.17573077703864337,-0.8368954526708444,-0.3685314520577311,10.837481413757766
K200,WEIGHTED_MOM,6,YTD_2026,0,147,0.2328784268626598,-0.49181018522782505,0.6484939927589018,1.0477770274712994,-0.3979430327016197,-1.4880535826715342,-0.3889012104608156,10.816708874781913
K200,WEIGHTED_MOM,6,YTD_2026,30,147,0.19348773270335062,-0.49508886469005275,0.5965085287736385,1.0477770274712994,-0.41717886435266327,-1.577706642002673,-0.39429732755670466,10.816708874781913
K200,WEIGHTED_MOM,6,YTD_2026,60,147,0.15530556252715688,-0.4983510941321927,0.5444220535949559,1.0477770274712994,-0.4358245321494847,-1.6667562030871812,-0.3996531596257782,10.816708874781913
K200,WEIGHTED_MOM,7,PRE_STRESS_2017_2024,0,1957,-0.038543426218594634,-0.550118711834163,-0.04975104521795697,0.020162399797539532,-0.05754556924248955,-0.26834135889649147,-0.48261742985678757,11.787931196407422
K200,WEIGHTED_MOM,7,PRE_STRESS_2017_2024,30,1957,-0.07197445871789931,-0.577070347884498,-0.20059924055059733,0.020162399797539532,-0.09031587376061334,-0.4658689322719157,-0.5779434294898501,11.787931196407422
