universe,horizon,topn,sample,metric,mean,ci025,ci975,p_gt0,n_dates
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,net_0,0.01786190774533724,0.00029454480099914016,0.03412093903100104,0.97725,13
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,net_30,0.017469600053029548,-0.0006160681114206242,0.033522046469634526,0.9685,13
KOSPI_KOSDAQ_ALL,10,10,YTD_2026,net_60,0.01707729236072185,-0.0009933254246371943,0.03316552500917379,0.96725,13
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,gross_delta,0.004620957740483625,-0.0009259596985728015,0.010997941793247453,0.93525,25
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,net_0,0.004620957740483625,-0.000999532608085032,0.011425142051221285,0.94225,25
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,net_30,0.004413957740483626,-0.00115161665728409,0.01114746954858437,0.93125,25
KOSPI_KOSDAQ_ALL,10,20,BULL_2025,net_60,0.004206957740483625,-0.001308378510439744,0.010787368817671332,0.92075,25
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,gross_delta,0.0014663648727892102,0.00019642725292873573,0.0027783800614587305,0.9875,98
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,net_0,0.0014663648727892102,0.00014503077262747788,0.0027897160683592027,0.984,98
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,net_30,0.0012947449748300266,-8.959357581205252e-05,0.0026066607568495663,0.9645,98
KOSPI_KOSDAQ_ALL,10,20,EARLY_2016_2019,net_60,0.0011231250768708428,-0.00022420558916446,0.0023950409737926227,0.94775,98
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,gross_delta,0.0019391236453947898,-0.0012814602418414187,0.005227686311582887,0.88425,75
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,net_0,0.0019391236453947898,-0.0012094124714089516,0.00512724482935119,0.88425,75
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,net_30,0.00169187364539479,-0.0015904442305904394,0.004913585327421471,0.84075,75
KOSPI_KOSDAQ_ALL,10,20,LATE_2020_2022,net_60,0.0014446236453947898,-0.0016650154194773254,0.0047467513419962365,0.808,75
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,gross_delta,0.0008432560410292208,-0.002670369031149427,0.003985473194276245,0.6845,48
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,net_0,0.0008432560410292208,-0.0025674765887415,0.004020366607511252,0.6775,48
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,net_30,0.0005811466660292208,-0.0027226382750194346,0.003604684469637116,0.621,48
KOSPI_KOSDAQ_ALL,10,20,NORMAL_2023_2024,net_60,0.00031903729102922084,-0.0030771960745498523,0.0035084283365559407,0.57875,48
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,gross_delta,0.011318455529616495,0.00018755374037501504,0.022330208329716633,0.97675,13
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,net_0,0.011318455529616495,0.00013966052197614734,0.022128011775637592,0.97575,13
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,net_30,0.011044417068078032,-0.0002721438222684832,0.021932719315068853,0.9715,13
KOSPI_KOSDAQ_ALL,10,20,YTD_2026,net_60,0.010770378606539574,-0.00017431565996171543,0.021863913466168193,0.97325,13
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,gross_delta,0.012728326774416989,-0.0011305975599634655,0.026199322303746015,0.958,12
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,net_0,0.012728326774416989,-0.001130597559963466,0.026199322303746022,0.954,12
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,net_30,0.012293951774416991,-0.0015137808723628347,0.025743072303746017,0.95825,12
KOSPI_KOSDAQ_ALL,20,10,BULL_2025,net_60,0.01185957677441699,-0.0038180532868296534,0.02528682230374602,0.946,12
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,gross_delta,2.3807993575924766e-05,-0.004689162671294988,0.0046847610479078695,0.50375,49
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,net_0,2.3807993575924766e-05,-0.0047246184707045065,0.0047717703195444905,0.5215,49
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,net_30,-0.00031445731254652347,-0.005220542514461829,0.004451297646141135,0.44625,49
KOSPI_KOSDAQ_ALL,20,10,EARLY_2016_2019,net_60,-0.0006527226186689726,-0.005384599407909473,0.004137313307474228,0.39375,49
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,gross_delta,0.007455803779740719,0.00030663781931415305,0.014396448967652313,0.9775,38
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,net_0,0.007455803779740719,8.471809256384112e-05,0.01457792314542103,0.977,38
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,net_30,0.007027514306056509,-0.00033773764185899164,0.014263369634881225,0.9685,38
KOSPI_KOSDAQ_ALL,20,10,LATE_2020_2022,net_60,0.006599224832372299,-0.0007074281073225363,0.013443066163519814,0.9605,38
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,gross_delta,5.831891690834141e-05,-0.009716373339481974,0.008507896807481407,0.5275,24
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,net_0,5.831891690834141e-05,-0.009544343865596244,0.008739084881891518,0.5285,24
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,net_30,-0.00038386858309165844,-0.009948269745527786,0.008095110006266788,0.48775,24
KOSPI_KOSDAQ_ALL,20,10,NORMAL_2023_2024,net_60,-0.0008260560830916589,-0.010465637165657382,0.007848646495652964,0.4445,24
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,gross_delta,0.01382073161093564,0.004441542488180184,0.023077306525611088,1.0,12
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,net_0,0.01382073161093564,0.004721941612537968,0.02291010538718002,1.0,12
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,net_30,0.01355198161093564,0.004163417488180184,0.022816369025611086,1.0,12
KOSPI_KOSDAQ_ALL,20,20,BULL_2025,net_60,0.013283231610935642,0.0038852924881801836,0.02239760538718002,1.0,12
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,gross_delta,0.00014412252246550784,-0.0022987942543144504,0.002576261942562272,0.54,49
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,net_0,0.00014412252246550784,-0.0022943256586470282,0.002554490999315081,0.57475,49
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,net_30,-4.376013059571688e-05,-0.0023678777589268203,0.0022546310859590224,0.48975,49
KOSPI_KOSDAQ_ALL,20,20,EARLY_2016_2019,net_60,-0.00023164278365694077,-0.0025852029020810435,0.0020701004275454934,0.43125,49
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,gross_delta,0.00556931012212866,-0.000386749963129383,0.011516735702340616,0.9685,38
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,net_0,0.00556931012212866,-0.00033928351735150117,0.011402944641515273,0.965,38
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,net_30,0.0053048364379181335,-0.0006780544486522558,0.011172163656404662,0.957,38
KOSPI_KOSDAQ_ALL,20,20,LATE_2020_2022,net_60,0.005040362753707608,-0.0010356055474982707,0.010832760835453767,0.946,38
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,gross_delta,0.001864644611364873,-0.0035396622708058823,0.007836473863795044,0.725,24
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,net_0,0.001864644611364873,-0.003710896282189723,0.007784637810530511,0.72825,24
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,net_30,0.0015482383613648727,-0.0038830801965336515,0.00735474932035295,0.69675,24
KOSPI_KOSDAQ_ALL,20,20,NORMAL_2023_2024,net_60,0.0012318321113648724,-0.004242204267799584,0.007015466793456108,0.6685,24
