date,universe,eval_year,persist_score,crash_score,train_p33,train_p67,train_c67,persist_action,capped_action,cap_triggered,persist_only_gross,persist_only_w_MOM1M,persist_only_w_MOM12_1,persist_only_w_OP12_REV,persist_only_w_OPFY1_REV,persist_only_w_PBR12MF,persist_only_w_PER12MF,persist_only_w_PRIVATE_FLOW,persist_only_w_FOREIGN_FLOW,crash_cap_gross,crash_cap_w_MOM1M,crash_cap_w_MOM12_1,crash_cap_w_OP12_REV,crash_cap_w_OPFY1_REV,crash_cap_w_PBR12MF,crash_cap_w_PER12MF,crash_cap_w_PRIVATE_FLOW,crash_cap_w_FOREIGN_FLOW,ew8_gross,ew8_w_MOM1M,ew8_w_MOM12_1,ew8_w_OP12_REV,ew8_w_OPFY1_REV,ew8_w_PBR12MF,ew8_w_PER12MF,ew8_w_PRIVATE_FLOW,ew8_w_FOREIGN_FLOW,top2_gross,top2_w_MOM1M,top2_w_MOM12_1,top2_w_OP12_REV,top2_w_OPFY1_REV,top2_w_PBR12MF,top2_w_PER12MF,top2_w_PRIVATE_FLOW,top2_w_FOREIGN_FLOW,cost_bps,crash_cap_turnover,crash_cap_ret,persist_only_turnover,persist_only_ret,ew8_turnover,ew8_ret,top2_turnover,top2_ret
2020-12-21,KOSDAQ_PLUS_KOSPI_EX_K200,2020,0.1880874727836353,-1.144653076080729,-0.14059996869916733,0.17705894022974591,0.3011703063311993,TOP2,TOP2,False,0.06321381709264826,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.06321381709264826,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.020451298949602036,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.06321381709264826,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10,0.75,0.062463817092648255,0.75,0.062463817092648255,0.0,0.020451298949602036,1.0,0.062213817092648255
2021-01-21,KOSDAQ_PLUS_KOSPI_EX_K200,2021,-0.504345703370729,1.0131107922279357,-0.15080980376000824,0.193237143064111,0.24828727669204367,BOTTOM2,BOTTOM2,False,0.03280216252419375,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.03280216252419375,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.030826340293674436,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01512443212059185,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10,1.0,0.031802162524193746,1.0,0.031802162524193746,0.0,0.030826340293674436,0.5,0.014624432120591849
2021-02-22,KOSDAQ_PLUS_KOSPI_EX_K200,2021,-0.4364633690747655,1.9980147323734123,-0.15080980376000824,0.193237143064111,0.24828727669204367,BOTTOM2,BOTTOM2,False,-0.0024911655467456523,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.0024911655467456523,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.020312206529828774,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.04859526293434985,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,0.5,-0.0029911655467456523,0.5,-0.0029911655467456523,0.0,0.020312206529828774,1.0,0.04759526293434985
2021-03-23,KOSDAQ_PLUS_KOSPI_EX_K200,2021,0.8381574886685215,-0.713286471039372,-0.15080980376000824,0.193237143064111,0.24828727669204367,TOP2,TOP2,False,-0.00467857965842215,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,-0.00467857965842215,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.03171621484027967,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.00467857965842215,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,1.0,-0.00567857965842215,1.0,-0.00567857965842215,0.0,0.03171621484027967,0.0,-0.00467857965842215
2021-04-20,KOSDAQ_PLUS_KOSPI_EX_K200,2021,-0.7689342623605103,-0.07897942450211726,-0.15080980376000824,0.193237143064111,0.24828727669204367,BOTTOM2,BOTTOM2,False,0.11043044015314435,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.11043044015314435,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.04358098781333671,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0002920107990501998,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,10,0.5,0.10993044015314435,0.5,0.10993044015314435,0.0,0.04358098781333671,1.0,-0.0007079892009498002
2021-05-20,KOSDAQ_PLUS_KOSPI_EX_K200,2021,-0.9363563213502992,1.077853949698278,-0.15080980376000824,0.193237143064111,0.24828727669204367,BOTTOM2,BOTTOM2,False,-0.017750692355645997,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.017750692355645997,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.005107087771553626,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0192298459982203,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,1.0,-0.018750692355645998,1.0,-0.018750692355645998,0.0,-0.005107087771553626,1.0,-0.0202298459982203
2021-06-17,KOSDAQ_PLUS_KOSPI_EX_K200,2021,0.4821114246378468,-0.9045251819760091,-0.15080980376000824,0.193237143064111,0.24828727669204367,TOP2,TOP2,False,-0.010123777935178,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.010123777935178,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.010704257103488986,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.010123777935178,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10,1.0,-0.011123777935177999,1.0,-0.011123777935177999,0.0,-0.010704257103488986,1.0,-0.011123777935177999
2021-07-15,KOSDAQ_PLUS_KOSPI_EX_K200,2021,0.040860062472593564,-1.0772335701902858,-0.15080980376000824,0.193237143064111,0.24828727669204367,EW8,EW8,False,-0.010362427017506838,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.010362427017506838,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.010362427017506838,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0019329012791592,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10,0.75,-0.011112427017506839,0.75,-0.011112427017506839,0.0,-0.010362427017506838,1.0,0.0009329012791592
2021-08-12,KOSDAQ_PLUS_KOSPI_EX_K200,2021,0.46640225197753177,-0.1801412241365882,-0.15080980376000824,0.193237143064111,0.24828727669204367,TOP2,TOP2,False,0.015593876033180899,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.015593876033180899,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.027830738066314562,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.015593876033180899,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10,0.75,0.014843876033180898,0.75,0.014843876033180898,0.0,0.027830738066314562,1.0,0.014593876033180898
2021-09-10,KOSDAQ_PLUS_KOSPI_EX_K200,2021,-0.16775426298948473,-1.1346402760771832,-0.15080980376000824,0.193237143064111,0.24828727669204367,BOTTOM2,BOTTOM2,False,-0.0155774247879654,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.0155774247879654,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.003300755254418588,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0048003646689922,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,10,0.5,-0.0160774247879654,0.5,-0.0160774247879654,0.0,-0.003300755254418588,1.0,-0.0058003646689922
2021-10-15,KOSDAQ_PLUS_KOSPI_EX_K200,2021,0.4292788990384677,-0.8527894383997552,-0.15080980376000824,0.193237143064111,0.24828727669204367,TOP2,TOP2,False,0.032759678533705046,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.032759678533705046,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.01175482047911455,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.032759678533705046,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0,0.031759678533705045,1.0,0.031759678533705045,0.0,-0.01175482047911455,1.0,0.031759678533705045
2021-11-12,KOSDAQ_PLUS_KOSPI_EX_K200,2021,0.01844173360891301,0.8859783400179104,-0.15080980376000824,0.193237143064111,0.24828727669204367,EW8,EW8,False,-0.008456339715565751,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.008456339715565751,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.008456339715565751,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.00446858881175785,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,10,0.75,-0.009206339715565752,0.75,-0.009206339715565752,0.0,-0.008456339715565751,0.5,-0.00496858881175785
2021-12-10,KOSDAQ_PLUS_KOSPI_EX_K200,2021,0.14907168579910385,-0.7145221706684097,-0.15080980376000824,0.193237143064111,0.24828727669204367,EW8,EW8,False,0.006888340900062889,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.006888340900062889,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.006888340900062889,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.013910851229866898,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,10,0.0,0.006888340900062889,0.0,0.006888340900062889,0.0,0.006888340900062889,1.0,0.012910851229866897
2022-01-10,KOSDAQ_PLUS_KOSPI_EX_K200,2022,-0.6440245169940677,0.7911176241097149,-0.13210536860918992,0.2005467020088001,0.22416087546815736,BOTTOM2,BOTTOM2,False,-0.030027615062835498,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.030027615062835498,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.013838516499274587,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.07715100066437285,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,0.75,-0.0307776150628355,0.75,-0.0307776150628355,0.0,0.013838516499274587,0.5,0.07665100066437285
2022-02-10,KOSDAQ_PLUS_KOSPI_EX_K200,2022,-0.47302780873389444,0.7029034970717479,-0.13210536860918992,0.2005467020088001,0.22416087546815736,BOTTOM2,BOTTOM2,False,-0.00312956978705225,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.00312956978705225,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.014233093586105298,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.051548393567692995,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,0.5,-0.0036295697870522502,0.5,-0.0036295697870522502,0.0,0.014233093586105298,0.0,0.051548393567692995
2022-03-14,KOSDAQ_PLUS_KOSPI_EX_K200,2022,-0.24914532777164747,-0.31460975516819584,-0.13210536860918992,0.2005467020088001,0.22416087546815736,BOTTOM2,BOTTOM2,False,0.02991572874441315,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.02991572874441315,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,-0.00090344723532015,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.05855893394947095,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10,0.5,0.02941572874441315,0.5,0.02941572874441315,0.0,-0.00090344723532015,0.5,-0.05905893394947095
2022-04-11,KOSDAQ_PLUS_KOSPI_EX_K200,2022,-0.2867081744229149,0.15299681374202181,-0.13210536860918992,0.2005467020088001,0.22416087546815736,BOTTOM2,BOTTOM2,False,0.08768069192289024,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.08768069192289024,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.039840280026602226,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0105290252555519,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10,1.0,0.08668069192289024,1.0,0.08668069192289024,0.0,0.039840280026602226,1.0,0.009529025255551899
2022-05-10,KOSDAQ_PLUS_KOSPI_EX_K200,2022,-0.1091104371808227,-0.016160404798509182,-0.13210536860918992,0.2005467020088001,0.22416087546815736,EW8,EW8,False,-0.008378831118897936,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.008378831118897936,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.008378831118897936,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.026315389182545,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,0.75,-0.009128831118897937,0.75,-0.009128831118897937,0.0,-0.008378831118897936,1.0,-0.027315389182545002
2022-06-09,KOSDAQ_PLUS_KOSPI_EX_K200,2022,0.5334513473825356,-0.9259974925910619,-0.13210536860918992,0.2005467020088001,0.22416087546815736,TOP2,TOP2,False,0.039540588349797304,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.039540588349797304,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.014859568298025948,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.039540588349797304,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,10,0.75,0.0387905883497973,0.75,0.0387905883497973,0.0,0.014859568298025948,1.0,0.0385405883497973
2022-07-07,KOSDAQ_PLUS_KOSPI_EX_K200,2022,-0.046977638240468335,-0.5451315379013683,-0.13210536860918992,0.2005467020088001,0.22416087546815736,EW8,EW8,False,-0.014194175937487848,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.014194175937487848,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.014194175937487848,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02706506344812355,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,10,0.75,-0.014944175937487848,0.75,-0.014944175937487848,0.0,-0.014194175937487848,0.5,-0.02756506344812355
2022-08-04,KOSDAQ_PLUS_KOSPI_EX_K200,2022,0.20661962143312224,-0.004477058408090577,-0.13210536860918992,0.2005467020088001,0.22416087546815736,TOP2,TOP2,False,0.0299130731392226,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0299130731392226,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.023629095172473538,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0299130731392226,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,10,0.75,0.0291630731392226,0.75,0.0291630731392226,0.0,0.023629095172473538,1.0,0.0289130731392226
2022-09-02,KOSDAQ_PLUS_KOSPI_EX_K200,2022,0.39423701843564035,-1.0917321540160358,-0.13210536860918992,0.2005467020088001,0.22416087546815736,TOP2,TOP2,False,0.017666254350833,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.017666254350833,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.01758492745711798,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.017666254350833,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10,0.5,0.017166254350833,0.5,0.017166254350833,0.0,0.01758492745711798,0.5,0.017166254350833
2022-10-05,KOSDAQ_PLUS_KOSPI_EX_K200,2022,-0.28054706552262537,-0.7042880907128328,-0.13210536860918992,0.2005467020088001,0.22416087546815736,BOTTOM2,BOTTOM2,False,-0.0038562363576982,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,-0.0038562363576982,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,-0.004776179764124337,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02646928444560795,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5,-0.0043562363576982,0.5,-0.0043562363576982,0.0,-0.004776179764124337,0.5,-0.02696928444560795
2022-11-03,KOSDAQ_PLUS_KOSPI_EX_K200,2022,0.14646406955604505,-0.5201463581175835,-0.13210536860918992,0.2005467020088001,0.22416087546815736,EW8,EW8,False,-0.0046220554542216255,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0046220554542216255,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0046220554542216255,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.007568742725515351,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10,0.75,-0.005372055454221625,0.75,-0.005372055454221625,0.0,-0.0046220554542216255,0.5,-0.008068742725515351
2022-12-01,KOSDAQ_PLUS_KOSPI_EX_K200,2022,0.5113429688972346,-1.1655943219772151,-0.13210536860918992,0.2005467020088001,0.22416087546815736,TOP2,TOP2,False,0.011729901774394199,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.011729901774394199,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0179341312459841,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.011729901774394199,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,10,0.75,0.010979901774394198,0.75,0.010979901774394198,0.0,0.0179341312459841,1.0,0.010729901774394198
2022-12-29,KOSDAQ_PLUS_KOSPI_EX_K200,2022,0.03927752868810651,-0.8453310986680708,-0.13210536860918992,0.2005467020088001,0.22416087546815736,EW8,EW8,False,-0.007240970501328387,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.007240970501328387,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.007240970501328387,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01969584968769705,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,10,0.75,-0.007990970501328387,0.75,-0.007990970501328387,0.0,-0.007240970501328387,1.0,0.01869584968769705
2023-01-31,KOSDAQ_PLUS_KOSPI_EX_K200,2023,0.6558842394566,-0.38011170257839394,-0.1633026646825627,0.19525901552115305,0.20984587659995982,TOP2,TOP2,False,-0.015886246262913198,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.015886246262913198,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,-0.006397890798987662,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.015886246262913198,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,10,0.75,-0.0166362462629132,0.75,-0.0166362462629132,0.0,-0.006397890798987662,0.5,-0.0163862462629132
2023-02-28,KOSDAQ_PLUS_KOSPI_EX_K200,2023,0.15540318708379544,-0.14267377495398795,-0.1633026646825627,0.19525901552115305,0.20984587659995982,EW8,EW8,False,0.005425300387965105,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.005425300387965105,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.005425300387965105,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.17533477621482196,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10,0.75,0.004675300387965105,0.75,0.004675300387965105,0.0,0.005425300387965105,1.0,0.17433477621482196
2023-03-29,KOSDAQ_PLUS_KOSPI_EX_K200,2023,-1.3568329286162097,3.207135996605157,-0.1633026646825627,0.19525901552115305,0.20984587659995982,BOTTOM2,BOTTOM2,False,0.06996193923198565,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.06996193923198565,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.014260322273102775,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0259999656446657,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10,0.75,0.06921193923198565,0.75,0.06921193923198565,0.0,0.014260322273102775,0.0,-0.0259999656446657
2023-04-26,KOSDAQ_PLUS_KOSPI_EX_K200,2023,0.20238949735477513,0.46842645818363576,-0.1633026646825627,0.19525901552115305,0.20984587659995982,TOP2,EW8,True,0.0010604638245708502,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,-0.006574787297037801,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.006574787297037801,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0010604638245708502,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,10,0.75,-0.007324787297037801,0.5,0.0005604638245708502,0.0,-0.006574787297037801,1.0,6.046382457085015e-05
2023-05-26,KOSDAQ_PLUS_KOSPI_EX_K200,2023,0.7686543803968975,-1.258177218523304,-0.1633026646825627,0.19525901552115305,0.20984587659995982,TOP2,TOP2,False,0.01972281226934065,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.01972281226934065,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.014205353170817087,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01972281226934065,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,10,0.75,0.01897281226934065,0.5,0.01922281226934065,0.0,0.014205353170817087,0.5,0.01922281226934065
2023-06-27,KOSDAQ_PLUS_KOSPI_EX_K200,2023,-0.45516720624879664,0.25635331415413765,-0.1633026646825627,0.19525901552115305,0.20984587659995982,BOTTOM2,BOTTOM2,False,-0.0699530125792654,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,-0.0699530125792654,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.02764732978449157,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.17083120161514484,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10,1.0,-0.0709530125792654,1.0,-0.0709530125792654,0.0,0.02764732978449157,1.0,0.16983120161514484
2023-07-25,KOSDAQ_PLUS_KOSPI_EX_K200,2023,-1.4443899459780436,3.207135996605157,-0.1633026646825627,0.19525901552115305,0.20984587659995982,BOTTOM2,BOTTOM2,False,0.09209161095312154,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.09209161095312154,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.004527526496473986,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.05911090493533455,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10,0.5,0.09159161095312154,0.5,0.09159161095312154,0.0,0.004527526496473986,0.0,-0.05911090493533455
2023-08-23,KOSDAQ_PLUS_KOSPI_EX_K200,2023,-0.07998454654934843,1.560534221405037,-0.1633026646825627,0.19525901552115305,0.20984587659995982,EW8,EW8,False,0.0012256679824098945,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0012256679824098945,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0012256679824098945,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.02936258294816855,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,0.75,0.00047566798240989447,0.75,0.00047566798240989447,0.0,0.0012256679824098945,1.0,0.028362582948168548
2023-09-20,KOSDAQ_PLUS_KOSPI_EX_K200,2023,0.3537280518309032,-0.7317023879594594,-0.1633026646825627,0.19525901552115305,0.20984587659995982,TOP2,TOP2,False,0.0750415646357701,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0750415646357701,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.022956156163949522,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0750415646357701,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,0.75,0.0742915646357701,0.75,0.0742915646357701,0.0,0.022956156163949522,0.0,0.0750415646357701
2023-10-25,KOSDAQ_PLUS_KOSPI_EX_K200,2023,-0.25484670600409304,0.24473989679453392,-0.1633026646825627,0.19525901552115305,0.20984587659995982,BOTTOM2,BOTTOM2,False,-0.0034753314010815516,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.0034753314010815516,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.01765926136213849,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.03549898814963315,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,1.0,-0.004475331401081552,1.0,-0.004475331401081552,0.0,-0.01765926136213849,0.0,-0.03549898814963315
2023-11-22,KOSDAQ_PLUS_KOSPI_EX_K200,2023,0.550448449032766,0.5620962447734462,-0.1633026646825627,0.19525901552115305,0.20984587659995982,TOP2,EW8,True,-0.02485831688145045,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.01682627984469825,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.01682627984469825,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.02485831688145045,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,10,0.75,-0.01757627984469825,0.5,-0.02535831688145045,0.0,-0.01682627984469825,1.0,-0.02585831688145045
2023-12-20,KOSDAQ_PLUS_KOSPI_EX_K200,2023,1.3243591099748577,-1.209079034497055,-0.1633026646825627,0.19525901552115305,0.20984587659995982,TOP2,TOP2,False,-0.0077003372013052,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,-0.0077003372013052,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0010559551129114774,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0077003372013052,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,10,0.75,-0.0084503372013052,0.5,-0.0082003372013052,0.0,0.0010559551129114774,0.5,-0.0082003372013052
2024-01-22,KOSDAQ_PLUS_KOSPI_EX_K200,2024,-0.2855482687105123,-0.32186881963468467,-0.19544212319031282,0.21983221616794196,0.18575795267649062,BOTTOM2,BOTTOM2,False,0.02082160509443555,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.02082160509443555,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,-0.022352634037874637,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0495492921891472,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,10,0.5,0.02032160509443555,0.5,0.02032160509443555,0.0,-0.022352634037874637,0.5,-0.0500492921891472
2024-02-21,KOSDAQ_PLUS_KOSPI_EX_K200,2024,-0.7613939109352376,1.3840435681258356,-0.19544212319031282,0.21983221616794196,0.18575795267649062,BOTTOM2,BOTTOM2,False,-0.0205746759380496,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.0205746759380496,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.020093008787268603,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,-0.0921497147376894,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,10,1.0,-0.0215746759380496,1.0,-0.0215746759380496,0.0,-0.020093008787268603,1.0,-0.0931497147376894
2024-03-21,KOSDAQ_PLUS_KOSPI_EX_K200,2024,-0.31494851708509713,0.9287678271353196,-0.19544212319031282,0.21983221616794196,0.18575795267649062,BOTTOM2,BOTTOM2,False,0.047217879486366646,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.047217879486366646,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.03478674961658476,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0480732117136611,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,10,1.0,0.046217879486366645,1.0,0.046217879486366645,0.0,0.03478674961658476,1.0,0.0470732117136611
2024-04-19,KOSDAQ_PLUS_KOSPI_EX_K200,2024,0.0025778559915366167,-0.3170448657532125,-0.19544212319031282,0.21983221616794196,0.18575795267649062,EW8,EW8,False,0.0161843656980347,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0161843656980347,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0161843656980347,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.018923065996436852,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,10,0.75,0.015434365698034698,0.75,0.015434365698034698,0.0,0.0161843656980347,0.5,0.018423065996436852
