universe,sample,contrast,n_dates,mean,ci025,ci975,p_gt0
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,P70_90_MINUS_P99_100,59,0.00792879250734132,-0.02633064612386973,0.03787459986471187,0.6975
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,P90_95_MINUS_P99_100,59,0.014502416085801646,-0.01765857063889332,0.04439301192980927,0.8158333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,P70_90_MINUS_P00_20,75,-0.0005218820353594132,-0.005461319920962745,0.004227085042761026,0.419
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,P90_95_MINUS_P00_20,75,0.00638921300879155,-0.00509045992931271,0.019396344917260146,0.8398333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,P95_99_MINUS_P99_100,59,0.0043341542146138655,-0.03279428929196219,0.03528771137930605,0.6143333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,LATE_2020_2022,P70_90_MINUS_P95_99,75,0.005003239876563259,-0.00598687652624587,0.015741706604997893,0.8265
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,P70_90_MINUS_P99_100,37,0.016935183313330483,-0.031201741664987112,0.07099484129092455,0.7315
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,P90_95_MINUS_P99_100,37,0.014065959365118992,-0.03519580288152175,0.0722854024024911,0.6823333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,P70_90_MINUS_P00_20,48,0.006535165891064269,-0.0029790654658722318,0.01661189159102484,0.9023333333333333
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,P90_95_MINUS_P00_20,48,0.0020100212563443852,-0.013525978447828078,0.01949105550427776,0.5756666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,P95_99_MINUS_P99_100,37,0.008629120149054387,-0.046599114592184986,0.07521206576658512,0.5861666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,NORMAL_2023_2024,P70_90_MINUS_P95_99,48,0.0024246183066893717,-0.014622309128015107,0.01766001429899873,0.635
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,P70_90_MINUS_P99_100,9,0.0905600189463456,0.045785400402565755,0.14191165877806133,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,P90_95_MINUS_P99_100,9,0.05845470361150705,0.026719929414075576,0.09142481411085902,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,P70_90_MINUS_P00_20,13,0.02614502571768366,-0.006118484831210911,0.0615912524287448,0.9341666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,P90_95_MINUS_P00_20,13,0.006348676536303337,-0.021184121061942725,0.03016343273510152,0.6965
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,P95_99_MINUS_P99_100,9,0.06548867743622247,0.03091040262138605,0.09937561426441771,1.0
KOSDAQ_PLUS_KOSPI_EX_K200,YTD_2026,P70_90_MINUS_P95_99,13,-0.0015777040693423987,-0.039310941229793575,0.044136903481094836,0.448
KOSPI_ALL,BULL_2025,P70_90_MINUS_P99_100,16,0.03936181558737551,0.01651373232943575,0.06589236259690873,0.9998333333333334
KOSPI_ALL,BULL_2025,P90_95_MINUS_P99_100,16,0.04222640524608058,0.009934855327045404,0.07358351137323343,0.9955
KOSPI_ALL,BULL_2025,P70_90_MINUS_P00_20,25,0.0005163821116374346,-0.012018181980567049,0.012572382349595863,0.53
KOSPI_ALL,BULL_2025,P90_95_MINUS_P00_20,25,0.003645129552980519,-0.017362993735620297,0.024942941696693356,0.6371666666666667
KOSPI_ALL,BULL_2025,P95_99_MINUS_P99_100,16,0.023608607226152625,0.00157854766587739,0.0487992426276882,0.9826666666666667
KOSPI_ALL,BULL_2025,P70_90_MINUS_P95_99,25,0.01438876603695784,0.002004100528318312,0.02706376403721937,0.9893333333333333
KOSPI_ALL,EARLY_2016_2019,P70_90_MINUS_P99_100,53,0.009118803538679728,-0.013899587438728217,0.03157947542205309,0.7885
KOSPI_ALL,EARLY_2016_2019,P90_95_MINUS_P99_100,53,0.015366388660417816,-0.009281364257153972,0.03914949053892728,0.8966666666666666
KOSPI_ALL,EARLY_2016_2019,P70_90_MINUS_P00_20,96,-0.00045417491622490167,-0.004074845533150905,0.0029936257725616962,0.412
KOSPI_ALL,EARLY_2016_2019,P90_95_MINUS_P00_20,96,0.0025953708344223963,-0.0036519555461588995,0.008933832364993453,0.7808333333333334
KOSPI_ALL,EARLY_2016_2019,P95_99_MINUS_P99_100,53,0.01460135027247713,-0.010168677359451147,0.04041772392570186,0.8611666666666666
KOSPI_ALL,EARLY_2016_2019,P70_90_MINUS_P95_99,95,-0.003106771298815238,-0.012368547115742467,0.006355675767141762,0.25866666666666666
KOSPI_ALL,LATE_2020_2022,P70_90_MINUS_P99_100,57,0.015209759229840825,-0.015729277919787753,0.04336981905235428,0.8383333333333334
KOSPI_ALL,LATE_2020_2022,P90_95_MINUS_P99_100,57,0.01863864977871531,-0.0073792578457042,0.04476662413419255,0.9125
KOSPI_ALL,LATE_2020_2022,P70_90_MINUS_P00_20,75,-0.007447010291502516,-0.013934412693279344,-0.0016439859526222436,0.005833333333333334
KOSPI_ALL,LATE_2020_2022,P90_95_MINUS_P00_20,75,-0.004673396843096764,-0.015126205483835272,0.006505538214154276,0.21183333333333335
KOSPI_ALL,LATE_2020_2022,P95_99_MINUS_P99_100,57,0.02145312010870274,-0.009028973006679528,0.05164353481362885,0.9185
KOSPI_ALL,LATE_2020_2022,P70_90_MINUS_P95_99,75,-0.0035882917455669584,-0.014529901888273746,0.007075842379433056,0.25633333333333336
KOSPI_ALL,NORMAL_2023_2024,P70_90_MINUS_P99_100,36,0.011035308915123424,-0.03094245464458164,0.0567284532544483,0.6846666666666666
KOSPI_ALL,NORMAL_2023_2024,P90_95_MINUS_P99_100,36,0.008664131235954,-0.03238124439755608,0.04991589657637894,0.6501666666666667
KOSPI_ALL,NORMAL_2023_2024,P70_90_MINUS_P00_20,48,0.0032893829314210774,-0.005286878935039593,0.01149330892654739,0.7848333333333334
KOSPI_ALL,NORMAL_2023_2024,P90_95_MINUS_P00_20,48,-0.0024124885088182,-0.011440460730714586,0.006534774083746509,0.30033333333333334
KOSPI_ALL,NORMAL_2023_2024,P95_99_MINUS_P99_100,36,0.0004048942335687567,-0.034549828567644894,0.03749737924812227,0.49916666666666665
KOSPI_ALL,NORMAL_2023_2024,P70_90_MINUS_P95_99,48,0.0106622162309028,-0.0014614664755709219,0.022813039224823427,0.9548333333333333
KOSPI_ALL,YTD_2026,P70_90_MINUS_P99_100,12,0.11797238500543611,0.08612486607881088,0.14127072136209254,1.0
KOSPI_ALL,YTD_2026,P90_95_MINUS_P99_100,12,0.10046646426778251,0.06663333955936664,0.13429958897619843,1.0
KOSPI_ALL,YTD_2026,P70_90_MINUS_P00_20,13,0.029242284071277644,-0.007351883712853237,0.06910331788582058,0.9306666666666666
KOSPI_ALL,YTD_2026,P90_95_MINUS_P00_20,13,0.0049997655049192295,-0.018615510744232146,0.03148783731079256,0.6358333333333334
KOSPI_ALL,YTD_2026,P95_99_MINUS_P99_100,12,0.08952807633407939,0.06072634784623976,0.1175988505039417,1.0
KOSPI_ALL,YTD_2026,P70_90_MINUS_P95_99,13,0.02636564594770311,-0.01198354998188115,0.057800927860365454,0.915
KOSPI_EX_K200,BULL_2025,P70_90_MINUS_P99_100,14,0.028758614297929547,-0.0051216159160738855,0.05950534149340762,0.9528333333333333
KOSPI_EX_K200,BULL_2025,P90_95_MINUS_P99_100,14,0.023366097337111796,-0.006794632649647916,0.05666797035416748,0.9275
KOSPI_EX_K200,BULL_2025,P70_90_MINUS_P00_20,25,0.002467141642331,-0.006803834215678293,0.012328851675589718,0.6888333333333333
KOSPI_EX_K200,BULL_2025,P90_95_MINUS_P00_20,25,0.0019819954836266303,-0.018864615960302547,0.022002373889439972,0.5723333333333334
KOSPI_EX_K200,BULL_2025,P95_99_MINUS_P99_100,14,0.023590789922391605,0.0010785965488891776,0.04593712648126562,0.982
KOSPI_EX_K200,BULL_2025,P70_90_MINUS_P95_99,25,0.013676101593620614,-0.0052148804128970975,0.031747031621136464,0.9231666666666667
KOSPI_EX_K200,EARLY_2016_2019,P70_90_MINUS_P99_100,44,0.019671209209402785,-0.009509861185533122,0.050406251129897384,0.8941666666666667
KOSPI_EX_K200,EARLY_2016_2019,P90_95_MINUS_P99_100,44,0.02513034011270676,-0.004946670128418032,0.05755324760175277,0.9491666666666667
KOSPI_EX_K200,EARLY_2016_2019,P70_90_MINUS_P00_20,96,-0.00028119544871609784,-0.0057486195857526295,0.0047515382795123694,0.469
KOSPI_EX_K200,EARLY_2016_2019,P90_95_MINUS_P00_20,96,0.006095780604339805,-0.0027189647660507796,0.014644353605438958,0.9095
KOSPI_EX_K200,EARLY_2016_2019,P95_99_MINUS_P99_100,44,0.015541122210652654,-0.015048258393242692,0.048629703827106435,0.8258333333333333
KOSPI_EX_K200,EARLY_2016_2019,P70_90_MINUS_P95_99,94,0.010461786920076347,-0.0015036316082542602,0.022564069832313967,0.9576666666666667
KOSPI_EX_K200,LATE_2020_2022,P70_90_MINUS_P99_100,52,0.018053472597387325,-0.007679031103219663,0.0415975954089758,0.9193333333333333
KOSPI_EX_K200,LATE_2020_2022,P90_95_MINUS_P99_100,52,0.018990588377159265,-0.01053413439350861,0.045900261812616354,0.9008333333333334
KOSPI_EX_K200,LATE_2020_2022,P70_90_MINUS_P00_20,75,-0.004034066693786645,-0.013198115826861699,0.004143636744388464,0.191
KOSPI_EX_K200,LATE_2020_2022,P90_95_MINUS_P00_20,75,-0.004417005373933373,-0.015133971815782693,0.006849873895265737,0.22866666666666666
KOSPI_EX_K200,LATE_2020_2022,P95_99_MINUS_P99_100,52,0.02564608180027354,-0.007147789723648997,0.057619764472481835,0.9393333333333334
KOSPI_EX_K200,LATE_2020_2022,P70_90_MINUS_P95_99,75,-0.006030230995391726,-0.02828165834053558,0.01351124034878762,0.29083333333333333
KOSPI_EX_K200,NORMAL_2023_2024,P70_90_MINUS_P99_100,28,0.006706605898430356,-0.03674081746982432,0.049807250519809394,0.6216666666666667
KOSPI_EX_K200,NORMAL_2023_2024,P90_95_MINUS_P99_100,28,-0.001814596748697389,-0.04150633622747659,0.03654611891725653,0.47433333333333333
KOSPI_EX_K200,NORMAL_2023_2024,P70_90_MINUS_P00_20,48,0.0031020548162196105,-0.003071200121643701,0.010106718796563564,0.8258333333333333
KOSPI_EX_K200,NORMAL_2023_2024,P90_95_MINUS_P00_20,48,-0.006050131850469091,-0.017046286004762965,0.004324444274904509,0.12833333333333333
KOSPI_EX_K200,NORMAL_2023_2024,P95_99_MINUS_P99_100,28,0.003539567048015025,-0.04434768672157193,0.04838470450476467,0.5675
KOSPI_EX_K200,NORMAL_2023_2024,P70_90_MINUS_P95_99,48,0.0037354011249514673,-0.015639194757962802,0.02380657460906195,0.6513333333333333
KOSPI_EX_K200,YTD_2026,P70_90_MINUS_P99_100,10,0.09817459753637382,0.07496545248739932,0.11927609373454047,1.0
KOSPI_EX_K200,YTD_2026,P90_95_MINUS_P99_100,10,0.09196013123271343,0.06384197673370383,0.12007828573172308,1.0
KOSPI_EX_K200,YTD_2026,P70_90_MINUS_P00_20,13,0.01572051994297429,-0.017815768474144063,0.04473554109109709,0.8285
KOSPI_EX_K200,YTD_2026,P90_95_MINUS_P00_20,13,0.002586792438296513,-0.011786808427540225,0.019765928575943913,0.5965
KOSPI_EX_K200,YTD_2026,P95_99_MINUS_P99_100,10,0.057226569096489564,0.034940874828348886,0.07843659621390583,1.0
KOSPI_EX_K200,YTD_2026,P70_90_MINUS_P95_99,13,0.06227741992580694,0.029237458557031817,0.1028307284503552,1.0
KOSPI_KOSDAQ_ALL,BULL_2025,P70_90_MINUS_P99_100,19,0.04709350977078342,-0.043981894625187874,0.12702283865474626,0.8448333333333333
KOSPI_KOSDAQ_ALL,BULL_2025,P90_95_MINUS_P99_100,19,0.04037704149130349,-0.044271609273748735,0.11554955531082656,0.842
KOSPI_KOSDAQ_ALL,BULL_2025,P70_90_MINUS_P00_20,25,0.014676806908383569,0.005079350784961597,0.02444015918351536,0.9993333333333333
KOSPI_KOSDAQ_ALL,BULL_2025,P90_95_MINUS_P00_20,25,0.01840928327488208,-0.001916481346155032,0.041224301231043835,0.9603333333333334
KOSPI_KOSDAQ_ALL,BULL_2025,P95_99_MINUS_P99_100,19,0.030172361444428055,-0.05110151151380923,0.10798830033401027,0.766
KOSPI_KOSDAQ_ALL,BULL_2025,P70_90_MINUS_P95_99,25,0.009605304093852674,-0.007876003554503035,0.028699854376421776,0.8431666666666666
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,P70_90_MINUS_P99_100,54,0.0020173315104155265,-0.05012932714254085,0.04785048634807983,0.545
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,P90_95_MINUS_P99_100,54,0.006459676306822093,-0.044355998698088345,0.053412859238405115,0.6218333333333333
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,P70_90_MINUS_P00_20,96,0.0022535489428728308,-0.0029574090718679762,0.007392296028612088,0.8113333333333334
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,P90_95_MINUS_P00_20,96,0.0051212412316571495,-0.0013458477569918692,0.011487689300215796,0.941
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,P95_99_MINUS_P99_100,54,-0.0004801488674302464,-0.04708863421465816,0.041411178770194956,0.49933333333333335
KOSPI_KOSDAQ_ALL,EARLY_2016_2019,P70_90_MINUS_P95_99,95,-0.006078476654811547,-0.0205875035213585,0.0059251907556454415,0.17816666666666667
KOSPI_KOSDAQ_ALL,LATE_2020_2022,P70_90_MINUS_P99_100,59,0.004152888504815291,-0.02705312915188623,0.035753701465685885,0.6
KOSPI_KOSDAQ_ALL,LATE_2020_2022,P90_95_MINUS_P99_100,59,0.014706598904447681,-0.012179419131758648,0.041333352825678904,0.8561666666666666
KOSPI_KOSDAQ_ALL,LATE_2020_2022,P70_90_MINUS_P00_20,75,-0.0012566351438548528,-0.00655966542009746,0.004648261930570221,0.3238333333333333
KOSPI_KOSDAQ_ALL,LATE_2020_2022,P90_95_MINUS_P00_20,75,0.006601367463690714,-0.005647429523072903,0.02019617140477966,0.8378333333333333
KOSPI_KOSDAQ_ALL,LATE_2020_2022,P95_99_MINUS_P99_100,59,0.008570881401403945,-0.02295153304476575,0.04125856325310876,0.6955
KOSPI_KOSDAQ_ALL,LATE_2020_2022,P70_90_MINUS_P95_99,75,-0.004587638506872622,-0.01629359868663717,0.007319920248839727,0.21833333333333332
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,P70_90_MINUS_P99_100,38,0.014721698467684204,-0.037106579853372214,0.07376930515771984,0.6831666666666667
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,P90_95_MINUS_P99_100,38,0.01023781648403592,-0.04300289441837763,0.07167887676655328,0.626
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,P70_90_MINUS_P00_20,48,0.006838974689073075,-0.00200221858486012,0.015718446651029536,0.933
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,P90_95_MINUS_P00_20,48,0.0010466062881326205,-0.011511774939799815,0.013654969947965492,0.5643333333333334
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,P95_99_MINUS_P99_100,38,0.00702237175191781,-0.05386386445655711,0.0794032478266211,0.5678333333333333
KOSPI_KOSDAQ_ALL,NORMAL_2023_2024,P70_90_MINUS_P95_99,48,0.00838621141625543,-0.009177881749549975,0.023686125695429976,0.8361666666666666
KOSPI_KOSDAQ_ALL,YTD_2026,P70_90_MINUS_P99_100,9,0.09911304015665126,0.061747069233568284,0.14507602664632635,1.0
KOSPI_KOSDAQ_ALL,YTD_2026,P90_95_MINUS_P99_100,9,0.06913741839401237,0.02783108284606575,0.10362570158698331,1.0
KOSPI_KOSDAQ_ALL,YTD_2026,P70_90_MINUS_P00_20,13,0.029346066568990463,-0.005047189856771279,0.07016855801389495,0.9298333333333333
KOSPI_KOSDAQ_ALL,YTD_2026,P90_95_MINUS_P00_20,13,5.4344775226075615e-05,-0.031491903628643084,0.028551525855780923,0.516
KOSPI_KOSDAQ_ALL,YTD_2026,P95_99_MINUS_P99_100,9,0.07974681247638235,0.03211736211874456,0.12280366530412697,1.0
KOSPI_KOSDAQ_ALL,YTD_2026,P70_90_MINUS_P95_99,13,0.01190574172145373,-0.025582333314937197,0.04700725158956232,0.7225
