"Code","Name","ALL","KOSPI","KOSPI200","KOSPI-삼닉"
"A286940","롯데이노베이트","1","1","0","1"
"A287840","인투셀","1","0","0","0"
"A288180","케이피항공산업","1","0","0","0"
"A288330","파라택시스코리아","1","0","0","0"
"A288620","에스프리즘","1","0","0","0"
"A288980","모아데이타","1","0","0","0"
"A289010","아이스크림에듀","1","0","0","0"
"A289080","SV인베스트먼트","1","0","0","0"
"A289220","자이언트스텝","1","0","0","0"
"A289930","웨이비스","1","0","0","0"
"A290090","트윔","1","0","0","0"
"A290120","DH오토리드","1","0","0","0"
"A290270","휴네시온","1","0","0","0"
"A290520","신도기연","1","0","0","0"
"A290550","디케이티","1","0","0","0"
"A290560","파라택시스이더리움","1","0","0","0"
"A290650","엘앤씨바이오","1","0","0","0"
"A290660","다이나믹솔루션","1","0","0","0"
"A290670","대보마그네틱","1","0","0","0"
"A290690","소룩스","1","0","0","0"
"A290720","푸드나무","1","0","0","0"
"A290740","액트로","1","0","0","0"
"A291230","엔피","1","0","0","0"
"A291650","압타머사이언스","1","0","0","0"
"A291810","핀텔","1","0","0","0"
"A293480","하나제약","1","1","0","1"
"A293490","카카오게임즈","1","0","0","0"
"A293580","나우IB","1","0","0","0"
"A293780","압타바이오","1","0","0","0"
"A294090","이오플로우","1","0","0","0"
"A294140","레몬","1","0","0","0"
"A294570","쿠콘","1","0","0","0"
"A294630","서남","1","0","0","0"
"A294870","IPARK현대산업개발","1","1","1","1"
"A295310","에이치브이엠","1","0","0","0"
"A296640","이노에이엑스","1","0","0","0"
"A297090","씨에스베어링","1","0","0","0"
"A297570","알로이스","1","0","0","0"
"A297890","HB솔루션","1","0","0","0"
"A298000","효성화학","1","1","0","1"
"A298020","효성티앤씨","1","1","1","1"
"A298040","효성중공업","1","1","0","1"
"A298050","HS효성첨단소재","1","1","1","1"
"A298060","풍전약품","1","0","0","0"
"A298380","에이비엘바이오","1","0","0","0"
"A298540","더네이쳐홀딩스","1","0","0","0"
"A298690","에어부산","1","1","0","1"
"A298830","슈어소프트테크","1","0","0","0"
"A299030","하나기술","1","0","0","0"
"A299170","더블유에스아이","1","0","0","0"
"A299660","셀리드","1","0","0","0"
"A299900","위지윅스튜디오","1","0","0","0"
"A300080","플리토","1","0","0","0"
"A300120","라온피플","1","0","0","0"
"A300720","한일시멘트","1","1","0","1"
"A301300","바이브컴퍼니","1","0","0","0"
"A302430","이노메트리","1","0","0","0"
"A302440","SK바이오사이언스","1","1","1","1"
"A302550","리메드","1","0","0","0"
"A303030","지니틱스","1","0","0","0"
"A303360","프로티아","1","0","0","0"
"A303530","이노뎁","1","0","0","0"
"A303810","동국생명과학","1","0","0","0"
"A304100","솔트룩스","1","0","0","0"
"A304360","에스바이오메딕스","1","0","0","0"
"A304840","피플바이오","1","0","0","0"
"A305090","마이크로디지탈","1","0","0","0"
"A306040","에스제이그룹","1","0","0","0"
"A306200","세아제강","1","1","0","1"
"A306620","지아이에스","1","0","0","0"
"A307180","아이엘","1","0","0","0"
"A307280","원바이오젠","1","0","0","0"
"A307750","국전","1","0","0","0"
"A307870","비투엔","1","0","0","0"
"A307930","컴퍼니케이","1","0","0","0"
"A307950","현대오토에버","1","1","0","1"
"A308080","바이젠셀","1","0","0","0"
"A308100","형지글로벌","1","0","0","0"
"A308170","씨티알모빌리티","1","1","0","1"
"A308430","셀비온","1","0","0","0"
"A309710","아이티켐","1","0","0","0"
"A309930","조이웍스앤코","1","0","0","0"
"A309960","LB인베스트먼트","1","0","0","0"
"A310200","애니플러스","1","0","0","0"
"A310210","보로노이","1","0","0","0"
"A310870","디와이씨","1","0","0","0"
"A311320","지오엘리먼트","1","0","0","0"
"A311390","네오크레마","1","0","0","0"
"A311690","CJ 바이오사이언스","1","0","0","0"
"A312610","에이에프더블류","1","0","0","0"
"A313760","캐리","1","0","0","0"
"A314130","지놈앤컴퍼니","1","0","0","0"
"A314140","알피바이오","1","0","0","0"
"A314930","바이오다인","1","0","0","0"
"A315640","딥노이드","1","0","0","0"
"A316140","우리금융지주","1","1","1","1"
"A317120","라닉스","1","0","0","0"
"A317240","TS트릴리온","1","0","0","0"
"A317330","덕산테코피아","1","0","0","0"
"A317400","자이에스앤디","1","1","0","1"
"A317450","명인제약","1","0","0","0"
"A317530","에피소드컴퍼니","1","0","0","0"
"A317690","퀀타매트릭스","1","0","0","0"
"A317770","엑스페릭스","1","0","0","0"
"A317830","에스피시스템스","1","0","0","0"
"A317850","대모","1","0","0","0"
"A317870","엔바이오니아","1","0","0","0"
"A318000","KBG","1","0","0","0"
"A318010","팜스빌","1","0","0","0"
"A318020","포인트모바일","1","0","0","0"
"A318060","그래피","1","0","0","0"
"A318160","셀바이오휴먼텍","1","0","0","0"
"A318410","비비씨","1","0","0","0"
"A319400","현대무벡스","1","0","0","0"
"A319660","피에스케이","1","0","0","0"
"A320000","한울반도체","1","0","0","0"
"A321260","프로이천","1","0","0","0"
"A321370","센서뷰","1","0","0","0"
"A321550","티움바이오","1","0","0","0"
"A321820","아티스트컴퍼니","1","0","0","0"
"A322000","HD현대에너지솔루션","1","1","0","1"
"A322180","LS티라유텍","1","0","0","0"
"A322310","오로스테크놀로지","1","0","0","0"
"A322510","제이엘케이","1","0","0","0"
"A322780","코퍼스코리아","1","0","0","0"
"A323280","태성","1","0","0","0"
"A323350","다원넥스뷰","1","0","0","0"
"A323410","카카오뱅크","1","1","1","1"
"A323990","박셀바이오","1","0","0","0"
"A326030","SK바이오팜","1","1","1","1"
"A327260","RF머트리얼즈","1","0","0","0"
"A328130","루닛","1","0","0","0"
"A328380","솔트웨어","1","0","0","0"
"A329180","HD현대중공업","1","1","1","1"
"A330350","위더스제약","1","0","0","0"
"A330730","스톤브릿지벤처스","1","0","0","0"
"A330860","네패스아크","1","0","0","0"
"A331380","포커스에이아이","1","0","0","0"
"A331520","밸로프","1","0","0","0"
"A331740","아우토크립트","1","0","0","0"
"A331920","셀레믹스","1","0","0","0"
"A332290","누보","1","0","0","0"
"A332370","아이디피","1","0","0","0"
"A332570","PS일렉트로닉스","1","0","0","0"
"A333050","이노테나","1","0","0","0"
"A333430","일승","1","0","0","0"
"A333620","엔시스","1","0","0","0"
"A334970","프레스티지바이오로직스","1","0","0","0"
"A335810","프리시젼바이오","1","0","0","0"
"A335870","윙스풋","1","0","0","0"
"A336060","웨이버스","1","0","0","0"
"A336260","두산퓨얼셀","1","1","1","1"
"A336370","솔루스첨단소재","1","1","0","1"
"A336570","원텍","1","0","0","0"
"A336680","탑런토탈솔루션","1","0","0","0"
"A337930","젝시믹스","1","0","0","0"
"A338220","뷰노","1","0","0","0"
"A338840","와이바이오로직스","1","0","0","0"
"A339770","교촌에프앤비","1","1","0","1"
"A339950","아이비김영","1","0","0","0"
"A340360","다보링크","1","0","0","0"
"A340440","세림B&G","1","0","0","0"
"A340450","지씨지놈","1","0","0","0"
"A340570","티앤엘","1","0","0","0"
"A340810","시선AI","1","0","0","0"
"A340930","유일에너테크","1","0","0","0"
"A342870","오아","1","0","0","0"
"A344820","KCC글라스","1","1","0","1"
"A344860","이노진","1","0","0","0"
"A347000","센코","1","0","0","0"
"A347700","스피어","1","0","0","0"
"A347740","피엔케이피부임상연구센타","1","0","0","0"
"A347770","핌스","1","0","0","0"
"A347850","디앤디파마텍","1","0","0","0"
"A347860","알체라","1","0","0","0"
"A347890","엠엑스온","1","0","0","0"
"A348030","모비릭스","1","0","0","0"
"A348080","큐라티스","1","0","0","0"
"A348150","고바이오랩","1","0","0","0"
"A348210","넥스틴","1","0","0","0"
"A348340","뉴로메카","1","0","0","0"
"A348350","위드텍","1","0","0","0"
"A348370","엔켐","1","0","0","0"
"A351320","넥사다이내믹스","1","0","0","0"
"A351330","이삭엔지니어링","1","0","0","0"
"A351870","차이커뮤니케이션","1","0","0","0"
"A352090","스톰테크","1","0","0","0"
"A352480","씨앤씨인터내셔널","1","0","0","0"
"A352700","씨앤투스","1","0","0","0"
"A352770","셀레스트라","1","0","0","0"
"A352820","하이브","1","1","1","1"
"A352910","오비고","1","0","0","0"
"A352940","인바이오","1","0","0","0"
"A353190","휴럼","1","0","0","0"
"A353200","대덕전자","1","1","0","1"
"A353590","오토앤","1","0","0","0"
"A353810","이지바이오","1","0","0","0"
"A354200","엔젠바이오","1","0","0","0"
"A354320","알멕","1","0","0","0"
"A355150","코스텍시스","1","0","0","0"
"A355390","크라우드웍스","1","0","0","0"
"A355690","에이텀","1","0","0","0"
"A356680","엑스게이트","1","0","0","0"
"A356860","티엘비","1","0","0","0"
"A356890","싸이버원","1","0","0","0"
"A357230","에이치피오","1","0","0","0"
"A357550","석경에이티","1","0","0","0"
"A357580","아모센스","1","0","0","0"
"A357780","솔브레인","1","0","0","0"
"A357880","SKAI","1","0","0","0"
"A358570","지아이이노베이션","1","0","0","0"
"A359090","씨엔알리서치","1","0","0","0"
"A360070","탑머티리얼","1","0","0","0"
"A360350","코셈","1","0","0","0"
"A361390","제노코","1","0","0","0"
"A361570","알비더블유","1","0","0","0"
"A361610","SK아이이테크놀로지","1","1","1","1"
"A361670","삼영에스앤씨","1","0","0","0"
"A362320","청담글로벌","1","0","0","0"
"A362990","드림인사이트","1","0","0","0"
"A363250","진시스템","1","0","0","0"
"A363260","모비데이즈","1","0","0","0"
"A363280","티와이홀딩스","1","1","0","1"
"A364950","에이아이코리아","1","0","0","0"
"A365270","큐라클","1","0","0","0"
"A365330","에스와이스틸텍","1","0","0","0"
"A365340","성일하이텍","1","0","0","0"
"A365590","하이딥","1","0","0","0"
"A365900","브이씨","1","0","0","0"
"A366030","공구우먼","1","0","0","0"
"A367000","플래티어","1","0","0","0"
"A368600","아이씨에이치","1","0","0","0"
"A368770","파이버프로","1","0","0","0"
"A368970","오에스피","1","0","0","0"
"A369370","블리츠웨이엔터테인먼트","1","0","0","0"
"A370090","퓨런티어","1","0","0","0"
"A371950","풍원정밀","1","0","0","0"
"A372170","윤성에프앤씨","1","0","0","0"
"A372320","큐로셀","1","0","0","0"
"A372800","아이티아이즈","1","0","0","0"
"A372910","한컴라이프케어","1","1","0","1"
"A373110","엑셀세라퓨틱스","1","0","0","0"
"A373160","데이원컴퍼니","1","0","0","0"
"A373170","엠아이큐브솔루션","1","0","0","0"
"A373200","엑스플러스","1","0","0","0"
"A373220","LG에너지솔루션","1","1","1","1"
"A375500","DL이앤씨","1","1","1","1"
"A376180","피코그램","1","0","0","0"
"A376270","HEM파마","1","0","0","0"
"A376290","씨유테크","1","0","0","0"
"A376300","디어유","1","0","0","0"
"A376900","로킷헬스케어","1","0","0","0"
"A376930","노을","1","0","0","0"
"A376980","원티드랩","1","0","0","0"
"A377030","비트맥스","1","0","0","0"
"A377220","프롬바이오","1","0","0","0"
"A377300","카카오페이","1","1","1","1"
"A377330","이지트로닉스","1","0","0","0"
"A377450","리파인","1","0","0","0"
"A377460","큐에이드","1","0","0","0"
"A377480","마음AI","1","0","0","0"
"A377740","바이오노트","1","0","0","0"
"A378340","필에너지","1","0","0","0"
"A378800","샤페론","1","0","0","0"
"A378850","화승알앤에이","1","1","0","1"
"A380540","옵티코어","1","0","0","0"
"A380550","뉴로핏","1","0","0","0"
"A381620","제닉스로보틱스","1","0","0","0"
"A381970","케이카","1","1","0","1"
"A382150","온코크로스","1","0","0","0"
"A382480","지아이텍","1","0","0","0"
"A382800","지앤비에스 에코","1","0","0","0"
"A382840","원준","1","0","0","0"
"A382900","범한퓨얼셀","1","0","0","0"
"A383220","F&F","1","1","0","1"
"A383310","에코프로에이치엔","1","0","0","0"
"A383800","LX홀딩스","1","1","0","1"
"A383930","디티앤씨알오","1","0","0","0"
"A384470","코어라인소프트","1","0","0","0"
"A387570","파인메딕스","1","0","0","0"
"A388050","지투파워","1","0","0","0"
"A388210","씨엠티엑스","1","0","0","0"
"A388610","지에프씨생명과학","1","0","0","0"
"A388720","유일로보틱스","1","0","0","0"
"A388790","라이콤","1","0","0","0"
"A388870","파로스아이바이오","1","0","0","0"
"A389020","자람테크놀로지","1","0","0","0"
"A389030","지니너스","1","0","0","0"
"A389140","포바이포","1","0","0","0"
"A389260","대명에너지","1","0","0","0"
"A389470","인벤티지랩","1","0","0","0"
"A389500","에스비비테크","1","0","0","0"
"A389650","넥스트바이오메디컬","1","0","0","0"
"A389680","유디엠텍","1","0","0","0"
"A391710","코닉오토메이션","1","0","0","0"
"A393210","토마토시스템","1","0","0","0"
"A393890","더블유씨피","1","0","0","0"
"A393970","대진첨단소재","1","0","0","0"
"A394280","오픈엣지테크놀로지","1","0","0","0"
"A394420","리센스메디컬","1","0","0","0"
"A394800","쓰리빌리언","1","0","0","0"
"A396270","넥스트칩","1","0","0","0"
"A396300","세아메카닉스","1","0","0","0"
"A396470","워트","1","0","0","0"
"A397030","에이프릴바이오","1","0","0","0"
"A397810","애드포러스","1","0","0","0"
"A398120","에스지헬스케어","1","0","0","0"
"A399720","가온칩스","1","0","0","0"
"A402030","코난테크놀로지","1","0","0","0"
"A402340","SK스퀘어","1","1","1","1"
"A402490","그린리소스","1","0","0","0"
"A403490","우듬지팜","1","0","0","0"
"A403550","쏘카","1","0","0","0"
"A403850","더핑크퐁컴퍼니","1","0","0","0"
"A403870","HPSP","1","0","0","0"
"A405000","플라즈맵","1","0","0","0"
"A405100","큐알티","1","0","0","0"
"A405920","나라셀라","1","0","0","0"
"A406820","뷰티스킨","1","0","0","0"
"A407400","꿈비","1","0","0","0"
"A408470","한패스","1","0","0","0"
"A408900","스튜디오미르","1","0","0","0"
"A408920","메쎄이상","1","0","0","0"
"A411080","샌즈랩","1","0","0","0"
"A412350","레이저쎌","1","0","0","0"
"A412540","제일엠앤에스","1","0","0","0"
"A413390","엠오티","1","0","0","0"
"A413630","씨피시스템","1","0","0","0"
"A413640","비아이매트릭스","1","0","0","0"
"A415380","스튜디오삼익","1","0","0","0"
"A416180","신성에스티","1","0","0","0"
"A417010","나노팀","1","0","0","0"
"A417180","핑거스토리","1","0","0","0"
"A417200","LS머트리얼즈","1","0","0","0"
"A417500","제이아이테크","1","0","0","0"
"A417790","트루엔","1","0","0","0"
"A417840","저스템","1","0","0","0"
"A417860","오브젠","1","0","0","0"
"A417970","모델솔루션","1","0","0","0"
"A418250","시큐레터","1","0","0","0"
"A418420","라온텍","1","0","0","0"
"A418470","KT밀리의서재","1","0","0","0"
"A418550","제이오","1","0","0","0"
"A418620","E8","1","0","0","0"
"A419050","삼기에너지솔루션즈","1","0","0","0"
"A419080","엔젯","1","0","0","0"
"A419120","산돌","1","0","0","0"
"A419530","SAMG엔터","1","0","0","0"
"A419540","비스토스","1","0","0","0"
"A420570","제이투케이바이오","1","0","0","0"
"A420770","기가비스","1","0","0","0"
"A424760","벨로크","1","0","0","0"
"A424870","이뮨온시아","1","0","0","0"
"A424960","스마트레이더시스템","1","0","0","0"
"A424980","마이크로투나노","1","0","0","0"
"A425040","티이엠씨","1","0","0","0"
"A425420","티에프이","1","0","0","0"
"A429270","시지트로닉스","1","0","0","0"
"A430690","한싹","1","0","0","0"
"A431190","케이쓰리아이","1","0","0","0"
"A432430","와이랩","1","0","0","0"
"A432470","케이엔에스","1","0","0","0"
"A432720","퀄리타스반도체","1","0","0","0"
"A432980","엠에프씨","1","0","0","0"
"A434480","모니터랩","1","0","0","0"
"A435570","에르코스","1","0","0","0"
"A437730","삼현","1","0","0","0"
"A438700","버넥트","1","0","0","0"
"A439090","마녀공장","1","0","0","0"
"A439260","대한조선","1","0","0","0"
"A439580","블루엠텍","1","0","0","0"
"A439960","코스모로보틱스","1","0","0","0"
"A440110","파두","1","0","0","0"
"A440290","HB인베스트먼트","1","0","0","0"
"A440320","오픈놀","1","0","0","0"
"A441270","파인엠텍","1","0","0","0"
"A443060","HD현대마린솔루션","1","0","0","0"
"A443250","레뷰코퍼레이션","1","0","0","0"
"A443670","에스피소프트","1","0","0","0"
"A444530","심플랫폼","1","0","0","0"
"A445090","에이직랜드","1","0","0","0"
"A445180","퓨릿","1","0","0","0"
"A445680","큐리옥스바이오시스템즈","1","0","0","0"
"A446070","유니드비티플러스","1","0","0","0"
"A446540","메가터치","1","0","0","0"
"A446840","지슨","1","0","0","0"
"A448280","에코아이","1","0","0","0"
"A448710","코츠테크놀로지","1","0","0","0"
"A448900","한국피아이엠","1","0","0","0"
"A450080","에코프로머티","1","0","0","0"
"A450330","하스","1","0","0","0"
"A450520","인스웨이브","1","0","0","0"
"A450950","아스테라시스","1","0","0","0"
"A451220","아이엠티","1","0","0","0"
"A451250","삐아","1","0","0","0"
"A451760","컨텍","1","0","0","0"
"A452160","제이엔비","1","0","0","0"
"A452190","한빛레이저","1","0","0","0"
"A452200","민테크","1","0","0","0"
"A452260","한화갤러리아","1","0","0","0"
"A452280","한선엔지니어링","1","0","0","0"
"A452300","캡스톤파트너스","1","0","0","0"
"A452400","이닉스","1","0","0","0"
"A452430","사피엔반도체","1","0","0","0"
"A452450","피아이이","1","0","0","0"
"A453340","현대그린푸드","1","0","0","0"
"A453450","그리드위즈","1","0","0","0"
"A453860","에이에스텍","1","0","0","0"
"A454910","두산로보틱스","1","0","0","0"
"A455180","케이지에이","1","0","0","0"
"A455900","엔젤로보틱스","1","0","0","0"
"A456010","아이씨티케이","1","0","0","0"
"A456040","OCI","1","0","0","0"
"A456070","이엔셀","1","0","0","0"
"A456160","지투지바이오","1","0","0","0"
"A457190","이수스페셜티케미컬","1","0","0","0"
"A457370","한켐","1","0","0","0"
"A457550","우진엔텍","1","0","0","0"
"A457600","벡트","1","0","0","0"
"A458350","에스팀","1","0","0","0"
"A458650","성우","1","0","0","0"
"A458870","씨어스","1","0","0","0"
"A459100","위츠","1","0","0","0"
"A459510","나우로보틱스","1","0","0","0"
"A459550","알트","1","0","0","0"
"A460470","아이빔테크놀로지","1","0","0","0"
"A460850","동국씨엠","1","0","0","0"
"A460860","동국제강","1","0","0","0"
"A460870","에스엠씨지","1","0","0","0"
"A460930","현대힘스","1","0","0","0"
"A460940","피앤에스로보틱스","1","0","0","0"
"A461030","아이엠비디엑스","1","0","0","0"
"A461300","아이스크림미디어","1","0","0","0"
"A462310","뉴키즈온","1","0","0","0"
"A462350","이노스페이스","1","0","0","0"
"A462510","라메디텍","1","0","0","0"
"A462520","조선내화","1","0","0","0"
"A462860","더즌","1","0","0","0"
"A462870","시프트업","1","0","0","0"
"A462980","아이지넷","1","0","0","0"
"A463020","뉴엔AI","1","0","0","0"
"A463480","모티브링크","1","0","0","0"
"A464080","에스오에스랩","1","0","0","0"
"A464280","티디에스팜","1","0","0","0"
"A464490","쿼드메디슨","1","0","0","0"
"A464500","아이언디바이스","1","0","0","0"
"A464580","닷밀","1","0","0","0"
"A465480","인스피언","1","0","0","0"
"A465770","STX그린로지스","1","0","0","0"
"A466100","클로봇","1","0","0","0"
"A466410","사이냅소프트","1","0","0","0"
"A468530","프로티나","1","0","0","0"
"A469610","이노테크","1","0","0","0"
"A469750","아이비젼웍스","1","0","0","0"
"A471820","셀로맥스사이언스","1","0","0","0"
"A472850","폰드그룹","1","0","0","0"
"A473980","노머스","1","0","0","0"
"A474170","루미르","1","0","0","0"
"A474610","RF시스템즈","1","0","0","0"
"A474650","링크솔루션","1","0","0","0"
"A475150","SK이터닉스","1","0","0","0"
"A475230","엔알비","1","0","0","0"
"A475400","씨메스로보틱스","1","0","0","0"
"A475430","키스트론","1","0","0","0"
"A475460","미트박스","1","0","0","0"
"A475560","더본코리아","1","0","0","0"
"A475580","에이럭스","1","0","0","0"
"A475660","에스켐","1","0","0","0"
"A475830","오름테라퓨틱","1","0","0","0"
"A475960","토모큐브","1","0","0","0"
"A476040","오가노이드사이언스","1","0","0","0"
"A476060","온코닉테라퓨틱스","1","0","0","0"
"A476080","M83","1","0","0","0"
"A476830","알지노믹스","1","0","0","0"
"A477850","마키나락스","1","0","0","0"
"A478340","나라스페이스테크놀로지","1","0","0","0"
"A478560","블랙야크아이앤씨","1","0","0","0"
"A479960","위너스일렉","1","0","0","0"
"A480370","씨케이솔루션","1","0","0","0"
"A481070","에이유브랜즈","1","0","0","0"
"A482630","삼양엔씨켐","1","0","0","0"
"A483650","달바글로벌","1","0","0","0"
"A484120","도우인시스","1","0","0","0"
"A484590","삼양컴텍","1","0","0","0"
"A484810","티엑스알로보틱스","1","0","0","0"
"A484870","엠앤씨솔루션","1","0","0","0"
"A486990","노타","1","0","0","0"
"A487570","HS효성","1","0","0","0"
"A487580","폴레드","1","0","0","0"
"A488280","에스투더블유","1","0","0","0"
"A488900","비츠로넥스텍","1","0","0","0"
"A489460","바이오비쥬","1","0","0","0"
"A489500","엘케이켐","1","0","0","0"
"A489790","한화비전","1","0","0","0"
"A490470","세미파이브","1","0","0","0"
"A491000","리브스메드","1","0","0","0"
"A493280","아이엠바이오로직스","1","0","0","0"
"A493330","지에프아이","1","0","0","0"
"A494120","큐리오시스","1","0","0","0"
"A499790","GS피앤엘","1","0","0","0"
"A900070","글로벌에스엠","1","0","0","0"
"A900100","파이온엑스","1","0","0","0"
"A900110","딥커머스","1","0","0","0"
"A900120","씨엑스아이","1","0","0","0"
"A900140","엘브이엠씨홀딩스","1","1","0","1"
"A900250","크리스탈신소재","1","0","0","0"
"A900260","로스웰","1","0","0","0"
"A900270","헝셩그룹","1","0","0","0"
"A900290","GRT","1","0","0","0"
"A900300","오가닉티코스메틱","1","0","0","0"
"A900310","컬러레이","1","0","0","0"
"A900340","윙입푸드","1","0","0","0"
"A950130","엑세스바이오","1","0","0","0"
"A950140","잉글우드랩","1","0","0","0"
"A950160","코오롱티슈진","1","0","0","0"
"A950170","JTC","1","0","0","0"
"A950190","고스트스튜디오","1","0","0","0"
"A950200","소마젠","1","0","0","0"
"A950210","프레스티지바이오파마","1","1","0","1"
"A950220","네오이뮨텍","1","0","0","0"
"A950250","테라뷰","1","0","0","0"
