date,phase,universe,factor,strategy,codes
2020-08-18,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A267260|A122870|A298040|A222800|A084650|A042000|A000370|A039490|A041510|A095660|A046890|A267270|A086520|A017960|A230360|A003070|A069080|A001630|A215000|A200130
2020-08-18,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A139130|A000370|A213500|A017940|A123890|A003070|A253840|A023590|A002990|A034830|A082640|A023410|A357780|A077500|A003690|A084650|A009970|A018670|A040910
2020-08-18,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A003070|A253840|A000370|A139130|A123890|A084650|A017940|A175330|A222800|A023410|A003690|A023590|A002990|A034830|A213500|A040910|A082640|A018670|A357780|A077500
2020-08-18,5,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A139130|A000370|A213500|A017940|A138930|A123890|A294870|A003070|A001120|A086790|A000210|A023590|A002990|A316140|A034830|A024110|A006360|A047040
2020-08-18,5,KOSPI_ALL,PER12MF,CF20,A003070|A000370|A139130|A123890|A012630|A017940|A138930|A175330|A001120|A086790|A294870|A213500|A105560|A000210|A003690|A023590|A093050|A071050|A316140|A034830
2020-08-18,5,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A001800|A008490|A004000|A016580|A020560|A000990|A123890|A267260|A001130|A007700|A036420|A094280|A102460|A025540|A105630|A086280|A272550|A161890|A145720
2020-08-18,5,KOSPI_ALL,PRIVATE_FLOW,CF20,A020560|A094280|A000990|A192820|A267260|A102460|A008490|A123890|A001200|A016580|A085620|A001800|A071050|A001130|A004000|A267270|A214390|A001230|A272550|A025540
2020-08-19,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A267260|A122870|A222800|A030520|A039490|A084650|A298040|A200130|A000370|A046890|A230360|A017960|A215000|A095660|A267270|A069080|A009450|A001630
2020-08-19,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A267260|A122870|A041510|A298040|A222800|A042000|A095660|A030520|A039490|A084650|A000370|A046890|A267270|A086520|A200130|A230360|A069080|A017960|A003070|A215000
2020-08-19,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A139130|A000370|A213500|A017940|A003070|A253840|A123890|A023590|A034830|A002990|A023410|A082640|A084650|A077500|A357780|A003690|A009970|A002320|A018670
2020-08-19,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A003070|A139130|A000370|A253840|A123890|A017940|A084650|A175330|A023410|A222800|A023590|A213500|A034830|A002990|A040910|A003690|A082640|A018670|A077500|A002320
2020-08-19,6,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A139130|A000370|A213500|A138930|A017940|A003070|A001120|A123890|A294870|A086790|A000210|A023590|A316140|A034830|A002990|A006360|A024110|A047040
2020-08-19,6,KOSPI_ALL,PER12MF,CF20,A003070|A000370|A139130|A012630|A123890|A138930|A017940|A175330|A001120|A086790|A213500|A023590|A294870|A000210|A071050|A105560|A034830|A316140|A055550|A003690
2020-08-19,6,KOSPI_ALL,PRIVATE_FLOW,BASE,A192650|A192820|A001800|A008490|A000990|A004000|A016580|A020560|A001130|A001230|A007700|A123890|A086280|A025540|A094280|A102460|A105630|A145720|A272550|A204320
2020-08-19,6,KOSPI_ALL,PRIVATE_FLOW,CF20,A000990|A020560|A094280|A192820|A102460|A008490|A192650|A001230|A016580|A123890|A085620|A001800|A001200|A001130|A071050|A025540|A267270|A004000|A024720|A272550
2020-08-20,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A267260|A122870|A030520|A222800|A039490|A084650|A298040|A200130|A095660|A046890|A230360|A017960|A215000|A069080|A267270|A009450|A086520|A131370
2020-08-20,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A122870|A041510|A298040|A267260|A222800|A042000|A084650|A095660|A030520|A039490|A046890|A267270|A200130|A230360|A003070|A069080|A086520|A017960|A215000|A009450
2020-08-20,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A139130|A000370|A003070|A017940|A123890|A023590|A253840|A034830|A002990|A023410|A082640|A357780|A009970|A003690|A040910|A084650|A018670|A001500
2020-08-20,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A003070|A139130|A123890|A000370|A253840|A175330|A017940|A084650|A222800|A023590|A023410|A213500|A040910|A034830|A003690|A002990|A357780|A018670|A082640|A001500
2020-08-20,7,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A213500|A139130|A000370|A138930|A003070|A017940|A001120|A123890|A086790|A294870|A000210|A023590|A316140|A034830|A002990|A006360|A047040|A024110
2020-08-20,7,KOSPI_ALL,PER12MF,CF20,A003070|A139130|A123890|A012630|A138930|A000370|A017940|A175330|A001120|A086790|A213500|A023590|A071050|A105560|A294870|A000210|A034830|A316140|A003690|A055550
2020-08-20,7,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A192650|A001800|A105630|A008490|A004000|A000990|A016580|A020560|A123890|A001130|A007700|A094280|A102460|A025540|A298040|A086280|A024720|A145720|A001230
2020-08-20,7,KOSPI_ALL,PRIVATE_FLOW,CF20,A094280|A020560|A000990|A192820|A102460|A298040|A008490|A192650|A016580|A123890|A001800|A001200|A085620|A071050|A084690|A001130|A004000|A001230|A025540|A007700
2020-08-21,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A267260|A122870|A030520|A222800|A039490|A084650|A298040|A200130|A095660|A046890|A230360|A017960|A215000|A069080|A267270|A009450|A131370|A001630
2020-08-21,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A122870|A267260|A298040|A222800|A041510|A039490|A095660|A030520|A042000|A084650|A046890|A200130|A267270|A069080|A230360|A017960|A009450|A215000|A001630|A058110
2020-08-21,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A139130|A000370|A253840|A017940|A123890|A003070|A023590|A034830|A002990|A023410|A082640|A357780|A003690|A084650|A009970|A018670|A040910|A001500
2020-08-21,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A139130|A003070|A123890|A253840|A000370|A017940|A175330|A084650|A222800|A023410|A023590|A213500|A034830|A003690|A040910|A002990|A357780|A018670|A082640|A001500
2020-08-21,8,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A213500|A139130|A000370|A138930|A001120|A017940|A000210|A123890|A294870|A086790|A003070|A023590|A316140|A034830|A002990|A006360|A047040|A024110
2020-08-21,8,KOSPI_ALL,PER12MF,CF20,A139130|A003070|A123890|A138930|A012630|A000370|A017940|A001120|A175330|A086790|A213500|A000210|A023590|A294870|A034830|A105560|A316140|A071050|A003690|A006650
2020-08-21,8,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A192650|A001800|A105630|A000990|A009420|A008490|A004000|A016580|A020560|A123890|A001130|A204320|A145720|A102460|A007700|A086280|A298040|A094280|A057050
2020-08-21,8,KOSPI_ALL,PRIVATE_FLOW,CF20,A000990|A020560|A094280|A192820|A102460|A298040|A008490|A192650|A123890|A016580|A004000|A001800|A071050|A085620|A001200|A001130|A001230|A204320|A007700|A192080
2020-08-24,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A267260|A030520|A122870|A222800|A039490|A084650|A298040|A200130|A095660|A046890|A230360|A017960|A215000|A069080|A267270|A009450|A131370|A001630
2020-08-24,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A122870|A267260|A030520|A222800|A298040|A041510|A039490|A095660|A046890|A042000|A267270|A200130|A017960|A230360|A069080|A084650|A009450|A001630|A215000|A139130
2020-08-24,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A139130|A000370|A253840|A017940|A003070|A002990|A123890|A034830|A023590|A082640|A084650|A003690|A357780|A018670|A009970|A040910|A001500|A002320
2020-08-24,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A003070|A139130|A253840|A123890|A017940|A000370|A175330|A002990|A084650|A222800|A213500|A023590|A003690|A040910|A034830|A018670|A357780|A082640|A001500|A005850
2020-08-24,9,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A213500|A139130|A000370|A138930|A017940|A003070|A001120|A000210|A002990|A294870|A086790|A123890|A034830|A023590|A316140|A006360|A047040|A024110
2020-08-24,9,KOSPI_ALL,PER12MF,CF20,A003070|A139130|A138930|A012630|A123890|A017940|A000370|A001120|A175330|A002990|A213500|A023590|A086790|A000210|A034830|A105560|A093050|A003690|A006650|A071050
2020-08-24,9,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A192650|A001800|A011790|A000990|A105630|A009420|A004000|A008490|A020560|A005070|A016580|A123890|A204320|A145720|A007700|A102460|A025540|A024720|A086280
2020-08-24,9,KOSPI_ALL,PRIVATE_FLOW,CF20,A000990|A020560|A192820|A011790|A094280|A008490|A192650|A102460|A123890|A001800|A004000|A071050|A298040|A001200|A024720|A001230|A025540|A005070|A204320|A003070
2020-08-25,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A267260|A122870|A030520|A078020|A222800|A001500|A017960|A039490|A023410|A084650|A298040|A200130|A095660|A046890|A230360|A215000|A069080|A267270
2020-08-25,0,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A122870|A078020|A267260|A041510|A030520|A001500|A017960|A298040|A039490|A222800|A042000|A023410|A095660|A046890|A069080|A267270|A200130|A230360|A084650|A001630
2020-08-25,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A139130|A000370|A003070|A017940|A002990|A123890|A023590|A034830|A082640|A023410|A078020|A001500|A003690|A018670|A357780|A009970|A040910|A002320
2020-08-25,0,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A003070|A139130|A078020|A123890|A017940|A000370|A023410|A001500|A175330|A002990|A023590|A213500|A222800|A003690|A040910|A018670|A034830|A082640|A005850|A033290
2020-08-25,0,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A213500|A139130|A000370|A138930|A003070|A001120|A017940|A002990|A000210|A294870|A086790|A123890|A023590|A034830|A316140|A047040|A006360|A024110
2020-08-25,0,KOSPI_ALL,PER12MF,CF20,A003070|A139130|A138930|A123890|A012630|A000370|A001120|A017940|A175330|A001500|A002990|A213500|A086790|A000210|A023590|A034830|A003690|A006650|A105560|A093050
2020-08-25,0,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A192650|A105630|A001800|A000990|A011790|A009420|A004000|A071050|A008490|A020560|A016580|A123890|A011930|A086280|A102460|A025540|A057050|A001230|A094280
2020-08-25,0,KOSPI_ALL,PRIVATE_FLOW,CF20,A000990|A020560|A192820|A071050|A102460|A094280|A011790|A192650|A008490|A123890|A298040|A004000|A001230|A001800|A003070|A025540|A034220|A267270|A105630|A011200
2020-08-26,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A267260|A041510|A122870|A030520|A078020|A222800|A017960|A039490|A001500|A023410|A084650|A298040|A200130|A095660|A267270|A046890|A230360|A215000|A069080
2020-08-26,1,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A122870|A078020|A267260|A030520|A041510|A039490|A017960|A001500|A222800|A042000|A023410|A298040|A267270|A095660|A200130|A046890|A230360|A069080|A084650|A139130
2020-08-26,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A139130|A000370|A003070|A002990|A017940|A123890|A023590|A034830|A082640|A023410|A078020|A001500|A003690|A018670|A009970|A357780|A040910|A002320
2020-08-26,1,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A003070|A139130|A078020|A123890|A017940|A000370|A023410|A001500|A002990|A175330|A222800|A079980|A023590|A213500|A003690|A040910|A018670|A034830|A082640|A210980
2020-08-26,1,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A213500|A139130|A000370|A138930|A001120|A003070|A000210|A017940|A002990|A086790|A123890|A023590|A034830|A316140|A047040|A294870|A006360|A024110
2020-08-26,1,KOSPI_ALL,PER12MF,CF20,A003070|A139130|A138930|A012630|A123890|A000370|A001120|A175330|A017940|A086790|A001500|A002990|A000210|A213500|A023590|A079980|A034830|A071050|A316140|A093050
2020-08-26,1,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A192650|A105630|A011790|A001800|A000990|A004000|A071050|A008490|A025540|A011930|A016580|A079980|A123890|A007700|A086280|A009420|A006260|A102460|A001230
2020-08-26,1,KOSPI_ALL,PRIVATE_FLOW,CF20,A000990|A192820|A071050|A102460|A011790|A079980|A003070|A094280|A192650|A008490|A025540|A004000|A123890|A001230|A298040|A001800|A011930|A020560|A006260|A267270
2020-08-27,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A267260|A041510|A122870|A030520|A078020|A222800|A017960|A039490|A001500|A046890|A023410|A298040|A095660|A267270|A230360|A200130|A096530|A215000|A069080
2020-08-27,2,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A122870|A078020|A267260|A001500|A030520|A017960|A041510|A222800|A039490|A042000|A023410|A298040|A267270|A046890|A095660|A230360|A069080|A200130|A214450|A096530
2020-08-27,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A139130|A000370|A002990|A123890|A023590|A034830|A017940|A082640|A023410|A078020|A077500|A001500|A003070|A357780|A003690|A009970|A018670|A040910
2020-08-27,2,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A139130|A123890|A078020|A017940|A003070|A000370|A001500|A023410|A002990|A175330|A023590|A222800|A213500|A034830|A079980|A077500|A082640|A003690|A040910|A018670
2020-08-27,2,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A213500|A139130|A000370|A138930|A001120|A000210|A002990|A086790|A123890|A294870|A023590|A047040|A316140|A034830|A006360|A017940|A024110|A082640
2020-08-27,2,KOSPI_ALL,PER12MF,CF20,A139130|A123890|A012630|A138930|A000370|A001120|A175330|A017940|A003070|A001500|A002990|A000210|A086790|A023590|A213500|A316140|A079980|A034830|A006650|A093050
2020-08-27,2,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A192650|A011790|A105630|A009420|A001800|A000990|A079980|A004000|A011930|A016580|A071050|A123890|A007700|A086280|A025540|A102460|A006260|A057050|A001230
2020-08-27,2,KOSPI_ALL,PRIVATE_FLOW,CF20,A000990|A079980|A102460|A192820|A011790|A020560|A071050|A192650|A094280|A123890|A003070|A001230|A004000|A298040|A001680|A025540|A011930|A001800|A016580|A034220
2020-08-28,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A267260|A041510|A122870|A078020|A222800|A017960|A039490|A001500|A046890|A023410|A298040|A267270|A095660|A230360|A200130|A096530|A131370|A009450|A069080
2020-08-28,3,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A078020|A122870|A267260|A222800|A017960|A001500|A039490|A041510|A298040|A023410|A042000|A267270|A046890|A230360|A200130|A095660|A069080|A096530|A139130|A009450
2020-08-28,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A000370|A139130|A002990|A023590|A123890|A034830|A017940|A082640|A023410|A357780|A001500|A003690|A078020|A009970|A040910|A018670|A002320|A204270
2020-08-28,3,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A139130|A123890|A078020|A017940|A000370|A001500|A023410|A002990|A175330|A222800|A023590|A079980|A003690|A213500|A040910|A034830|A003070|A082640|A357780|A018670
2020-08-28,3,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A213500|A000370|A139130|A138930|A001120|A086790|A002990|A023590|A123890|A034830|A316140|A047040|A294870|A000210|A006360|A093050|A017940|A024110
2020-08-28,3,KOSPI_ALL,PER12MF,CF20,A139130|A012630|A123890|A000370|A001120|A138930|A175330|A093050|A017940|A086790|A001500|A002990|A023590|A000210|A213500|A316140|A034830|A071050|A079980|A006650
2020-08-28,3,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A009420|A011790|A192650|A105630|A001800|A011930|A079980|A057050|A086280|A071050|A004000|A016580|A000990|A123890|A094280|A020560|A102460|A007700|A111770
2020-08-28,3,KOSPI_ALL,PRIVATE_FLOW,CF20,A094280|A079980|A192820|A102460|A020560|A011790|A000990|A071050|A192650|A057050|A123890|A001680|A001230|A298040|A011930|A016580|A004000|A086280|A001800|A006260
2020-08-31,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A122870|A078020|A017960|A039490|A267260|A001500|A023410|A095660|A200130|A096530|A131370|A009450|A069080|A000370|A272290|A247540|A214450|A307950
2020-08-31,4,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A078020|A122870|A017960|A001500|A039490|A041510|A023410|A267260|A095660|A096530|A042000|A069080|A200130|A214450|A009450|A272290|A000370|A131370|A003070|A006040
2020-08-31,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A000370|A139130|A213500|A002990|A023590|A034830|A123890|A017940|A082640|A023410|A357780|A077500|A003690|A078020|A001500|A003070|A040910|A009970|A018670
2020-08-31,4,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A139130|A123890|A078020|A017940|A000370|A023410|A002990|A001500|A023590|A003070|A175330|A213500|A034830|A040910|A077500|A003690|A357780|A082640|A053210|A079980
2020-08-31,4,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A139130|A000370|A213500|A138930|A001120|A086790|A002990|A047040|A023590|A316140|A034830|A123890|A000210|A006360|A024110|A017940|A093050|A294870
2020-08-31,4,KOSPI_ALL,PER12MF,CF20,A139130|A012630|A123890|A000370|A001120|A017940|A138930|A093050|A175330|A002990|A213500|A023590|A086790|A001500|A000210|A003070|A316140|A034830|A105560|A047040
2020-08-31,4,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A009420|A105630|A011790|A001800|A192650|A011930|A079980|A057050|A071050|A017940|A006260|A086280|A000990|A004000|A042700|A123890|A111770|A020560|A102460
2020-08-31,4,KOSPI_ALL,PRIVATE_FLOW,CF20,A079980|A192820|A071050|A011790|A020560|A102460|A000990|A017940|A057050|A006260|A123890|A011930|A009420|A001680|A001800|A004000|A002840|A001230|A192650|A086280
2020-09-01,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A122870|A078020|A066970|A017960|A039490|A267260|A001500|A023410|A095660|A200130|A096530|A131370|A009450|A069080|A000370|A247540|A272290|A214450
2020-09-01,5,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A078020|A122870|A001500|A017960|A039490|A041510|A267260|A023410|A042000|A096530|A069080|A200130|A214450|A095660|A009450|A000370|A272290|A003070|A006040|A066970
2020-09-01,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A000370|A213500|A139130|A005960|A002990|A023590|A034830|A123890|A017940|A357780|A082640|A023410|A077500|A003690|A002320|A078020|A001500|A298020|A003070
2020-09-01,5,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A139130|A123890|A000370|A017940|A078020|A001500|A002990|A023410|A175330|A023590|A213500|A003070|A005960|A077500|A034830|A003690|A040910|A357780|A002320|A082640
2020-09-01,5,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A000370|A213500|A139130|A138930|A005960|A002990|A086790|A047040|A316140|A023590|A093050|A034830|A123890|A017940|A001120|A024110|A006360|A000210
2020-09-01,5,KOSPI_ALL,PER12MF,CF20,A012630|A139130|A093050|A000370|A123890|A017940|A138930|A002990|A175330|A001120|A213500|A023590|A001500|A086790|A005960|A316140|A000210|A034830|A003070|A077500
2020-09-01,5,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A009420|A105630|A192650|A001800|A011930|A079980|A006260|A011790|A071050|A017940|A057050|A004000|A298040|A042700|A086280|A111770|A020560|A001680|A102460
2020-09-01,5,KOSPI_ALL,PRIVATE_FLOW,CF20,A079980|A192820|A071050|A102460|A017940|A298040|A011790|A001680|A192650|A057050|A000990|A006260|A011930|A009420|A004000|A001230|A081000|A001800|A002840|A105630
2020-09-02,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A122870|A078020|A066970|A017960|A039490|A267260|A001500|A023410|A095660|A200130|A096530|A131370|A009450|A069080|A000370|A247540|A272290|A214450
2020-09-02,6,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A122870|A078020|A039490|A001500|A017960|A041510|A267260|A023410|A042000|A069080|A096530|A200130|A095660|A214450|A009450|A000370|A003070|A272290|A066970|A006040
2020-09-02,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A000370|A213500|A139130|A005960|A002990|A023590|A123890|A017940|A034830|A357780|A082640|A023410|A077500|A003690|A003070|A078020|A001500|A298020|A002320
2020-09-02,6,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A123890|A139130|A017940|A000370|A078020|A002990|A003070|A001500|A023590|A175330|A023410|A213500|A077500|A005960|A034830|A040910|A003690|A079980|A357780|A082640
2020-09-02,6,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A000370|A213500|A139130|A138930|A005960|A002990|A086790|A047040|A316140|A023590|A006360|A123890|A001120|A024110|A093050|A017940|A000210|A034830
2020-09-02,6,KOSPI_ALL,PER12MF,CF20,A139130|A123890|A012630|A000370|A093050|A138930|A001120|A017940|A175330|A002990|A213500|A000210|A023590|A086790|A001500|A005960|A003070|A316140|A077500|A006360
2020-09-02,6,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A105630|A009420|A192650|A011930|A001800|A079980|A006260|A017940|A042700|A071050|A298040|A011790|A057050|A004000|A111770|A001680|A102460|A020560|A086280
2020-09-02,6,KOSPI_ALL,PRIVATE_FLOW,CF20,A079980|A192820|A102460|A071050|A017940|A298040|A001680|A011790|A000990|A057050|A192650|A011930|A006260|A009420|A002840|A001230|A004000|A016360|A001800|A042700
2020-09-03,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A122870|A078020|A066970|A017960|A267260|A039490|A001500|A023410|A095660|A200130|A096530|A069080|A131370|A009450|A000370|A247540|A214450|A003690
2020-09-03,7,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A078020|A122870|A267260|A039490|A001500|A017960|A041510|A023410|A042000|A069080|A200130|A096530|A214450|A095660|A009450|A003070|A000370|A035600|A006040|A131370
2020-09-03,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A000370|A139130|A213500|A005960|A002990|A023590|A123890|A017940|A034830|A082640|A357780|A023410|A077500|A003070|A003690|A001500|A078020|A298020|A002320
2020-09-03,7,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A139130|A123890|A002990|A017940|A000370|A078020|A003070|A001500|A175330|A023410|A023590|A213500|A005960|A077500|A034830|A079980|A040910|A003690|A082640|A357780
2020-09-03,7,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A000370|A139130|A213500|A138930|A005960|A086790|A002990|A047040|A316140|A023590|A123890|A006360|A017940|A001120|A000210|A024110|A034830|A093050
2020-09-03,7,KOSPI_ALL,PER12MF,CF20,A139130|A123890|A012630|A000370|A002990|A000210|A017940|A093050|A138930|A175330|A001120|A213500|A023590|A001500|A086790|A005960|A003070|A316140|A077500|A006360
2020-09-03,7,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A105630|A009420|A298040|A011930|A192650|A079980|A001800|A006260|A042700|A017940|A002990|A111770|A011790|A004000|A057050|A086280|A020560|A000210|A102460
2020-09-03,7,KOSPI_ALL,PRIVATE_FLOW,CF20,A079980|A298040|A192820|A102460|A017940|A006260|A002990|A011790|A000990|A000210|A071050|A011930|A057050|A009420|A004000|A001230|A002840|A001680|A016360|A042700
2020-09-04,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A042000|A041510|A122870|A078020|A066970|A017960|A267260|A001500|A039490|A023410|A095660|A200130|A096530|A131370|A009450|A069080|A000370|A247540|A214450|A003690
2020-09-04,8,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A078020|A122870|A039490|A267260|A041510|A001500|A017960|A200130|A042000|A023410|A069080|A096530|A095660|A214450|A009450|A000370|A035600|A003070|A006040|A131370
2020-09-04,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A213500|A000370|A139130|A002990|A005960|A023590|A123890|A017940|A034830|A357780|A082640|A023410|A003690|A003070|A078020|A001500|A002320|A298020|A009970
2020-09-04,8,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A139130|A123890|A017940|A002990|A000370|A078020|A001500|A175330|A003070|A213500|A023590|A023410|A079980|A005960|A040910|A034830|A077500|A357780|A003690|A002320
2020-09-04,8,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A000370|A213500|A139130|A138930|A002990|A005960|A086790|A047040|A316140|A023590|A001120|A123890|A006360|A017940|A000210|A024110|A034830|A093050
2020-09-04,8,KOSPI_ALL,PER12MF,CF20,A139130|A123890|A000370|A002990|A012630|A017940|A000210|A093050|A138930|A175330|A213500|A001120|A001500|A023590|A086790|A005960|A003070|A316140|A006360|A079980
2020-09-04,8,KOSPI_ALL,PRIVATE_FLOW,BASE,A192820|A105630|A009420|A011930|A192650|A079980|A001800|A322000|A042700|A017940|A298040|A002990|A057050|A011790|A004000|A111770|A004800|A000210|A006260|A020560
2020-09-04,8,KOSPI_ALL,PRIVATE_FLOW,CF20,A079980|A192820|A017940|A298040|A011790|A002990|A011930|A057050|A000210|A267260|A004000|A009420|A002840|A001230|A322000|A001680|A006260|A001440|A192650|A042700
2020-09-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,BASE,A041510|A122870|A078020|A066970|A017960|A267260|A001500|A023410|A095660|A096530|A009450|A069080|A131370|A267270|A214450|A042000|A000370|A213420|A003690|A035600
2020-09-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,OPFY1_REV,CF20,A078020|A122870|A267260|A041510|A001500|A017960|A023410|A069080|A009450|A096530|A267270|A095660|A131370|A214450|A000370|A003070|A035600|A003690|A243070|A066970
2020-09-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,BASE,A175330|A000370|A139130|A213500|A005960|A023590|A123890|A017940|A034830|A082640|A357780|A003690|A023410|A001500|A002320|A077500|A078020|A040910|A204270|A009970
2020-09-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,PER12MF,CF20,A017940|A139130|A123890|A000370|A001500|A078020|A175330|A040910|A023590|A023410|A213500|A077500|A005960|A079980|A034830|A002320|A003690|A003070|A082640|A357780
2020-09-07,9,KOSPI_ALL,PER12MF,BASE,A012630|A175330|A000370|A139130|A213500|A138930|A005960|A086790|A047040|A316140|A023590|A123890|A001120|A017940|A006360|A024110|A093050|A034830|A000210|A055550
2020-09-07,9,KOSPI_ALL,PER12MF,CF20,A139130|A123890|A000370|A093050|A017940|A012630|A000210|A175330|A138930|A213500|A001500|A001120|A023590|A005960|A086790|A316140|A006360|A079980|A057050|A024110
