universe,overlay,sample,family,n_dates,net_delta,gross_delta,positive_date_rate
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,BULL_2025,FLOW,25,-0.0009760135576351947,-0.0009760135576351968,0.48
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,BULL_2025,MOMENTUM,25,0.010224849355570982,0.010308849355570977,0.68
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,BULL_2025,REVISION,25,0.0016208961076778522,0.001695896107677851,0.6
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,BULL_2025,VALUE,25,0.00180891743510007,0.0019499174351000697,0.68
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,FLOW,98,0.0011494598187851463,0.001167061859601472,0.5612244897959183
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,MOMENTUM,98,0.0011995922738717703,0.0013273983963207493,0.5204081632653061
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,REVISION,98,0.000566981711907019,0.0005822878343559972,0.5408163265306123
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,EARLY_2016_2019,VALUE,98,-0.00016189680765120532,-8.766211377365482e-05,0.5204081632653061
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,LATE_2020_2022,FLOW,75,0.0015753329953172102,0.0016163329953172109,0.5733333333333334
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,LATE_2020_2022,MOMENTUM,75,-0.00021544911396110275,5.855088603889833e-05,0.5066666666666667
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,LATE_2020_2022,REVISION,75,0.00225495971790155,0.0022849597179015503,0.6133333333333333
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,LATE_2020_2022,VALUE,75,0.0011251824075323971,0.001246182407532397,0.5733333333333334
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,FLOW,48,-0.00033148995685269785,-0.000281489956852698,0.5208333333333334
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,MOMENTUM,48,-0.0015254762573766005,-0.0012551637573766032,0.4583333333333333
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,REVISION,48,-0.001473503955285899,-0.0014219414552859011,0.4375
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,NORMAL_2023_2024,VALUE,48,0.00019985174009216902,0.00035141424009216813,0.4583333333333333
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,YTD_2026,FLOW,13,0.009001073770980712,0.00906453530944225,0.5384615384615384
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,YTD_2026,MOMENTUM,13,0.007827225874265663,0.008121456643496432,0.7692307692307693
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,YTD_2026,REVISION,13,0.009639741104313577,0.009697433412005888,0.8461538461538461
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W10,YTD_2026,VALUE,13,0.003962851240882982,0.0040897743178060575,0.6153846153846154
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,BULL_2025,FLOW,25,-0.002260178629190494,-0.002257178629190492,0.56
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,BULL_2025,MOMENTUM,25,0.012692073653431144,0.012938073653431144,0.52
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,BULL_2025,REVISION,25,0.0045089014279008025,0.0046799014279007975,0.56
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,BULL_2025,VALUE,25,0.002715034509793028,0.003123034509793028,0.56
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,FLOW,98,0.0031013653298311633,0.003145753084933204,0.6020408163265306
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,MOMENTUM,98,0.002831745864476183,0.0031225621910067934,0.6122448979591837
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,REVISION,98,0.0002476287330142157,0.00031421036566727656,0.46938775510204084
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,EARLY_2016_2019,VALUE,98,-0.001001760028001463,-0.0007170661504504448,0.4489795918367347
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,LATE_2020_2022,FLOW,75,0.0020083430966756108,0.0020853430966756114,0.56
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,LATE_2020_2022,MOMENTUM,75,0.0017375553066132842,0.002188555306613285,0.52
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,LATE_2020_2022,REVISION,75,0.0021123592993596784,0.002195359299359677,0.4533333333333333
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,LATE_2020_2022,VALUE,75,0.0009092368789305778,0.0012872368789305765,0.49333333333333335
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,FLOW,48,0.0014484647831823356,0.0014687772831823353,0.4791666666666667
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,MOMENTUM,48,0.0021998930278461512,0.002679580527846148,0.5
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,REVISION,48,-0.003066919043680501,-0.0029200440436805016,0.4375
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,NORMAL_2023_2024,VALUE,48,0.0017431478967688924,0.002144710396768895,0.5416666666666666
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,YTD_2026,FLOW,13,0.012117957555131759,0.012192957555131754,0.7692307692307693
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,YTD_2026,MOMENTUM,13,0.01834085866786286,0.01877355097555517,0.8461538461538461
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,YTD_2026,REVISION,13,0.013182294313160568,0.013303448159314411,0.7692307692307693
KOSPI_KOSDAQ_ALL,CROSS_FAMILY_W20,YTD_2026,VALUE,13,0.0005365577361568732,0.0010038654284645694,0.6153846153846154
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,BULL_2025,FLOW,25,-0.0048687907430900465,-0.004820790743090049,0.4
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,BULL_2025,MOMENTUM,25,0.009989297214947358,0.010487297214947353,0.52
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,BULL_2025,REVISION,25,0.005276150076477135,0.0056541500764771355,0.56
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,BULL_2025,VALUE,25,0.00838592989035536,0.00998792989035536,0.52
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,FLOW,98,0.0032868434008855043,0.003465925033538565,0.5306122448979592
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,MOMENTUM,98,0.0020074547463547056,0.0025202098483955203,0.5510204081632653
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,REVISION,98,-0.0036650354133794883,-0.0033298313317468354,0.40816326530612246
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,EARLY_2016_2019,VALUE,98,-0.0021784739015763698,-0.0007228616566784122,0.4897959183673469
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,LATE_2020_2022,FLOW,75,0.0024403063340257282,0.0025753063340257284,0.5333333333333333
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,LATE_2020_2022,MOMENTUM,75,0.009406107398816376,0.01006010739881638,0.6133333333333333
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,LATE_2020_2022,REVISION,75,-0.0010231984645723516,-0.0006221984645723527,0.48
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,LATE_2020_2022,VALUE,75,-0.0018242366167598356,-0.00015423661675983738,0.49333333333333335
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,FLOW,48,-0.0051304361798646106,-0.004977311179864608,0.3958333333333333
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,MOMENTUM,48,0.0014262675117314725,0.0021434550117314707,0.5
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,REVISION,48,-0.004175842243307388,-0.0037414672433073904,0.4375
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,NORMAL_2023_2024,VALUE,48,-0.005602523837714507,-0.0038556488377145116,0.5
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,YTD_2026,FLOW,13,0.005063832273891076,0.005294601504660302,0.5384615384615384
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,YTD_2026,MOMENTUM,13,0.0044306597761877755,0.005163352083880073,0.5384615384615384
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,YTD_2026,REVISION,13,0.0014231789673021236,0.0020462558903790425,0.46153846153846156
KOSPI_KOSDAQ_ALL,FOUR_FAMILY_EW,YTD_2026,VALUE,13,-0.016568358244205376,-0.014831819782666908,0.46153846153846156
KOSPI_KOSDAQ_ALL,SIBLING_W20,BULL_2025,FLOW,25,0.0021668923104102202,0.0022988923104102204,0.48
KOSPI_KOSDAQ_ALL,SIBLING_W20,BULL_2025,MOMENTUM,25,0.009483642604392429,0.009570642604392427,0.64
KOSPI_KOSDAQ_ALL,SIBLING_W20,BULL_2025,REVISION,25,0.0009848722525183957,0.0011438722525183994,0.48
KOSPI_KOSDAQ_ALL,SIBLING_W20,BULL_2025,VALUE,25,0.0025223665706569794,0.0026033665706569763,0.52
KOSPI_KOSDAQ_ALL,SIBLING_W20,EARLY_2016_2019,FLOW,98,0.0022483328286342736,0.002541445073532233,0.5612244897959183
KOSPI_KOSDAQ_ALL,SIBLING_W20,EARLY_2016_2019,MOMENTUM,98,0.0006537147385742233,0.0009223371875538167,0.5816326530612245
KOSPI_KOSDAQ_ALL,SIBLING_W20,EARLY_2016_2019,REVISION,98,0.0014038942427541344,0.001453639140713318,0.5714285714285714
KOSPI_KOSDAQ_ALL,SIBLING_W20,EARLY_2016_2019,VALUE,98,-0.0017477318792935774,-0.0017094665731711305,0.4387755102040816
KOSPI_KOSDAQ_ALL,SIBLING_W20,LATE_2020_2022,FLOW,75,0.0022570633859777126,0.0025290633859777114,0.6133333333333333
KOSPI_KOSDAQ_ALL,SIBLING_W20,LATE_2020_2022,MOMENTUM,75,0.007151840922271877,0.007399840922271877,0.56
KOSPI_KOSDAQ_ALL,SIBLING_W20,LATE_2020_2022,REVISION,75,-0.00013309529518853362,-6.509529518853522e-05,0.4666666666666667
KOSPI_KOSDAQ_ALL,SIBLING_W20,LATE_2020_2022,VALUE,75,0.0018495569039447299,0.0019155569039447306,0.5466666666666666
KOSPI_KOSDAQ_ALL,SIBLING_W20,NORMAL_2023_2024,FLOW,48,2.6454015493129466e-06,0.0002807704015493106,0.4583333333333333
KOSPI_KOSDAQ_ALL,SIBLING_W20,NORMAL_2023_2024,MOMENTUM,48,0.012660341245801838,0.01296034124580184,0.6041666666666666
KOSPI_KOSDAQ_ALL,SIBLING_W20,NORMAL_2023_2024,REVISION,48,-0.002243700883011942,-0.0020890133830119453,0.4375
KOSPI_KOSDAQ_ALL,SIBLING_W20,NORMAL_2023_2024,VALUE,48,0.00215617042005777,0.002190545420057772,0.5625
KOSPI_KOSDAQ_ALL,SIBLING_W20,YTD_2026,FLOW,13,0.021775486694953217,0.02206971746418399,0.8461538461538461
KOSPI_KOSDAQ_ALL,SIBLING_W20,YTD_2026,MOMENTUM,13,0.043130417737093744,0.04318811004478606,0.7692307692307693
KOSPI_KOSDAQ_ALL,SIBLING_W20,YTD_2026,REVISION,13,-0.0006274244602425805,-0.00045434753716566554,0.46153846153846156
KOSPI_KOSDAQ_ALL,SIBLING_W20,YTD_2026,VALUE,13,-0.00022715919586776133,-0.00010600534971391561,0.6923076923076923
