universe,factor,family,overlay,sample,n,ann_return,sharpe,mdd,hit_rate,avg_turnover,mean_delta_vs_base,beat_base_rate,median_delta_vs_base
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W10,EARLY_2016_2019,98,-0.044885309760297365,-0.0031381240402104044,-0.5149843404000546,0.5204081632653061,0.6234693877551021,-0.0003981095936296163,0.5102040816326531,3.469446951953614e-18
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W10,LATE_2020_2022,75,0.009485699771060174,0.2120470255165405,-0.5821871234027316,0.44,0.656,-0.0002775268726216579,0.5066666666666667,4.8444634684608606e-05
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W10,NORMAL_2023_2024,48,-0.12684368538251178,-0.19207585795241033,-0.4893514848442464,0.4791666666666667,0.6666666666666666,0.0008359688871981928,0.5625,0.001416163605274856
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W10,YTD_2026,13,0.13339236859531933,0.4793285751871701,-0.40712685803525916,0.5384615384615384,0.6653846153846155,-0.00571230970633843,0.6153846153846154,0.0002444675802841939
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W20,BULL_2025,25,1.0937844868716504,2.428074032980025,-0.150290635775017,0.6,0.67,0.007704997336045286,0.52,0.005678773661019425
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W20,EARLY_2016_2019,98,-0.04779272753709807,-0.027016642241908907,-0.5297110043956414,0.5306122448979592,0.6357142857142857,-0.0006709701292707159,0.47959183673469385,-0.0005694132725659606
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W20,LATE_2020_2022,75,-0.06137237712172805,-0.004606255964184916,-0.518083232785923,0.4666666666666667,0.6953333333333332,-0.003647142573565594,0.48,-0.0009606909484102949
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W20,NORMAL_2023_2024,48,-0.03888913260162097,0.05139201566028705,-0.34553623300302905,0.5208333333333334,0.6687499999999998,0.0043454202337054925,0.625,0.008130219212084056
KOSDAQ,MOM1M,MOMENTUM,CROSS_FAMILY_W20,YTD_2026,13,0.19573652589197943,0.5812671230988451,-0.3760347729916649,0.5384615384615384,0.6923076923076922,-0.005019317233794543,0.6153846153846154,0.0024957874922994228
KOSDAQ,MOM1M,MOMENTUM,FOUR_FAMILY_EW,BULL_2025,25,1.072139972409488,2.490180947569772,-0.14091260011466478,0.72,0.638,0.007065437308973764,0.56,0.00286313188407257
KOSDAQ,MOM1M,MOMENTUM,FOUR_FAMILY_EW,EARLY_2016_2019,98,-0.07593004756933386,-0.16525435531200908,-0.4579709271641019,0.5306122448979592,0.5520408163265307,-0.002087748006001938,0.5102040816326531,0.0011011467408093
KOSDAQ,MOM1M,MOMENTUM,FOUR_FAMILY_EW,LATE_2020_2022,75,0.011433691592030115,0.18962476410694232,-0.3663059412022214,0.52,0.622,-0.0012889560995489196,0.4666666666666667,-0.002466325347129081
KOSDAQ,MOM1M,MOMENTUM,FOUR_FAMILY_EW,NORMAL_2023_2024,48,-0.084025301510401,-0.1455310226446565,-0.45606133739140287,0.4791666666666667,0.6395833333333333,0.0019168680494440734,0.5416666666666666,0.008211939414950131
KOSDAQ,MOM1M,MOMENTUM,FOUR_FAMILY_EW,YTD_2026,13,-0.26584087082364616,-0.18293159384350158,-0.43010359924641584,0.5384615384615384,0.6769230769230768,-0.02155532864029708,0.23076923076923078,-0.04486205425963481
KOSDAQ,MOM1M,MOMENTUM,SIBLING_W20,BULL_2025,25,0.8569015871878942,2.3284309498986144,-0.13612810533375663,0.64,0.558,0.002298725635571588,0.52,0.006541524469571951
KOSDAQ,MOM1M,MOMENTUM,SIBLING_W20,EARLY_2016_2019,98,-0.037292489141713236,0.03622592305554508,-0.5328409881970388,0.5204081632653061,0.5714285714285714,9.621254413066307e-05,0.5612244897959183,0.0021701987216276924
KOSDAQ,MOM1M,MOMENTUM,SIBLING_W20,LATE_2020_2022,75,-0.0044961119230839675,0.16441795381587995,-0.49517487277916805,0.4666666666666667,0.5840000000000001,-0.0012425106248590177,0.48,-0.002246911834129478
KOSDAQ,MOM1M,MOMENTUM,SIBLING_W20,NORMAL_2023_2024,48,0.06486673458347281,0.34651827771245913,-0.3302688427793614,0.5,0.5708333333333333,0.00900778386672515,0.5625,0.007282084690509009
KOSDAQ,MOM1M,MOMENTUM,SIBLING_W20,YTD_2026,13,0.41425578781323913,0.8145152688600986,-0.4259001762800837,0.5384615384615384,0.5576923076923077,0.005646376334967695,0.5384615384615384,0.005680124259782537
