date,threshold_bn,factor_rows,eligible,jaccard,precision,recall,factor_only,eligible_only
2018-04-23,150,602,895,0.6670378619153675,0.9950166112956811,0.6692737430167598,3,296
2018-04-23,175,602,785,0.7601522842639594,0.9950166112956811,0.7630573248407644,3,186
2018-04-23,200,602,701,0.8508522727272727,0.9950166112956811,0.854493580599144,3,102
2018-04-23,225,602,646,0.9229583975346687,0.9950166112956811,0.9272445820433437,3,47
2018-04-23,250,602,602,0.964110929853181,0.9817275747508306,0.9817275747508306,11,11
2018-04-23,275,602,563,0.9352159468438538,0.9352159468438538,1.0,39,0
2018-04-23,300,602,534,0.8870431893687708,0.8870431893687708,1.0,68,0
2018-04-23,325,602,500,0.8305647840531561,0.8305647840531561,1.0,102,0
2018-04-23,350,602,473,0.7857142857142857,0.7857142857142857,1.0,129,0
2018-04-30,150,604,889,0.671892497200448,0.9933774834437086,0.6749156355455568,4,289
2018-04-30,175,604,775,0.7702182284980744,0.9933774834437086,0.7741935483870968,4,175
2018-04-30,200,604,701,0.851063829787234,0.9933774834437086,0.8559201141226819,4,101
2018-04-30,225,604,649,0.9188361408882083,0.9933774834437086,0.9244992295839753,4,49
2018-04-30,250,604,605,0.9594813614262561,0.9801324503311258,0.9785123966942149,12,13
2018-04-30,275,604,559,0.9191419141914191,0.9221854304635762,0.9964221824686941,47,2
2018-04-30,300,604,524,0.8644628099173554,0.8658940397350994,0.9980916030534351,81,1
2018-04-30,325,604,499,0.8231404958677686,0.8245033112582781,0.9979959919839679,106,1
2018-04-30,350,604,469,0.7735537190082644,0.7748344370860927,0.997867803837953,136,1
2018-05-09,150,609,885,0.6824324324324325,0.9950738916256158,0.6847457627118644,3,279
2018-05-09,175,609,769,0.7849740932642487,0.9950738916256158,0.788036410923277,3,163
2018-05-09,200,609,691,0.8731988472622478,0.9950738916256158,0.8769898697539797,3,85
2018-05-09,225,609,639,0.9409020217729394,0.993431855500821,0.94679186228482,4,34
2018-05-09,250,609,592,0.9656301145662848,0.9688013136288999,0.9966216216216216,19,2
2018-05-09,275,609,557,0.9146141215106732,0.9146141215106732,1.0,52,0
2018-05-09,300,609,516,0.8472906403940886,0.8472906403940886,1.0,93,0
