date,universe,eligible,valid_all8,coverage
2023-02-21,KOSPI_EX_K200,574,82,0.14285714285714285
2023-02-21,KOSDAQ,1483,123,0.08293998651382332
2023-02-21,KOSPI_ALL,770,254,0.32987012987012987
2023-02-21,KOSPI_KOSDAQ_ALL,2253,377,0.1673324456280515
2023-02-21,KOSDAQ_PLUS_KOSPI_EX_K200,2057,205,0.09965969859017987
2023-02-28,K200,196,165,0.8418367346938775
2023-02-28,KOSPI_EX_K200,574,74,0.1289198606271777
2023-02-28,KOSDAQ,1483,118,0.07956844234659474
2023-02-28,KOSPI_ALL,770,239,0.3103896103896104
2023-02-28,KOSPI_KOSDAQ_ALL,2253,357,0.1584553928095872
2023-02-28,KOSDAQ_PLUS_KOSPI_EX_K200,2057,192,0.09333981526494896
2023-03-08,K200,196,166,0.8469387755102041
2023-03-08,KOSPI_EX_K200,574,74,0.1289198606271777
2023-03-08,KOSDAQ,1486,126,0.0847913862718708
2023-03-08,KOSPI_ALL,770,240,0.3116883116883117
2023-03-08,KOSPI_KOSDAQ_ALL,2256,366,0.1622340425531915
2023-03-08,KOSDAQ_PLUS_KOSPI_EX_K200,2060,200,0.0970873786407767
2023-03-15,K200,196,165,0.8418367346938775
2023-03-15,KOSPI_EX_K200,574,73,0.12717770034843207
2023-03-15,KOSDAQ,1488,114,0.07661290322580645
2023-03-15,KOSPI_ALL,770,238,0.3090909090909091
2023-03-15,KOSPI_KOSDAQ_ALL,2258,352,0.15589016829052257
2023-03-15,KOSDAQ_PLUS_KOSPI_EX_K200,2062,187,0.0906886517943744
2023-03-22,K200,196,167,0.8520408163265306
2023-03-22,KOSPI_EX_K200,574,75,0.13066202090592335
2023-03-22,KOSDAQ,1489,116,0.07790463398253862
2023-03-22,KOSPI_ALL,770,242,0.3142857142857143
2023-03-22,KOSPI_KOSDAQ_ALL,2259,358,0.15847720230190349
2023-03-22,KOSDAQ_PLUS_KOSPI_EX_K200,2063,191,0.09258361609306835
2023-03-29,K200,196,166,0.8469387755102041
2023-03-29,KOSPI_EX_K200,574,79,0.13763066202090593
2023-03-29,KOSDAQ,1490,122,0.08187919463087248
2023-03-29,KOSPI_ALL,770,245,0.3181818181818182
2023-03-29,KOSPI_KOSDAQ_ALL,2260,367,0.16238938053097346
2023-03-29,KOSDAQ_PLUS_KOSPI_EX_K200,2064,201,0.09738372093023256
2023-04-05,K200,197,165,0.8375634517766497
2023-04-05,KOSPI_EX_K200,574,78,0.13588850174216027
2023-04-05,KOSDAQ,1491,126,0.08450704225352113
2023-04-05,KOSPI_ALL,771,243,0.3151750972762646
2023-04-05,KOSPI_KOSDAQ_ALL,2262,369,0.16312997347480107
2023-04-05,KOSDAQ_PLUS_KOSPI_EX_K200,2065,204,0.09878934624697337
2023-04-12,K200,197,163,0.8274111675126904
2023-04-12,KOSPI_EX_K200,575,78,0.1356521739130435
2023-04-12,KOSDAQ,1491,129,0.08651911468812877
2023-04-12,KOSPI_ALL,772,241,0.3121761658031088
2023-04-12,KOSPI_KOSDAQ_ALL,2263,370,0.16349977905435262
2023-04-12,KOSDAQ_PLUS_KOSPI_EX_K200,2066,207,0.10019361084220717
2023-04-19,K200,197,165,0.8375634517766497
2023-04-19,KOSPI_EX_K200,576,82,0.1423611111111111
2023-04-19,KOSDAQ,1490,127,0.08523489932885905
2023-04-19,KOSPI_ALL,773,247,0.31953428201811124
2023-04-19,KOSPI_KOSDAQ_ALL,2263,374,0.1652673442333186
2023-04-19,KOSDAQ_PLUS_KOSPI_EX_K200,2066,209,0.10116166505324298
2023-04-26,K200,197,168,0.8527918781725888
2023-04-26,KOSPI_EX_K200,576,79,0.1371527777777778
2023-04-26,KOSDAQ,1492,121,0.08109919571045576
2023-04-26,KOSPI_ALL,773,247,0.31953428201811124
2023-04-26,KOSPI_KOSDAQ_ALL,2265,368,0.16247240618101547
2023-04-26,KOSDAQ_PLUS_KOSPI_EX_K200,2068,200,0.09671179883945841
2023-05-04,K200,197,169,0.8578680203045685
2023-05-04,KOSPI_EX_K200,576,78,0.13541666666666666
2023-05-04,KOSDAQ,1495,127,0.08494983277591973
2023-05-04,KOSPI_ALL,773,247,0.31953428201811124
2023-05-04,KOSPI_KOSDAQ_ALL,2268,374,0.16490299823633156
2023-05-04,KOSDAQ_PLUS_KOSPI_EX_K200,2071,205,0.09898599710284886
2023-05-12,K200,197,166,0.8426395939086294
2023-05-12,KOSPI_EX_K200,576,78,0.13541666666666666
2023-05-12,KOSDAQ,1495,131,0.08762541806020067
2023-05-12,KOSPI_ALL,773,244,0.31565329883570503
2023-05-12,KOSPI_KOSDAQ_ALL,2268,375,0.16534391534391535
2023-05-12,KOSDAQ_PLUS_KOSPI_EX_K200,2071,209,0.10091743119266056
2023-05-19,K200,197,166,0.8426395939086294
2023-05-19,KOSPI_EX_K200,576,79,0.1371527777777778
2023-05-19,KOSDAQ,1499,134,0.08939292861907938
2023-05-19,KOSPI_ALL,773,245,0.3169469598965071
2023-05-19,KOSPI_KOSDAQ_ALL,2272,379,0.16681338028169015
2023-05-19,KOSDAQ_PLUS_KOSPI_EX_K200,2075,213,0.10265060240963855
2023-05-26,K200,197,169,0.8578680203045685
2023-05-26,KOSPI_EX_K200,576,81,0.140625
2023-05-26,KOSDAQ,1501,135,0.0899400399733511
2023-05-26,KOSPI_ALL,773,250,0.32341526520051744
2023-05-26,KOSPI_KOSDAQ_ALL,2274,385,0.1693051890941073
2023-05-26,KOSDAQ_PLUS_KOSPI_EX_K200,2077,216,0.10399614829080404
2023-06-05,K200,197,170,0.8629441624365483
2023-06-05,KOSPI_EX_K200,578,77,0.13321799307958476
2023-06-05,KOSDAQ,1503,139,0.09248170326014638
2023-06-05,KOSPI_ALL,775,247,0.31870967741935485
2023-06-05,KOSPI_KOSDAQ_ALL,2278,386,0.1694468832309043
2023-06-05,KOSDAQ_PLUS_KOSPI_EX_K200,2081,216,0.10379625180201826
2023-06-13,K200,197,168,0.8527918781725888
2023-06-13,KOSPI_EX_K200,578,77,0.13321799307958476
2023-06-13,KOSDAQ,1504,142,0.09441489361702128
2023-06-13,KOSPI_ALL,775,245,0.3161290322580645
2023-06-13,KOSPI_KOSDAQ_ALL,2279,387,0.16981132075471697
2023-06-13,KOSDAQ_PLUS_KOSPI_EX_K200,2082,219,0.10518731988472622
2023-06-20,K200,197,168,0.8527918781725888
2023-06-20,KOSPI_EX_K200,581,78,0.1342512908777969
2023-06-20,KOSDAQ,1505,152,0.1009966777408638
2023-06-20,KOSPI_ALL,778,246,0.3161953727506427
2023-06-20,KOSPI_KOSDAQ_ALL,2283,398,0.17433201927288655
2023-06-20,KOSDAQ_PLUS_KOSPI_EX_K200,2086,230,0.11025886864813039
2023-06-27,K200,197,171,0.868020304568528
2023-06-27,KOSPI_EX_K200,581,83,0.14285714285714285
2023-06-27,KOSDAQ,1505,153,0.10166112956810631
2023-06-27,KOSPI_ALL,778,254,0.3264781491002571
2023-06-27,KOSPI_KOSDAQ_ALL,2283,407,0.1782742006132282
2023-06-27,KOSDAQ_PLUS_KOSPI_EX_K200,2086,236,0.11313518696069032
2023-07-04,K200,197,171,0.868020304568528
2023-07-04,KOSPI_EX_K200,581,86,0.14802065404475043
2023-07-04,KOSDAQ,1508,158,0.10477453580901856
2023-07-04,KOSPI_ALL,778,257,0.33033419023136246
2023-07-04,KOSPI_KOSDAQ_ALL,2286,415,0.1815398075240595
2023-07-04,KOSDAQ_PLUS_KOSPI_EX_K200,2089,244,0.11680229775011967
2023-07-11,K200,197,172,0.8730964467005076
2023-07-11,KOSPI_EX_K200,581,86,0.14802065404475043
2023-07-11,KOSDAQ,1509,153,0.10139165009940358
2023-07-11,KOSPI_ALL,778,258,0.33161953727506427
2023-07-11,KOSPI_KOSDAQ_ALL,2287,411,0.17971141233056406
2023-07-11,KOSDAQ_PLUS_KOSPI_EX_K200,2090,239,0.11435406698564593
2023-07-18,K200,197,172,0.8730964467005076
2023-07-18,KOSPI_EX_K200,581,84,0.14457831325301204
2023-07-18,KOSDAQ,1510,149,0.09867549668874172
2023-07-18,KOSPI_ALL,778,256,0.32904884318766064
2023-07-18,KOSPI_KOSDAQ_ALL,2288,405,0.1770104895104895
2023-07-18,KOSDAQ_PLUS_KOSPI_EX_K200,2091,233,0.11142993782879006
2023-07-25,K200,197,172,0.8730964467005076
2023-07-25,KOSPI_EX_K200,581,80,0.13769363166953527
2023-07-25,KOSDAQ,1513,150,0.0991407799074686
2023-07-25,KOSPI_ALL,778,252,0.32390745501285345
2023-07-25,KOSPI_KOSDAQ_ALL,2291,402,0.17546922741161064
2023-07-25,KOSDAQ_PLUS_KOSPI_EX_K200,2094,230,0.10983763132760267
2023-08-01,K200,197,174,0.883248730964467
2023-08-01,KOSPI_EX_K200,582,81,0.13917525773195877
2023-08-01,KOSDAQ,1516,154,0.10158311345646438
2023-08-01,KOSPI_ALL,779,255,0.32734274711168165
2023-08-01,KOSPI_KOSDAQ_ALL,2295,409,0.17821350762527233
2023-08-01,KOSDAQ_PLUS_KOSPI_EX_K200,2098,235,0.11201143946615824
2023-08-08,K200,197,175,0.8883248730964467
2023-08-08,KOSPI_EX_K200,583,88,0.1509433962264151
2023-08-08,KOSDAQ,1518,148,0.09749670619235837
2023-08-08,KOSPI_ALL,780,263,0.3371794871794872
2023-08-08,KOSPI_KOSDAQ_ALL,2298,411,0.17885117493472585
2023-08-08,KOSDAQ_PLUS_KOSPI_EX_K200,2101,236,0.11232746311280342
2023-08-16,K200,197,174,0.883248730964467
2023-08-16,KOSPI_EX_K200,583,84,0.14408233276157806
2023-08-16,KOSDAQ,1520,145,0.09539473684210527
2023-08-16,KOSPI_ALL,780,258,0.33076923076923076
2023-08-16,KOSPI_KOSDAQ_ALL,2300,403,0.17521739130434782
2023-08-16,KOSDAQ_PLUS_KOSPI_EX_K200,2103,229,0.10889205896338564
2023-08-23,K200,197,172,0.8730964467005076
2023-08-23,KOSPI_EX_K200,584,83,0.1421232876712329
2023-08-23,KOSDAQ,1522,150,0.09855453350854139
2023-08-23,KOSPI_ALL,781,255,0.3265044814340589
2023-08-23,KOSPI_KOSDAQ_ALL,2303,405,0.17585757707338254
2023-08-23,KOSDAQ_PLUS_KOSPI_EX_K200,2106,233,0.11063627730294397
2023-08-30,K200,197,172,0.8730964467005076
2023-08-30,KOSPI_EX_K200,584,78,0.13356164383561644
2023-08-30,KOSDAQ,1523,150,0.0984898227183191
2023-08-30,KOSPI_ALL,781,250,0.3201024327784891
2023-08-30,KOSPI_KOSDAQ_ALL,2304,400,0.1736111111111111
2023-08-30,KOSDAQ_PLUS_KOSPI_EX_K200,2107,228,0.10821072615092549
2023-09-06,K200,197,172,0.8730964467005076
2023-09-06,KOSPI_EX_K200,584,80,0.136986301369863
2023-09-06,KOSDAQ,1524,147,0.09645669291338582
2023-09-06,KOSPI_ALL,781,252,0.322663252240717
2023-09-06,KOSPI_KOSDAQ_ALL,2305,399,0.17310195227765726
2023-09-06,KOSDAQ_PLUS_KOSPI_EX_K200,2108,227,0.10768500948766603
2023-09-13,K200,197,171,0.868020304568528
2023-09-13,KOSPI_EX_K200,584,81,0.1386986301369863
2023-09-13,KOSDAQ,1525,141,0.09245901639344262
2023-09-13,KOSPI_ALL,781,252,0.322663252240717
2023-09-13,KOSPI_KOSDAQ_ALL,2306,393,0.17042497831743278
2023-09-13,KOSDAQ_PLUS_KOSPI_EX_K200,2109,222,0.10526315789473684
2023-09-20,K200,197,172,0.8730964467005076
2023-09-20,KOSPI_EX_K200,585,80,0.13675213675213677
2023-09-20,KOSDAQ,1527,141,0.09233791748526522
2023-09-20,KOSPI_ALL,782,252,0.32225063938618925
2023-09-20,KOSPI_KOSDAQ_ALL,2309,393,0.17020355132091813
2023-09-20,KOSDAQ_PLUS_KOSPI_EX_K200,2112,221,0.10464015151515152
2023-09-27,K200,197,171,0.868020304568528
2023-09-27,KOSPI_EX_K200,585,81,0.13846153846153847
2023-09-27,KOSDAQ,1529,132,0.08633093525179857
2023-09-27,KOSPI_ALL,782,252,0.32225063938618925
2023-09-27,KOSPI_KOSDAQ_ALL,2311,384,0.16616183470359153
2023-09-27,KOSDAQ_PLUS_KOSPI_EX_K200,2114,213,0.10075685903500473
2023-10-11,K200,197,168,0.8527918781725888
2023-10-11,KOSPI_EX_K200,586,79,0.1348122866894198
2023-10-11,KOSDAQ,1532,135,0.0881201044386423
2023-10-11,KOSPI_ALL,783,247,0.31545338441890164
2023-10-11,KOSPI_KOSDAQ_ALL,2315,382,0.16501079913606911
2023-10-11,KOSDAQ_PLUS_KOSPI_EX_K200,2118,214,0.10103871576959396
2023-10-18,K200,197,170,0.8629441624365483
2023-10-18,KOSPI_EX_K200,586,78,0.13310580204778158
2023-10-18,KOSDAQ,1533,138,0.09001956947162426
2023-10-18,KOSPI_ALL,783,248,0.3167305236270754
2023-10-18,KOSPI_KOSDAQ_ALL,2316,386,0.16666666666666666
2023-10-18,KOSDAQ_PLUS_KOSPI_EX_K200,2119,216,0.1019348749410099
2023-10-25,K200,197,171,0.868020304568528
2023-10-25,KOSPI_EX_K200,586,80,0.13651877133105803
2023-10-25,KOSDAQ,1535,132,0.08599348534201955
2023-10-25,KOSPI_ALL,783,251,0.3205619412515964
2023-10-25,KOSPI_KOSDAQ_ALL,2318,383,0.16522864538395168
2023-10-25,KOSDAQ_PLUS_KOSPI_EX_K200,2121,212,0.09995285242809995
2023-11-01,K200,197,171,0.868020304568528
2023-11-01,KOSPI_EX_K200,586,80,0.13651877133105803
2023-11-01,KOSDAQ,1537,132,0.08588158750813273
2023-11-01,KOSPI_ALL,783,251,0.3205619412515964
2023-11-01,KOSPI_KOSDAQ_ALL,2320,383,0.16508620689655173
2023-11-01,KOSDAQ_PLUS_KOSPI_EX_K200,2123,212,0.09985869053226566
2023-11-08,K200,197,171,0.868020304568528
2023-11-08,KOSPI_EX_K200,586,82,0.13993174061433447
2023-11-08,KOSDAQ,1542,137,0.08884565499351492
2023-11-08,KOSPI_ALL,783,253,0.3231162196679438
2023-11-08,KOSPI_KOSDAQ_ALL,2325,390,0.16774193548387098
2023-11-08,KOSDAQ_PLUS_KOSPI_EX_K200,2128,219,0.10291353383458647
2023-11-15,K200,197,170,0.8629441624365483
2023-11-15,KOSPI_EX_K200,586,86,0.14675767918088736
2023-11-15,KOSDAQ,1549,135,0.08715300193673338
2023-11-15,KOSPI_ALL,783,256,0.3269476372924649
2023-11-15,KOSPI_KOSDAQ_ALL,2332,391,0.1676672384219554
2023-11-15,KOSDAQ_PLUS_KOSPI_EX_K200,2135,221,0.10351288056206089
2023-11-22,K200,197,170,0.8629441624365483
2023-11-22,KOSPI_EX_K200,588,88,0.14965986394557823
2023-11-22,KOSDAQ,1551,135,0.08704061895551257
2023-11-22,KOSPI_ALL,785,258,0.3286624203821656
2023-11-22,KOSPI_KOSDAQ_ALL,2336,393,0.168236301369863
2023-11-22,KOSDAQ_PLUS_KOSPI_EX_K200,2139,223,0.1042543244506779
2023-11-29,K200,197,172,0.8730964467005076
2023-11-29,KOSPI_EX_K200,588,87,0.14795918367346939
2023-11-29,KOSDAQ,1555,136,0.08745980707395498
2023-11-29,KOSPI_ALL,785,259,0.32993630573248406
2023-11-29,KOSPI_KOSDAQ_ALL,2340,395,0.16880341880341881
2023-11-29,KOSDAQ_PLUS_KOSPI_EX_K200,2143,223,0.10405972935137657
2023-12-06,K200,197,174,0.883248730964467
2023-12-06,KOSPI_EX_K200,588,92,0.1564625850340136
2023-12-06,KOSDAQ,1558,137,0.08793324775353016
2023-12-06,KOSPI_ALL,785,266,0.33885350318471336
2023-12-06,KOSPI_KOSDAQ_ALL,2343,403,0.1720017072129748
2023-12-06,KOSDAQ_PLUS_KOSPI_EX_K200,2146,229,0.10671015843429636
2023-12-13,K200,197,175,0.8883248730964467
2023-12-13,KOSPI_EX_K200,588,92,0.1564625850340136
2023-12-13,KOSDAQ,1560,143,0.09166666666666666
2023-12-13,KOSPI_ALL,785,267,0.3401273885350318
2023-12-13,KOSPI_KOSDAQ_ALL,2345,410,0.17484008528784648
2023-12-13,KOSDAQ_PLUS_KOSPI_EX_K200,2148,235,0.10940409683426443
2023-12-20,K200,197,173,0.8781725888324873
2023-12-20,KOSPI_EX_K200,588,99,0.1683673469387755
2023-12-20,KOSDAQ,1560,147,0.09423076923076923
2023-12-20,KOSPI_ALL,785,272,0.3464968152866242
2023-12-20,KOSPI_KOSDAQ_ALL,2345,419,0.17867803837953092
2023-12-20,KOSDAQ_PLUS_KOSPI_EX_K200,2148,246,0.11452513966480447
2023-12-28,K200,197,177,0.8984771573604061
2023-12-28,KOSPI_EX_K200,589,104,0.1765704584040747
2023-12-28,KOSDAQ,1561,151,0.09673286354900705
2023-12-28,KOSPI_ALL,786,281,0.3575063613231552
2023-12-28,KOSPI_KOSDAQ_ALL,2347,432,0.18406476352790796
2023-12-28,KOSDAQ_PLUS_KOSPI_EX_K200,2150,255,0.1186046511627907
2024-01-08,K200,197,177,0.8984771573604061
2024-01-08,KOSPI_EX_K200,590,104,0.17627118644067796
2024-01-08,KOSDAQ,1561,141,0.0903267136450993
2024-01-08,KOSPI_ALL,787,281,0.3570520965692503
2024-01-08,KOSPI_KOSDAQ_ALL,2348,422,0.1797274275979557
2024-01-08,KOSDAQ_PLUS_KOSPI_EX_K200,2151,245,0.11390051139005114
2024-01-15,K200,197,176,0.8934010152284264
2024-01-15,KOSPI_EX_K200,590,101,0.1711864406779661
2024-01-15,KOSDAQ,1561,141,0.0903267136450993
2024-01-15,KOSPI_ALL,787,277,0.3519695044472681
2024-01-15,KOSPI_KOSDAQ_ALL,2348,418,0.17802385008517888
2024-01-15,KOSDAQ_PLUS_KOSPI_EX_K200,2151,242,0.11250581125058112
2024-01-22,K200,197,175,0.8883248730964467
2024-01-22,KOSPI_EX_K200,590,100,0.1694915254237288
2024-01-22,KOSDAQ,1561,139,0.08904548366431775
2024-01-22,KOSPI_ALL,787,275,0.34942820838627703
2024-01-22,KOSPI_KOSDAQ_ALL,2348,414,0.17632027257240204
2024-01-22,KOSDAQ_PLUS_KOSPI_EX_K200,2151,239,0.1111111111111111
2024-01-29,K200,197,175,0.8883248730964467
2024-01-29,KOSPI_EX_K200,591,99,0.16751269035532995
2024-01-29,KOSDAQ,1565,138,0.08817891373801917
2024-01-29,KOSPI_ALL,788,274,0.3477157360406091
2024-01-29,KOSPI_KOSDAQ_ALL,2353,412,0.17509562260943476
2024-01-29,KOSDAQ_PLUS_KOSPI_EX_K200,2156,237,0.10992578849721707
2024-02-05,K200,197,172,0.8730964467005076
2024-02-05,KOSPI_EX_K200,591,97,0.16412859560067683
2024-02-05,KOSDAQ,1568,136,0.08673469387755102
2024-02-05,KOSPI_ALL,788,269,0.3413705583756345
2024-02-05,KOSPI_KOSDAQ_ALL,2356,405,0.17190152801358236
2024-02-05,KOSDAQ_PLUS_KOSPI_EX_K200,2159,233,0.1079203334877258
2024-02-14,K200,197,171,0.868020304568528
2024-02-14,KOSPI_EX_K200,591,97,0.16412859560067683
2024-02-14,KOSDAQ,1569,127,0.08094327597195666
2024-02-14,KOSPI_ALL,788,268,0.3401015228426396
2024-02-14,KOSPI_KOSDAQ_ALL,2357,395,0.16758591429783623
2024-02-14,KOSDAQ_PLUS_KOSPI_EX_K200,2160,224,0.1037037037037037
2024-02-21,K200,197,172,0.8730964467005076
2024-02-21,KOSPI_EX_K200,591,99,0.16751269035532995
2024-02-21,KOSDAQ,1571,124,0.0789306174411203
2024-02-21,KOSPI_ALL,788,271,0.34390862944162437
2024-02-21,KOSPI_KOSDAQ_ALL,2359,395,0.16744383213225944
2024-02-21,KOSDAQ_PLUS_KOSPI_EX_K200,2162,223,0.10314523589269195
2024-02-28,K200,197,169,0.8578680203045685
2024-02-28,KOSPI_EX_K200,592,91,0.15371621621621623
2024-02-28,KOSDAQ,1574,128,0.08132147395171538
2024-02-28,KOSPI_ALL,789,260,0.32953105196451205
2024-02-28,KOSPI_KOSDAQ_ALL,2363,388,0.16419805332204823
2024-02-28,KOSDAQ_PLUS_KOSPI_EX_K200,2166,219,0.10110803324099724
2024-03-07,K200,197,170,0.8629441624365483
2024-03-07,KOSPI_EX_K200,592,88,0.14864864864864866
2024-03-07,KOSDAQ,1575,133,0.08444444444444445
2024-03-07,KOSPI_ALL,789,258,0.3269961977186312
2024-03-07,KOSPI_KOSDAQ_ALL,2364,391,0.16539763113367173
2024-03-07,KOSDAQ_PLUS_KOSPI_EX_K200,2167,221,0.10198431010613752
2024-03-14,K200,197,170,0.8629441624365483
2024-03-14,KOSPI_EX_K200,592,88,0.14864864864864866
2024-03-14,KOSDAQ,1576,126,0.0799492385786802
2024-03-14,KOSPI_ALL,789,258,0.3269961977186312
2024-03-14,KOSPI_KOSDAQ_ALL,2365,384,0.16236786469344608
2024-03-14,KOSDAQ_PLUS_KOSPI_EX_K200,2168,214,0.09870848708487084
2024-03-21,K200,197,170,0.8629441624365483
2024-03-21,KOSPI_EX_K200,592,89,0.15033783783783783
2024-03-21,KOSDAQ,1577,128,0.08116677235256817
2024-03-21,KOSPI_ALL,789,259,0.3282636248415716
2024-03-21,KOSPI_KOSDAQ_ALL,2366,387,0.16356720202874048
2024-03-21,KOSDAQ_PLUS_KOSPI_EX_K200,2169,217,0.1000461041954818
2024-03-28,K200,197,169,0.8578680203045685
2024-03-28,KOSPI_EX_K200,592,90,0.15202702702702703
2024-03-28,KOSDAQ,1579,129,0.08169727675744141
2024-03-28,KOSPI_ALL,789,259,0.3282636248415716
2024-03-28,KOSPI_KOSDAQ_ALL,2368,388,0.16385135135135134
2024-03-28,KOSDAQ_PLUS_KOSPI_EX_K200,2171,219,0.10087517273146016
2024-04-04,K200,197,170,0.8629441624365483
2024-04-04,KOSPI_EX_K200,593,91,0.15345699831365936
2024-04-04,KOSDAQ,1580,130,0.08227848101265822
2024-04-04,KOSPI_ALL,790,261,0.330379746835443
2024-04-04,KOSPI_KOSDAQ_ALL,2370,391,0.1649789029535865
2024-04-04,KOSDAQ_PLUS_KOSPI_EX_K200,2173,221,0.10170271514035895
2024-04-12,K200,197,172,0.8730964467005076
2024-04-12,KOSPI_EX_K200,593,88,0.14839797639123103
2024-04-12,KOSDAQ,1580,137,0.08670886075949367
2024-04-12,KOSPI_ALL,790,260,0.3291139240506329
2024-04-12,KOSPI_KOSDAQ_ALL,2370,397,0.16751054852320676
2024-04-12,KOSDAQ_PLUS_KOSPI_EX_K200,2173,225,0.10354348826507133
2024-04-19,K200,197,173,0.8781725888324873
2024-04-19,KOSPI_EX_K200,593,86,0.14502529510961215
2024-04-19,KOSDAQ,1580,137,0.08670886075949367
2024-04-19,KOSPI_ALL,790,259,0.3278481012658228
2024-04-19,KOSPI_KOSDAQ_ALL,2370,396,0.1670886075949367
2024-04-19,KOSDAQ_PLUS_KOSPI_EX_K200,2173,223,0.10262310170271514
2024-04-26,K200,197,172,0.8730964467005076
2024-04-26,KOSPI_EX_K200,593,88,0.14839797639123103
2024-04-26,KOSDAQ,1581,142,0.08981657179000632
2024-04-26,KOSPI_ALL,790,260,0.3291139240506329
2024-04-26,KOSPI_KOSDAQ_ALL,2371,402,0.1695487136229439
2024-04-26,KOSDAQ_PLUS_KOSPI_EX_K200,2174,230,0.10579576816927323
2024-05-07,K200,197,170,0.8629441624365483
2024-05-07,KOSPI_EX_K200,593,92,0.1551433389544688
2024-05-07,KOSDAQ,1586,150,0.09457755359394704
2024-05-07,KOSPI_ALL,790,262,0.33164556962025316
2024-05-07,KOSPI_KOSDAQ_ALL,2376,412,0.1734006734006734
2024-05-07,KOSDAQ_PLUS_KOSPI_EX_K200,2179,242,0.11106011932078935
2024-05-14,K200,197,170,0.8629441624365483
2024-05-14,KOSPI_EX_K200,594,92,0.15488215488215487
2024-05-14,KOSDAQ,1586,147,0.0926860025220681
2024-05-14,KOSPI_ALL,791,262,0.33122629582806573
2024-05-14,KOSPI_KOSDAQ_ALL,2377,409,0.17206562894404712
2024-05-14,KOSDAQ_PLUS_KOSPI_EX_K200,2180,239,0.10963302752293579
2024-05-22,K200,197,170,0.8629441624365483
2024-05-22,KOSPI_EX_K200,594,95,0.15993265993265993
2024-05-22,KOSDAQ,1587,151,0.09514807813484562
2024-05-22,KOSPI_ALL,791,265,0.3350189633375474
2024-05-22,KOSPI_KOSDAQ_ALL,2378,416,0.17493692178301093
2024-05-22,KOSDAQ_PLUS_KOSPI_EX_K200,2181,246,0.11279229711141678
2024-05-29,K200,197,170,0.8629441624365483
2024-05-29,KOSPI_EX_K200,594,97,0.1632996632996633
2024-05-29,KOSDAQ,1588,152,0.09571788413098237
2024-05-29,KOSPI_ALL,791,267,0.33754740834386854
2024-05-29,KOSPI_KOSDAQ_ALL,2379,419,0.17612442202606138
2024-05-29,KOSDAQ_PLUS_KOSPI_EX_K200,2182,249,0.11411549037580201
2024-06-05,K200,197,172,0.8730964467005076
2024-06-05,KOSPI_EX_K200,594,96,0.16161616161616163
2024-06-05,KOSDAQ,1588,154,0.09697732997481108
2024-06-05,KOSPI_ALL,791,268,0.3388116308470291
2024-06-05,KOSPI_KOSDAQ_ALL,2379,422,0.17738545607398065
2024-06-05,KOSDAQ_PLUS_KOSPI_EX_K200,2182,250,0.1145737855178735
2024-06-13,K200,197,171,0.868020304568528
2024-06-13,KOSPI_EX_K200,594,96,0.16161616161616163
2024-06-13,KOSDAQ,1589,155,0.09754562617998741
2024-06-13,KOSPI_ALL,791,267,0.33754740834386854
2024-06-13,KOSPI_KOSDAQ_ALL,2380,422,0.1773109243697479
2024-06-13,KOSDAQ_PLUS_KOSPI_EX_K200,2183,251,0.11497938616582684
2024-06-20,K200,198,171,0.8636363636363636
2024-06-20,KOSPI_EX_K200,593,102,0.17200674536256325
2024-06-20,KOSDAQ,1592,160,0.10050251256281408
2024-06-20,KOSPI_ALL,791,273,0.34513274336283184
2024-06-20,KOSPI_KOSDAQ_ALL,2383,433,0.18170373478808224
2024-06-20,KOSDAQ_PLUS_KOSPI_EX_K200,2185,262,0.11990846681922197
2024-06-27,K200,198,173,0.8737373737373737
2024-06-27,KOSPI_EX_K200,594,104,0.1750841750841751
2024-06-27,KOSDAQ,1594,158,0.09912170639899624
2024-06-27,KOSPI_ALL,792,277,0.34974747474747475
2024-06-27,KOSPI_KOSDAQ_ALL,2386,435,0.18231349538977368
2024-06-27,KOSDAQ_PLUS_KOSPI_EX_K200,2188,262,0.11974405850091407
2024-07-04,K200,198,175,0.8838383838383839
2024-07-04,KOSPI_EX_K200,594,107,0.18013468013468015
2024-07-04,KOSDAQ,1597,159,0.09956167814652474
2024-07-04,KOSPI_ALL,792,282,0.3560606060606061
2024-07-04,KOSPI_KOSDAQ_ALL,2389,441,0.1845960652992884
2024-07-04,KOSDAQ_PLUS_KOSPI_EX_K200,2191,266,0.12140575079872204
2024-07-11,K200,198,175,0.8838383838383839
2024-07-11,KOSPI_EX_K200,595,107,0.17983193277310924
2024-07-11,KOSDAQ,1597,158,0.09893550407013149
2024-07-11,KOSPI_ALL,793,282,0.35561160151324084
2024-07-11,KOSPI_KOSDAQ_ALL,2390,440,0.18410041841004185
2024-07-11,KOSDAQ_PLUS_KOSPI_EX_K200,2192,265,0.1208941605839416
2024-07-18,K200,198,173,0.8737373737373737
2024-07-18,KOSPI_EX_K200,595,105,0.17647058823529413
2024-07-18,KOSDAQ,1598,154,0.09637046307884856
2024-07-18,KOSPI_ALL,793,278,0.3505674653215637
2024-07-18,KOSPI_KOSDAQ_ALL,2391,432,0.1806775407779172
2024-07-18,KOSDAQ_PLUS_KOSPI_EX_K200,2193,259,0.1181030551755586
2024-07-25,K200,198,174,0.8787878787878788
2024-07-25,KOSPI_EX_K200,595,106,0.1781512605042017
2024-07-25,KOSDAQ,1598,152,0.0951188986232791
