sample,universe,factor,direction,overlay,top_n,cost_bps,state,state_bin,n_periods,train_q1,train_q2,annualized_arith_uplift,tstat,positive_delta_share
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,0,FACTOR_TOP_REL_ACT5,LOW,57,-0.031905721384638576,0.0610370722494605,-0.010503691678206433,-0.14957373122249634,0.5263157894736842
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,0,FACTOR_TOP_REL_ACT5,MID,57,-0.031905721384638576,0.0610370722494605,-0.09084738617644134,-0.9375671593889922,0.47368421052631576
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,0,FACTOR_TOP_REL_ACT5,HIGH,57,-0.031905721384638576,0.0610370722494605,-0.10519043438493336,-1.7915930114612304,0.40350877192982454
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,0,FACTOR_TOP_REL_ACT5,LOW,32,-0.031905721384638576,0.0610370722494605,-0.039777297194043354,-0.4017304124080555,0.4375
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,0,FACTOR_TOP_REL_ACT5,MID,18,-0.031905721384638576,0.0610370722494605,-0.0599108302548327,-0.5485066121124554,0.3888888888888889
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,0,FACTOR_TOP_REL_ACT5,HIGH,36,-0.031905721384638576,0.0610370722494605,0.19134238721244456,2.1595442537585656,0.6388888888888888
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1,LOW,57,0.9154689415423738,1.0671946037365474,-0.11592300862624261,-1.1882963221018248,0.45614035087719296
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1,MID,57,0.9154689415423738,1.0671946037365474,-0.05727077333520608,-1.01183475123727,0.43859649122807015
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1,HIGH,57,0.9154689415423738,1.0671946037365474,-0.05907825659392196,-0.8268353071384965,0.47368421052631576
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1,LOW,30,0.9154689415423738,1.0671946037365474,0.11181675817773032,1.2172243945740362,0.5666666666666667
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1,MID,24,0.9154689415423738,1.0671946037365474,-0.06538186342716912,-0.7673658399771622,0.375
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1,HIGH,32,0.9154689415423738,1.0671946037365474,0.06921748318036812,0.6122749740335606,0.5625
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5,LOW,57,0.9376097320827476,1.0561646937952807,-0.15512364268029316,-1.5642743434593305,0.49122807017543857
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5,MID,57,0.9376097320827476,1.0561646937952807,-0.0769945796093905,-1.3252499946270235,0.3508771929824561
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5,HIGH,57,0.9376097320827476,1.0561646937952807,-0.0001538162656869762,-0.002307983345613294,0.5263157894736842
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5,LOW,30,0.9376097320827476,1.0561646937952807,0.03214975355479818,0.45228556906612694,0.5
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5,MID,19,0.9376097320827476,1.0561646937952807,0.013031861544861773,0.0888529704131607,0.47368421052631576
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5,HIGH,37,0.9376097320827476,1.0561646937952807,0.07535674348257597,0.772938941072622,0.5405405405405406
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,LOW,57,0.28595470966604986,0.4358974358974359,-0.13447194802657364,-1.3802200648018392,0.42105263157894735
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,MID,56,0.28595470966604986,0.4358974358974359,-0.045808746680476645,-0.7942870608297872,0.5
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,HIGH,58,0.28595470966604986,0.4358974358974359,-0.05188474734542649,-0.741117244905459,0.4482758620689655
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,LOW,33,0.28595470966604986,0.4358974358974359,-0.013914701720962378,-0.16685993573430233,0.48484848484848486
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,MID,30,0.28595470966604986,0.4358974358974359,0.052900967111403144,0.532879340439017,0.4666666666666667
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT1_BREADTH,HIGH,23,0.28595470966604986,0.4358974358974359,0.12488928818701277,0.9756501044907733,0.6086956521739131
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,LOW,57,0.3281784188034188,0.4723638994393199,-0.22002148973447255,-2.2578947473040127,0.3684210526315789
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,MID,57,0.3281784188034188,0.4723638994393199,-0.03443696991762821,-0.6531793808067228,0.5087719298245614
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,HIGH,57,0.3281784188034188,0.4723638994393199,0.022186421096730136,0.31323421631482185,0.49122807017543857
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,LOW,30,0.3281784188034188,0.4723638994393199,-0.04538738617200544,-0.5538583823510015,0.4666666666666667
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,MID,23,0.3281784188034188,0.4723638994393199,0.27898746288441223,2.4124974196175226,0.6521739130434783
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,MKT_ACT5_BREADTH,HIGH,33,0.3281784188034188,0.4723638994393199,-0.03196341140393,-0.3258185653409201,0.45454545454545453
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,LOW,57,0.3936705945864651,0.4530438876051797,-0.12972757787528466,-2.538812766564178,0.40350877192982454
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,MID,57,0.3936705945864651,0.4530438876051797,-0.020086124014998676,-0.28395032582358776,0.49122807017543857
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,HIGH,57,0.3936705945864651,0.4530438876051797,-0.08245833666508731,-0.8187684608748651,0.47368421052631576
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,LOW,31,0.3936705945864651,0.4530438876051797,0.10798454388206269,1.1106053131651172,0.6451612903225806
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,MID,22,0.3936705945864651,0.4530438876051797,0.019147164482435284,0.1893532582968905,0.45454545454545453
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,KOSDAQ_TA_SHARE,HIGH,33,0.3936705945864651,0.4530438876051797,0.007016333511942805,0.06947343201182975,0.42424242424242425
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,LOW,64,0.35,0.5,-0.10172491606591705,-2.0528986241806786,0.40625
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,MID,37,0.35,0.5,-0.10587780484321922,-0.7505175072128589,0.5675675675675675
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,HIGH,70,0.35,0.5,-0.04016618271769035,-0.617250525982582,0.44285714285714284
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,LOW,34,0.35,0.5,0.0145757989856524,0.19143909407956974,0.4411764705882353
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,MID,13,0.35,0.5,-0.04607657121621407,-0.34130185383317474,0.5384615384615384
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_ACT5_BREADTH,HIGH,39,0.35,0.5,0.10522348064487771,1.051390745207237,0.5641025641025641
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,LOW,57,0.10277700154157236,0.14764867785859298,-0.13728397753477403,-1.254637922669167,0.43859649122807015
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,MID,57,0.10277700154157236,0.14764867785859298,-0.06783125070481216,-1.4493667909038834,0.3508771929824561
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,HIGH,57,0.10277700154157236,0.14764867785859298,-0.027156810315784458,-0.45315654946632916,0.5789473684210527
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,LOW,34,0.10277700154157236,0.14764867785859298,0.061839291651705,0.863741450812883,0.5
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,MID,15,0.10277700154157236,0.14764867785859298,0.0697043265210737,0.5914345251761143,0.6
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_TA_SHARE,HIGH,37,0.10277700154157236,0.14764867785859298,0.02303234245615012,0.2116956418486996,0.4864864864864865
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,LOW,57,-0.031905721384638576,0.0610370722494605,-0.02164474430978538,-0.30839609749388036,0.5263157894736842
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,MID,57,-0.031905721384638576,0.0610370722494605,-0.09827475459749399,-1.0152022609097742,0.45614035087719296
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,HIGH,57,-0.031905721384638576,0.0610370722494605,-0.11235253964809129,-1.903583279376283,0.38596491228070173
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,LOW,32,-0.031905721384638576,0.0610370722494605,-0.04757354719404333,-0.480714303944139,0.4375
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,MID,18,-0.031905721384638576,0.0610370722494605,-0.06705083025483269,-0.6122802492986826,0.3888888888888889
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,FACTOR_TOP_REL_ACT5,HIGH,36,-0.031905721384638576,0.0610370722494605,0.1869323872124446,2.113017518305787,0.6388888888888888
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1,LOW,57,0.9154689415423738,1.0671946037365474,-0.1237482717841373,-1.2695207949584861,0.45614035087719296
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1,MID,57,0.9154689415423738,1.0671946037365474,-0.06655498386152184,-1.1746782024338216,0.43859649122807015
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1,HIGH,57,0.9154689415423738,1.0671946037365474,-0.06769930922550095,-0.9449425301147655,0.42105263157894735
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1,LOW,30,0.9154689415423738,1.0671946037365474,0.10350075817773023,1.122444000645012,0.5666666666666667
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1,MID,24,0.9154689415423738,1.0671946037365474,-0.06916186342716917,-0.8126705509796515,0.375
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1,HIGH,32,0.9154689415423738,1.0671946037365474,0.06307498318036808,0.5578873565826074,0.5625
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5,LOW,57,0.9376097320827476,1.0561646937952807,-0.1642752216276616,-1.6585923110131133,0.49122807017543857
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5,MID,57,0.9376097320827476,1.0561646937952807,-0.0848198427672852,-1.456678921857899,0.3333333333333333
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5,HIGH,57,0.9376097320827476,1.0561646937952807,-0.008907500476213314,-0.1332777937952474,0.49122807017543857
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5,LOW,30,0.9376097320827476,1.0561646937952807,0.023581753554798142,0.33029148625045474,0.5
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5,MID,19,0.9376097320827476,1.0561646937952807,0.009848703650124944,0.06718382585330357,0.47368421052631576
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5,HIGH,37,0.9376097320827476,1.0561646937952807,0.06943133807717049,0.7122355958354639,0.5405405405405406
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,LOW,57,0.28595470966604986,0.4358974358974359,-0.14415405328973155,-1.4813936956826412,0.42105263157894735
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,MID,56,0.28595470966604986,0.4358974358974359,-0.05350374668047666,-0.9240013537504195,0.4642857142857143
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,HIGH,58,0.28595470966604986,0.4358974358974359,-0.06022681631094372,-0.8593384973604812,0.43103448275862066
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,LOW,33,0.28595470966604986,0.4358974358974359,-0.02170379263005334,-0.26021373932111685,0.48484848484848486
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,MID,30,0.28595470966604986,0.4358974358974359,0.0476089671114031,0.48046873439368537,0.4666666666666667
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT1_BREADTH,HIGH,23,0.28595470966604986,0.4358974358974359,0.11963015775223014,0.9319332273562445,0.6086956521739131
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,LOW,57,0.3281784188034188,0.4723638994393199,-0.229173068681841,-2.3551031620855962,0.3684210526315789
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,MID,57,0.3281784188034188,0.4723638994393199,-0.04146644360183872,-0.7837539588590203,0.49122807017543857
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,HIGH,57,0.3281784188034188,0.4723638994393199,0.012636947412519603,0.17801470917567858,0.45614035087719296
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,LOW,30,0.3281784188034188,0.4723638994393199,-0.05219138617200545,-0.6358533156374437,0.4666666666666667
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,MID,23,0.3281784188034188,0.4723638994393199,0.2727422454931079,2.3531208294111705,0.6521739130434783
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,MKT_ACT5_BREADTH,HIGH,33,0.3281784188034188,0.4723638994393199,-0.03769068413120276,-0.38462348750708353,0.45454545454545453
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,LOW,57,0.3936705945864651,0.4530438876051797,-0.13848126208581096,-2.70468616648012,0.40350877192982454
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,MID,57,0.3936705945864651,0.4530438876051797,-0.030033492436051294,-0.4249130857291514,0.43859649122807015
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,HIGH,57,0.3936705945864651,0.4530438876051797,-0.08948781034929784,-0.8877996555664321,0.47368421052631576
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,LOW,31,0.3936705945864651,0.4530438876051797,0.10091228581754645,1.0352407641190018,0.6451612903225806
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,MID,22,0.3936705945864651,0.4530438876051797,0.015023528118798896,0.14948875810569415,0.45454545454545453
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,KOSDAQ_TA_SHARE,HIGH,33,0.3936705945864651,0.4530438876051797,0.00014360623921549304,0.0014189866831426938,0.42424242424242425
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,LOW,64,0.35,0.5,-0.11141116606591703,-2.2564616699011513,0.390625
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,MID,37,0.35,0.5,-0.11384645349186784,-0.8064151640646026,0.5135135135135135
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,HIGH,70,0.35,0.5,-0.048050182717690355,-0.7369372564807114,0.44285714285714284
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,LOW,34,0.35,0.5,0.007682857809181758,0.10107042720971779,0.4411764705882353
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,MID,13,0.35,0.5,-0.05189195583159865,-0.382256307733231,0.5384615384615384
OOS,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_ACT5_BREADTH,HIGH,39,0.35,0.5,0.09940809602949306,0.9927829433111935,0.5641025641025641
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,LOW,57,0.10277700154157236,0.14764867785859298,-0.14524187227161617,-1.3284679119628913,0.43859649122807015
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,MID,57,0.10277700154157236,0.14764867785859298,-0.07631967175744372,-1.6217647908525816,0.3157894736842105
TRAIN,K200,FOREIGN_FLOW,HIGH,ACT1_W10,10,60,FACTOR_TOP_TA_SHARE,HIGH,57,0.10277700154157236,0.14764867785859298,-0.03644102084210023,-0.6067730467762753,0.5614035087719298
