sample,universe,overlay,state,n_configs,median_high_minus_low,positive_spread_share,median_low_uplift,median_high_uplift
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,0.017590213290050276,0.53125,-0.022834744980306788,-0.024207783940065147
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.03707414507652956,0.375,-0.002381311586669747,-0.02853116602574946
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,0.010404339942339462,0.6354166666666666,-0.03438827500482955,-0.024150685522740932
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5,96,0.0067879034037976495,0.5520833333333334,-0.017052421343466108,-0.017499172307312856
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,0.009364059558779803,0.5625,-0.03632649451944485,-0.023990904392797913
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.03137590496469555,0.2708333333333333,0.03585497070273981,-0.00748651044176998
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,FACTOR_TOP_REL_ACT5,96,-0.009897499778175507,0.4166666666666667,0.01807994447101703,0.0035776205184738542
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,FACTOR_TOP_TA_SHARE,96,-0.008934532631023494,0.4375,0.02954597754921745,-0.0004926726674759546
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,KOSDAQ_TA_SHARE,96,0.011606958602433565,0.625,-0.000668123626875091,0.007199626991342072
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT1,96,-0.09055040039902251,0.15625,0.04550635832751681,-0.02193467792933982
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT1_BREADTH,96,-0.01565121413955531,0.4375,0.02907892454811766,0.010448672825397555
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT5,96,-0.10080161423710232,0.1875,0.0529635291315208,-0.02846573496099349
TRAIN,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT5_BREADTH,96,-0.00502912419481528,0.4895833333333333,0.01849690890094282,0.007668011435650957
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,-0.018888669215586205,0.3333333333333333,0.016329409339388312,-0.008729700385402694
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,0.015556933796282625,0.625,-0.011598107295567279,0.003975693208746528
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,96,0.012030117797378611,0.5625,-0.0033082660830025985,0.003300469707540247
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,0.02569273075247143,0.6041666666666666,-0.0037353344981642814,0.013769686869599552
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.03847171012876263,0.3125,0.016889840414559057,-0.01982494408896676
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.01965798713944861,0.3958333333333333,0.02106467680673408,-0.007092860504290009
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.024229162037434818,0.34375,0.007286035555347948,-0.0254064382368641
TRAIN,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.026250551537820854,0.40625,0.019729819672389792,-0.016206881823442553
